ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2009,3,2009-10-29,2009-10-29,-257833000.00,,6772225000.00,5918074000.00,,1111984000.00,,2026-05-05 13:31:06.435030+08:00,
000001.SZ,2009,2,2009-08-21,2009-08-21,3844868000.00,,6661173000.00,1702767000.00,,1113538000.00,,2026-05-05 13:31:00.560939+08:00,
000001.SZ,2009,1,2009-04-24,2009-04-24,2706389000.00,,-61670000.00,-2513866000.00,,-254194000.00,,2026-05-05 13:30:54.689343+08:00,
000001.SZ,2009,4,2010-03-12,2010-03-12,32193611000.00,,17579025000.00,-15641214000.00,,1026628000.00,,2026-05-05 13:07:46.138235+08:00,
000002.SZ,2009,4,2010-03-02,2010-03-02,9253351319.55,,2024489007.46,-4190660596.40,,-3028655220.86,,2026-05-05 13:07:46.138235+08:00,
000002.SZ,2009,2,2009-08-04,2009-08-04,9821584634.72,,6902137612.82,157108343.20,,-3076671701.35,,2026-05-05 13:31:00.560939+08:00,
000002.SZ,2009,1,2009-04-27,2009-04-27,3684640137.20,,6943635949.88,15637266.14,,3239391864.57,,2026-05-05 13:30:54.689343+08:00,
000002.SZ,2009,3,2009-10-26,2009-10-26,11241209259.63,,7636330165.25,-271617624.56,,-3333377729.40,,2026-05-05 13:31:06.435030+08:00,
000003.SZ,2009,2,2009-08-28,2009-08-28,2942338.74,,-95383.59,1714277.71,,-4752000.04,,2026-05-05 13:31:00.560939+08:00,
000003.SZ,2009,4,2010-04-21,2010-04-21,1548508.14,,-211081.64,-166557.00,,-1593032.78,,2026-05-05 13:07:46.138235+08:00,
000004.SZ,2009,3,2009-10-24,2009-10-24,24409703.97,,24114387.20,-2393646.77,,2098330.00,,2026-05-05 13:31:06.435030+08:00,
000004.SZ,2009,4,2010-04-17,2010-04-17,46596046.56,,47048011.33,-1355709.55,,1807674.32,,2026-05-05 13:07:46.138235+08:00,
000004.SZ,2009,2,2009-08-15,2009-08-15,7798124.68,,8352454.13,-1865678.55,,2420008.00,,2026-05-05 13:31:00.560939+08:00,
000004.SZ,2009,1,2009-04-30,2009-04-30,2588060.91,,4110027.41,-1219719.50,,2741686.00,,2026-05-05 13:30:54.689343+08:00,
000005.SZ,2009,1,2009-04-28,2009-04-28,-4382357.67,,14794316.88,NaN,,19176674.55,,2026-05-05 13:30:54.689343+08:00,
000005.SZ,2009,2,2009-08-28,2009-08-28,-28216709.94,,-14251296.29,-222394.10,,14187807.75,,2026-05-05 13:31:00.560939+08:00,
000005.SZ,2009,4,2010-04-30,2010-04-30,8131607.07,,5554143.63,-9962657.64,,7385194.20,,2026-05-05 13:07:46.138235+08:00,
000005.SZ,2009,3,2009-10-30,2009-10-30,-18914691.60,,-5606502.41,-222394.10,,13530583.29,,2026-05-05 13:31:06.435030+08:00,
000006.SZ,2009,3,2009-10-31,2009-10-31,489434348.01,,857751230.87,123021427.66,,245297404.91,,2026-05-05 13:31:06.435030+08:00,
000006.SZ,2009,4,2010-03-17,2010-03-17,369028706.28,,605588706.97,146594519.96,,89972408.34,,2026-05-05 13:07:46.138235+08:00,
000006.SZ,2009,1,2009-04-25,2009-04-25,-121707618.53,,512702277.67,62740408.70,,571669487.50,,2026-05-05 13:30:54.689343+08:00,
000006.SZ,2009,2,2009-08-12,2009-08-12,203561975.38,,831516089.16,123916221.66,,504039841.83,,2026-05-05 13:31:00.560939+08:00,
000007.SZ,2009,3,2009-10-30,2009-10-30,-20450978.63,,-123452986.56,-4936788.00,,-98065827.86,,2026-05-05 13:31:06.435030+08:00,
000007.SZ,2009,1,2009-04-29,2009-04-29,-4397518.82,,-5365575.31,NaN,,-968164.35,,2026-05-05 13:30:54.689343+08:00,
000007.SZ,2009,4,2010-04-21,2010-04-21,-18487711.14,,-167406301.85,108289067.82,,-257237230.17,,2026-05-05 13:07:46.138235+08:00,
000007.SZ,2009,2,2009-08-22,2009-08-22,-11441621.19,,-29963462.45,-4903784.00,,-13618501.01,,2026-05-05 13:31:00.560939+08:00,
000008.SZ,2009,1,2009-04-18,2009-04-18,-1224888.06,,-8644888.06,-7420000.00,,NaN,,2026-05-05 13:30:54.689343+08:00,
000008.SZ,2009,4,2010-03-27,2010-03-27,3702076.48,,-3370278.21,-7072354.69,,NaN,,2026-05-05 13:07:46.138235+08:00,
000008.SZ,2009,3,2009-10-22,2009-10-22,-1031035.50,,-8078945.25,-7047909.75,,NaN,,2026-05-05 13:31:06.435030+08:00,
000008.SZ,2009,2,2009-08-07,2009-08-07,-1062061.17,,-8455897.96,-7393836.79,,NaN,,2026-05-05 13:31:00.560939+08:00,
000009.SZ,2009,4,2010-03-27,2010-03-27,635257941.52,,942344037.25,-162165975.14,,470625479.87,,2026-05-05 13:07:46.138235+08:00,
000009.SZ,2009,1,2009-04-25,2009-04-25,412076708.96,,490878461.20,10721137.23,,67711581.65,,2026-05-05 13:30:54.689343+08:00,
000009.SZ,2009,2,2009-08-28,2009-08-28,680145866.08,,1897453141.65,-23286905.49,,1240594181.06,,2026-05-05 13:31:00.560939+08:00,
