ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2019,2,2019-08-08,2019-08-08,26432000000.00,NaN,-221000000.00,-54409000000.00,152078000000.00,27725000000.00,NaN,2026-04-19 18:16:01.329817+08:00,2026-05-04 19:53:17.393771+08:00
000001.SZ,2019,1,2019-04-24,2019-04-24,53184000000.00,NaN,39162000000.00,-31790000000.00,105313000000.00,18923000000.00,NaN,2026-04-19 18:15:59.413151+08:00,2026-05-04 19:53:15.005351+08:00
000001.SZ,2019,4,2020-02-14,2020-02-14,-40025000000.00,NaN,17257000000.00,-102056000000.00,435711000000.00,158667000000.00,NaN,2026-04-19 18:16:04.957610+08:00,2026-05-04 19:53:21.877629+08:00
000001.SZ,2019,3,2019-10-22,2019-10-22,84480000000.00,NaN,-3045000000.00,-78809000000.00,332361000000.00,-10527000000.00,NaN,2026-04-19 18:16:03.058935+08:00,2026-05-04 19:53:19.556342+08:00
000002.SZ,2019,4,2020-03-18,2020-03-18,45686809515.08,432735958602.82,-15929512066.69,-28626734553.85,1760945806.47,-33338210446.40,11814284511.15,2026-04-19 18:16:04.957610+08:00,2026-05-04 19:53:21.877629+08:00
000002.SZ,2019,3,2019-10-25,2019-10-25,1734412256.24,302423765750.81,-79606370718.32,-12022514659.84,3248783360.02,-69874769372.86,8724020082.75,2026-04-19 18:16:03.058935+08:00,2026-05-04 19:53:19.556342+08:00
000002.SZ,2019,1,2019-04-30,2019-04-30,-26712603541.40,79002977074.59,-43780184899.70,5980164169.66,533092800.00,-22928324376.91,450493159.51,2026-04-19 18:15:59.413151+08:00,2026-05-04 19:53:15.005351+08:00
000002.SZ,2019,2,2019-08-21,2019-08-21,8853110066.35,198055147640.91,-42772958099.26,-7720691825.88,1149292088.39,-43990345194.32,8780644490.40,2026-04-19 18:16:01.329817+08:00,2026-05-04 19:53:17.393771+08:00
000003.SZ,2019,2,2019-08-24,2019-08-24,-2551283.56,6803193.21,-3174390.46,-623106.90,NaN,NaN,NaN,2026-04-19 18:16:01.329817+08:00,2026-05-04 19:53:17.393771+08:00
000003.SZ,2019,1,2019-04-27,2019-04-27,-1688780.45,3373131.91,-2311887.35,-623106.90,NaN,NaN,NaN,2026-04-19 18:15:59.413151+08:00,2026-05-04 19:53:15.005351+08:00
000003.SZ,2019,4,2020-05-01,2020-05-01,-3548641.59,13419384.89,-3572776.12,-24134.53,NaN,NaN,NaN,2026-04-19 18:16:04.957610+08:00,2026-05-04 19:53:21.877629+08:00
000003.SZ,2019,3,2019-10-30,2019-10-30,-3853154.14,9548588.40,-4483216.80,-630062.66,NaN,NaN,NaN,2026-04-19 18:16:03.058935+08:00,2026-05-04 19:53:19.556342+08:00
000004.SZ,2019,1,2019-04-26,2019-04-26,3965950.76,98705920.67,34992587.16,31026636.40,36091950.00,0.00,NaN,2026-04-19 18:15:59.413151+08:00,2026-05-04 19:53:15.005351+08:00
000004.SZ,2019,4,2020-04-28,2020-04-28,-15870920.83,109116865.71,98694175.14,114565095.97,NaN,NaN,NaN,2026-04-19 18:16:04.957610+08:00,2026-05-04 19:53:21.877629+08:00
000004.SZ,2019,3,2019-10-31,2019-10-31,-9866840.42,108111982.74,-28273181.38,-18406340.96,NaN,0.00,NaN,2026-04-19 18:16:03.058935+08:00,2026-05-04 19:53:19.556342+08:00
000004.SZ,2019,2,2019-08-31,2019-08-31,131415.62,107057967.55,31745029.62,31613614.00,NaN,0.00,NaN,2026-04-19 18:16:01.329817+08:00,2026-05-04 19:53:17.393771+08:00
