ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2019,4,2020-02-14,10.1966,10.1572,NaN,0.7664,,28086000000.00,12.3325,12.4383,13.6071,92.0544,12.5856,NaN,NaN,18.1997,18.1997,,1.4500,14.0696,2026-04-19 21:13:49.942357+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2019,2,2019-08-08,6.2028,6.1678,NaN,0.4395,,15316000000.00,15.1419,15.1782,15.1885,92.8538,13.9935,NaN,NaN,18.4972,18.4972,,0.7800,13.5658,2026-04-19 21:13:45.614856+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2019,1,2019-04-24,3.0331,3.0233,NaN,0.2143,,7422000000.00,12.6165,12.8867,12.9037,92.8916,14.0679,NaN,NaN,15.8781,15.8781,,0.3600,13.2359,2026-04-19 21:13:43.473009+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2019,3,2019-10-22,8.9454,8.9098,NaN,0.6629,,23527000000.00,15.4017,15.4709,15.4722,92.2304,12.8707,NaN,NaN,18.8013,18.8013,,1.3200,13.8163,2026-04-19 21:13:47.575546+08:00,2026-05-04 21:07:07.998659+08:00
000002.SZ,2019,4,2020-03-18,22.6117,22.2873,5.0492,3.3839,36.2451,38314387512.31,13.5033,13.4584,15.0993,84.3590,6.3935,1.1307,0.4259,23.5873,23.5873,,3.4700,16.6392,2026-04-19 21:13:49.942357+08:00,2026-05-04 20:24:54.347345+08:00
000002.SZ,2019,1,2019-04-30,0.7153,0.7203,0.5050,0.2082,35.0440,1128443791.31,98.0949,95.7689,25.2267,84.7734,6.5675,1.1594,0.4611,56.9300,56.9300,,0.1020,14.2721,2026-04-19 21:13:43.473009+08:00,2026-05-04 20:24:45.753661+08:00
000002.SZ,2019,3,2019-10-25,11.2933,11.2529,2.9414,1.8053,35.9903,18175562558.38,32.5607,32.0973,30.4349,85.0587,6.6929,1.1297,0.4145,27.2083,27.2083,,1.6310,14.8002,2026-04-19 21:13:47.575546+08:00,2026-05-04 20:24:51.524592+08:00
000002.SZ,2019,2,2019-08-21,7.4763,7.4182,2.0049,1.2420,36.2453,11749678942.31,41.9114,40.9711,29.7905,85.2594,6.7840,1.1191,0.4387,31.4656,31.4656,,1.0600,14.2466,2026-04-19 21:13:45.614856+08:00,2026-05-04 20:24:48.778881+08:00
000003.SZ,2019,1,2019-04-27,-2.4275,-2.4488,-2.2886,-2.2680,7.6364,-1945614.38,57.5087,57.7394,57.7394,6.4208,1.0686,7.8571,7.8561,-63.3139,-63.3139,,-0.0048,0.1962,2026-04-19 21:13:43.473009+08:00,2026-05-04 20:24:45.753661+08:00
000003.SZ,2019,2,2019-08-24,-3.8455,-3.9677,-3.6350,-3.5928,15.1759,-3130392.69,-218.5438,-207.9963,-205.9126,6.4211,1.0686,7.7665,7.7659,-69.0018,-69.0018,,-0.0076,0.1934,2026-04-19 21:13:45.614856+08:00,2026-05-04 20:24:48.778881+08:00
