ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2005,4,2007-03-22,6.3868,6.8734,,0.1458,,334702080.00,25.3895,19.9804,5.5803,97.7266,43.9870,,,3.1928,3.1928,,0.1600,2.5976,2026-05-07 00:32:56.033590+08:00,2026-05-07 00:32:56.033695+08:00
000002.SZ,2005,4,2006-03-21,18.6105,18.4243,10.5628,7.6395,34.7948,1336851574.86,55.5123,56.7988,53.7988,60.9809,2.5628,1.8270,0.4627,37.7141,37.7141,,,2.2320,2026-05-07 00:32:56.033590+08:00,2026-05-07 00:32:56.033695+08:00
000003.SZ,2005,4,2006-04-28,,,-2.0640,-14.9317,66.8618,-71548054.82,4.9155,3.7313,-11.3779,652.5117,,0.1079,0.0271,-24.3162,-24.3162,,,-8.0400,2026-05-07 00:32:56.033590+08:00,2026-05-07 00:32:56.033695+08:00
000004.SZ,2005,4,2006-04-20,-15.0802,-20.8496,-9.6016,-10.0381,39.6477,-18771259.12,-191.0711,-407.9404,-234.1893,35.8844,1.5597,2.1637,2.0083,-42.5030,-42.5030,,,1.0070,2026-05-07 00:32:56.033590+08:00,2026-05-07 00:32:56.033695+08:00
000005.SZ,2005,4,2006-04-28,-23.2434,-22.3031,-10.5633,-10.4195,37.8467,-172689717.97,-170.3039,-485.5616,-10746.9748,59.8387,2.4900,0.3997,0.1273,-8.0652,-8.0652,,,0.9320,2026-05-07 00:32:56.033590+08:00,2026-05-07 00:32:56.033695+08:00
000006.SZ,2005,4,2006-04-01,10.6825,7.6058,4.3864,3.2060,24.4568,79167147.77,543.4052,134.6881,106.9743,56.0089,2.2732,1.7442,0.6165,-23.6077,-23.6077,,,4.3480,2026-05-07 00:32:56.033590+08:00,2026-05-07 00:32:56.033695+08:00
000007.SZ,2005,4,2006-04-28,10.0899,-4.1889,4.2262,1.0820,42.1152,-3444006.85,101.6728,103.8158,105.8588,87.2991,7.8735,0.5237,0.2859,158.4008,158.4008,,,0.6100,2026-05-07 00:32:56.033590+08:00,2026-05-07 00:32:56.033695+08:00
000008.SZ,2005,4,2006-02-25,-7.4998,-7.4046,-6.1601,-6.1358,24.0248,-5199485.00,-125.3574,-113.5210,-113.6478,24.9367,1.3322,1.1232,0.9953,37.5383,37.5383,,,0.9180,2026-05-07 00:32:56.033590+08:00,2026-05-07 00:32:56.033695+08:00
000009.SZ,2005,4,2006-04-29,6.3602,2.6245,4.8870,2.3128,31.7749,29630127.48,34.1558,293.8121,162.2265,64.9825,2.8557,1.2721,0.4931,33.0944,33.0944,,,1.2400,2026-05-07 00:32:56.033590+08:00,2026-05-07 00:32:56.033695+08:00
000010.SZ,2005,4,2006-04-29,-75.9260,-28.2211,-14.5410,-13.6006,26.8216,-30215383.90,-369.5348,-658.1285,-442.0251,79.1249,4.7904,0.6931,0.5418,-25.4608,-25.4608,,,0.4000,2026-05-07 00:32:56.033590+08:00,2026-05-07 00:32:56.033695+08:00
