ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2012,1,2012-04-26,4.5681,4.5565,,0.2662,,3420212000.00,45.9175,45.8849,42.7419,94.2283,17.3259,,,67.2195,67.2195,,0.6700,14.9932,2026-04-19 21:12:54.068740+08:00,
000001.SZ,2012,2,2012-08-16,8.8308,8.7888,,0.4998,,6729261000.00,46.1319,46.4360,42.9146,94.6450,18.6741,,,61.6965,61.6965,,1.3200,15.5802,2026-04-19 21:12:55.457449+08:00,
000001.SZ,2012,4,2013-03-08,16.9537,16.9316,,0.9433,,13385220000.00,33.5724,32.3850,30.3938,94.7216,18.9451,,,34.0909,34.0909,,2.6200,16.5514,2026-04-19 21:12:58.595459+08:00,
000001.SZ,2012,3,2012-10-26,13.2071,13.1419,,0.7564,,10187381000.00,36.0655,35.1422,33.1814,94.4688,18.0793,,,42.6554,42.6554,,2.0000,15.9516,2026-04-19 21:12:56.860265+08:00,
000002.SZ,2012,3,2012-10-24,9.2962,9.2665,2.7443,1.9088,37.3799,5063652639.56,45.5079,44.5257,41.7415,79.4002,4.8544,1.4203,0.3640,57.3892,57.3892,,0.4620,5.1223,2026-04-19 21:12:56.860265+08:00,
000002.SZ,2012,2,2012-08-07,6.8940,6.8120,2.0649,1.4476,37.2638,3680771877.92,36.0911,35.8700,25.0929,78.8639,4.7312,1.4567,0.4140,53.7007,53.7007,,0.3400,5.0113,2026-04-19 21:12:55.457449+08:00,
000002.SZ,2012,1,2012-04-24,2.6013,2.5350,0.7212,0.5046,41.7906,1360382887.91,23.5314,22.9142,15.8321,77.7343,4.4912,1.4590,0.4032,29.8065,29.8065,,0.1300,4.9438,2026-04-19 21:12:54.068740+08:00,
000002.SZ,2012,4,2013-02-28,21.4930,21.4247,6.4676,4.6407,36.5555,12511303092.59,33.3043,33.3060,30.4036,78.3163,4.6118,1.3962,0.4141,43.6505,43.6505,,1.1400,5.8047,2026-04-19 21:12:58.595459+08:00,
000003.SZ,2012,2,2012-08-31,0.9565,,-2.7463,-18.7359,75.4578,-31653466.97,-1.2231,-1.2323,-0.0142,2043.5855,-0.0515,0.0406,0.0405,-3.3782,-3.3782,,,-9.9260,2026-04-19 21:12:55.457449+08:00,2026-05-04 21:23:36.769783+08:00
000003.SZ,2012,4,2013-04-27,0.4364,,-2.3115,-8.6518,77.5482,-14370369.51,-4.3805,-4.6968,-4.6968,2101.5868,-0.0500,0.0497,0.0497,0.0846,0.0846,,,-9.8738,2026-04-19 21:12:58.595459+08:00,2026-05-04 21:23:36.769783+08:00
000004.SZ,2012,1,2012-04-21,0.0112,0.0112,0.7133,0.5906,45.8868,8420.81,-40.5838,-25.1092,-95.0379,29.2413,1.4133,1.9544,1.2073,-48.0215,-48.0215,,0.0001,0.8972,2026-04-19 21:12:54.068740+08:00,
000004.SZ,2012,4,2013-04-20,2.6249,3.1658,5.1951,4.0153,45.4831,2418468.79,12.9959,-13.5778,-32.9322,23.2528,1.3030,3.0206,1.9044,30.6825,30.6825,,0.0239,0.9223,2026-04-19 21:12:58.595459+08:00,
000004.SZ,2012,3,2012-10-26,-0.5587,-0.8136,2.5689,1.8402,51.4978,-611206.27,-21.7543,-18.9317,-180.2343,23.7050,1.3107,2.9478,1.6223,-21.3976,-21.3976,,-0.0050,0.8921,2026-04-19 21:12:56.860265+08:00,
000004.SZ,2012,2,2012-08-09,-1.0515,-1.2827,1.0502,0.6947,46.6973,-961230.86,-50.7209,-46.3922,-396.2152,30.6461,1.4419,1.9110,1.0824,-32.8322,-32.8322,,-0.0094,0.8877,2026-04-19 21:12:55.457449+08:00,
000005.SZ,2012,3,2012-10-27,-2.0494,-6.3527,0.0493,-1.0717,5.3428,-41498323.09,-24.2170,-198.0299,-198.0299,47.7673,1.9145,0.2934,0.2664,7.2775,7.2775,,-0.0150,0.7071,2026-04-19 21:12:56.860265+08:00,
000005.SZ,2012,1,2012-04-24,-1.8699,-1.8722,-0.4980,-0.9721,30.6558,-12241064.42,-94.5796,-94.3334,-94.3334,48.3775,1.9371,0.3100,0.2827,27.6354,27.6354,,-0.0130,0.7084,2026-04-19 21:12:54.068740+08:00,
000005.SZ,2012,2,2012-08-29,-4.5340,-4.5576,-1.5728,-2.3476,7.5462,-29410344.46,-47.8172,-207.8708,-207.8708,48.8110,1.9535,0.2852,0.2577,2.0812,2.0812,,-0.0300,0.6898,2026-04-19 21:12:55.457449+08:00,
000005.SZ,2012,4,2013-04-24,3.2818,-11.4800,3.9633,1.7069,35.4961,-77032850.32,92.9799,126.4846,92.9241,48.3142,1.9348,0.5544,0.5306,56.4830,56.4830,,0.0241,0.7460,2026-04-19 21:12:58.595459+08:00,
000006.SZ,2012,3,2012-10-20,11.4808,11.4638,5.7000,4.0217,39.9590,340310963.86,34.3958,34.4550,24.2884,64.1087,2.7862,1.7084,0.3663,18.0278,18.0278,,0.2651,2.4411,2026-04-19 21:12:56.860265+08:00,
000006.SZ,2012,4,2013-03-30,19.7354,19.6735,9.6372,7.1277,44.1615,615217243.83,49.6007,49.7877,42.2112,62.0165,2.6327,1.7077,0.4337,18.8072,18.8072,,0.4800,2.6877,2026-04-19 21:12:58.595459+08:00,
000006.SZ,2012,1,2012-04-19,2.7711,2.7709,1.4917,1.0137,44.3105,79112849.52,66.5762,66.6139,50.1991,63.8762,2.7683,1.4743,0.1252,-8.4753,-8.4753,,0.0800,2.9440,2026-04-19 21:12:54.068740+08:00,
000006.SZ,2012,2,2012-08-11,8.9042,8.8908,4.7229,3.2326,41.6150,263346878.79,103.7691,104.1590,101.5385,61.6302,2.6062,1.6385,0.2242,41.6392,41.6392,,0.2051,3.1601,2026-04-19 21:12:55.457449+08:00,
000007.SZ,2012,2,2012-08-14,2.2594,2.0858,2.1634,1.0264,62.1521,5894733.71,19499.5398,9955.3363,935.0618,30.7162,1.4433,1.6628,1.5176,44.9979,44.9979,,0.0276,1.2374,2026-04-19 21:12:55.457449+08:00,
000007.SZ,2012,3,2012-10-20,3.8072,3.8389,3.3585,1.7717,48.4659,10934688.33,38271.9594,690.0991,6746.6900,58.6507,2.4184,1.2262,1.1185,83.3453,83.3453,,0.0470,1.2567,2026-04-19 21:12:56.860265+08:00,
000007.SZ,2012,1,2012-04-20,0.1762,0.1104,0.4117,0.0945,69.4746,308841.14,116.6529,257.3822,1091.3035,31.2767,1.4551,1.5880,1.4449,30.3342,30.3342,,0.0021,1.2119,2026-04-19 21:12:54.068740+08:00,
000007.SZ,2012,4,2013-04-25,2.3488,2.4182,2.8439,0.7696,44.5772,6837748.96,-2.3553,-15.4461,16.4838,62.4158,2.6607,1.1907,1.1527,89.1048,89.1048,,0.0378,1.2387,2026-04-19 21:12:58.595459+08:00,
000008.SZ,2012,2,2012-08-07,0.0718,-0.0135,-0.5881,0.0687,32.1058,-9945.75,115.2093,115.4873,115.4873,4.3308,1.0453,13.9873,13.9377,-59.9354,-59.9354,,0.0007,1.0035,2026-04-19 21:12:55.457449+08:00,
000008.SZ,2012,4,2013-03-29,12.7314,1.1989,13.8720,11.3242,49.0880,3684712.16,25.7659,29.7826,15.1210,11.8931,1.1350,2.2006,2.0540,6.7831,6.7831,,0.2600,3.5627,2026-04-19 21:12:58.595459+08:00,
000008.SZ,2012,3,2012-10-27,0.1166,0.0313,-0.9738,0.1115,32.4818,23161.41,119.2898,119.5668,119.5668,4.2816,1.0447,14.2695,14.2027,-51.9966,-51.9966,,0.0012,1.0040,2026-04-19 21:12:56.860265+08:00,
000008.SZ,2012,1,2012-04-27,-0.0390,-0.0958,-0.2010,-0.0373,35.6168,-70733.82,89.7528,89.4909,89.4909,4.2082,1.0439,14.2476,14.1782,-34.3358,-34.3358,,-0.0004,1.0024,2026-04-19 21:12:54.068740+08:00,
000009.SZ,2012,2,2012-08-29,1.9145,0.4703,2.6657,1.2362,36.2100,12830850.36,-44.3868,-42.8710,-75.8879,65.0398,2.8604,1.4574,0.7192,15.3105,15.3105,,0.0500,2.5738,2026-04-19 21:12:55.457449+08:00,
000009.SZ,2012,4,2013-04-27,5.6917,-7.1271,5.2290,2.4626,35.4128,-200925271.91,-23.0308,-20.7385,-40.5532,64.3669,2.8064,1.4504,0.6121,-1.0003,-1.0003,,0.1500,2.7404,2026-04-19 21:12:58.595459+08:00,
000009.SZ,2012,3,2012-10-27,2.1248,-0.4728,3.5944,1.4904,36.2572,-12988420.65,-44.2862,-40.2039,-74.6789,65.4997,2.8985,1.8556,0.9326,19.0969,19.0969,,0.0535,2.6080,2026-04-19 21:12:56.860265+08:00,
000009.SZ,2012,1,2012-04-26,1.2301,0.3409,1.2082,0.6517,39.5119,9076881.55,-44.6064,-42.8542,-68.2974,65.2130,2.8746,1.8847,0.7125,12.0012,12.0012,,0.0300,2.4535,2026-04-19 21:12:54.068740+08:00,
000010.SZ,2012,1,2012-04-27,-3.9082,-4.2509,-1.3892,-1.7472,44.7984,-2173925.60,24.0947,25.6289,32.1526,59.8732,2.4921,1.2523,0.6706,46.3858,46.3858,,-0.0100,0.3387,2026-04-19 21:12:54.068740+08:00,
000010.SZ,2012,4,2013-03-29,1.3371,-0.3216,2.9355,1.5034,34.2844,-174584.83,-45.0016,-54.9469,-85.5254,60.2239,2.5141,1.2899,0.7875,2.2329,2.2329,,0.0050,0.3815,2026-04-19 21:12:58.595459+08:00,
000010.SZ,2012,3,2012-10-27,-11.4182,-12.6670,-3.1356,-4.0221,36.8796,-6193847.55,-681.8299,-435.1961,-2820.9373,66.7741,3.0097,1.1691,0.5428,-11.3061,-11.3061,,-0.0400,0.3082,2026-04-19 21:12:56.860265+08:00,
000010.SZ,2012,2,2012-08-28,-4.5526,-6.3787,-1.3698,-1.9622,39.6215,-3249733.60,33.8708,37.4757,44.1013,62.4993,2.6666,1.2287,0.6787,44.1863,44.1863,,-0.0160,0.3360,2026-04-19 21:12:55.457449+08:00,
000011.SZ,2012,2,2012-08-23,8.3460,7.7130,3.4915,2.7520,37.0678,90864488.27,-68.2073,-68.3402,-67.3829,66.3519,2.9719,1.3157,0.5581,-46.1040,-46.1040,,0.1650,2.0570,2026-04-19 21:12:55.457449+08:00,
000011.SZ,2012,3,2012-10-31,14.3608,13.6952,5.8998,4.6075,46.5958,166550057.54,-44.5080,-44.2148,-43.5469,68.0765,3.1325,1.2939,0.6468,-20.2353,-20.2353,,0.2930,2.1846,2026-04-19 21:12:56.860265+08:00,
000011.SZ,2012,4,2013-03-30,28.5123,25.6357,12.9901,10.0619,54.7664,337545206.86,41.0652,42.0131,43.7802,61.9304,2.6268,1.4000,0.3903,30.1415,30.1415,,0.6299,2.5222,2026-04-19 21:12:58.595459+08:00,
000011.SZ,2012,1,2012-04-25,0.4820,0.4371,0.1673,0.1549,32.0780,4951755.03,-98.4166,-98.2850,-98.0813,68.0117,3.1261,1.2699,0.4519,-87.4462,-87.4462,,0.0092,1.9056,2026-04-19 21:12:54.068740+08:00,
000012.SZ,2012,3,2012-10-30,5.8143,3.8244,5.1038,3.1849,22.5737,264930590.00,-66.4052,-61.5027,-63.7172,50.1060,2.0042,0.4763,0.3596,-18.6470,-18.6470,,0.1900,3.3457,2026-04-19 21:12:56.860265+08:00,
000012.SZ,2012,1,2012-04-24,1.7390,0.1527,1.5605,0.9615,19.1830,10646189.00,-78.1900,-68.4415,-70.8094,48.6361,1.9469,0.5557,0.4225,-27.3057,-27.3057,,0.0600,3.3874,2026-04-19 21:12:54.068740+08:00,
000012.SZ,2012,2,2012-08-21,3.5910,1.7563,3.1074,1.9618,21.1381,120362258.00,-74.6040,-68.4234,-70.6208,50.9786,2.0399,0.4828,0.3436,-24.6316,-24.6316,,0.1200,3.2741,2026-04-19 21:12:55.457449+08:00,
000012.SZ,2012,4,2013-03-26,4.0029,1.6915,4.6288,2.4972,23.4268,116098805.00,-76.9263,-72.0038,-76.6814,49.3004,1.9724,0.4244,0.3337,-15.4324,-15.4324,,0.1300,3.2844,2026-04-19 21:12:58.595459+08:00,
000014.SZ,2012,3,2012-10-31,-3.1855,-3.5420,0.1198,-0.8598,59.2260,-19470924.68,-149.4490,-147.3106,-212.0071,67.3164,3.0596,1.6073,0.1833,-48.7781,-48.7781,,-0.0868,2.6719,2026-04-19 21:12:56.860265+08:00,
000014.SZ,2012,1,2012-04-26,-0.4510,-0.4610,0.3217,-0.0543,65.5853,-2578042.93,105.1667,106.0404,76.2145,66.0270,2.9435,2.5865,0.3648,-8.0990,-8.0990,,-0.0125,2.7662,2026-04-19 21:12:54.068740+08:00,
000014.SZ,2012,4,2013-03-29,4.8847,4.5599,3.3024,1.7379,45.4761,26103112.50,-49.3319,-48.3667,-51.1817,68.6526,3.1901,1.4771,0.2473,5.3701,5.3701,,0.1386,2.8974,2026-04-19 21:12:58.595459+08:00,
000014.SZ,2012,2,2012-08-30,-1.9433,-2.0160,0.2212,-0.4799,60.8093,-11150141.87,-141.1294,-137.7727,-377.3900,66.7867,3.0108,2.3426,0.3077,-54.1108,-54.1108,,-0.0533,2.7054,2026-04-19 21:12:55.457449+08:00,
000015.SZ,2012,3,2012-10-26,1.5855,,-1.3167,-22.4606,,-28287372.73,-0.1716,-0.1716,-0.1716,1522.3760,-0.0703,0.0009,0.0009,,,,-0.1799,-11.3487,2026-04-19 21:12:56.860265+08:00,2026-05-04 21:23:36.769783+08:00
000015.SZ,2012,1,2012-04-24,0.0267,,-0.3718,-0.3718,,,3.5042,3.5042,3.5042,1492.7124,-0.0718,0.0009,0.0009,,,,-0.0030,-11.1718,2026-04-19 21:12:54.068740+08:00,2026-05-04 21:23:36.769783+08:00
000015.SZ,2012,4,2013-04-25,3.0621,,-1.7550,-44.0995,,-55465455.96,-0.0750,-0.0750,-0.0750,1547.9346,-0.0691,0.0009,0.0009,,,,-0.3528,-11.5216,2026-04-19 21:12:58.595459+08:00,2026-05-04 21:23:36.769783+08:00
000015.SZ,2012,2,2012-07-25,1.5560,,-0.8912,-22.0068,,-27752881.41,-0.3826,-0.3826,-0.3826,1518.1381,-0.0705,0.0009,0.0009,,,,-0.1765,-11.3453,2026-04-19 21:12:55.457449+08:00,2026-05-04 21:23:36.769783+08:00
000016.SZ,2012,4,2013-04-27,1.1381,-1.3433,1.4735,0.2715,17.9943,-54088758.02,46.6601,859.8434,83.5163,74.3593,3.9000,1.1315,0.7863,13.0737,13.0737,,0.0381,3.3585,2026-04-19 21:12:58.595459+08:00,
000016.SZ,2012,3,2012-10-26,0.4207,-0.9912,1.2500,0.0945,17.6491,-39734427.38,77.2356,137.4909,110.2686,74.1731,3.8719,1.2396,0.9289,7.7634,7.7634,,0.0140,3.3288,2026-04-19 21:12:56.860265+08:00,
000016.SZ,2012,2,2012-08-28,0.2862,-0.9584,0.9638,0.0723,18.7020,-38396824.01,87.4798,124.5391,105.8806,71.4794,3.5062,1.2624,0.9145,2.5319,2.5319,,0.0095,3.3248,2026-04-19 21:12:55.457449+08:00,
000016.SZ,2012,1,2012-04-27,0.2585,-0.6439,0.5184,0.0619,19.4197,-25832753.57,62.6428,134.0608,113.4925,75.1217,4.0196,1.2124,0.9400,4.0729,4.0729,,0.0086,3.3338,2026-04-19 21:12:54.068740+08:00,
000017.SZ,2012,2,2012-08-17,1.9618,,-1.7931,-23.9915,10.5807,-33402742.30,-54.5034,-227.0285,-227.2056,1298.3432,-0.0834,0.0474,0.0287,-17.1026,-17.1026,,-0.0605,-3.0829,2026-04-19 21:12:55.457449+08:00,2026-05-04 21:23:36.769783+08:00
000017.SZ,2012,4,2013-04-27,3.0678,,-2.6436,-34.9379,9.7484,-55517844.94,-121.4189,-231.2322,-232.0293,1150.9686,-0.0951,0.0598,0.0494,-8.7890,-8.7890,,-0.0951,-3.1005,2026-04-19 21:12:58.595459+08:00,2026-05-04 21:23:36.769783+08:00
