ts_code,report_year,report_type,ann_date,f_ann_date,comp_type,total_revenue,revenue,total_cogs,oper_cost,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,basic_eps,created_at,updated_at
000001.SZ,2008,1,2008-04-24,2008-04-24,,3553270000.00,3553270000.00,2176919000.00,NaN,NaN,1311014000.00,NaN,1376351000.00,1379105000.00,374923000.00,1004182000.00,1004182000.00,0.4400,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2008,3,2008-10-24,2008-10-24,,10741406000.00,10741406000.00,6377202000.00,NaN,NaN,3740188000.00,NaN,4364204000.00,4314669000.00,997675000.00,3316994000.00,3316994000.00,1.4200,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2008,2,2008-08-21,2008-08-21,,7115253000.00,7115253000.00,4274257000.00,NaN,NaN,2492292000.00,NaN,2840996000.00,2825668000.00,681834000.00,2143834000.00,2143834000.00,0.9300,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2008,4,2009-03-20,2009-03-20,,14513119000.00,14513119000.00,13709693000.00,,,5223866000.00,,803426000.00,792609000.00,178574000.00,614035000.00,614035000.00,0.2000,2026-05-05 01:07:41.036169+08:00,2026-05-05 19:43:57.657372+08:00
000002.SZ,2008,1,2008-04-25,2008-04-25,,6400435839.58,6400435839.58,5363943355.71,3925912602.33,278414498.13,371606638.70,133089160.45,1028143668.04,1022827821.69,281098025.98,741729795.71,718133261.64,0.1050,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2008,3,2008-10-28,2008-10-28,,22541912977.14,22541912977.14,18871375326.74,13416159543.85,1133777027.44,1003705599.45,272855453.47,3758330381.71,3750421309.49,1116100948.33,2634320361.16,2276541800.20,0.2070,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2008,2,2008-08-05,2008-08-05,,17255013019.21,17255013019.21,13947015728.89,10171411545.62,709183337.34,816743868.44,200770605.80,3327479350.53,3327956389.86,1021286319.72,2306670070.14,2061055712.25,0.1870,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2008,4,2009-03-10,2009-03-10,,40991779214.96,40991779214.96,34855663288.39,25005274464.91,1860350084.01,1530799165.46,657253346.42,6364789552.07,6322285626.03,1682416473.30,4639869152.73,4033170027.89,0.3700,2026-05-05 01:07:41.973920+08:00,2026-05-05 19:43:58.498099+08:00
000003.SZ,2008,2,2008-08-29,2008-08-29,,8395060.71,8395060.71,54509797.97,2378849.55,3533976.46,10759998.38,37121664.89,-40380675.59,-40341884.09,NaN,-32232686.10,-31972319.61,NaN,2026-05-05 13:30:39.225807+08:00,
000003.SZ,2008,4,2009-04-30,2009-04-30,1,17929334.48,17929334.48,102579180.45,1616515.56,NaN,18184380.66,81952156.94,-84377401.97,-82151460.15,NaN,-81513279.49,-81513279.49,-0.2440,2026-05-05 13:08:23.951420+08:00,
000004.SZ,2008,2,2008-08-20,2008-08-20,,18738486.73,18738486.73,18916073.90,7987249.40,2429257.39,7573069.44,685597.94,-305443.08,-333827.50,921647.25,-1255474.75,-1704448.42,-0.0203,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2008,1,2008-04-24,2008-04-24,,8841862.34,8841862.34,8756253.92,3479822.93,1068248.98,3684102.89,395843.02,85608.42,44358.11,499278.43,-454920.32,-1022277.64,-0.0122,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2008,3,2008-10-25,2008-10-25,,31573533.58,31573533.58,33437186.63,17519046.98,3657539.10,10886389.03,1030844.75,-2055436.91,-2039948.75,1027597.69,-3067546.44,-3209484.96,-0.0382,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2008,4,2009-04-20,2009-04-20,,43314824.87,43314824.87,53500425.67,23075946.97,5592507.92,16236569.57,1256877.14,-10347869.22,-10361954.33,1122237.16,-11484191.49,-11122440.62,-0.1324,2026-05-05 01:07:42.722056+08:00,2026-05-05 19:43:58.936867+08:00
000005.SZ,2008,4,2009-04-28,2009-04-28,1,108720264.83,108720264.83,148836752.03,47317728.08,2763527.41,48018737.29,43519101.47,-34416514.94,16935167.70,6435447.78,10499719.92,10499719.92,0.0100,2026-05-05 13:08:23.951420+08:00,
000005.SZ,2008,3,2008-10-29,2008-10-29,,86678094.54,86678094.54,86596769.44,29181962.65,2635313.36,24112785.01,18768925.36,81325.10,10302094.51,NaN,10302094.51,10302094.51,0.0100,2026-05-05 13:30:44.443877+08:00,
000005.SZ,2008,1,2008-04-30,2008-04-30,,18475330.08,18475330.08,22345567.96,8658388.88,1147416.40,7891359.62,3843508.00,-3870237.88,3343022.95,1081703.79,2261319.16,2261319.16,0.0020,2026-05-05 13:30:32.632158+08:00,
000005.SZ,2008,2,2008-08-28,2008-08-28,,44578449.52,44578449.52,49276253.50,17262814.26,1960543.90,15644520.80,12210193.99,-4697803.98,5488803.32,NaN,5488803.32,5488803.32,0.0060,2026-05-05 13:30:39.225807+08:00,
000006.SZ,2008,3,2008-10-15,2008-10-15,,883904860.31,883904860.31,600919689.15,295828923.47,14100379.43,40121750.82,79125920.77,286361984.76,285180972.49,50629641.39,234551331.10,235426041.60,0.4640,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2008,4,2009-04-25,2009-04-25,,1021744569.06,1021744569.06,872513005.04,325496782.00,24209689.30,64531414.13,74120944.25,159197461.82,161570255.74,11359186.83,150211068.91,150219758.38,0.2962,2026-05-05 01:07:43.499199+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2008,2,2008-08-02,2008-08-02,,810784026.87,810784026.87,524627122.43,264495370.31,9641571.23,27309118.92,48860204.87,287139087.64,286048865.36,51111057.30,234937808.06,235639668.45,0.4640,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2008,1,2008-04-22,2008-04-22,,703519725.21,703519725.21,423426882.09,223165402.37,3554145.86,14876254.38,22321108.75,280092843.12,280077785.38,50567673.85,229510111.53,229905300.91,0.9100,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:43:59.601658+08:00
000007.SZ,2008,4,2009-04-24,2009-04-24,,158989900.85,158989900.85,219153977.49,34719755.74,57550066.51,59670530.11,49218217.89,-62587932.49,-64748614.73,258644.04,-65007258.77,-61226493.93,-0.3310,2026-05-05 01:07:44.233790+08:00,2026-05-05 19:44:00.030982+08:00
000007.SZ,2008,3,2008-10-25,2008-10-25,,121943974.71,121943974.71,152599090.10,27801090.57,45002071.48,42601105.23,31275530.59,-29519827.09,-31823197.22,498050.21,-32321247.43,-32068489.39,-0.1734,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:44:00.030982+08:00
000007.SZ,2008,1,2008-04-29,2008-04-29,,43364839.79,43364839.79,55538449.96,10732557.32,18265615.90,14756800.96,9126438.67,-11038321.87,-10916584.99,169892.47,-11086477.46,-9536310.60,-0.0516,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:44:00.030982+08:00
000007.SZ,2008,2,2008-08-21,2008-08-21,,80035731.25,80035731.25,98011302.69,19496744.43,27943141.04,26667511.08,19932948.12,-16840283.14,-19316005.90,270978.33,-19586984.23,-18809479.67,-0.1017,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:44:00.030982+08:00
000008.SZ,2008,2,2008-08-08,2008-08-08,,5699973.63,5699973.63,5961699.59,4533505.16,NaN,1340400.46,-27853.49,305978.24,299498.24,56561.97,242936.27,242936.27,0.0033,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:44:00.558967+08:00
000008.SZ,2008,4,2009-03-07,2009-03-07,,11431908.76,11431908.76,11329115.56,9049521.99,,2295121.76,-270475.10,823930.84,917434.34,169397.20,748037.14,748037.14,0.0100,2026-05-05 01:07:44.981129+08:00,2026-05-05 19:44:00.558967+08:00
000008.SZ,2008,3,2008-10-23,2008-10-23,,8568197.79,8568197.79,8896076.38,6920467.47,NaN,1852570.59,-49904.98,392747.71,386267.71,69528.19,316739.52,316739.52,0.0043,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:44:00.558967+08:00
000008.SZ,2008,1,2008-04-28,2008-04-28,,2626850.08,2626850.08,2668798.71,2034475.64,NaN,587570.73,-10363.61,300713.14,314233.14,56561.97,257671.17,257671.17,0.0035,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:44:00.558967+08:00
000009.SZ,2008,4,2009-04-25,2009-04-25,,2892235677.33,2892235677.33,2471182188.54,1828416947.73,245406205.22,211124885.48,69557629.84,359046383.69,362840408.10,91295488.87,271544919.23,200381126.54,0.1900,2026-05-05 01:07:45.726898+08:00,2026-05-05 19:44:01.019752+08:00
000009.SZ,2008,1,2008-04-25,2008-04-25,,502433336.29,502433336.29,460740893.88,317587758.79,50468904.05,46015746.54,26777293.61,99008384.03,102899140.88,16220586.08,86678554.80,88226521.62,0.0920,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:44:01.019752+08:00
000009.SZ,2008,2,2008-08-07,2008-08-07,,1222561962.02,1222561962.02,1073420374.96,751551222.53,113231360.35,105892382.10,55427741.20,186144877.55,188316842.59,29092178.82,159224663.77,150471394.85,0.1450,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:44:01.019752+08:00
000009.SZ,2008,3,2008-10-25,2008-10-25,,1952183004.49,1952183004.49,1649126311.99,1209897698.18,148357351.08,142266460.59,72344206.13,290562934.28,285093737.20,63578169.04,221515568.16,180120511.15,0.1730,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:44:01.019752+08:00
000010.SZ,2008,1,2008-04-29,2008-04-29,,18176265.98,18176265.98,16247756.68,8566181.91,2547025.40,4846972.99,168993.13,1614049.64,1587707.62,446805.91,1140901.71,75547.04,0.0000,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:44:01.581471+08:00
000010.SZ,2008,2,2008-08-13,2008-08-13,,45237452.47,45237452.47,42518081.95,24515384.22,6309410.75,11051210.30,342284.20,-889706.96,1901290.51,844881.53,1056408.98,-737098.70,-0.0100,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:44:01.581471+08:00
000010.SZ,2008,4,2009-04-16,2009-04-16,,120215888.97,120215888.97,130589683.66,73490000.40,12520501.33,26382581.13,700874.39,20585892.66,21586019.50,3240192.75,18345826.75,15815412.00,0.1100,2026-05-05 01:07:46.480853+08:00,2026-05-05 19:44:01.581471+08:00
000010.SZ,2008,3,2008-10-23,2008-10-23,,73425084.69,73425084.69,78962028.30,42083358.84,9595713.05,17545585.69,494790.97,11764375.32,15034357.25,1155921.12,13878436.13,13432709.91,0.0900,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:44:01.581471+08:00
000011.SZ,2008,1,2008-04-26,2008-04-26,,69197447.08,69197447.08,76168973.62,44955436.90,3421683.20,19161292.00,5017722.14,-2761556.21,-2653537.67,2377740.58,-5031278.25,-5031278.25,-0.0093,2026-05-05 13:30:32.632158+08:00,
000011.SZ,2008,2,2008-08-14,2008-08-14,,136455256.05,136455256.05,160020305.17,94294488.92,8616818.47,41208248.17,10455399.14,-20035240.30,-890889.91,2229912.25,-3120802.16,-3120802.16,-0.0058,2026-05-05 13:30:39.225807+08:00,
000011.SZ,2008,3,2008-10-27,2008-10-27,,200092541.04,200092541.04,235015478.75,139933890.54,11949351.80,62082671.13,12359751.49,-32105614.22,-10520048.37,2274939.46,-12794987.83,-12794987.83,-0.0236,2026-05-05 13:30:44.443877+08:00,
000011.SZ,2008,4,2009-04-27,2009-04-27,,623465139.63,623465139.63,617322969.87,339569377.34,19695986.96,139121028.95,22355106.10,41193198.72,29940463.73,20106527.14,9833936.59,9829397.29,0.0200,2026-05-05 01:07:47.217095+08:00,2026-05-05 13:08:23.951420+08:00
000012.SZ,2008,1,2008-04-16,2008-04-16,,977195129.00,977195129.00,775108110.00,659316598.00,51123591.00,67615633.00,115611.00,246521833.00,247108133.00,21088822.00,226019311.00,197362779.00,0.1700,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:44:02.388314+08:00
000012.SZ,2008,2,2008-08-05,2008-08-05,,2131777092.00,2131777092.00,1683595612.00,1442974922.00,106304531.00,144777403.00,-4807167.00,492616293.00,495964965.00,36274185.00,459690780.00,409853633.00,0.3500,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:44:02.388314+08:00
000012.SZ,2008,4,2009-03-31,2009-03-31,,4273375853.00,4273375853.00,3851427199.00,2994468398.00,220181238.00,332446210.00,77935725.00,465506129.00,502035458.00,1803646.00,500231812.00,420079848.00,0.3500,2026-05-05 01:07:47.944970+08:00,2026-05-05 19:44:02.388314+08:00
000012.SZ,2008,3,2008-10-21,2008-10-21,,3274186451.00,3274186451.00,2675353385.00,2247861748.00,159794094.00,238063329.00,34900515.00,642390541.00,661744170.00,47944100.00,613800070.00,545133926.00,0.4500,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:44:02.388314+08:00
000013.SZ,2008,4,2010-04-27,2010-04-27,1,NaN,NaN,80949948.07,NaN,NaN,897092.20,79849975.70,-80949948.07,-80949948.07,NaN,-80949948.07,-80949948.07,NaN,2026-05-05 13:08:23.951420+08:00,
000014.SZ,2008,1,2008-04-26,2008-04-26,,8033313.16,8033313.16,20307223.11,3781212.51,2525124.35,10502380.15,2931932.57,-12733097.75,-12696949.75,35779.36,-12732729.11,-12328910.99,-0.0917,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:44:02.866274+08:00
000014.SZ,2008,4,2009-04-25,2009-04-25,,312132092.20,312132092.20,250065229.14,121041249.69,24140724.89,53449331.68,10538504.20,61026979.70,53480682.42,9831120.38,43649562.04,43574780.21,0.2160,2026-05-05 01:07:48.689608+08:00,2026-05-05 19:44:02.866274+08:00
000014.SZ,2008,2,2008-08-30,2008-08-30,,20972217.08,20972217.08,46168096.15,11030714.67,6059713.28,21657817.63,5815162.23,-26003314.46,-26766166.46,25396.76,-26791563.22,-26653435.86,-0.1321,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:44:02.866274+08:00
000014.SZ,2008,3,2008-10-28,2008-10-28,,26961455.23,26961455.23,71439186.07,14514553.70,15055510.83,31564827.15,8221059.74,-45432367.97,-45469803.77,114793.16,-45584596.93,-45190424.05,-0.2240,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:44:02.866274+08:00
000015.SZ,2008,2,2008-08-11,2008-08-11,,NaN,NaN,28246320.63,NaN,NaN,1617236.80,26629083.83,-28246320.63,-28246320.63,NaN,-28246320.63,-28246320.63,-0.1797,2026-05-05 13:30:39.225807+08:00,
000015.SZ,2008,1,2008-04-23,2008-04-23,,0.00,0.00,918494.32,NaN,NaN,918494.32,NaN,-918494.32,-918494.32,NaN,-918494.32,-918494.32,-0.0058,2026-05-05 13:30:32.632158+08:00,
000015.SZ,2008,4,2009-04-22,2009-04-22,1,NaN,NaN,56363308.29,NaN,NaN,3105163.15,53258145.14,-56363308.29,-56363308.29,NaN,-56363308.29,-56363308.29,-0.3600,2026-05-05 13:08:23.951420+08:00,
000015.SZ,2008,3,2008-10-22,2008-10-22,,NaN,NaN,28994994.65,NaN,NaN,2365888.06,26629106.59,-28994994.65,-28994994.65,NaN,-28994994.65,-28994994.65,-0.1844,2026-05-05 13:30:44.443877+08:00,
000016.SZ,2008,4,2009-04-30,2010-04-30,,12205292227.57,12205292227.57,11908511833.93,9868386494.64,1520386793.94,432537982.69,1318507.81,280589973.77,295561955.40,17766067.10,277795888.30,267680281.04,0.2223,2026-05-05 01:07:49.458238+08:00,2026-05-05 19:44:03.308785+08:00
000016.SZ,2008,2,2008-08-23,2008-08-23,,5620525986.16,5620525986.16,5526319698.61,4580703057.04,721722597.42,212269696.54,17826655.80,101806096.01,100838348.99,15267557.93,85570791.06,80555227.21,0.0669,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:44:03.308785+08:00
000016.SZ,2008,3,2008-10-29,2008-10-29,,9026727739.01,9026727739.01,8794421895.57,7334806973.41,1144658923.06,315046795.56,5344444.32,237305926.29,235165039.61,38096636.89,197068402.72,187938829.77,0.1561,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:44:03.308785+08:00
000016.SZ,2008,1,2008-04-28,2008-04-28,,3077167212.95,3077167212.95,3012786557.91,2532855151.60,366688602.40,106469084.66,9406100.05,65942729.17,64189168.62,15935133.79,48254034.83,47065384.53,0.0782,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:44:03.308785+08:00
000017.SZ,2008,4,2009-04-25,2009-04-25,,274202840.48,274202840.48,345036984.40,262279584.11,5408121.48,36231031.25,32083564.27,-71709140.99,-44489780.00,,-44489780.00,-44893006.40,-0.0936,2026-05-05 01:07:50.189622+08:00,2026-05-05 19:44:03.773555+08:00
000017.SZ,2008,1,2008-04-30,2008-04-30,,47875185.83,47875185.83,52405219.78,46728919.74,1171759.19,14688542.93,-10233404.93,-4717593.59,4609156.15,849046.14,3760110.01,3760110.01,0.0078,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:44:03.773555+08:00
000017.SZ,2008,2,2008-07-30,2008-07-30,,111109918.15,111109918.15,122334310.63,107134404.03,1963943.81,20057572.33,-8166429.57,-11846915.08,-4286665.48,0.00,-4286665.48,-4615635.71,-0.0096,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:44:03.773555+08:00
000017.SZ,2008,3,2008-10-23,2008-10-23,,212266079.84,212266079.84,198866956.53,203635797.52,3115302.15,26196853.53,-39049238.29,12524126.24,20483216.14,NaN,20483216.14,19315995.01,0.0403,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:44:03.773555+08:00
000018.SZ,2008,3,2008-10-30,2008-10-30,,39462608.00,39462608.00,39134513.00,35595169.00,2133113.00,9913775.00,-1088178.00,-9751527.00,-9820198.00,NaN,-9820198.00,-9522710.00,-0.0600,2026-05-05 13:30:44.443877+08:00,
000018.SZ,2008,1,2008-04-30,2008-04-30,,14340683.00,14340683.00,16242177.00,12208985.00,1032294.00,3160446.00,-159548.00,-2173453.00,-2187403.00,139614.00,-2327017.00,-1323573.00,-0.0100,2026-05-05 13:30:32.632158+08:00,
000018.SZ,2008,4,2009-04-23,2009-04-23,1,46881258.00,46881258.00,62521924.00,41341329.00,2629457.00,10098033.00,-353989.00,-26089064.00,-26168635.00,-111294.00,-26057341.00,-25957333.00,-0.1500,2026-05-05 13:08:23.951420+08:00,
000018.SZ,2008,2,2008-07-31,2008-07-31,,30760857.00,30760857.00,29332032.00,29929555.00,1392540.00,5502329.00,-1204276.00,-4418876.00,-4452871.00,NaN,-4452871.00,-4296620.00,-0.0300,2026-05-05 13:30:39.225807+08:00,
000019.SZ,2008,1,2008-04-19,2008-04-19,,31383868.32,31383868.32,36961871.73,25502524.16,2895946.36,7913906.62,476157.39,229420.72,321082.29,7529.58,313552.71,582640.03,0.0032,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:44:04.194037+08:00
000019.SZ,2008,4,2009-03-21,2009-03-21,,151118088.61,151118088.61,166916715.86,117955433.20,10053242.41,33133739.28,4731936.85,12407989.81,18681641.57,2668080.54,16013561.03,12630244.76,0.0700,2026-05-05 01:07:50.939779+08:00,2026-05-05 19:44:04.194037+08:00
000019.SZ,2008,3,2008-10-23,2008-10-23,,116709600.78,116709600.78,125943642.75,90065922.64,8717758.07,23951433.70,2638471.80,17693753.91,17908078.06,187058.44,17721019.62,16636301.92,0.0914,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:44:04.194037+08:00
000019.SZ,2008,2,2008-08-11,2008-08-11,,76583117.65,76583117.65,82600832.65,59364953.47,5719499.25,15919558.09,1244125.35,7788595.86,8002010.51,552112.09,7449898.42,6597233.67,0.0363,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:44:04.194037+08:00
000020.SZ,2008,2,2008-08-29,2008-08-29,,72721200.02,72721200.02,79232188.19,61521143.96,2211264.49,11037561.09,2968516.75,-4320768.46,-2503393.28,NaN,-2503393.28,-2503393.28,-0.0090,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:44:04.604704+08:00
000020.SZ,2008,4,2009-04-27,2009-04-27,,189401245.08,189401245.08,193957378.65,155172877.06,3588602.84,23824246.71,6527280.66,1516630.79,4914587.51,-2653325.03,7567912.54,7567912.54,0.0267,2026-05-05 01:07:51.680993+08:00,2026-05-05 19:44:04.604704+08:00
000020.SZ,2008,3,2008-10-28,2008-10-28,,111830906.45,111830906.45,120327600.42,93787195.61,3181544.36,16143395.79,5090168.81,-4688852.35,-1455057.03,NaN,-1455057.03,-1455057.03,-0.0051,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:44:04.604704+08:00
000020.SZ,2008,1,2008-04-29,2008-05-27,,42328434.23,42328434.23,42940270.50,34131325.38,1011006.23,5041632.79,2278741.10,339207.26,1523607.05,NaN,1523607.05,1523607.05,0.0051,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:44:04.604704+08:00
000021.SZ,2008,3,2008-10-31,2008-10-31,,10946017586.13,10946017586.13,10780092311.56,10657040586.99,6093869.27,99972732.43,12837316.96,232282965.96,232321260.44,22498409.22,209822851.22,209822851.22,0.2386,2026-05-05 13:30:44.443877+08:00,2026-05-05 19:44:05.137414+08:00
000021.SZ,2008,1,2008-04-29,2008-04-29,,3940390944.31,3940390944.31,3887157524.42,3837707377.23,2449711.87,35987659.65,10684423.58,75188403.78,75243821.50,4664669.83,70579151.67,70579151.67,0.0802,2026-05-05 13:30:32.632158+08:00,2026-05-05 19:44:05.137414+08:00
000021.SZ,2008,2,2008-08-27,2008-08-27,,7218400535.89,7218400535.89,7121445563.52,7024679025.91,4820318.73,69732284.01,20314211.71,145168878.41,144405683.46,11285147.74,133120535.72,133120535.72,0.1513,2026-05-05 13:30:39.225807+08:00,2026-05-05 19:44:05.137414+08:00
000021.SZ,2008,4,2009-04-23,2009-04-23,,13947277119.67,13947277119.67,13718283397.49,13526964756.61,10041028.72,139319392.73,4762507.60,296011671.49,310201345.63,-6278280.44,316479626.07,316479626.07,0.3598,2026-05-05 01:07:52.423160+08:00,2026-05-05 19:44:05.137414+08:00
000023.SZ,2008,2,2008-08-15,2008-08-15,,239108656.24,239108656.24,239054998.14,207109975.21,3654525.92,22522894.47,4795011.59,1368672.10,4121312.41,978128.21,3143184.20,3132762.53,0.0200,2026-05-05 13:30:39.225807+08:00,
000023.SZ,2008,4,2009-04-03,2009-04-03,1,536427124.64,536427124.64,519804611.31,443452935.42,9085283.24,53102794.22,10890798.60,17937527.33,16065411.95,-5547835.03,21613246.98,21315123.44,0.1536,2026-05-05 13:08:23.951420+08:00,
000023.SZ,2008,3,2008-10-28,2008-10-28,,368384474.36,368384474.36,366085575.04,318595578.48,5343935.51,33027287.40,7687793.02,3613913.32,5747669.10,1425087.31,4322581.79,4274559.63,0.0310,2026-05-05 13:30:44.443877+08:00,
000023.SZ,2008,1,2008-04-22,2008-04-22,,97892441.96,97892441.96,104444195.80,89622473.70,1327764.68,10868135.92,2213841.01,-6551753.84,-6457867.87,128229.18,-6586097.05,-6312518.60,-0.0500,2026-05-05 13:30:32.632158+08:00,
000024.SZ,2008,1,2008-04-15,2008-04-15,,562947686.00,562947686.00,420481166.00,280937967.00,28327589.00,36344419.00,10581939.00,64240827.00,71647117.00,38882775.00,32764342.00,36961879.00,0.0400,2026-05-05 13:30:32.632158+08:00,
