ts_code,report_year,report_type,ann_date,f_ann_date,comp_type,total_revenue,revenue,total_cogs,oper_cost,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,basic_eps,created_at,updated_at
000001.SZ,2006,3,2006-10-26,2006-10-26,,5076997923.00,5076997923.00,3696839531.00,NaN,NaN,2306363007.00,NaN,1380158392.00,1448379507.00,558083908.00,890295599.00,890295599.00,0.4700,2026-05-05 13:30:09.307265+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2006,1,2007-04-26,2006-04-26,,1596766603.00,1596766603.00,1265936825.00,NaN,NaN,670199500.00,NaN,330829778.00,359738923.00,126555377.00,233183546.00,233183546.00,0.1200,2026-05-05 13:29:59.238555+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2006,4,2007-03-22,2007-03-22,,7135217546.00,7135217546.00,5230048694.00,,,3250780001.00,,1905168852.00,1994521965.00,691615427.00,1302906538.00,1302906538.00,0.6700,2026-05-05 01:07:41.036169+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2006,2,2006-08-18,2006-08-18,,3118193786.00,3118193786.00,2408432211.00,NaN,NaN,1484976694.00,NaN,709761575.00,760194126.00,296573464.00,463620662.00,463620662.00,0.2400,2026-05-05 13:30:03.968795+08:00,2026-05-05 19:43:57.657372+08:00
000002.SZ,2006,4,2008-03-21,2007-03-20,,17918331517.79,17918331517.79,14663532290.33,11441263798.73,625716844.96,859458982.47,140151591.93,3426906819.16,3434494660.18,1011497609.00,2422997051.18,2297883766.18,0.3900,2026-05-05 01:07:41.973920+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2006,1,2007-04-30,2006-04-25,,2303871599.00,2303871599.00,1777939589.00,1425989258.21,95300188.00,92317399.00,11869293.00,591166878.00,591594093.00,180479964.00,411114129.00,410236887.00,0.1100,2026-05-05 13:29:59.238555+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2006,3,2007-10-30,2006-10-31,,8508702432.00,8508702432.00,6594561942.46,5179758830.51,372604297.72,451590412.73,66049250.64,2044385238.36,2045552367.89,589066981.00,1456485386.89,1453369549.89,0.3700,2026-05-05 13:30:09.307265+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2006,2,2007-08-28,2006-08-01,,6669718005.02,6669718005.02,4952297789.20,4004821294.56,217775679.78,291180185.87,27954306.31,1817966556.63,1821747649.29,545001882.58,1276745766.71,1270578625.71,0.3300,2026-05-05 13:30:03.968795+08:00,2026-05-05 19:43:58.498099+08:00
000003.SZ,2006,4,2007-04-30,2007-04-30,1,16703254.87,16703254.87,111055637.82,6294460.84,7237964.55,18811193.90,77405117.21,-84298159.69,-84393969.69,NaN,-66611959.81,-66611959.81,NaN,2026-05-05 13:08:14.735250+08:00,2026-05-05 19:43:24.411269+08:00
000004.SZ,2006,2,2006-08-19,2006-08-19,,16136654.40,16136654.40,16049881.50,7528810.73,2435425.25,5304363.33,540489.75,41170.75,-181268.60,545999.73,-727268.33,-1693866.35,-0.0200,2026-05-05 13:30:03.968795+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2006,1,2006-04-28,2006-04-28,,12155004.65,12155004.65,9933372.41,5910576.87,1136369.20,2353407.63,402177.54,2001913.04,2001622.39,387490.67,1614131.72,172693.25,0.0020,2026-05-05 13:29:59.238555+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2006,4,2007-04-27,2007-04-27,,47668639.90,47668639.90,42894189.49,25703090.02,4021438.88,13187066.46,632772.89,4774450.41,5744294.62,2857111.78,2887182.84,698896.04,0.0083,2026-05-05 01:07:42.722056+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2006,3,2006-10-30,2006-10-30,,21469400.45,21469400.45,24278818.28,10016980.80,3865820.70,9269498.52,785985.25,-2877821.05,-3055525.46,545999.73,-3601525.19,-4168663.06,-0.0500,2026-05-05 13:30:09.307265+08:00,2026-05-05 19:43:58.936867+08:00
000005.SZ,2006,2,2007-08-27,2006-08-26,,266068636.13,266068636.13,199556175.40,143224693.04,6998825.93,21661511.85,14304207.49,65933544.54,47864603.13,1694.22,68108172.38,68108172.38,0.1000,2026-05-05 13:30:03.968795+08:00,2026-05-05 19:43:21.326176+08:00
000005.SZ,2006,3,2007-10-29,2006-10-28,,344287148.75,344287148.75,279433493.39,200164223.71,10558197.34,32472680.58,18296257.08,64274739.17,46126276.05,3260.63,73090127.34,73090127.34,0.0800,2026-05-05 13:30:09.307265+08:00,2026-05-05 19:43:22.844636+08:00
000005.SZ,2006,4,2008-04-26,2007-04-30,1,330737645.71,330737645.71,376702275.08,157662628.79,16246256.45,50061488.24,42061632.91,-48344773.87,-50939606.29,14014794.22,-64954400.51,-64954400.51,-0.0700,2026-05-05 13:08:14.735250+08:00,2026-05-05 19:43:24.411269+08:00
000005.SZ,2006,1,2007-04-30,2006-04-28,,210522789.60,210522789.60,143120342.60,110267573.21,3241827.05,11931749.79,7237239.56,66823530.81,48795611.37,NaN,59145881.86,59145881.86,0.0800,2026-05-05 13:29:59.238555+08:00,2026-05-05 19:43:19.811014+08:00
000006.SZ,2006,4,2008-03-29,2007-03-24,,1254539195.00,1254539195.00,1003487407.41,767824586.52,28216479.44,89952520.10,24453738.02,249414454.80,253116047.56,36954886.07,216161161.49,216256080.85,0.8500,2026-05-05 01:07:43.499199+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2006,3,2007-10-30,2006-10-24,,1028187095.88,1028187095.88,819566541.91,659716187.91,20027085.14,63489598.18,17562655.93,208620553.97,211296642.84,34040847.69,177255795.15,178589705.66,0.7040,2026-05-05 13:30:09.307265+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2006,1,2007-04-21,2006-04-22,,207151899.19,207151899.19,165180309.28,125208746.19,5671656.50,14796752.19,7790350.03,41971589.91,40793413.78,6416550.10,34376863.68,35121674.68,0.1400,2026-05-05 13:29:59.238555+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2006,2,2007-08-16,2006-08-19,,882203281.54,882203281.54,681361237.92,559415456.57,12752777.39,46470929.91,12316886.22,200842043.62,202841594.06,33382329.92,169459264.14,170631986.89,0.6730,2026-05-05 13:30:03.968795+08:00,2026-05-05 19:43:59.601658+08:00
000007.SZ,2006,2,2007-08-25,2006-08-26,,73075469.83,73075469.83,93486793.25,15552154.18,33990379.01,20163125.93,16909703.86,-15367581.38,-15377414.92,-1379626.16,-13997788.76,-8579433.77,-0.0600,2026-05-05 13:30:03.968795+08:00,2026-05-05 19:44:00.030982+08:00
