ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2017,3,2017-10-21,2017-10-21,-157987000000.00,NaN,-107471000000.00,-18467000000.00,403935000000.00,71268000000.00,NaN,2026-04-19 18:15:48.766617+08:00,2026-05-04 19:53:03.723701+08:00
000001.SZ,2017,2,2017-08-11,2017-08-11,-128180000000.00,NaN,-109112000000.00,-58555000000.00,346100000000.00,78975000000.00,NaN,2026-04-19 18:15:46.778662+08:00,2026-05-04 19:53:01.968268+08:00
000001.SZ,2017,4,2018-03-15,2018-03-15,-118780000000.00,NaN,-96390000000.00,-36131000000.00,628623000000.00,61439000000.00,NaN,2026-04-19 18:15:50.737975+08:00,2026-05-04 19:53:05.651198+08:00
000001.SZ,2017,1,2017-04-22,2017-04-22,-115008000000.00,NaN,-113332000000.00,-47209000000.00,281512000000.00,49316000000.00,NaN,2026-04-19 18:15:45.068388+08:00,2026-05-04 19:53:00.088464+08:00
000002.SZ,2017,4,2018-03-27,2018-03-27,82322834216.50,368405223395.36,84835992425.61,-51613233042.51,3367297383.85,55264896217.70,14253822653.98,2026-04-19 18:15:50.737975+08:00,2026-05-04 19:53:05.651198+08:00
000002.SZ,2017,3,2017-10-27,2017-10-27,16706237885.25,245908395001.12,7057645329.38,-28657751862.28,2655743158.28,19564477758.71,7110214940.10,2026-04-19 18:15:48.766617+08:00,2026-05-04 19:53:03.723701+08:00
000002.SZ,2017,2,2017-08-25,2017-08-25,21850160718.36,151399073431.33,20193140899.26,-11148271524.26,1841278239.88,9720295266.27,4733789071.83,2026-04-19 18:15:46.778662+08:00,2026-05-04 19:53:01.968268+08:00
000002.SZ,2017,1,2017-04-28,2017-04-28,-9523936365.94,69802091244.69,4129514747.57,2822414619.16,1150545331.88,10951997392.31,1280758389.36,2026-04-19 18:15:45.068388+08:00,2026-05-04 19:53:00.088464+08:00
000003.SZ,2017,2,2017-08-31,2017-08-31,-4148367.46,35368719.86,-21176129.23,-1908538.59,NaN,-15032000.00,NaN,2026-04-19 18:15:46.778662+08:00,2026-05-04 19:53:01.968268+08:00
000003.SZ,2017,4,2018-04-27,2018-04-27,-22154110.47,82105996.90,-33504096.02,-11147662.71,10000000.00,NaN,NaN,2026-04-19 18:15:50.737975+08:00,2026-05-04 19:53:05.651198+08:00
000004.SZ,2017,1,2017-04-29,2017-04-29,-9985401.71,15756251.77,3281018.29,13266420.00,NaN,NaN,NaN,2026-04-19 18:15:45.068388+08:00,2026-05-04 19:53:00.088464+08:00
000004.SZ,2017,2,2017-08-31,2017-08-31,-5839415.06,37177267.09,7170786.14,13010201.20,NaN,NaN,NaN,2026-04-19 18:15:46.778662+08:00,2026-05-04 19:53:01.968268+08:00
000004.SZ,2017,3,2017-10-27,2017-10-27,4414459.20,83333521.68,17178001.40,12763542.20,NaN,0.00,NaN,2026-04-19 18:15:48.766617+08:00,2026-05-04 19:53:03.723701+08:00
000004.SZ,2017,4,2018-04-28,2018-04-28,14439484.24,157489588.40,4278942.25,-10160541.99,NaN,NaN,NaN,2026-04-19 18:15:50.737975+08:00,2026-05-04 19:53:05.651198+08:00
000005.SZ,2017,3,2017-10-31,2017-10-31,-284026689.92,196642953.20,-17096307.18,-7075720.38,NaN,274006103.12,NaN,2026-04-19 18:15:48.766617+08:00,2026-05-04 19:53:03.723701+08:00
000005.SZ,2017,2,2017-08-26,2017-08-26,-369715190.40,111287247.27,2099636.17,-6764480.37,NaN,378579306.94,NaN,2026-04-19 18:15:46.778662+08:00,2026-05-04 19:53:01.968268+08:00
000005.SZ,2017,4,2018-04-21,2018-04-21,-243303474.04,341273712.06,12384919.69,13434569.12,112200000.00,242304444.13,1406000.00,2026-04-19 18:15:50.737975+08:00,2026-05-04 19:53:05.651198+08:00
000005.SZ,2017,1,2017-04-27,2017-04-27,-182467714.15,49079995.19,-19832166.80,-1654791.40,NaN,164290338.75,NaN,2026-04-19 18:15:45.068388+08:00,2026-05-04 19:53:00.088464+08:00
000006.SZ,2017,3,2017-10-28,2017-10-28,1078657485.86,2468387561.46,1098444389.69,642314374.93,143000000.00,-622311330.08,0.00,2026-04-19 18:15:48.766617+08:00,2026-05-04 19:53:03.723701+08:00
000006.SZ,2017,2,2017-08-18,2017-08-18,799467877.38,1888259659.61,887151284.10,642406676.93,143000000.00,-554595126.89,NaN,2026-04-19 18:15:46.778662+08:00,2026-05-04 19:53:01.968268+08:00
000006.SZ,2017,4,2018-03-30,2018-03-30,706881307.64,2786461048.54,238194092.06,501318208.04,132430000.00,-969723017.57,0.00,2026-04-19 18:15:50.737975+08:00,2026-05-04 19:53:05.651198+08:00
000006.SZ,2017,1,2017-04-27,2017-04-27,32610957.20,888644504.90,690812847.56,557559645.20,57500000.00,100674631.95,NaN,2026-04-19 18:15:45.068388+08:00,2026-05-04 19:53:00.088464+08:00
000007.SZ,2017,4,2018-04-24,2018-04-24,2266984.58,51165764.70,-49557940.42,-51824925.00,174244902.94,NaN,NaN,2026-04-19 18:15:50.737975+08:00,2026-05-04 19:53:05.651198+08:00
000007.SZ,2017,1,2017-04-29,2017-04-29,-25795709.45,12479372.11,-13885407.56,11910301.89,7171623.74,0.00,NaN,2026-04-19 18:15:45.068388+08:00,2026-05-04 19:53:00.088464+08:00
000007.SZ,2017,3,2017-10-31,2017-10-31,-6526373.91,36400365.20,-33706108.18,-27177928.77,17000350.91,-1805.50,NaN,2026-04-19 18:15:48.766617+08:00,2026-05-04 19:53:03.723701+08:00
000007.SZ,2017,2,2017-08-31,2017-08-31,-3142456.51,24976690.28,30087441.66,33231703.67,16999460.62,-1805.50,NaN,2026-04-19 18:15:46.778662+08:00,2026-05-04 19:53:01.968268+08:00
000008.SZ,2017,4,2018-04-26,2018-04-26,-52959019.61,1697338064.65,-109301888.30,-686319381.77,6168768400.00,630034038.94,39990090.00,2026-04-19 18:15:50.737975+08:00,2026-05-04 19:53:05.651198+08:00
000008.SZ,2017,3,2017-10-31,2017-10-31,-293316509.02,1030439927.88,-39718486.11,-326969334.08,2810235747.70,580604327.43,39990090.00,2026-04-19 18:15:48.766617+08:00,2026-05-04 19:53:03.723701+08:00
000008.SZ,2017,2,2017-08-30,2017-08-30,-238752233.55,685453516.04,66787788.04,-102836262.17,1855554557.72,408343054.07,NaN,2026-04-19 18:15:46.778662+08:00,2026-05-04 19:53:01.968268+08:00
000008.SZ,2017,1,2017-04-27,2017-04-27,-184994474.88,383797241.47,-208682491.11,-29950703.89,1052963955.96,6206661.91,NaN,2026-04-19 18:15:45.068388+08:00,2026-05-04 19:53:00.088464+08:00
000009.SZ,2017,2,2017-08-30,2017-08-30,18116794.37,3157826443.26,1124370019.07,239123564.70,2692824426.04,866912081.24,102074378.00,2026-04-19 18:15:46.778662+08:00,2026-05-04 19:53:01.968268+08:00
000009.SZ,2017,3,2017-10-28,2017-10-28,48029798.55,5479198226.29,2165399929.72,-10769195.96,4586328348.32,2130864129.12,922665456.01,2026-04-19 18:15:48.766617+08:00,2026-05-04 19:53:03.723701+08:00
000009.SZ,2017,4,2018-04-28,2018-04-28,390907160.93,5935606099.57,1885831766.86,-99725172.29,7458973445.37,1649497187.98,885918893.00,2026-04-19 18:15:50.737975+08:00,2026-05-04 19:53:05.651198+08:00
000009.SZ,2017,1,2017-04-27,2017-04-27,62748091.77,1430710380.21,359117166.66,-775177284.88,482998258.27,1070553629.06,368521000.00,2026-04-19 18:15:45.068388+08:00,2026-05-04 19:53:00.088464+08:00
000010.SZ,2017,2,2017-08-29,2017-08-29,599488208.10,1121350259.02,2107803.86,-34502468.99,NaN,-562877935.25,19800000.00,2026-04-19 18:15:46.778662+08:00,2026-05-04 19:53:01.968268+08:00
000010.SZ,2017,1,2017-04-28,2017-04-28,782482458.34,1152056784.84,3225791.06,16206000.44,NaN,-795462667.72,NaN,2026-04-19 18:15:45.068388+08:00,2026-05-04 19:53:00.088464+08:00
000010.SZ,2017,3,2017-10-28,2017-10-28,583444670.35,1275520441.64,40390431.68,67446300.01,50000000.00,-610500538.68,19800000.00,2026-04-19 18:15:48.766617+08:00,2026-05-04 19:53:03.723701+08:00
000010.SZ,2017,4,2018-04-27,2018-04-27,564162715.28,1454980034.14,32630898.98,123710033.61,57500000.00,-655241849.91,19800000.00,2026-04-19 18:15:50.737975+08:00,2026-05-04 19:53:05.651198+08:00
000011.SZ,2017,1,2017-04-29,2017-04-29,-252974419.19,349690472.03,-253526589.54,-147862.03,NaN,NaN,NaN,2026-04-19 18:15:45.068388+08:00,2026-05-04 19:53:00.088464+08:00
