ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
00007.HK,2004,4,2004-03-31,2004-03-31,19422558.60,,17584213.80,-1337364.00,,-500980.80,,2026-07-09 01:13:07.607193+08:00,
00007.HK,2004,2,2004-09-30,2004-09-30,5333088.60,,-26703642.60,-32001714.90,,-35016.30,,2026-07-09 09:09:21.575488+08:00,
00010.HK,2004,4,2004-06-30,2004-06-30,758755680.00,,292702310.00,15383050.00,,-481436420.00,,2026-07-09 01:13:07.929292+08:00,
00018.HK,2004,2,2004-09-30,2004-09-30,167566789.80,,-400787019.90,-349002156.60,,-219351653.10,,2026-07-09 09:09:23.325194+08:00,
00018.HK,2004,4,2004-03-31,2004-03-31,497434662.60,,-224005285.80,-378820028.40,,-342619920.00,,2026-07-09 01:13:08.952004+08:00,
00021.HK,2004,2,2004-06-30,2004-06-30,-56545970.00,,-23339800.00,33206170.00,,,,2026-07-09 09:09:23.667663+08:00,
00021.HK,2004,4,2004-12-31,2004-12-31,-25847910.00,,-25954280.00,-106370.00,,,,2026-07-09 01:13:09.421472+08:00,
00022.HK,2004,2,2004-09-30,2004-09-30,48593074.50,,628203033.00,70539805.80,,509070152.70,,2026-07-09 09:09:23.834565+08:00,
00022.HK,2004,4,2004-03-31,2004-03-31,6374768.40,,-826876240.20,-592437392.40,,-240813616.20,,2026-07-09 01:13:09.972119+08:00,
00025.HK,2004,4,2004-03-31,2004-03-31,298653547.80,,297803366.40,104447067.00,,-105297248.40,,2026-07-09 01:13:35.003361+08:00,
00025.HK,2004,2,2004-09-30,2004-09-30,-134389376.10,,-228193799.40,32813456.40,,-126617879.70,,2026-07-09 09:09:25.016981+08:00,
00026.HK,2004,4,2004-06-30,2004-06-30,79363807.20,,105770669.10,122414068.30,,-96007206.40,,2026-07-09 01:13:35.110327+08:00,
00029.HK,2004,2,2004-12-31,2004-12-31,38250652.00,,-35692453.50,-63969854.30,,-9973251.20,,2026-07-09 09:09:25.403998+08:00,
00029.HK,2004,4,2004-06-30,2004-06-30,191194337.10,,73521430.90,-184167996.40,,66495090.20,,2026-07-09 01:13:35.524635+08:00,
00030.HK,2004,2,2004-09-30,2004-09-30,-3590077.99,,63737762.19,116869113.64,,-49541273.46,,2026-07-09 09:09:25.531867+08:00,
00030.HK,2004,4,2004-03-31,2004-03-31,-14237068.73,,80006456.51,104154581.25,,-9911056.01,,2026-07-09 01:13:35.525788+08:00,
000333.SZ,2004,4,2008-02-19,2008-02-19,1498308395.86,,-39881769.38,-1742155658.61,,203965493.37,,2026-05-05 01:15:29.145106+08:00,2026-05-05 13:08:09.459252+08:00
000338.SZ,2004,4,2007-03-31,2007-03-31,1213076562.30,,1378867408.36,-852702110.02,,1017478455.89,,2026-05-05 01:15:31.191645+08:00,2026-05-05 13:08:09.459252+08:00
00035.HK,2004,2,2004-09-30,2004-09-30,-100067035.50,,121031188.20,-258699363.30,,479797587.00,,2026-07-09 09:09:26.980955+08:00,
00035.HK,2004,4,2004-03-31,2004-03-31,184404451.80,,65738870.40,-238339492.80,,119673911.40,,2026-07-09 01:13:36.844365+08:00,
00037.HK,2004,4,2004-03-31,2004-03-31,15970456.99,,-34228742.58,13545093.25,,-63744292.83,,2026-07-09 01:13:37.370292+08:00,
00037.HK,2004,2,2004-09-30,2004-09-30,-14450102.24,,9421841.15,33786138.12,,-9914194.73,,2026-07-09 09:09:27.335858+08:00,
00039.HK,2004,4,2004-12-31,2004-12-31,-34634072.00,,-44629660.90,-3930371.50,,-6065217.40,,2026-07-09 01:13:37.626438+08:00,
00039.HK,2004,2,2004-06-30,2004-06-30,-12083651.00,,-21476859.60,-4679629.90,,-4713578.70,,2026-07-09 09:09:28.210955+08:00,
00040.HK,2004,2,2004-09-30,2004-09-30,83324999.70,,288900391.50,558871820.10,,-353296428.30,,2026-07-09 09:09:28.387312+08:00,
00040.HK,2004,4,2004-03-31,2004-03-31,130303832.40,,93924347.40,-71253904.80,,34874419.80,,2026-07-09 01:13:38.456741+08:00,
00050.HK,2004,4,2004-12-31,2004-12-31,62779574.00,,25135231.00,72256077.30,,-109900420.30,,2026-07-09 01:13:38.790706+08:00,
00050.HK,2004,2,2004-06-30,2004-06-30,-89581335.10,,-181810676.60,-16635972.90,,-75593368.60,,2026-07-09 09:09:29.824711+08:00,
00052.HK,2004,2,2004-09-30,2004-09-30,32677635.60,,38109406.50,41370166.80,,-35938395.90,,2026-07-09 09:09:29.964081+08:00,
00052.HK,2004,4,2004-03-31,2004-03-31,39302580.60,,4253029.80,-34826656.80,,-222894.00,,2026-07-09 01:13:39.362297+08:00,
00053.HK,2004,4,2004-06-30,2004-06-30,578592276.20,,-265761626.00,67868120.00,,-912222022.20,,2026-07-09 01:13:39.862335+08:00,
00053.HK,2004,2,2004-12-31,2004-12-31,1965130777.50,,-431859493.50,-157079693.50,,-2239910577.50,,2026-07-09 09:09:30.811406+08:00,
00055.HK,2004,4,2004-03-31,2004-03-31,95663689.05,,38523045.98,-17841702.01,,-39298941.06,,2026-07-09 01:13:40.083272+08:00,
00055.HK,2004,2,2004-09-30,2004-09-30,-8848512.90,,-24396811.20,-17276830.20,,1728531.90,,2026-07-09 09:09:31.224583+08:00,
00057.HK,2004,2,2004-09-30,2004-09-30,56600135.10,,-2497829.40,-52009816.50,,-7518954.60,,2026-07-09 09:09:31.802305+08:00,
00057.HK,2004,4,2004-03-31,2004-03-31,275545808.40,,-385802979.00,-341708177.40,,-319640610.00,,2026-07-09 01:13:40.045892+08:00,
00065.HK,2004,2,2004-06-30,2004-06-30,-2366867.90,,-2405060.30,-38192.40,,,,2026-07-09 09:09:33.223181+08:00,
00065.HK,2004,4,2004-12-31,2004-12-31,114461565.90,,864314753.50,-10400858.60,,760254046.20,,2026-07-09 01:13:41.567376+08:00,
00070.HK,2004,4,2004-06-30,2004-06-30,-2712721.30,,66649981.60,-808405.80,,70171108.70,,2026-07-09 01:13:41.904398+08:00,
00070.HK,2004,2,2004-12-31,2004-12-31,-2659250.00,,-3345336.50,70204.20,,-756290.70,,2026-07-09 09:09:33.760677+08:00,
00071.HK,2004,4,2004-03-31,2004-03-31,250400181.00,,82615130.40,5019360.60,,-172804411.20,,2026-07-09 01:13:41.942746+08:00,
00071.HK,2004,2,2004-09-30,2004-09-30,332305748.10,,176337842.40,16198752.60,,-172166658.30,,2026-07-09 09:09:33.921594+08:00,
00077.HK,2004,4,2004-03-31,2004-03-31,57388836.60,,8261937.60,-46815169.80,,-2311729.20,,2026-07-09 01:13:43.137946+08:00,
00077.HK,2004,2,2004-09-30,2004-09-30,17670498.30,,48766033.80,-1756120.50,,32851656.00,,2026-07-09 09:09:35.561005+08:00,
00084.HK,2004,2,2004-09-30,2004-09-30,84718224.00,,-4074624.00,-43398990.00,,-41226918.30,,2026-07-09 09:09:36.934121+08:00,
00084.HK,2004,4,2004-03-31,2004-03-31,85123218.60,,10099221.00,-40007350.20,,-35016647.40,,2026-07-09 01:13:44.438783+08:00,
00088.HK,2004,2,2004-09-30,2004-09-30,-125209800.00,,37138500.00,74701440.00,,87646860.00,,2026-07-09 09:09:37.431027+08:00,
