ts_code,report_year,report_type,ann_date,f_ann_date,comp_type,total_revenue,revenue,total_cogs,oper_cost,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,basic_eps,created_at,updated_at
000001.SZ,2012,4,2013-03-08,2013-03-08,2,39748648000.00,39748648000.00,22206987000.00,,,15664394000.00,,17541661000.00,17550921000.00,4040141000.00,13510780000.00,13402701000.00,2.6200,2026-04-19 18:11:07.231119+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2012,2,2012-08-16,2012-08-16,2,19625534000.00,19625534000.00,10788634000.00,,,7482734000.00,,8836900000.00,8878649000.00,2009085000.00,6869564000.00,6761485000.00,1.3200,2026-04-19 18:11:03.840513+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2012,3,2012-10-26,2012-10-26,2,29531673000.00,29531673000.00,16171593000.00,,,11387140000.00,,13360080000.00,13412114000.00,3066141000.00,10345973000.00,10237894000.00,2.0000,2026-04-19 18:11:05.439250+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2012,1,2012-04-26,2012-04-26,2,9723880000.00,9723880000.00,5258866000.00,,,3712921000.00,,4465014000.00,4477351000.00,981865000.00,3495486000.00,3428945000.00,0.6700,2026-04-19 18:11:02.214748+08:00,2026-05-05 19:43:57.657372+08:00
000002.SZ,2012,1,2012-04-24,2012-04-24,1,10345911610.85,10345911610.85,8423986177.68,6022296925.45,582236412.73,506456706.84,129311168.56,2036895217.18,2058142814.14,527596047.91,1530546766.23,1395936766.18,0.1300,2026-04-19 18:11:02.214748+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2012,4,2013-02-28,2013-02-28,1,103116245136.42,103116245136.42,83023173062.97,65421614348.00,3056377656.90,2780308041.10,764757191.68,21013040794.06,21070185138.11,5407596715.05,15662588423.06,12551182392.23,1.1400,2026-04-19 18:11:07.231119+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2012,3,2012-10-24,2012-10-24,1,46128221600.95,46128221600.95,38638284843.23,28885540216.07,2104935827.84,1596506826.61,670414380.33,8152930727.08,8165983483.36,2019811326.79,6146172156.57,5079887062.17,0.4600,2026-04-19 18:11:05.439250+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2012,2,2012-08-07,2012-08-07,1,30722991215.82,30722991215.82,25181340052.78,19274445195.45,1238381864.65,843801467.17,423712462.94,6012329738.20,6048671988.14,1513194352.23,4535477635.91,3725085079.33,0.3400,2026-04-19 18:11:03.840513+08:00,2026-05-05 19:43:58.498099+08:00
000003.SZ,2012,2,2012-08-31,2012-08-31,1,3293340.60,3293340.60,42218039.81,808257.78,,7157329.25,34135348.35,-38778133.21,-38775452.71,,-31656147.47,-31656147.47,,2026-04-19 18:11:03.840513+08:00,
000003.SZ,2012,4,2013-04-27,2013-04-27,1,7295551.10,7295551.10,21665920.61,1637979.35,,9243667.92,10535475.44,-14370369.51,-14367229.31,,-14367229.31,-14367229.31,,2026-04-19 18:11:07.231119+08:00,
000004.SZ,2012,4,2013-04-20,2013-04-20,1,97363301.61,97363301.61,85788461.23,53079432.11,11400008.27,17053306.76,-557401.99,14003591.85,10707461.11,2893235.82,7814225.29,2005254.96,0.0239,2026-04-19 18:11:07.231119+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2012,3,2012-10-26,2012-10-26,1,45454078.46,45454078.46,39852189.33,22046240.86,4803316.80,12773642.67,-625769.20,5345055.40,5536555.31,2018782.04,3517773.27,-419706.36,-0.0050,2026-04-19 18:11:05.439250+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2012,2,2012-08-09,2012-08-09,1,28987814.57,28987814.57,26449718.00,15451301.86,2396823.06,8444771.78,-404575.71,2344650.79,2517899.01,1135912.07,1381986.94,-787982.64,-0.0094,2026-04-19 18:11:03.840513+08:00,2026-05-05 19:43:58.936867+08:00
