ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2005,4,2007-03-22,2006-04-01,-4285584486.00,,3818790688.00,8147063475.00,,-130588.00,,2026-05-05 01:13:21.172110+08:00,2026-05-05 13:08:13.129745+08:00
000002.SZ,2005,4,2006-03-21,2006-03-21,843439134.65,,117035188.76,-377757218.51,,-353321939.12,,2026-05-05 01:13:23.231317+08:00,2026-05-05 13:08:13.129745+08:00
000003.SZ,2005,4,2006-04-28,2006-04-28,5593109.40,,1658808.70,-998004.66,,-2936296.04,,2026-05-05 13:08:13.129745+08:00,
000004.SZ,2005,4,2006-04-20,2006-04-20,11060815.38,,10394713.07,18772260.45,,-19438362.76,,2026-05-05 01:13:25.266817+08:00,2026-05-05 13:08:13.129745+08:00
000005.SZ,2005,4,2006-04-28,2006-04-28,14817858.99,,-23390442.92,6794627.73,,-45002929.64,,2026-05-05 13:08:13.129745+08:00,
000006.SZ,2005,4,2006-04-01,2006-04-01,274666946.66,,-115862011.13,-135701744.57,,-254827213.22,,2026-05-05 01:13:27.288143+08:00,2026-05-05 13:08:13.129745+08:00
000007.SZ,2005,4,2006-04-28,2006-04-28,134859770.19,,-1236776.00,-38208079.47,,-97888466.72,,2026-05-05 01:13:29.294567+08:00,2026-05-05 13:08:13.129745+08:00
000008.SZ,2005,4,2006-02-25,2006-02-25,14499856.43,,-11372378.77,-23594515.20,,-2277720.00,,2026-05-05 01:13:31.283396+08:00,2026-05-05 13:08:13.129745+08:00
000009.SZ,2005,4,2006-04-29,2006-04-29,507688505.83,,-176702829.49,-175359584.64,,-510057486.37,,2026-05-05 01:13:33.283790+08:00,2026-05-05 13:08:13.129745+08:00
000010.SZ,2005,4,2006-04-29,2006-04-29,12064828.25,,-56593841.26,1319909.21,,-69978578.72,,2026-05-05 01:13:35.306296+08:00,2026-05-05 13:08:13.129745+08:00
000011.SZ,2005,4,2006-03-11,2006-03-11,220842222.05,,-1212742.82,5245551.22,,-226605108.55,,2026-05-05 01:13:37.312495+08:00,2026-05-05 13:08:13.129745+08:00
000012.SZ,2005,4,2006-03-21,2006-03-21,923609014.00,,-79686068.00,-957763352.00,,-31461091.00,,2026-05-05 01:13:39.317852+08:00,2026-05-05 13:08:13.129745+08:00
000013.SZ,2005,4,2006-04-28,2006-04-28,-17698.48,,-17698.48,NaN,,NaN,,2026-05-05 13:08:13.129745+08:00,
000014.SZ,2005,4,2006-04-26,2006-04-26,126597316.82,,-81635565.87,-856592.00,,-207371973.37,,2026-05-05 01:13:41.331877+08:00,2026-05-05 13:08:13.129745+08:00
000015.SZ,2005,4,2006-04-20,2006-04-20,-52181.03,,-52181.03,NaN,,NaN,,2026-05-05 13:08:13.129745+08:00,
000016.SZ,2005,4,2006-04-27,2006-04-27,-101374782.62,,-222602066.98,-94003080.60,,-25975455.90,,2026-05-05 01:13:43.390262+08:00,2026-05-05 13:08:13.129745+08:00
000017.SZ,2005,4,2006-04-29,2006-04-29,22377763.45,,20911057.88,-1360655.23,,,,2026-05-05 01:13:45.412317+08:00,2026-05-05 13:08:13.129745+08:00
000018.SZ,2005,4,2006-01-24,2006-01-24,3228966.00,,-7965284.00,-1978055.00,,-8798981.00,,2026-05-05 13:08:13.129745+08:00,
000019.SZ,2005,4,2006-03-11,2006-03-11,-8102139.60,,13009595.37,86785127.12,,-65673392.15,,2026-05-05 01:13:47.437734+08:00,2026-05-05 13:08:13.129745+08:00
000020.SZ,2005,4,2006-01-24,2006-01-24,27577023.56,,-18311171.20,-7929777.48,,-37514052.60,,2026-05-05 01:13:49.447314+08:00,2026-05-05 13:08:13.129745+08:00
000021.SZ,2005,4,2006-04-25,2006-04-25,176071483.47,,340533805.77,276970331.51,,-106814708.77,,2026-05-05 01:13:51.464249+08:00,2026-05-05 13:08:13.129745+08:00
000023.SZ,2005,4,2006-04-08,2006-04-08,82123262.66,,37642411.47,-15182327.98,,-29298523.21,,2026-05-05 13:08:13.129745+08:00,
000024.SZ,2005,4,2006-03-08,2006-03-08,-1366547989.00,,-90267435.00,-62474582.00,,1339863246.00,,2026-05-05 13:08:13.129745+08:00,
000025.SZ,2005,4,2006-02-17,2006-02-17,35943414.04,,-11201137.32,-2288536.54,,-44847721.46,,2026-05-05 01:13:53.482389+08:00,2026-05-05 13:08:13.129745+08:00
000026.SZ,2005,4,2006-04-20,2006-04-20,-14006618.19,,-37081328.89,-27169260.70,,4094550.00,,2026-05-05 01:13:55.517520+08:00,2026-05-05 13:08:13.129745+08:00
000027.SZ,2005,4,2006-04-19,2006-04-19,2063663300.55,,79215882.82,-977641991.93,,-1005836174.20,,2026-05-05 01:13:57.535607+08:00,2026-05-05 13:08:13.129745+08:00
000028.SZ,2005,4,2006-03-31,2006-03-31,148275068.00,,88420748.27,-83348981.37,,23494661.64,,2026-05-05 01:13:59.547419+08:00,2026-05-05 13:08:13.129745+08:00
000029.SZ,2005,4,2006-04-25,2006-04-25,266270984.93,,106328933.05,128719129.87,,-286966241.32,,2026-05-05 01:14:01.582122+08:00,2026-05-05 13:08:13.129745+08:00
