ts_code,report_year,report_type,ann_date,f_ann_date,comp_type,total_revenue,revenue,total_cogs,oper_cost,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,basic_eps,created_at,updated_at
000001.SZ,2020,3,2020-10-22,2020-10-22,2,116564000000.00,116564000000.00,87641000000.00,,,32095000000.00,,28923000000.00,28826000000.00,6428000000.00,22398000000.00,22398000000.00,1.1100,2026-04-19 18:12:08.561132+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2020,1,2020-04-21,2020-04-21,2,37926000000.00,37926000000.00,26928000000.00,,,10598000000.00,,10998000000.00,10958000000.00,2410000000.00,8548000000.00,8548000000.00,0.4000,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2020,2,2020-08-28,2020-08-28,2,78328000000.00,78328000000.00,60669000000.00,,,21380000000.00,,17659000000.00,17587000000.00,3909000000.00,13678000000.00,13678000000.00,0.6600,2026-04-19 18:12:06.354982+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2020,4,2021-02-02,2021-02-02,2,153542000000.00,153542000000.00,116633000000.00,,,44690000000.00,,36909000000.00,36754000000.00,7826000000.00,28928000000.00,28928000000.00,1.4000,2026-04-19 18:12:10.749157+08:00,2026-05-05 19:43:57.657372+08:00
000002.SZ,2020,3,2020-10-30,2020-10-30,1,241491467190.53,241491467190.53,203868787884.64,169195782461.98,5803606153.27,7041498839.31,4797315139.55,42153893183.32,41837996908.26,11766453990.22,30071542918.04,19862827129.73,1.7410,2026-04-19 18:12:08.561132+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2020,2,2020-08-28,2020-08-28,1,146349506729.71,146349506729.71,122504473364.42,99797287406.09,3184894608.01,4615732949.94,3309138508.55,26563983478.45,26450444828.99,7821250440.90,18629194388.09,12507519556.50,1.1100,2026-04-19 18:12:06.354982+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2020,4,2021-03-31,2021-03-31,1,419111677714.12,419111677714.12,352718620380.65,296540687975.27,10636899699.87,10288052823.20,5145102736.17,79958642103.88,79675752923.39,20377636478.86,59298116444.53,41515544941.31,3.6200,2026-04-19 18:12:10.749157+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2020,1,2020-04-28,2020-04-28,1,47774342784.96,47774342784.96,43070811323.34,32832719446.73,1241137605.25,2490235508.25,2259880934.52,4823237263.08,4795679207.71,2365404354.81,2430274852.90,1249359312.96,0.1110,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:43:58.498099+08:00
000003.SZ,2020,2,2020-08-29,2020-08-29,1,5245055.09,5245055.09,7295620.18,4171652.70,,3085088.48,19134.41,-2050565.09,-1417007.73,,-1417007.73,-1417007.73,-0.0035,2026-04-19 18:12:06.354982+08:00,2026-05-05 15:28:35.648242+08:00
000003.SZ,2020,4,2021-05-01,2021-05-01,1,10739604.84,10739604.84,13400346.10,8021429.30,,6600966.38,35944.07,-1920238.19,-687904.04,,-687904.04,-687904.04,-0.0020,2026-04-19 18:12:10.749157+08:00,2026-05-05 15:28:40.534823+08:00
000004.SZ,2020,2,2020-08-31,2020-08-31,1,53481116.86,53481116.86,50962013.01,12936406.81,14753112.67,9240024.41,-770351.29,3521054.65,3489947.93,1398776.04,2091171.89,2574595.02,0.0156,2026-04-19 18:12:06.354982+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2020,4,2021-04-28,2021-04-28,1,280531008.22,280531008.22,222344333.74,69296487.31,50907329.77,17417118.33,-156565.23,62706826.25,61361293.20,-629000.78,61990293.98,64623126.77,0.3915,2026-04-19 18:12:10.749157+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2020,1,2020-04-28,2020-04-28,1,23253018.88,23253018.88,19466632.82,3936257.48,6316246.58,3463214.02,-176531.48,4435077.56,4403970.84,828689.95,3575280.89,3816023.46,0.0231,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2020,3,2020-10-30,2020-10-30,1,146979353.01,146979353.01,88135528.72,25891297.09,22401971.24,12637500.02,-1682092.43,60531436.13,60513024.39,5671620.80,54841403.59,57440874.21,0.3480,2026-04-19 18:12:08.561132+08:00,2026-05-05 19:43:58.936867+08:00
000005.SZ,2020,3,2020-10-29,2020-10-29,1,218084239.15,218084239.15,287585552.84,183197207.64,6116725.81,47644692.04,19194396.58,-27970895.49,-27596602.75,161083.24,-27757685.99,-27574391.67,-0.0260,2026-04-19 18:12:08.561132+08:00,2026-05-05 15:28:38.033476+08:00
000005.SZ,2020,1,2020-04-30,2020-04-30,1,45702945.93,45702945.93,66751179.69,31296351.27,2477820.80,18637852.13,6369405.01,-23370995.16,-22301844.54,56151.15,-22357995.69,-20988032.47,-0.0198,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:43:37.978006+08:00
000005.SZ,2020,2,2020-08-29,2020-08-29,1,133235863.47,133235863.47,167504521.67,112497147.50,3813563.31,27376350.87,14905257.94,-33721126.30,-33365706.19,135824.79,-33501530.98,-32131567.76,-0.0304,2026-04-19 18:12:06.354982+08:00,2026-05-05 15:28:35.648242+08:00
000006.SZ,2020,4,2021-03-31,2021-03-31,1,2934733294.89,2934733294.89,2255174632.45,1567381101.45,44621526.75,128025109.25,142597006.62,1086543806.64,1088579417.27,185689315.37,902890101.90,864638857.34,0.6405,2026-04-19 18:12:10.749157+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2020,3,2020-10-29,2020-10-29,1,1603457728.04,1603457728.04,1253194336.91,887047404.71,23017140.23,82049356.39,109305060.82,633337105.84,623431566.18,95648002.05,527783564.13,510432355.16,0.3781,2026-04-19 18:12:08.561132+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2020,2,2020-08-28,2020-08-28,1,1201825564.16,1201825564.16,929210796.77,659197946.64,15501866.62,53943481.90,72016348.42,315496636.09,305644836.92,73802911.70,231841925.22,217420178.69,0.1611,2026-04-19 18:12:06.354982+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2020,1,2020-04-30,2020-04-30,1,652209471.04,652209471.04,478073173.51,340353211.31,3338142.58,24746160.85,34438048.42,192954006.88,182944015.45,42334674.93,140609340.52,127952311.57,0.0948,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:43:59.601658+08:00
000007.SZ,2020,1,2020-04-30,2020-04-30,1,8764876.04,8764876.04,8006775.85,2772500.70,121089.55,5470588.82,-17827.15,-28313149.98,-28443553.03,-5625675.39,-22817877.64,-22803450.18,-0.0658,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:44:00.030982+08:00
000007.SZ,2020,2,2020-08-28,2020-08-28,1,21309843.24,21309843.24,17924957.17,6286765.52,271364.07,10993106.13,-23084.51,-37519558.16,-38282868.23,-8374700.70,-29908167.53,-29809621.17,-0.0860,2026-04-19 18:12:06.354982+08:00,2026-05-05 19:44:00.030982+08:00
000007.SZ,2020,4,2021-04-29,2021-04-29,1,45146397.44,45146397.44,110050500.23,12552207.85,855727.09,22193031.79,-44487.30,-120722431.15,-121420742.09,1617623.87,-123038365.96,-122912266.31,-0.3548,2026-04-19 18:12:10.749157+08:00,2026-05-05 19:44:00.030982+08:00
000007.SZ,2020,3,2020-10-31,2020-10-31,1,33608786.41,33608786.41,34422694.08,9944995.79,296969.60,17629078.69,-27858.02,-40847453.02,-41221177.85,4409127.00,-45630304.85,-45516937.06,-0.1314,2026-04-19 18:12:08.561132+08:00,2026-05-05 19:44:00.030982+08:00
000008.SZ,2020,2,2020-08-29,2020-08-29,1,425814017.80,425814017.80,765309209.10,301863893.00,92526402.85,149692591.76,60651041.14,-308243078.02,-308689089.28,-15428697.70,-293260391.58,-291997588.30,-0.1147,2026-04-19 18:12:06.354982+08:00,2026-05-05 19:44:00.558967+08:00
000008.SZ,2020,4,2021-04-20,2021-04-20,1,1917519166.43,1917519166.43,2857630510.05,1190730132.42,241060936.84,354652061.68,128266626.36,-856789151.98,-867714099.89,24256804.95,-891970904.84,-894441536.86,-0.3300,2026-04-19 18:12:10.749157+08:00,2026-05-05 19:44:00.558967+08:00
000008.SZ,2020,3,2020-10-31,2020-10-31,1,953006652.14,953006652.14,1243229320.10,613371466.32,139008964.29,225690370.74,87439872.03,-228899619.25,-240057686.82,-5511939.67,-234545747.15,-241726611.36,-0.0950,2026-04-19 18:12:08.561132+08:00,2026-05-05 19:44:00.558967+08:00
000008.SZ,2020,1,2020-04-30,2020-04-30,1,119323422.89,119323422.89,244130506.50,68771069.23,34335704.56,72867777.52,31972044.52,-107778081.75,-107870915.38,-149206.56,-107721708.82,-108210287.27,-0.0425,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:44:00.558967+08:00
000009.SZ,2020,3,2020-10-29,2020-10-29,1,6990236991.61,6937768614.43,6730542757.49,4523491396.77,766599449.03,517342270.84,360194927.57,1084817369.42,1086329336.45,267435378.37,818893958.08,521577260.58,0.2022,2026-04-19 18:12:08.561132+08:00,2026-05-05 19:44:01.019752+08:00
000009.SZ,2020,1,2020-04-29,2020-04-29,1,1628351082.33,1613873154.09,1565547939.35,1030165798.91,177337274.98,149900015.32,97886372.84,187441777.47,187658368.48,73412550.80,114245817.68,40189518.93,0.0156,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:44:01.019752+08:00
000009.SZ,2020,2,2020-08-28,2020-08-28,1,4012110904.97,3975994699.66,3856357904.22,2591669221.33,437831643.47,312719307.71,225277241.73,475692602.42,468034172.50,128386368.93,339647803.57,135287660.25,0.0525,2026-04-19 18:12:06.354982+08:00,2026-05-05 19:44:01.019752+08:00
000009.SZ,2020,4,2021-03-27,2021-03-27,1,10663512791.62,10593850771.90,10514906229.76,6980360221.71,1179197636.75,808549866.73,509918973.49,1406495127.47,1423002338.37,355213725.09,1067788613.28,661761423.40,0.2600,2026-04-19 18:12:10.749157+08:00,2026-05-05 19:44:01.019752+08:00
00001.HK,2020,2,,,,,,,,,,,,,,,,,2026-05-02 23:56:49.962742+08:00,
00001.HK,2020,4,,,,,,,,,,,,,,,,,2026-05-02 23:56:49.962742+08:00,
000010.SZ,2020,4,2021-04-21,2021-04-21,1,1408542234.95,1408542234.95,1355772069.83,1135169043.34,486056.20,91379390.83,79473123.09,122318623.63,116785217.06,40430840.19,76354376.87,39839573.38,0.0486,2026-04-19 18:12:10.749157+08:00,2026-05-05 19:44:01.581471+08:00
000010.SZ,2020,3,2020-10-30,2020-10-30,1,774949543.77,774949543.77,722982781.74,591984203.11,188731.58,68465057.44,62793412.85,93681757.48,90191208.97,34020712.30,56170496.67,26021625.87,0.0317,2026-04-19 18:12:08.561132+08:00,2026-05-05 19:44:01.581471+08:00
000010.SZ,2020,2,2020-08-25,2020-08-25,1,553311773.68,553311773.68,534303291.43,443285184.01,159892.11,45069304.46,43314820.65,37492664.76,35143627.69,14126321.29,21017306.40,8817289.70,0.0108,2026-04-19 18:12:06.354982+08:00,2026-05-05 19:44:01.581471+08:00
000010.SZ,2020,1,2020-04-30,2020-04-30,1,70267945.69,70267945.69,99752923.66,57197034.61,125315.49,22498969.00,21362431.95,-29484977.97,-11361761.57,387823.65,-11749585.22,-11690209.16,-0.0143,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:44:01.581471+08:00
000011.SZ,2020,1,2020-04-30,2020-04-30,1,861546080.08,861546080.08,661948086.72,330926955.66,4689041.03,39041614.67,21628629.97,200757614.24,199464122.82,71031397.02,128432725.80,152014318.10,0.2551,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:43:37.978006+08:00
000011.SZ,2020,3,2020-10-26,2020-10-26,1,1753697717.30,1753697717.30,1526234566.40,873302042.71,22942832.34,132861676.49,85463714.42,232506780.80,234231089.07,92741690.38,141489398.69,192412552.18,0.3229,2026-04-19 18:12:08.561132+08:00,2026-05-05 15:28:38.033476+08:00
000011.SZ,2020,2,2020-08-20,2020-08-20,1,1421077767.83,1421077767.83,1158744046.96,611694943.80,11544060.19,88433004.35,53446318.38,265412776.17,267257464.37,89394015.71,177863448.66,211967734.76,0.3557,2026-04-19 18:12:06.354982+08:00,2026-05-05 15:28:35.648242+08:00
000011.SZ,2020,4,2021-03-31,2021-03-31,1,4104374646.02,4104374646.02,3090128245.96,1386710239.54,44753247.18,238625143.31,111263558.80,1027653620.58,1034106952.31,302769082.58,731337869.73,798572121.74,1.3399,2026-04-19 18:12:10.749157+08:00,2026-05-05 15:28:40.534823+08:00
000012.SZ,2020,1,2020-04-30,2020-04-30,1,1733965637.00,1733965637.00,1602165312.00,1223133015.00,68190292.00,154294998.00,57981501.00,152098192.00,135466906.00,23478147.00,111988759.00,111278288.00,0.0400,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:44:02.388314+08:00
000012.SZ,2020,4,2021-04-15,2021-04-15,1,10671253445.00,10671253445.00,9840344883.00,7444465731.00,233918938.00,666976561.00,224011920.00,1111875682.00,1105691126.00,293738145.00,811952981.00,779325592.00,0.2500,2026-04-19 18:12:10.749157+08:00,2026-05-05 19:44:02.388314+08:00
000012.SZ,2020,2,2020-08-24,2020-08-24,1,4424221349.00,4424221349.00,3970579075.00,3159567031.00,161639534.00,317419407.00,131743197.00,501309595.00,485992173.00,84115208.00,401876965.00,391466723.00,0.1300,2026-04-19 18:12:06.354982+08:00,2026-05-05 19:44:02.388314+08:00
000012.SZ,2020,3,2020-10-26,2020-10-26,1,7468278057.00,7468278057.00,6583618658.00,5201703098.00,264434345.00,473556859.00,184315010.00,955830191.00,943421267.00,194384275.00,749036992.00,726820239.00,0.2400,2026-04-19 18:12:08.561132+08:00,2026-05-05 19:44:02.388314+08:00
000014.SZ,2020,1,2020-04-25,2020-04-25,1,86873001.23,86873001.23,76840741.87,61220247.99,851480.23,12427797.84,104669.19,10032259.36,13118748.67,3280523.56,9838225.11,7766769.97,0.0385,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:44:02.866274+08:00
000014.SZ,2020,4,2021-03-27,2021-03-27,1,346673403.12,346673403.12,335773793.29,215362052.78,13441545.15,55014062.30,-57492.62,10899609.83,24955924.11,15821235.99,9134688.12,4374307.33,0.0200,2026-04-19 18:12:10.749157+08:00,2026-05-05 19:44:02.866274+08:00
000014.SZ,2020,3,2020-10-24,2020-10-24,1,230253593.55,230253593.55,215296706.50,131937972.61,8538108.03,38997689.00,210270.31,14956887.05,24383452.49,6286469.91,18096982.58,13831694.69,0.0686,2026-04-19 18:12:08.561132+08:00,2026-05-05 19:44:02.866274+08:00
000014.SZ,2020,2,2020-08-29,2020-08-29,1,210547135.81,210547135.81,179073681.85,120573554.64,3384940.28,24508858.66,239149.29,31473453.96,37775669.65,9559835.83,28215833.82,23384010.42,0.1159,2026-04-19 18:12:06.354982+08:00,2026-05-05 19:44:02.866274+08:00
000016.SZ,2020,1,2020-04-30,2020-04-30,1,7806520237.49,7806520237.49,8239561834.96,7239731075.92,474319677.27,240679941.63,179140039.72,-286430982.62,-280052760.72,-5687275.24,-274365485.48,-220602940.37,-0.0916,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:44:03.308785+08:00
000016.SZ,2020,4,2021-03-24,2021-03-24,1,50351836554.87,50351836554.87,53499180492.93,47595064349.98,1825626804.27,1022981943.34,1091609967.76,440330836.82,501867157.37,-38206305.07,540073462.44,477633250.14,0.1984,2026-04-19 18:12:10.749157+08:00,2026-05-05 19:44:03.308785+08:00
000016.SZ,2020,3,2020-10-31,2020-10-31,1,29801145271.16,29801145271.16,31812201344.04,27874517742.42,1412344800.39,731101590.75,741698191.41,577407111.71,585852676.02,44203698.68,541648977.34,615363686.82,0.2556,2026-04-19 18:12:08.561132+08:00,2026-05-05 19:44:03.308785+08:00
000016.SZ,2020,2,2020-08-28,2020-08-28,1,17524183896.74,17524183896.74,18395281655.83,16268993432.88,969224381.98,440915780.44,387040866.75,144144952.70,145669850.83,73425522.47,72244328.36,94701792.63,0.0393,2026-04-19 18:12:06.354982+08:00,2026-05-05 19:44:03.308785+08:00
000017.SZ,2020,4,2021-04-27,2021-04-27,1,117857480.17,117857480.17,113980916.78,103221623.73,2540657.03,4783608.32,18718.74,3911707.35,4766077.81,390371.22,4375706.59,3785834.68,0.0069,2026-04-19 18:12:10.749157+08:00,2026-05-05 19:44:03.773555+08:00
000017.SZ,2020,2,2020-08-28,2020-08-28,1,42656355.21,42656355.21,39842856.87,36100765.65,1478378.78,1679719.44,-19260.39,2848540.55,3590652.66,170038.76,3420613.90,2797643.50,0.0051,2026-04-19 18:12:06.354982+08:00,2026-05-05 19:44:03.773555+08:00
000017.SZ,2020,1,2020-04-30,2020-04-30,1,7434449.73,7434449.73,8337977.82,7138011.11,256390.20,566297.41,-5502.10,-895929.37,-733036.17,,-733036.17,-591902.33,-0.0011,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:44:03.773555+08:00
000017.SZ,2020,3,2020-10-26,2020-10-26,1,82873336.15,82873336.15,77505666.51,70342296.05,2414925.52,3775988.47,-44952.40,5402711.85,6259813.02,228950.20,6030862.82,5263215.15,0.0095,2026-04-19 18:12:08.561132+08:00,2026-05-05 19:44:03.773555+08:00
000018.SZ,2020,1,2020-05-30,2020-05-30,1,8069986.92,8069986.92,25612816.96,7827944.40,231273.78,16283650.42,1219830.59,-17542830.04,-17542830.04,,-17542830.04,-17542830.04,-0.0100,2026-04-19 18:12:04.095461+08:00,2026-05-05 19:43:37.978006+08:00
000018.SZ,2020,3,2020-10-31,2020-10-31,1,23847837.81,23847837.81,262689391.41,44073826.57,1498416.92,60315577.86,2835038.10,-235610330.38,-235607115.45,,-235607115.45,-235871105.42,-0.1389,2026-04-19 18:12:08.561132+08:00,2026-05-05 15:28:38.033476+08:00
