ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2020,3,2020-10-22,2020-10-22,30698000000.00,NaN,114013000000.00,16075000000.00,534695000000.00,68644000000.00,NaN,2026-04-19 18:16:10.598997+08:00,2026-05-04 19:53:28.124995+08:00
000001.SZ,2020,4,2021-02-02,2021-02-02,-16161000000.00,NaN,99892000000.00,15944000000.00,661967000000.00,103401000000.00,NaN,2026-04-19 18:16:12.522059+08:00,2026-05-05 13:08:41.410708+08:00
000001.SZ,2020,1,2020-04-21,2020-04-21,17989000000.00,NaN,-1218000000.00,-2380000000.00,176130000000.00,-17439000000.00,NaN,2026-04-19 18:16:06.999280+08:00,2026-05-04 19:53:24.040668+08:00
000001.SZ,2020,2,2020-08-28,2020-08-28,-25666000000.00,NaN,18597000000.00,-792000000.00,371209000000.00,44193000000.00,NaN,2026-04-19 18:16:08.858882+08:00,2026-05-04 19:53:26.250266+08:00
000002.SZ,2020,2,2020-08-28,2020-08-28,22605962036.88,180412064949.04,28400849052.84,1158821524.56,931392990.40,4534294371.68,15000066632.23,2026-04-19 18:16:08.858882+08:00,2026-05-04 19:53:26.250266+08:00
000002.SZ,2020,3,2020-10-30,2020-10-30,33380868586.36,304532471869.22,7411765776.54,6189573771.32,938818261.82,-31775844083.98,19606266779.03,2026-04-19 18:16:10.598997+08:00,2026-05-04 19:53:28.124995+08:00
000002.SZ,2020,1,2020-04-28,2020-04-28,-2953862229.68,61828065517.80,7303579501.84,6609254008.93,270213095.99,3562890818.38,917436318.16,2026-04-19 18:16:06.999280+08:00,2026-05-04 19:53:24.040668+08:00
000002.SZ,2020,4,2021-03-31,2021-03-31,53188022243.81,472283130715.82,25923728235.00,5797067128.05,4636886080.38,-32504259938.83,38858944942.25,2026-04-19 18:16:12.522059+08:00,2026-05-05 13:08:41.410708+08:00
000003.SZ,2020,2,2020-08-29,2020-08-29,-853735.58,5129428.54,-853735.58,NaN,NaN,NaN,NaN,2026-04-19 18:16:08.858882+08:00,2026-05-04 19:53:26.250266+08:00
000003.SZ,2020,4,2021-05-01,2021-05-01,192545.04,11550787.12,192545.04,NaN,NaN,NaN,NaN,2026-04-19 18:16:12.522059+08:00,2026-05-05 13:08:41.410708+08:00
