ts_code,report_year,report_type,ann_date,f_ann_date,comp_type,total_revenue,revenue,total_cogs,oper_cost,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,basic_eps,created_at,updated_at
000001.SZ,2005,1,2005-04-26,2005-04-26,,1976069993.00,1976069993.00,NaN,NaN,491780167.00,NaN,NaN,1003014297.00,265828474.00,111702064.00,154126411.00,154126411.00,,2026-05-05 13:29:49.926625+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2005,3,2005-10-29,2005-10-29,,6349683885.00,6349683885.00,NaN,NaN,1794303951.00,NaN,NaN,2975615387.00,610158074.00,243734948.00,366423126.00,366423126.00,,2026-05-05 13:29:56.497865+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2005,4,2007-03-22,2006-04-01,,5450550760.00,5450550760.00,4816516054.00,,,2596811607.00,,634034706.00,597896741.00,286889101.00,311007640.00,311007640.00,0.1600,2026-05-05 01:07:41.036169+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2005,2,2005-08-19,2006-07-05,,4199083639.00,4199083639.00,NaN,NaN,1147478648.00,NaN,NaN,1982690802.00,370120574.00,162633782.00,157834800.00,157834800.00,,2026-05-05 13:29:53.363803+08:00,2026-05-05 19:43:57.657372+08:00
000002.SZ,2005,4,2006-03-21,2006-03-21,,10558851683.83,10558851683.83,8528623095.51,6884920656.05,466289323.58,519869226.09,16197148.22,1958371071.15,1976181660.98,542755949.14,1433425711.84,1350362816.78,,2026-05-05 01:07:41.973920+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2005,2,2005-08-01,2005-08-01,,4334228230.75,4334228230.75,3210599982.38,2579548478.79,174635021.32,212264403.75,5501362.22,1104065696.74,1105017314.92,291824870.16,813192444.76,795052559.21,,2026-05-05 13:29:53.363803+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2005,1,2005-04-25,2005-04-25,,1885656287.79,1885656287.79,1514841765.49,1210684372.50,80541465.56,124662960.05,-894281.91,369362449.59,369116127.87,120215113.44,248901014.43,251914627.73,,2026-05-05 13:29:49.926625+08:00,2026-05-05 19:43:58.498099+08:00
000003.SZ,2005,1,2005-04-30,2005-04-30,,4722433.83,4722433.83,26259445.73,NaN,NaN,4895622.28,21363823.45,15908462.04,-7853985.10,NaN,-15976657.55,-15976657.55,,2026-05-05 13:29:49.926625+08:00,2026-05-05 15:28:20.507513+08:00
000003.SZ,2005,4,2006-04-28,2006-04-28,1,18478139.58,18478139.58,110808594.12,6123319.66,7153625.25,22327495.66,73902838.68,-83575165.39,-83856715.11,NaN,-72194376.65,-71787372.08,NaN,2026-05-05 13:08:10.694799+08:00,2026-05-05 15:28:24.468031+08:00
000004.SZ,2005,2,2005-08-20,2005-08-20,,24533956.21,24533956.21,26614106.31,12551373.87,3903399.78,8514938.47,1340807.36,-3546903.84,-2028048.37,556294.38,-2096243.34,-2278127.17,,2026-05-05 13:29:53.363803+08:00,2026-05-05 19:43:58.936867+08:00
