ts_code,report_year,report_type,ann_date,f_ann_date,comp_type,total_revenue,revenue,total_cogs,oper_cost,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,basic_eps,created_at,updated_at
000001.SZ,2004,3,2004-10-23,2004-10-23,,6085604364.00,6085604364.00,NaN,NaN,1844023986.00,NaN,NaN,2476980194.00,491609045.00,84571004.00,407038041.00,407038041.00,,2026-05-05 13:29:46.621521+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2004,4,2005-04-26,2005-04-26,,5273549277.00,5273549277.00,4775032692.00,,2457296430.00,2457296430.00,,498516585.00,491192896.00,201418621.00,289774275.00,289774275.00,,2026-05-05 01:07:41.036169+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2004,1,2004-04-15,2004-04-15,,1913438229.00,1913438229.00,NaN,NaN,504838968.00,NaN,NaN,860189980.00,215059684.00,691701.00,214367983.00,214367983.00,,2026-05-05 13:29:40.214412+08:00,2026-05-05 19:43:57.657372+08:00
000002.SZ,2004,4,2005-03-22,2005-03-22,,7667226237.03,7667226237.03,6421661722.05,5297369544.47,328757938.63,364015210.21,-4220480.10,1259302864.11,1260329245.83,347675526.10,912653719.73,878006255.08,,2026-05-05 01:07:41.973920+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2004,1,2004-04-17,2004-04-17,,1030585988.90,1030585988.90,866771342.37,673700410.65,42928639.38,96266561.08,-652186.84,165526901.68,165351873.21,55346729.58,110005143.63,104934487.02,,2026-05-05 13:29:40.214412+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2004,2,2004-08-06,2004-08-06,,2468922169.21,2468922169.21,1993820818.14,1563681210.44,115227861.89,166678758.78,9651875.24,471959043.99,472663374.57,139092370.83,333571003.74,314749490.22,,2026-05-05 13:29:43.477732+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2004,3,2004-10-28,2004-10-28,,3474852014.32,3474852014.32,2900830581.77,2234056324.45,217498820.00,246809028.41,7661160.53,579830458.62,583383334.17,184781758.51,398601575.66,385102117.46,,2026-05-05 13:29:46.621521+08:00,2026-05-05 19:43:58.498099+08:00
000003.SZ,2004,3,2004-10-30,2004-10-30,,18115842.13,18115842.13,106843264.20,9112431.94,5794114.25,34303283.32,56757648.09,-83169066.16,-82999704.20,NaN,-52532545.57,-52532545.57,,2026-05-05 13:29:46.621521+08:00,2026-05-05 15:28:17.816502+08:00
000003.SZ,2004,4,2005-04-30,2005-04-30,1,24414928.06,24414928.06,0.00,NaN,NaN,NaN,NaN,-14758526.81,NaN,NaN,-64453882.41,-64453882.41,NaN,2026-05-05 13:08:07.024413+08:00,2026-05-05 19:43:15.696391+08:00
000003.SZ,2004,1,2004-04-30,2004-04-30,,5647365.59,5647365.59,49712615.33,3361053.51,1765734.09,25064163.27,19261826.19,-41208796.22,-41127107.48,NaN,-41127107.48,-41127107.48,,2026-05-05 13:29:40.214412+08:00,2026-05-05 19:43:12.865611+08:00
000004.SZ,2004,1,2004-04-29,2004-04-29,,18551536.77,18551536.77,23701045.44,14336918.73,2277235.15,6331588.95,686186.23,-5877863.35,-4810960.83,169180.23,-4727036.02,-3862566.37,,2026-05-05 13:29:40.214412+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2004,2,2004-08-21,2004-08-21,,41535388.76,41535388.76,45677594.95,27886970.35,4628745.60,11513201.84,1310344.66,-5605747.50,-3828679.87,396625.61,-3223483.15,-3209884.91,,2026-05-05 13:29:43.477732+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2004,3,2004-10-27,2004-10-27,,71267064.60,71267064.60,73796057.10,46563575.15,7053110.57,17396911.35,2247049.42,-4733353.64,-1678435.87,516712.37,-992230.19,-1982900.10,,2026-05-05 13:29:46.621521+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2004,4,2005-04-19,2005-04-19,,106747751.86,106747751.86,111992907.11,69169581.00,12174292.26,26681030.39,3046341.04,-7519874.60,-4015379.47,513524.45,-3282932.11,-4062669.63,,2026-05-05 01:07:42.722056+08:00,2026-05-05 19:43:58.936867+08:00
000005.SZ,2004,2,2004-08-27,2004-08-27,,38613005.85,38613005.85,55987520.50,18848928.90,3732515.43,15603655.69,16282306.87,-18623293.54,-18146374.96,NaN,1047802.95,1047802.95,,2026-05-05 13:29:43.477732+08:00,2026-05-05 19:43:14.293114+08:00
000005.SZ,2004,3,2004-10-29,2004-10-29,,57584186.21,57584186.21,85210980.64,27918237.67,6490572.84,24790737.60,23858020.22,-29082064.92,-28531072.43,NaN,1292761.50,1292761.50,,2026-05-05 13:29:46.621521+08:00,2026-05-05 15:28:17.816502+08:00
000005.SZ,2004,4,2005-04-23,2005-04-23,1,49378189.64,49378189.64,129068323.77,28770481.86,13311924.22,43491724.25,41024612.47,-81719619.00,-38966298.58,NaN,1690339.77,1690339.77,NaN,2026-05-05 13:08:07.024413+08:00,2026-05-05 19:43:15.696391+08:00
000005.SZ,2004,1,2004-04-29,2004-04-29,,21027660.99,21027660.99,27213531.84,8845708.08,1491392.93,8111301.03,7892363.04,-6707332.64,-6625733.19,NaN,925029.75,925029.75,,2026-05-05 13:29:40.214412+08:00,2026-05-05 19:43:12.865611+08:00
000006.SZ,2004,1,2004-04-28,2004-04-28,,252851076.31,252851076.31,259650734.76,202860316.09,4800360.23,30203634.07,12590811.17,-4960923.58,-6468755.38,507853.74,-5671119.96,-7934448.31,,2026-05-05 13:29:40.214412+08:00,2026-05-05 19:43:59.601658+08:00
