ts_code,report_year,report_type,ann_date,f_ann_date,comp_type,total_revenue,revenue,total_cogs,oper_cost,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,basic_eps,created_at,updated_at
000001.SZ,2001,3,2002-10-25,2002-10-25,,2580202706.00,2580202706.00,NaN,1218954032.00,840499822.00,NaN,NaN,965501452.00,407446149.00,42364938.00,365081211.00,365081211.00,,2026-05-05 13:29:19.800035+08:00,2026-05-05 19:43:00.502657+08:00
000001.SZ,2001,2,2001-08-10,2001-08-10,,1769244287.00,1769244287.00,NaN,NaN,383705257.00,NaN,NaN,466620718.00,264431534.00,41219849.00,223211685.00,223211685.00,,2026-05-05 13:29:16.608150+08:00,2026-05-05 19:42:59.608892+08:00
000001.SZ,2001,1,2002-04-23,2002-04-23,,725005436.00,725005436.00,NaN,NaN,233800032.00,NaN,NaN,238697401.00,159505562.00,20677125.00,138828436.00,138828436.00,,2026-05-05 13:29:14.627598+08:00,2026-05-05 19:42:58.918222+08:00
000001.SZ,2001,4,2002-04-19,2002-04-19,,2597464478.00,2597464478.00,2035715964.00,,1077853617.00,1077853617.00,,561748514.00,558955598.00,156595170.00,402360428.00,402360428.00,,2026-05-05 01:07:41.036169+08:00,2026-05-05 19:43:01.323104+08:00
000002.SZ,2001,4,2002-03-15,2002-03-15,,4455064776.93,4455064776.93,4157430942.15,3434439752.26,273634648.34,273123916.21,-3278580.17,494874794.44,501852215.83,119882931.48,381969284.35,373747217.73,,2026-05-05 01:07:41.973920+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2001,2,2001-08-14,2001-08-14,,2432696353.88,2432696353.88,2208489997.79,1831922579.28,172504455.37,117373870.52,-1223570.08,225872530.75,228564446.10,50515275.40,178049170.70,170459524.96,,2026-05-05 13:29:16.608150+08:00,2026-05-05 19:43:58.498099+08:00
000003.SZ,2001,4,2002-04-30,2002-04-30,1,36606696.76,36606696.76,116713225.29,36322206.61,1815339.10,19274102.61,58565894.30,25194780.76,11521087.25,NaN,11521087.25,11521087.25,,2026-05-05 13:07:57.476206+08:00,2026-05-05 19:43:01.323104+08:00
000003.SZ,2001,2,2001-08-25,2001-08-25,,113965369.52,113965369.52,167717008.67,88893331.65,7689932.68,31213362.85,38408515.54,-35401786.20,-33283486.79,NaN,-33283486.79,-33283486.79,,2026-05-05 13:29:16.608150+08:00,2026-05-05 19:42:59.608892+08:00
000004.SZ,2001,2,2001-08-09,2001-08-09,,22558648.97,22558648.97,16117845.41,7971656.96,1321438.29,6173516.11,-208378.22,6239749.96,15849675.73,NaN,15849675.73,13580285.07,,2026-05-05 13:29:16.608150+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2001,4,2002-03-27,2002-03-27,,61984462.82,61984462.82,57247669.33,27263607.10,7118542.28,20468533.15,1141518.68,3069791.33,12965947.78,118223.60,12847724.18,11095114.62,,2026-05-05 01:07:42.722056+08:00,2026-05-05 19:43:58.936867+08:00
