ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2010,4,2011-02-25,23.2809,22.7620,,0.9554,,6143737000.00,27.4459,29.1975,24.9087,95.3941,21.7113,,,19.2388,19.2388,,1.9100,9.6163,2026-04-19 21:12:47.151277+08:00,
000001.SZ,2010,2,2010-08-25,11.9201,11.6978,,0.5004,,2976554000.00,30.2341,32.1650,31.2250,95.1279,20.5250,,,13.4199,13.4199,,0.9800,8.7291,2026-04-19 21:12:44.426382+08:00,
000001.SZ,2010,1,2010-04-29,7.4126,7.4054,,0.2613,,1576599000.00,31.8120,31.6325,40.6426,96.4335,28.0387,,,8.6063,8.6063,,0.5100,7.1197,2026-04-19 21:12:43.165164+08:00,
000001.SZ,2010,3,2010-10-28,17.9951,17.6982,,0.7497,,4655845000.00,30.7758,32.4448,30.1456,95.2384,21.0013,,,18.4065,18.4065,,1.4600,9.2235,2026-04-19 21:12:45.719942+08:00,
000002.SZ,2010,1,2010-04-27,2.9509,2.8239,1.1589,0.8223,36.7204,1078090738.12,25.1995,26.3854,46.5442,68.0628,3.1311,1.8124,0.4808,-8.0760,-8.0760,,0.1000,3.5451,2026-04-19 21:12:43.165164+08:00,
000002.SZ,2010,2,2010-08-10,7.2911,6.8777,2.9426,2.1205,38.9267,2653033053.51,-1.7309,-1.0228,11.4129,69.8343,3.3150,1.7764,0.4777,-23.1207,-23.1207,,0.2600,3.6173,2026-04-19 21:12:44.426382+08:00,
000002.SZ,2010,4,2011-03-08,17.8489,17.1168,7.0389,5.0048,40.6996,6984394617.27,36.9577,38.5652,36.6508,74.6861,3.9504,1.5852,0.5568,3.7496,3.7496,,0.6600,4.0229,2026-04-19 21:12:47.151277+08:00,
000002.SZ,2010,3,2010-10-25,8.4296,7.9557,3.2929,2.3503,38.8030,3088033351.12,-0.2906,0.9102,10.6307,73.7480,3.8092,1.6524,0.5190,-24.2467,-24.2467,,0.2980,3.6612,2026-04-19 21:12:45.719942+08:00,
000003.SZ,2010,2,2010-08-26,1.0600,,-0.3372,-7.6899,73.7312,-31585203.03,0.5051,0.4522,0.0823,920.9563,-0.1251,0.0782,0.0022,-0.2794,-0.2794,,,-8.9400,2026-04-19 21:12:44.426382+08:00,2026-05-04 21:23:36.769783+08:00
000003.SZ,2010,4,2011-04-28,0.5681,,-1.4421,-3.7769,74.8898,-16966793.96,9.7334,9.3445,9.3445,782.3963,-0.1465,0.1162,0.0405,-63.7485,-63.7485,,,-8.9820,2026-04-19 21:12:47.151277+08:00,2026-05-04 21:23:36.769783+08:00
000004.SZ,2010,1,2010-04-26,-0.1331,-0.1331,0.8035,0.4393,45.9027,-83031.25,513.9249,1030.6191,90.1713,49.5932,1.9839,1.5318,0.9286,56.9118,56.9118,,-0.0010,0.7274,2026-04-19 21:12:43.165164+08:00,
000004.SZ,2010,3,2010-10-30,14.0997,8.4508,11.3117,8.3455,40.3840,5674165.99,5794.5781,68084.2052,546.8833,32.0495,1.4717,2.0242,1.2588,171.8891,171.8891,,0.1127,0.8411,2026-04-19 21:12:45.719942+08:00,
000004.SZ,2010,4,2011-04-23,17.0690,11.6904,11.6702,9.7419,40.6024,7961225.24,192.0513,242.9036,370.8311,29.8574,1.4257,1.8357,1.0405,118.5922,118.5922,,0.1384,0.8639,2026-04-19 21:12:47.151277+08:00,
000004.SZ,2010,2,2010-08-20,5.5388,-0.2455,3.5189,2.8170,46.0813,-157610.05,527.1016,874.3154,460.8109,48.8471,1.9549,1.4482,0.7785,31.4419,31.4419,,0.0423,0.7707,2026-04-19 21:12:44.426382+08:00,
000005.SZ,2010,1,2010-04-30,-0.9862,-0.9862,-0.2818,-0.5246,46.3540,-6893419.47,-48.2861,-281.3091,-281.3091,46.8556,1.8817,0.3106,0.2487,4.5316,4.5316,,-0.0080,0.7608,2026-04-19 21:12:43.165164+08:00,
000005.SZ,2010,4,2011-04-30,-0.6426,-1.2500,1.5187,-0.3388,43.2933,-8610487.49,86.9366,84.7223,90.9517,47.7960,1.9156,0.3645,0.2767,217.7272,217.7272,,-0.0048,0.7386,2026-04-19 21:12:47.151277+08:00,
000005.SZ,2010,3,2010-10-29,-3.8508,-4.0580,-1.1676,-2.0258,28.9666,-27952214.68,-22.7526,-126.2868,-126.2868,48.0370,1.9244,0.3005,0.2146,-0.1407,-0.1407,,-0.0290,0.7385,2026-04-19 21:12:45.719942+08:00,
000005.SZ,2010,2,2010-08-30,-2.3054,-2.3007,-0.5086,-1.2149,40.1936,-15975547.69,-48.8041,-639.5266,-639.5266,47.8494,1.9175,0.3202,0.2338,19.1470,19.1470,,-0.0180,0.7507,2026-04-19 21:12:44.426382+08:00,
000006.SZ,2010,4,2011-03-31,21.0921,20.0526,9.2183,6.2684,39.6105,457820596.16,78.5398,56.9944,47.5767,70.1421,3.3492,2.0348,0.4673,26.4703,26.4703,,0.6330,3.2320,2026-04-19 21:12:47.151277+08:00,
000006.SZ,2010,1,2010-04-21,1.7952,0.7783,0.8590,0.5055,29.1009,16529376.96,-38.3097,-38.4173,-38.3756,71.1158,3.4621,3.9406,0.6584,49.3018,49.3018,,0.0750,4.2196,2026-04-19 21:12:43.165164+08:00,
000006.SZ,2010,2,2010-08-07,4.8008,3.7166,2.2149,1.3314,37.8650,76587830.45,0.5122,0.2897,-8.8308,72.1469,3.5903,4.2328,0.7052,62.6971,62.6971,,0.1300,2.6473,2026-04-19 21:12:44.426382+08:00,
000006.SZ,2010,3,2010-10-30,6.2662,5.2379,2.9997,1.7058,38.8512,109989949.42,3.0681,-21.2213,-24.2418,72.9826,3.7013,2.0043,0.3930,72.0463,72.0463,,0.1730,2.7504,2026-04-19 21:12:45.719942+08:00,
000007.SZ,2010,1,2010-04-27,14.1589,,-1.5115,-2.7231,74.7943,-9711994.34,12.0650,11.8712,2.3395,118.5365,-5.0800,0.2618,0.2088,-12.1588,-12.1588,,-0.0521,-0.3681,2026-04-19 21:12:43.165164+08:00,2026-05-04 21:23:36.769783+08:00
000007.SZ,2010,4,2011-04-23,-27.5441,,14.5451,6.2384,77.8809,-35543574.71,83.9405,8.6276,-60.0375,109.8531,-7.7226,0.2910,0.2330,7.4869,7.4869,,0.0641,-0.2327,2026-04-19 21:12:47.151277+08:00,2026-05-04 21:23:36.769783+08:00
000007.SZ,2010,2,2010-08-24,-1.4849,,4.8926,2.0288,77.7151,-15772205.35,132.1148,-71.7653,-97.3078,113.5403,-6.0573,0.2864,0.2323,1.5631,1.5631,,0.0046,-0.3113,2026-04-19 21:12:44.426382+08:00,2026-05-04 21:23:36.769783+08:00
000007.SZ,2010,3,2010-10-27,8.3627,,4.7687,0.3622,77.3734,-22196064.28,106.1563,-95.6651,-109.6419,118.0935,-4.6159,0.1756,0.1128,2.5039,2.5039,,-0.0288,-0.3448,2026-04-19 21:12:45.719942+08:00,2026-05-04 21:23:36.769783+08:00
000008.SZ,2010,1,2010-04-23,-0.0824,-0.1019,-0.1139,-0.0758,28.9778,-74717.16,52.6810,52.6810,52.6810,8.2300,1.0897,7.0286,7.0286,1.9067,1.9067,,-0.0008,0.9947,2026-04-19 21:12:43.165164+08:00,
000008.SZ,2010,2,2010-08-19,0.0230,-0.0026,-0.0590,0.0215,26.0542,-1931.32,106.6239,106.6239,105.1666,5.1902,1.0547,10.9834,10.9834,-0.3202,-0.3202,,0.0002,0.9958,2026-04-19 21:12:44.426382+08:00,
000008.SZ,2010,4,2011-02-25,1.2035,1.1648,0.0670,1.1300,24.7285,860353.71,200.3132,183.6986,183.5662,4.5319,1.0475,12.7799,12.7361,3.4115,3.4115,,0.0121,1.0101,2026-04-19 21:12:47.151277+08:00,
000008.SZ,2010,3,2010-10-25,0.1195,0.0868,0.0201,0.1118,26.7040,63712.33,229.3984,230.0459,201.4358,5.3322,1.0563,10.8023,10.8023,2.5172,2.5172,,0.0012,0.9967,2026-04-19 21:12:45.719942+08:00,
000009.SZ,2010,3,2010-10-30,11.4174,5.4938,6.0425,4.0408,41.2132,121718404.35,19.2870,16.8976,31.0938,61.6820,2.6097,2.2097,1.3588,-5.2815,-5.2815,,0.2320,2.2188,2026-04-19 21:12:45.719942+08:00,
000009.SZ,2010,2,2010-08-17,9.1390,6.7627,4.8035,3.1840,43.2655,143357345.49,19.9426,20.6245,24.2309,64.5751,2.8229,2.1472,1.5069,-7.5950,-7.5950,,0.1800,2.0432,2026-04-19 21:12:44.426382+08:00,
000009.SZ,2010,4,2011-03-23,14.4478,6.5126,7.5281,5.0391,38.3762,146713675.34,4.9370,9.2200,28.4134,62.9530,2.6993,2.0401,0.8586,-1.6092,-1.6092,,0.3000,2.2870,2026-04-19 21:12:47.151277+08:00,
000009.SZ,2010,1,2010-04-30,3.8134,3.6367,2.3030,1.4568,41.2281,77903439.16,24.1570,25.8203,25.1516,64.1912,2.7926,2.2397,1.5439,0.8834,0.8834,,0.0749,2.0842,2026-04-19 21:12:43.165164+08:00,
000010.SZ,2010,1,2010-04-23,-2.9945,-1.0602,-0.4066,-0.5111,41.3511,-492308.03,-156.8783,-139.4451,-146.5279,61.6887,2.6102,1.3209,0.7395,-11.2947,-11.2947,,-0.0100,0.3102,2026-04-19 21:12:43.165164+08:00,
000010.SZ,2010,2,2010-08-25,-7.7647,-3.8144,-1.0224,-1.3576,36.1593,-1735213.18,-132.3241,-126.5177,-154.3039,62.5977,2.6736,1.3040,0.7497,-24.2807,-24.2807,,-0.0200,0.2974,2026-04-19 21:12:44.426382+08:00,
000010.SZ,2010,3,2010-10-28,-2.6648,-4.3493,0.6304,0.1577,38.1848,-2028302.85,-97.2533,-92.4697,-117.7028,61.9383,2.6273,1.3290,0.7127,-23.4899,-23.4899,,-0.0100,0.3130,2026-04-19 21:12:45.719942+08:00,
