code,name,track_index,track_index_code,fund_type,invest_strategy,list_date,management_fee,custody_fee,fund_company,scale,created_at,updated_at
159221,现金流ETF嘉实,黄金,,,,,,,,14.81,2026-05-04 19:51:39.326881+08:00,
159222,自由现金流ETF易方达,黄金,,,,,,,,21.86,2026-05-04 19:51:39.326881+08:00,
159223,现金流ETF永赢,黄金,,,,,,,,3.63,2026-05-04 19:51:39.326881+08:00,
159225,现金流ETF银华,黄金,,,,,,,,5.63,2026-05-04 19:51:39.326881+08:00,
159226,中证A500增强ETF国泰,,,,,,,,,0.83,2026-05-04 19:51:39.326881+08:00,
159227,航空航天ETF华夏,,,,,,,,,48.22,2026-05-04 19:51:39.326881+08:00,
159228,红利低波ETF长城,红利指数,,,,,,,,1.58,2026-05-04 19:51:39.326881+08:00,
159229,自由现金流ETF广发,黄金,,,,,,,,1.58,2026-05-04 19:51:39.326881+08:00,
159230,通用航空ETF华夏,,,,,,,,,4.38,2026-05-04 19:51:39.326881+08:00,
159231,通用航空ETF华宝,,,,,,,,,2.06,2026-05-04 19:51:39.326881+08:00,
159232,自由现金流ETF南方,黄金,,,,,,,,44.27,2026-05-04 19:51:39.326881+08:00,
159233,自由现金流ETF平安,黄金,,,,,,,,6.74,2026-05-04 19:51:39.326881+08:00,
159235,中证现金流ETF大成,黄金,,,,,,,,42.04,2026-05-04 19:51:39.326881+08:00,
159236,自由现金流ETF工银,黄金,,,,,,,,0.77,2026-05-04 19:51:39.326881+08:00,
159237,港股汽车ETF工银,汽车指数,,,,,,,,0.49,2026-05-04 19:51:39.326881+08:00,
159238,沪深300增强ETF景顺,沪深300,,,,,,,,0.45,2026-05-04 19:51:39.326881+08:00,
159239,港股通汽车ETF富国,汽车指数,,,,,,,,0.95,2026-05-04 19:51:39.326881+08:00,
159240,A500增强ETF天弘,,,,,,,,,0.24,2026-05-04 19:51:39.326881+08:00,
159241,航空航天ETF天弘,,,,,,,,,11.51,2026-05-04 19:51:39.326881+08:00,
159242,创业板人工智能ETF大成,创业板指,,,,,,,,4.30,2026-05-04 19:51:39.326881+08:00,
159243,创业板人工智能ETF招商,创业板指,,,,,,,,2.24,2026-05-04 19:51:39.326881+08:00,
159245,港股通消费ETF富国,消费指数,,,,,,,,1.09,2026-05-04 19:51:39.326881+08:00,
159246,创业板人工智能ETF富国,创业板指,,,,,,,,34.20,2026-05-04 19:51:39.326881+08:00,
159247,创业板ETF汇添富,创业板指,,,,,,,,1.99,2026-05-04 19:51:39.326881+08:00,
159248,人工智能ETF万家,人工智能指数,,,,,,,,2.32,2026-05-04 19:51:39.326881+08:00,
159249,A500增强ETF工银,,,,,,,,,1.50,2026-05-04 19:51:39.326881+08:00,
159251,港股通科技ETF万家,科技指数,,,,,,,,2.30,2026-05-04 19:51:39.326881+08:00,
159253,银行ETF博时,银行指数,,,,,,,,0.84,2026-05-04 19:51:39.326881+08:00,
159255,通用航空ETF易方达,,,,,,,,,0.58,2026-05-04 19:51:39.326881+08:00,
159256,创业板软件ETF华夏,创业板指,,,,,,,,4.32,2026-05-04 19:51:39.326881+08:00,
159257,航空ETF汇添富,,,,,,,,,1.63,2026-05-04 19:51:39.326881+08:00,
159258,机器人ETF南方,机器人指数,,,,,,,,16.64,2026-05-04 19:51:39.326881+08:00,
159259,成长ETF易方达,,,,,,,,,20.41,2026-05-04 19:51:39.326881+08:00,
159260,证券ETF博时,证券指数,,,,,,,,9.01,2026-05-04 19:51:39.326881+08:00,
159261,创业板新能源ETF鹏华,创业板指,,,,,,,,1.15,2026-05-04 19:51:39.326881+08:00,
159262,港股通科技ETF广发,科技指数,,,,,,,,97.87,2026-05-04 19:51:39.326881+08:00,
159263,价值ETF易方达,,,,,,,,,40.04,2026-05-04 19:51:39.326881+08:00,
159265,港股消费ETF鹏华,消费指数,,,,,,,,3.86,2026-05-04 19:51:39.326881+08:00,
159266,港股央企红利ETF永赢,红利指数,,,,,,,,4.69,2026-05-04 19:51:39.326881+08:00,
159267,航天ETF华安,,,,,,,,,20.23,2026-05-04 19:51:39.326881+08:00,
159268,港股通消费ETF汇添富,消费指数,,,,,,,,6.34,2026-05-04 19:51:39.326881+08:00,
159269,港股通科技ETF南方,科技指数,,,,,,,,19.62,2026-05-04 19:51:39.326881+08:00,
159270,创业板200ETF南方,创业板指,,,,,,,,1.43,2026-05-04 19:51:39.326881+08:00,
159271,恒生ETF鹏华,恒生指数,,,,,,,,0.73,2026-05-04 19:51:39.326881+08:00,
159272,机器人ETF富国,机器人指数,,,,,,,,24.62,2026-05-04 19:51:39.326881+08:00,
159273,云计算ETF汇添富,云计算指数,,,,,,,,13.12,2026-05-04 19:51:39.326881+08:00,
159275,农牧渔ETF华宝,,,,,,,,,2.30,2026-05-04 19:51:39.326881+08:00,
159276,现金流ETF汇添富,黄金,,,,,,,,5.29,2026-05-04 19:51:39.326881+08:00,
159277,港股通红利ETF富国,红利指数,,,,,,,,0.71,2026-05-04 19:51:39.326881+08:00,
159278,机器人ETF鹏华,机器人指数,,,,,,,,13.59,2026-05-04 19:51:39.326881+08:00,
159279,创业板人工智能ETF华安,创业板指,,,,,,,,1.81,2026-05-04 19:51:39.326881+08:00,
159280,港股通互联网ETF汇添富,港股指数,,,,,,,,0.91,2026-05-04 19:51:39.326881+08:00,
159281,港股央企红利ETF天弘,红利指数,,,,,,,,4.02,2026-05-04 19:51:39.326881+08:00,
159283,通用航空ETF南方,,,,,,,,,3.23,2026-05-04 19:51:39.326881+08:00,
159285,港股通消费ETF华安,消费指数,,,,,,,,2.72,2026-05-04 19:51:39.326881+08:00,
159286,港股通创新药ETF鹏华,港股指数,,,,,,,,5.34,2026-05-04 19:51:39.326881+08:00,
159287,创业板综ETF博时,创业板指,,,,,,,,1.87,2026-05-04 19:51:39.326881+08:00,
159288,创业板综ETF银华,创业板指,,,,,,,,1.45,2026-05-04 19:51:39.326881+08:00,
159289,创业板综指ETF鹏华,创业板指,,,,,,,,0.46,2026-05-04 19:51:39.326881+08:00,
159290,创业板综指增强ETF东财,创业板指,,,,,,,,0.68,2026-05-04 19:51:39.326881+08:00,
159291,创业板综增强ETF招商,创业板指,,,,,,,,0.29,2026-05-04 19:51:39.326881+08:00,
159292,创业板综增强ETF华宝,创业板指,,,,,,,,0.47,2026-05-04 19:51:39.326881+08:00,
159293,创业板综增强ETF建信,创业板指,,,,,,,,0.39,2026-05-04 19:51:39.326881+08:00,
159295,创业综指ETF西部利得,,,,,,,,,1.02,2026-05-04 19:51:39.326881+08:00,
159296,A500红利低波ETF华宝,红利指数,,,,,,,,0.50,2026-05-04 19:51:39.326881+08:00,
159297,港股通创新药ETF南方,港股指数,,,,,,,,22.31,2026-05-04 19:51:39.326881+08:00,
159298,创业板50ETF大成,上证50,,,,,,,,2.13,2026-05-04 19:51:39.326881+08:00,
159299,金融科技ETF易方达,科技指数,,,,,,,,1.96,2026-05-04 19:51:39.326881+08:00,
159300,沪深300ETF富国,沪深300,,,,,,,,9.08,2026-05-04 19:51:39.326881+08:00,
159301,公用事业ETF华夏,公用事业指数,,,,,,,,1.00,2026-05-04 19:51:39.326881+08:00,
159302,港股高股息ETF银华,港股指数,,,,,,,,0.99,2026-05-04 19:51:39.326881+08:00,
159303,恒生医疗ETF大成,医药指数,,,,,,,,0.92,2026-05-04 19:51:39.326881+08:00,
159305,储能电池ETF广发,,,,,,,,,8.99,2026-05-04 19:51:39.326881+08:00,
159306,汽车零部件ETF平安,汽车指数,,,,,,,,0.29,2026-05-04 19:51:39.326881+08:00,
159307,红利低波100ETF博时,红利指数,,,,,,,,55.88,2026-05-04 19:51:39.326881+08:00,
159309,油气ETF汇添富,,,,,,,,,12.68,2026-05-04 19:51:39.326881+08:00,
159310,芯片ETF天弘,芯片指数,,,,,,,,12.40,2026-05-04 19:51:39.326881+08:00,
159311,数字经济ETF易方达,,,,,,,,,0.59,2026-05-04 19:51:39.326881+08:00,
159312,恒指港股通ETF广发,港股指数,,,,,,,,0.89,2026-05-04 19:51:39.326881+08:00,
159315,黄金股ETF工银,黄金,,,,,,,,3.22,2026-05-04 19:51:39.326881+08:00,
159316,港股通创新药ETF易方达,港股指数,,,,,,,,47.00,2026-05-04 19:51:39.326881+08:00,
159318,恒指港股通ETF银华,港股指数,,,,,,,,0.37,2026-05-04 19:51:39.326881+08:00,
159320,电网设备ETF广发,,,,,,,,,11.24,2026-05-04 19:51:39.326881+08:00,
159321,黄金股ETF华安,黄金,,,,,,,,6.19,2026-05-04 19:51:39.326881+08:00,
159322,黄金股ETF平安,黄金,,,,,,,,2.18,2026-05-04 19:51:39.326881+08:00,
159323,港股通汽车ETF华夏,汽车指数,,,,,,,,1.50,2026-05-04 19:51:39.326881+08:00,
159325,半导体ETF南方,半导体指数,,,,,,,,3.79,2026-05-04 19:51:39.326881+08:00,
159326,电网设备ETF华夏,,,,,,,,,326.19,2026-05-04 19:51:39.326881+08:00,
159327,半导体设备ETF万家,半导体指数,,,,,,,,12.59,2026-05-04 19:51:39.326881+08:00,
159328,家电ETF易方达,消费指数,,,,,,,,1.44,2026-05-04 19:51:39.326881+08:00,
159329,沙特ETF南方,,,,,,,,,12.45,2026-05-04 19:51:39.326881+08:00,
159330,沪深300ETF东财,沪深300,,,,,,,,4.59,2026-05-04 19:51:39.326881+08:00,
159331,红利港股ETF国泰,红利指数,,,,,,,,2.20,2026-05-04 19:51:39.326881+08:00,
159332,央企红利ETF富国,红利指数,,,,,,,,0.95,2026-05-04 19:51:39.326881+08:00,
159333,港股央企红利ETF万家,红利指数,,,,,,,,4.71,2026-05-04 19:51:39.326881+08:00,
159335,央企科创ETF融通,央企指数,,,,,,,,0.97,2026-05-04 19:51:39.326881+08:00,
159336,央企红利ETF融通,红利指数,,,,,,,,3.75,2026-05-04 19:51:39.326881+08:00,
159337,中证500ETF东财,中证500,,,,,,,,5.06,2026-05-04 19:51:39.326881+08:00,
159338,中证A500ETF国泰,中证500,,,,,,,,268.31,2026-05-04 19:51:39.326881+08:00,
159339,A500ETF银华,中证500,,,,,,,,25.49,2026-05-04 19:51:39.326881+08:00,
159350,深证50ETF富国,上证50,,,,,,,,1.72,2026-05-04 19:51:39.326881+08:00,
159351,A500ETF嘉实,中证500,,,,,,,,84.34,2026-05-04 19:51:39.326881+08:00,
159352,A500ETF南方,中证500,,,,,,,,331.93,2026-05-04 19:51:39.326881+08:00,
159353,中证A500ETF景顺,中证500,,,,,,,,44.23,2026-05-04 19:51:39.326881+08:00,
159355,800红利低波ETF华宝,红利指数,,,,,,,,1.55,2026-05-04 19:51:39.326881+08:00,
159356,A500ETF万家,中证500,,,,,,,,9.98,2026-05-04 19:51:39.326881+08:00,
159357,A500ETF博时,中证500,,,,,,,,20.14,2026-05-04 19:51:39.326881+08:00,
159358,中证A500ETF大成,中证500,,,,,,,,9.84,2026-05-04 19:51:39.326881+08:00,
159359,A500ETF华安,中证500,,,,,,,,9.98,2026-05-04 19:51:39.326881+08:00,
159360,A500ETF天弘,中证500,,,,,,,,16.96,2026-05-04 19:51:39.326881+08:00,
159361,A500ETF易方达,中证500,,,,,,,,249.86,2026-05-04 19:51:39.326881+08:00,
159362,A500ETF工银,中证500,,,,,,,,19.88,2026-05-04 19:51:39.326881+08:00,
159363,创业板人工智能ETF华宝,创业板指,,,,,,,,70.28,2026-05-04 19:51:39.326881+08:00,
159365,恒指港股通ETF富国,港股指数,,,,,,,,0.99,2026-05-04 19:51:39.326881+08:00,
159366,港股医疗ETF永赢,医药指数,,,,,,,,3.33,2026-05-04 19:51:39.326881+08:00,
159367,创业板50ETF华夏,上证50,,,,,,,,1.56,2026-05-04 19:51:39.326881+08:00,
159368,创业板新能源ETF华夏,创业板指,,,,,,,,10.91,2026-05-04 19:51:39.326881+08:00,
159369,创业板50ETF易方达,上证50,,,,,,,,3.94,2026-05-04 19:51:39.326881+08:00,
159370,创50ETF工银,上证50,,,,,,,,1.74,2026-05-04 19:51:39.326881+08:00,
159371,创业板50ETF富国,上证50,,,,,,,,2.25,2026-05-04 19:51:39.326881+08:00,
159372,创业板50ETF万家,上证50,,,,,,,,1.38,2026-05-04 19:51:39.326881+08:00,
159373,创业板50ETF嘉实,上证50,,,,,,,,2.77,2026-05-04 19:51:39.326881+08:00,
159375,创业板50ETF国泰,上证50,,,,,,,,1.89,2026-05-04 19:51:39.326881+08:00,
159376,A500ETF浦银,中证500,,,,,,,,0.93,2026-05-04 19:51:39.326881+08:00,
159377,创业板医药ETF国泰,创业板指,,,,,,,,0.83,2026-05-04 19:51:39.326881+08:00,
159378,通用航空ETF永赢,,,,,,,,,7.17,2026-05-04 19:51:39.326881+08:00,
159379,A500ETF融通,中证500,,,,,,,,1.63,2026-05-04 19:51:39.326881+08:00,
159380,A500ETF东财,中证500,,,,,,,,1.71,2026-05-04 19:51:39.326881+08:00,
159381,创业板人工智能ETF华夏,创业板指,,,,,,,,23.51,2026-05-04 19:51:39.326881+08:00,
159382,创业板人工智能ETF南方,创业板指,,,,,,,,23.07,2026-05-04 19:51:39.326881+08:00,
159383,创业板50ETF华泰柏瑞,上证50,,,,,,,,0.62,2026-05-04 19:51:39.326881+08:00,
159385,数字经济ETF富国,,,,,,,,,0.66,2026-05-04 19:51:39.326881+08:00,
159386,A500ETF永赢,中证500,,,,,,,,1.26,2026-05-04 19:51:39.326881+08:00,
159387,创业板新能源ETF国泰,创业板指,,,,,,,,17.89,2026-05-04 19:51:39.326881+08:00,
159388,创业板人工智能ETF国泰,创业板指,,,,,,,,8.99,2026-05-04 19:51:39.326881+08:00,
159389,数字经济ETF嘉实,,,,,,,,,1.46,2026-05-04 19:51:39.326881+08:00,
159390,中证A50ETF国联,上证50,,,,,,,,1.84,2026-05-04 19:51:39.326881+08:00,
159391,大盘价值ETF博时,,,,,,,,,1.27,2026-05-04 19:51:39.326881+08:00,
159392,航空ETF富国,,,,,,,,,2.30,2026-05-04 19:51:39.326881+08:00,
159393,沪深300ETF万家,沪深300,,,,,,,,2.57,2026-05-04 19:51:39.326881+08:00,
159399,现金流ETF国泰,黄金,,,,,,,,55.27,2026-05-04 19:51:39.326881+08:00,
159500,中证500ETF富国,中证500,,,,,,,,1.79,2026-05-04 19:51:39.326881+08:00,
159501,纳指ETF嘉实,纳斯达克100,,,,,,,,113.18,2026-05-04 19:51:39.326881+08:00,
159502,标普生物科技ETF嘉实,标普500,,,,,,,,17.38,2026-05-04 19:51:39.326881+08:00,
159505,国证2000ETF博时,,,,,,,,,0.27,2026-05-04 19:51:39.326881+08:00,
159506,港股通医疗ETF富国,医药指数,,,,,,,,29.04,2026-05-04 19:51:39.326881+08:00,
159507,通信ETF广发,通信指数,,,,,,,,3.15,2026-05-04 19:51:39.326881+08:00,
159508,生物医药ETF华安,医药指数,,,,,,,,0.54,2026-05-04 19:51:39.326881+08:00,
159509,纳指科技ETF景顺,科技指数,,,,,,,,158.65,2026-05-04 19:51:39.326881+08:00,
159510,沪深300价值ETF华夏,沪深300,,,,,,,,0.79,2026-05-04 19:51:39.326881+08:00,
159511,通信ETF南方,通信指数,,,,,,,,2.59,2026-05-04 19:51:39.326881+08:00,
159512,汽车ETF广发,汽车指数,,,,,,,,0.70,2026-05-04 19:51:39.326881+08:00,
159513,纳斯达克100ETF大成,纳斯达克100,,,,,,,,65.38,2026-05-04 19:51:39.326881+08:00,
159515,国企红利ETF鹏扬,红利指数,,,,,,,,0.46,2026-05-04 19:51:39.326881+08:00,
159516,半导体设备ETF国泰,半导体指数,,,,,,,,224.11,2026-05-04 19:51:39.326881+08:00,
159517,中证800增强ETF银华,中证800,,,,,,,,0.08,2026-05-04 19:51:39.326881+08:00,
159518,标普油气ETF嘉实,标普500,,,,,,,,24.83,2026-05-04 19:51:39.326881+08:00,
159519,港股国企ETF国泰,国企指数,,,,,,,,1.31,2026-05-04 19:51:39.326881+08:00,
159520,消费龙头ETF工银,消费指数,,,,,,,,1.62,2026-05-04 19:51:39.326881+08:00,
159521,国证2000ETF平安,,,,,,,,,0.21,2026-05-04 19:51:39.326881+08:00,
159523,沪深300成长ETF华夏,沪深300,,,,,,,,0.98,2026-05-04 19:51:39.326881+08:00,
159525,红利低波ETF富国,红利指数,,,,,,,,4.40,2026-05-04 19:51:39.326881+08:00,
159526,机器人ETF嘉实,机器人指数,,,,,,,,10.50,2026-05-04 19:51:39.326881+08:00,
159527,云计算ETF广发,云计算指数,,,,,,,,3.05,2026-05-04 19:51:39.326881+08:00,
159528,国企改革ETF富国,国企指数,,,,,,,,0.14,2026-05-04 19:51:39.326881+08:00,
159529,标普消费ETF景顺,标普500,,,,,,,,10.60,2026-05-04 19:51:39.326881+08:00,
159530,机器人ETF易方达,机器人指数,,,,,,,,146.20,2026-05-04 19:51:39.326881+08:00,
159531,中证2000ETF南方,中证2000,,,,,,,,8.03,2026-05-04 19:51:39.326881+08:00,
159532,中证2000ETF易方达,中证2000,,,,,,,,1.96,2026-05-04 19:51:39.326881+08:00,
159533,中证2000ETF博时,中证2000,,,,,,,,0.20,2026-05-04 19:51:39.326881+08:00,
159535,中证2000ETF嘉实,中证2000,,,,,,,,0.26,2026-05-04 19:51:39.326881+08:00,
159536,中证2000ETF汇添富,中证2000,,,,,,,,0.76,2026-05-04 19:51:39.326881+08:00,
159537,信创ETF国泰,,,,,,,,,0.99,2026-05-04 19:51:39.326881+08:00,
159538,信创ETF富国,,,,,,,,,0.73,2026-05-04 19:51:39.326881+08:00,
159539,信创ETF广发,,,,,,,,,0.86,2026-05-04 19:51:39.326881+08:00,
159540,信创ETF易方达,,,,,,,,,1.82,2026-05-04 19:51:39.326881+08:00,
159541,创业板综ETF万家,创业板指,,,,,,,,1.23,2026-05-04 19:51:39.326881+08:00,
159542,工程机械ETF大成,,,,,,,,,0.31,2026-05-04 19:51:39.326881+08:00,
159543,国证2000ETF工银,,,,,,,,,0.72,2026-05-04 19:51:39.326881+08:00,
159545,恒生红利低波ETF易方达,红利指数,,,,,,,,74.96,2026-05-04 19:51:39.326881+08:00,
159546,集成电路ETF国泰,,,,,,,,,2.77,2026-05-04 19:51:39.326881+08:00,
159547,红利低波ETF华夏,红利指数,,,,,,,,11.82,2026-05-04 19:51:39.326881+08:00,
159549,红利低波ETF天弘,红利指数,,,,,,,,55.94,2026-05-04 19:51:39.326881+08:00,
159550,互联网ETF东财,,,,,,,,,1.57,2026-05-04 19:51:39.326881+08:00,
159551,机器人ETF国泰,机器人指数,,,,,,,,4.31,2026-05-04 19:51:39.326881+08:00,
159552,中证2000增强ETF招商,中证2000,,,,,,,,7.80,2026-05-04 19:51:39.326881+08:00,
159553,中证2000增强ETF海富通,中证2000,,,,,,,,0.46,2026-05-04 19:51:39.326881+08:00,
159555,中证2000增强ETF银华,中证2000,,,,,,,,0.68,2026-05-04 19:51:39.326881+08:00,
159556,中证2000增强ETF平安,中证2000,,,,,,,,0.21,2026-05-04 19:51:39.326881+08:00,
159557,恒生医疗ETF嘉实,医药指数,,,,,,,,2.43,2026-05-04 19:51:39.326881+08:00,
159558,半导体设备ETF易方达,半导体指数,,,,,,,,60.43,2026-05-04 19:51:39.326881+08:00,
159559,机器人ETF景顺,机器人指数,,,,,,,,26.96,2026-05-04 19:51:39.326881+08:00,
159560,芯片ETF景顺,芯片指数,,,,,,,,3.62,2026-05-04 19:51:39.326881+08:00,
159561,德国ETF嘉实,德国指数,,,,,,,,20.24,2026-05-04 19:51:39.326881+08:00,
159562,黄金股ETF华夏,黄金,,,,,,,,60.61,2026-05-04 19:51:39.326881+08:00,
159563,创业板综ETF华夏,创业板指,,,,,,,,0.42,2026-05-04 19:51:39.326881+08:00,
159565,汽车零部件ETF易方达,汽车指数,,,,,,,,2.08,2026-05-04 19:51:39.326881+08:00,
159566,储能电池ETF易方达,,,,,,,,,74.05,2026-05-04 19:51:39.326881+08:00,
159567,港股创新药ETF银华,港股指数,,,,,,,,75.65,2026-05-04 19:51:39.326881+08:00,
159568,港股互联网ETF博时,港股指数,,,,,,,,4.90,2026-05-04 19:51:39.326881+08:00,
159569,港股红利低波ETF景顺,红利指数,,,,,,,,4.84,2026-05-04 19:51:39.326881+08:00,
159570,港股通创新药ETF汇添富,港股指数,,,,,,,,304.25,2026-05-04 19:51:39.326881+08:00,
159571,创业板200ETF富国,创业板指,,,,,,,,0.32,2026-05-04 19:51:39.326881+08:00,
159572,创业板200ETF易方达,创业板指,,,,,,,,3.77,2026-05-04 19:51:39.326881+08:00,
159573,创业板200ETF华夏,创业板指,,,,,,,,1.39,2026-05-04 19:51:39.326881+08:00,
159575,创业板200ETF银华,创业板指,,,,,,,,0.24,2026-05-04 19:51:39.326881+08:00,
159576,深证100ETF广发,深证100,,,,,,,,0.69,2026-05-04 19:51:39.326881+08:00,
159577,美国50ETF汇添富,上证50,,,,,,,,9.62,2026-05-04 19:51:39.326881+08:00,
159578,深证主板50ETF南方,上证50,,,,,,,,0.25,2026-05-04 19:51:39.326881+08:00,
159581,红利ETF万家,红利指数,,,,,,,,14.61,2026-05-04 19:51:39.326881+08:00,
159582,半导体ETF博时,半导体指数,,,,,,,,3.83,2026-05-04 19:51:39.326881+08:00,
159583,通信ETF富国,通信指数,,,,,,,,19.00,2026-05-04 19:51:39.326881+08:00,
159586,计算机ETF南方,,,,,,,,,3.14,2026-05-04 19:51:39.326881+08:00,
159587,粮食ETF广发,,,,,,,,,2.36,2026-05-04 19:51:39.326881+08:00,
159588,石油ETF景顺,能源指数,,,,,,,,10.58,2026-05-04 19:51:39.326881+08:00,
159589,红利ETF广发,红利指数,,,,,,,,1.38,2026-05-04 19:51:39.326881+08:00,
159590,软件ETF汇添富,,,,,,,,,5.28,2026-05-04 19:51:39.326881+08:00,
159591,A50ETF富国,上证50,,,,,,,,5.48,2026-05-04 19:51:39.326881+08:00,
159592,A50ETF银华,上证50,,,,,,,,10.48,2026-05-04 19:51:39.326881+08:00,
159593,中证A50ETF平安,上证50,,,,,,,,45.05,2026-05-04 19:51:39.326881+08:00,
159595,中证A50ETF大成,上证50,,,,,,,,16.39,2026-05-04 19:51:39.326881+08:00,
159596,A50ETF华宝,上证50,,,,,,,,4.21,2026-05-04 19:51:39.326881+08:00,
159597,创业板成长ETF易方达,创业板指,,,,,,,,4.53,2026-05-04 19:51:39.326881+08:00,
159599,芯片ETF东财,芯片指数,,,,,,,,11.62,2026-05-04 19:51:39.326881+08:00,
159601,A50ETF华夏,上证50,,,,,,,,16.98,2026-05-04 19:51:39.326881+08:00,
159602,中国A50ETF南方,上证50,,,,,,,,4.81,2026-05-04 19:51:39.326881+08:00,
159603,科创创业ETF天弘,创业板指,,,,,,,,34.34,2026-05-04 19:51:39.326881+08:00,
159605,中概互联ETF广发,,,,,,,,,39.28,2026-05-04 19:51:39.326881+08:00,
159606,中证500成长ETF易方达,中证500,,,,,,,,3.75,2026-05-04 19:51:39.326881+08:00,
159607,中概互联网ETF嘉实,,,,,,,,,11.06,2026-05-04 19:51:39.326881+08:00,
159608,稀有金属ETF广发,黄金,,,,,,,,56.29,2026-05-04 19:51:39.326881+08:00,
159609,光伏ETF浦银,光伏指数,,,,,,,,2.04,2026-05-04 19:51:39.326881+08:00,
159610,中证500增强ETF景顺,中证500,,,,,,,,1.94,2026-05-04 19:51:39.326881+08:00,
159611,电力ETF广发,电力指数,,,,,,,,68.52,2026-05-04 19:51:39.326881+08:00,
159612,标普500ETF国泰,标普500,,,,,,,,8.21,2026-05-04 19:51:39.326881+08:00,
159613,信息安全ETF嘉实,,,,,,,,,0.68,2026-05-04 19:51:39.326881+08:00,
159615,恒生生物科技ETF南方,科技指数,,,,,,,,5.61,2026-05-04 19:51:39.326881+08:00,
159616,农牧ETF建信,,,,,,,,,0.59,2026-05-04 19:51:39.326881+08:00,
159617,中证500价值ETF华夏,中证500,,,,,,,,0.42,2026-05-04 19:51:39.326881+08:00,
159618,光伏ETF华安,光伏指数,,,,,,,,0.66,2026-05-04 19:51:39.326881+08:00,
159619,基建ETF国泰,基建指数,,,,,,,,0.99,2026-05-04 19:51:39.326881+08:00,
159620,中证500成长ETF华夏,中证500,,,,,,,,0.39,2026-05-04 19:51:39.326881+08:00,
159621,ESGETF国泰,ESG指数,,,,,,,,0.14,2026-05-04 19:51:39.326881+08:00,
159622,创新药ETF东财,,,,,,,,,8.71,2026-05-04 19:51:39.326881+08:00,
159623,成渝经济圈ETF博时,,,,,,,,,31.72,2026-05-04 19:51:39.326881+08:00,
159625,绿色电力ETF嘉实,电力指数,,,,,,,,30.07,2026-05-04 19:51:39.326881+08:00,
159627,A100ETF华夏,,,,,,,,,0.23,2026-05-04 19:51:39.326881+08:00,
159628,国证2000ETF万家,,,,,,,,,4.27,2026-05-04 19:51:39.326881+08:00,
159629,中证1000ETF富国,中证1000,,,,,,,,17.40,2026-05-04 19:51:39.326881+08:00,
159630,A100ETF汇添富,,,,,,,,,0.13,2026-05-04 19:51:39.326881+08:00,
159631,A100ETF招商,,,,,,,,,0.52,2026-05-04 19:51:39.326881+08:00,
159632,纳斯达克ETF华安,纳斯达克100,,,,,,,,104.03,2026-05-04 19:51:39.326881+08:00,
159633,中证1000ETF易方达,中证1000,,,,,,,,24.51,2026-05-04 19:51:39.326881+08:00,
159635,基建ETF华夏,基建指数,,,,,,,,1.35,2026-05-04 19:51:39.326881+08:00,
159636,港股通科技30ETF工银,科技指数,,,,,,,,293.19,2026-05-04 19:51:39.326881+08:00,
159637,新能源车ETF东财,新能源指数,,,,,,,,7.18,2026-05-04 19:51:39.326881+08:00,
159638,高端装备ETF嘉实,,,,,,,,,16.12,2026-05-04 19:51:39.326881+08:00,
159639,碳中和ETF南方,碳中和指数,,,,,,,,2.62,2026-05-04 19:51:39.326881+08:00,
159640,碳中和龙头ETF工银,碳中和指数,,,,,,,,0.74,2026-05-04 19:51:39.326881+08:00,
159641,碳中和ETF招商,碳中和指数,,,,,,,,1.17,2026-05-04 19:51:39.326881+08:00,
159642,碳中和ETF大成,碳中和指数,,,,,,,,0.28,2026-05-04 19:51:39.326881+08:00,
159643,疫苗ETF国泰,医药指数,,,,,,,,1.48,2026-05-04 19:51:39.326881+08:00,
159645,疫苗ETF富国,医药指数,,,,,,,,0.34,2026-05-04 19:51:39.326881+08:00,
159647,中药ETF鹏华,医药指数,,,,,,,,14.77,2026-05-04 19:51:39.326881+08:00,
159652,有色ETF汇添富,有色指数,,,,,,,,41.44,2026-05-04 19:51:39.326881+08:00,
159653,ESG300ETF国联安,沪深300,,,,,,,,0.70,2026-05-04 19:51:39.326881+08:00,
159655,标普500ETF华夏,标普500,,,,,,,,37.53,2026-05-04 19:51:39.326881+08:00,
159656,沪深300成长ETF万家,沪深300,,,,,,,,2.96,2026-05-04 19:51:39.326881+08:00,
159657,疫苗ETF鹏华,医药指数,,,,,,,,1.02,2026-05-04 19:51:39.326881+08:00,
159658,数字经济ETF华安,,,,,,,,,0.93,2026-05-04 19:51:39.326881+08:00,
159659,纳斯达克100ETF招商,纳斯达克100,,,,,,,,88.51,2026-05-04 19:51:39.326881+08:00,
159660,纳指ETF汇添富,纳斯达克100,,,,,,,,44.38,2026-05-04 19:51:39.326881+08:00,
159661,A100ETF嘉实,,,,,,,,,0.40,2026-05-04 19:51:39.326881+08:00,
159662,交运ETF南方,,,,,,,,,0.72,2026-05-04 19:51:39.326881+08:00,
159663,机床ETF华夏,,,,,,,,,2.93,2026-05-04 19:51:39.326881+08:00,
159665,半导体龙头ETF工银,半导体指数,,,,,,,,4.17,2026-05-04 19:51:39.326881+08:00,
159666,交通运输ETF华夏,,,,,,,,,1.13,2026-05-04 19:51:39.326881+08:00,
159667,工业母机ETF国泰,,,,,,,,,18.28,2026-05-04 19:51:39.326881+08:00,
159669,绿色电力ETF国泰,电力指数,,,,,,,,2.26,2026-05-04 19:51:39.326881+08:00,
