ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
000022.SZ,20181031,20180930,0.703,0.703,2.7694,2.7694,0.2598,0.8066,4.9148,1178521.64,452038424.15,832305752.79,0.8318,0.8174,0.7784,5.9852,1.7102,0.5112,0.2329,644951909.75,757205677.54,,255143610.7425,784773610.7425,363308782.64,284628327.04,1101446054.04,570548280.16,3436951995.02,-188116672.43,36051333.79,5725171672.79,3688931162.65,0.7029,7.1712,0.8821,5.7214,-0.4456,1.1744,0.3957,1.2171,34.7196,46.612,53.388,8.4079,34.7196,,6.8749,1.5329,,63.8804,40.6893,42.4062,9.4947,9.88,9.4701,9.8757,8.0856,8.083,12.6596,13.1676,23.771,1.3118,1.6063,12.6406,87.3594,46.7021,19.2387,80.7613,63.9297,36.0703,0.5085,0.3118,2.6431,4.1979,1.9647,3.1204,6.0239,0.3251,50.4921,10.7808,5.911,3376557391.42,40.8732,,66.6332,3.0118,2.9735,2.4545,40.6956,2.9283,2.9283,-37.9371,0.0962,0.2022,2.9048,2.97,-37.9396,8.26,-6.0783,-7.7257,-6.0785,-4.1499,-4.1499,-21.3903,-26.0175,-4.9465,1
000043.SZ,20181031,20180930,1.2455,1.2455,6.0106,6.0106,0.8119,0.4636,5.1256,726327402.94,104345796.55,892204328.28,1.3225,0.9199,0.5718,5.9827,0.3887,6.5127,0.2202,128383326.65,1204345626.99,,1598431586.1695,386755311.1695,4746347725.5,742549788.8,6804239840.63,3939598922.84,4849669094.15,2322712104.73,1914867364.15,11812206826.95,3727812430.53,1.2455,7.4145,1.1607,5.5892,0.9713,1.8057,2.3966,0.5799,20.254,22.2558,77.7442,15.0521,20.254,2.028,7.5568,5.4673,0.1707,96.7975,24.4528,30.0421,18.2093,18.15,2.2874,6.6145,4.4594,8.1226,24.2791,8.8193,71.0541,3.4547,3.9913,55.0592,44.9408,28.031,57.6035,41.8651,58.5948,41.4052,0.1075,2.4547,0.4023,0.7268,0.3945,0.7127,1.231,0.063,392.8442,5.9459,4.5622,7487584436.93,24.5748,2.1997,105.7721,15.3446,-0.2961,3.6722,75.5506,1257.5279,1257.5279,-55.1507,2445.2364,44710.4451,1257.8787,356.62,-55.1532,1027.3821,18.3499,-9.4851,18.3501,7.0666,7.0666,-10.9662,769.4191,24.8545,1
688177.SH,20200123,20180930,,,,,,,,5297937.23,-367943000.0,,,,,,,,,-368013418.55,-362648873.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-104.3426,-218.16,-105.8669,-58.5918,-58.5912,-104.3426,-139.1234,-78.1224,,,,,,,,,,,,,,,,,,,,-78.1216,,,,,,,,,,,,,,,,,,,,,,,,,,,1
688981.SH,20181109,20180930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.0456,-18.51,,-47.8828,,,12.1597,14.909,11.7083,11.1676,,,,1
600669.SH,20181030,20180930,0.0,0.0,,,0.5012,0.1209,-1.6254,0.0,12139.37,,0.8485,0.8485,0.8485,,,,,12139.37,0.0,,-12013.37,-12013.37,5237722.58,,0.0,-4444458.46,-793138.12,-793264.12,-5237722.58,-793138.12,-364668685.77,0.0001,-0.0033,0.0,-1.5045,-0.0033,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.2505,,,0.0,117.8484,,,100.0,,-17.8456,,,100.0,,0.0,,-0.1514,,-0.1514,,,0.0,,0.334,0.2505,,,,,,,0.097,,,,,,,,,,,0.0,-15.3247,1.5075,,,,11.6389,,1
000003.SZ,20191030,20180930,,,,,,,,,,8032488.45,,,,,,6.0934,,-5180149.55,1860412.05,,69231812.13,69231812.13,,,,,,,,,,,,,,,,,,7.1946,35.5188,64.4812,54.5795,7.1946,10.5862,42.9614,1.032,3.5199,122.9061,5.8201,8.2265,2.2217,,,2.1057,1.8415,2.2217,2.9623,2.8076,,,,,,,,,,,,,,,,,,,,2.4553,,,7.1946,0.0,143.6389,-1.4979,,-1.3986,-84.2033,,,,,,,,,,,,,,,,-118.3461,,1
300594.SZ,20191028,20180930,,,,,,,,,,136534518.01,,,,,,6.3721,,54473384.54,60924069.38,,,,,,,,,,,,,,,,,,,,,14.5725,40.2959,59.7041,20.3715,14.5725,7.502,11.7168,1.1526,2.6442,83.9231,16.3998,17.9807,17.6117,,,11.1604,9.045,15.0798,23.4823,14.8805,,,,,,,,,,,,,,,,,,,,12.06,,,17.08,10.6957,95.3789,1.2918,,0.7166,-51.6702,,,,,,,,,,,,,,,,-85.9934,,1
603256.SH,20191030,20180930,,,,,,,,,,241721710.83,,,,,,2.502,,156545834.02,152627803.86,,,,,,,,,,,,,,,,,,,,,20.6407,37.4554,62.5446,10.9018,20.6407,1.6468,10.8855,-1.6306,1.7142,75.7428,24.2572,23.6501,13.4204,,,12.6716,11.0592,13.4204,17.8939,16.8955,,,,,,,,,,,,,,,,,,,,14.7456,,,24.2917,1.4885,72.6482,5.3849,,4.511,24.7162,,,,,,,,,,,,,,,,25.1036,,1
002959.SZ,20191030,20180930,,,,,,,,,,437541032.2,,,,,,21.3031,,160224493.14,166414487.7,,,,,,,,,,,,,,,,,,,,,9.0501,33.1984,66.8016,19.7659,9.0501,13.1989,6.3092,0.2577,0.4261,87.843,12.5615,12.6267,43.499,,,22.831,16.364,37.7673,57.9987,30.4413,,,,,,,,,,,,,,,,,,,,21.8187,,,12.5039,11.8504,88.6316,9.6624,,4.669,11.7782,,,,,,,,,,,,,,,,-17.2115,,1
603327.SH,20191025,20180930,,,,,,,,,,228450984.82,,,,,,1.8062,,138450899.28,162698720.84,,,,,,,,,,,,,,,,,,,,,16.4909,30.4353,69.5647,10.5013,16.4909,4.3235,3.5555,2.6223,0.4013,81.5549,18.5514,21.6755,22.5034,,,14.3418,10.9114,12.3791,30.0045,19.1224,,,,,,,,,,,,,,,,,,,,14.5485,,,19.55,4.2611,79.4629,8.5037,,4.5031,-1.023,,,,,,,,,,,,,,,,197.6716,,1
