ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
300708.SZ,20240127,20231231,0.21,0.21,3.6974,3.6974,2.684,0.0775,0.535,-415478.05,121569090.89,258984446.94,1.7636,1.6444,1.5797,5.6419,0.9213,2.0459,0.5922,70760013.56,36992672.2,205289080.62,-130470352.47,59482868.11,980494904.49,0.0,876061310.75,-1459808034.13,2760195554.22,1417456795.2,-42544218.41,3759248757.68,411005247.35,0.1806,4.297,0.3,0.6125,-0.1079,0.0551,-0.1944,0.0887,4.8834,10.439,89.561,6.0832,4.8834,0.6054,7.1461,-1.6683,-0.9669,97.1478,3.187,1.4911,5.3885,5.86,5.407,0.883,2.892,1.2331,5.3885,0.883,39.17,1.6439,1.8632,69.0717,30.9283,58.2351,23.3042,76.6958,99.9896,0.0104,0.1084,0.6439,1.553,3.2911,1.4867,3.1507,,0.1084,105.4249,2.892,2.892,1340113960.77,3.1164,0.6835,94.3806,1.5421,4.4823,0.9043,-17.5833,275.0,275.0,-66.5291,201.6335,198.1103,291.405,166.31,-58.7752,207.1195,45.0513,30.258,78.6837,22.299,22.299,33.9508,180.4443,78.6837,1
300803.SZ,20240127,20231231,0.18,0.18,2.7214,2.4134,1.0675,0.2735,2.2403,7671594.0,64938214.0,845920634.0,1.2126,1.2125,1.0646,13.0312,0.3778,2.9217,0.2295,-28931480.0,70453766.0,137129492.0,1148133975.0,1191053975.0,266654371.0,665001694.0,2646000238.0,76469178.0,388311238.0,613116337.0,660319642.0,4499185841.0,1027986234.0,0.1776,4.5803,3.5146,2.5138,3.5421,0.1723,2.8076,2.9126,7.3561,85.7128,14.2872,100.7052,6.5237,49.3544,38.7145,1.2401,,102.5997,5.6779,6.3309,4.063,4.08,3.6337,1.453,1.4972,1.7808,4.063,1.453,65.8766,2.9305,2.7133,64.3824,35.6176,7.1501,58.8106,41.631,80.5943,19.4057,0.4985,1.9305,0.5235,0.7079,0.1085,0.1468,5.078,0.4017,29.6437,1.4972,1.4974,375651645.0,5.6325,38.3311,81.3951,6.2475,6.3082,2.1304,92.743,-78.3133,-78.3133,270.934,-76.9248,-77.1656,-78.5434,-80.39,272.7235,-80.5132,9.5766,27.2721,10.1086,-11.3298,-19.7639,182.8478,261.0241,10.1086,1
873636.BJ,20240426,20231231,1.1282,1.1282,5.3059,5.3059,1.0859,0.5,2.9626,6153091.83,31042961.45,127655275.54,3.4625,3.2984,3.1692,2.0827,0.8826,7.1513,0.7607,27648720.91,38515913.32,43452475.3,9089392.2539,9089392.2539,61382773.23,503391.37,355423.45,-96678905.54,176144837.44,151983621.39,55286056.43,183290185.83,114161776.89,1.1282,5.5485,0.83,3.4626,0.3437,1.1682,0.2757,0.2757,21.2628,72.9731,27.0269,54.5431,21.2628,29.8132,25.1461,-0.4162,-0.2086,84.1948,22.4723,22.0173,22.0757,22.17,18.4238,16.7491,16.1751,21.591,22.0757,16.7491,25.3865,1.3402,1.3648,87.163,12.837,71.8441,0.1939,99.8061,99.1613,0.8387,0.4353,0.3402,2.9391,514.6953,2.83,495.5915,,0.4316,276.8026,16.1751,16.1751,23876171.06,22.4533,11.192,50.8257,34.3702,33.6711,24.84,51.409,28.2045,28.2045,50.9091,29.1039,32.5157,30.4286,17.36,49.4933,9.7853,18.84,14.1322,18.8033,18.7681,18.7681,11.57,1027.673,18.8033,1
002286.SZ,20240207,20231231,0.15,0.15,6.8072,6.8072,2.2076,0.2581,1.7483,19025998.73,34943020.97,204532139.2,1.3632,0.88,0.8519,10.8937,2.8332,1.7338,0.8911,40973492.61,82338320.62,213101331.82,16246596.8715,-191353202.6285,321285012.79,60786741.54,293334772.23,50598970.26,1836209409.04,209392518.33,221846344.62,2276820589.27,743890768.6,0.1456,5.3496,0.7613,2.0063,-0.3664,0.2221,0.0438,-0.5161,2.1383,8.1038,91.8962,5.3474,2.1383,1.4171,3.25,0.6803,-0.278,98.3766,2.536,3.2623,2.7067,2.71,1.7525,2.9069,1.9053,2.8513,2.7067,2.9069,25.4018,1.3405,1.4206,29.5562,70.4438,69.0592,12.8835,87.1165,85.3522,14.6478,0.4897,0.3405,2.9367,6.7619,2.7187,6.2598,36.2895,0.4179,80.6953,1.9053,1.9053,1429464083.84,2.5799,0.7888,98.9577,0.4004,0.2351,0.2946,13.9371,-58.3333,-58.3333,818.3353,-60.0525,-58.4436,-59.4732,-71.84,815.8568,-59.0471,-0.7624,-11.5511,-1.0406,-6.9609,-6.9609,-11.5844,-50.3148,-1.0406,1
300758.SZ,20240207,20231231,0.03,0.03,2.9841,2.9841,1.9755,0.1889,0.972,12504729.09,-1502260.69,318165030.22,1.0175,0.6904,0.6301,6.7698,1.0327,1.3328,0.3781,-8456527.68,41701774.61,195763702.06,-15624833.33,-31444833.33,348788362.9,441600383.19,882005906.77,622839627.88,1099601297.07,18032469.3,441894439.72,2642368517.08,473792076.54,0.027,3.9263,0.0043,1.161,-0.6362,0.1022,-0.0383,-0.0771,1.4032,26.1257,73.8743,24.2818,1.4032,3.7077,17.7853,2.7887,-0.8749,100.6944,0.9245,3.4243,0.6898,0.69,-0.0942,1.2946,0.5305,1.5998,0.6898,1.2946,48.7187,1.95,2.0196,30.5833,69.4167,32.0326,33.3794,60.6407,61.697,38.303,0.0017,0.95,0.9581,1.8167,0.6575,1.2467,1.7655,0.001,196.6779,0.5305,0.3416,1271990220.77,0.6674,4.0186,97.4329,0.9333,0.9142,0.4278,4.1849,400.0,400.0,-98.0872,1360.2099,329.5886,493.7778,82.35,-98.1037,490.1519,1.4626,14.062,0.9294,0.767,0.767,17.795,46.5944,0.9294,1
301589.SZ,20240418,20231231,15.76,15.76,79.2898,79.2898,15.3488,0.5,37.3933,19095664.06,588026586.34,1598817147.8,2.0638,1.2014,0.9998,4.9611,1.1713,11.6807,0.8494,581406022.24,680221650.09,732343457.46,25302780.0364,270642780.0364,1267580202.77,50510487.01,704310516.4,174473995.92,2065822555.65,1559311203.46,1227754641.36,2856359880.96,1459648810.74,15.7612,55.8684,6.585,37.8933,4.3222,17.6589,0.6569,7.026,19.878,52.3474,47.6526,32.3723,19.878,13.1364,19.1469,0.089,0.0705,80.964,22.0954,22.2714,33.0093,33.01,31.9711,18.9181,16.8851,25.2733,33.0093,18.9181,48.4471,1.9398,1.9549,72.4687,27.5313,49.4873,24.6576,75.3424,72.4812,27.5188,0.173,0.9398,1.0641,3.0555,1.0215,2.9331,11.8403,0.1254,331.427,16.8851,16.8851,727934566.43,22.0973,14.7278,81.0409,9.1169,8.6889,4.6731,16.1779,97.0,97.0,381.4103,98.1935,98.7573,96.9598,97.84,381.0842,39.7031,40.9846,38.3743,40.9846,40.4902,40.4902,40.9504,0.1535,40.9846,1
873743.BJ,20240330,20231231,1.7902,1.7902,34.9468,34.9468,1.3553,0.5,6.7301,4148337.67,73308681.03,164085240.88,1.4865,1.373,1.3443,5.674,2.0685,14.6259,1.7244,80733731.25,95848427.07,108140203.38,-7738156.1648,39327557.1352,198765259.81,7097022.96,319859114.76,124611874.84,392866795.82,252319698.33,376931573.17,737743631.92,315201427.12,1.7767,9.5854,-3.8,7.2301,1.2908,2.1986,-0.1775,0.9021,5.084,10.77,89.23,5.1873,5.084,1.7498,2.6215,0.8159,-0.0128,94.7009,5.7907,6.2912,21.0544,20.63,19.9268,10.8483,8.7667,12.9238,21.0544,10.8483,55.7141,2.2581,2.4016,81.7019,18.2981,41.6346,43.3564,56.6436,98.65,1.35,-0.3194,1.2581,0.7949,1.3065,0.7473,1.2282,3.1527,-0.3151,77.1666,8.7667,8.7667,128290133.16,5.7725,2.1253,95.1571,5.1986,4.8761,2.2788,26.6458,21.9565,21.9565,-4.3956,27.5404,26.4309,26.7887,23.68,-9.3686,-3.5486,25.47,14.5898,31.4534,9.426,9.426,15.471,16.4158,31.4534,1
001225.SZ,20240222,20231231,1.84,1.84,5.9632,5.9632,13.9108,0.4947,6.8892,18319685.64,95539476.32,151666363.94,8.4578,7.7195,7.4145,27.5642,0.3846,3.2925,0.3074,106579182.53,105817017.59,119794559.76,11341842.2862,11341842.2862,155540755.6,914543.81,1306741.33,-1129511078.57,1390193135.41,1162958019.2,32537079.03,1449019517.38,477493534.39,1.7607,22.3873,1.4776,7.3839,9.3408,1.6363,0.1754,0.1754,29.5261,39.3303,60.6697,10.1449,29.5261,1.9731,14.973,-6.8011,-0.0231,72.3618,31.2108,27.4406,10.4761,8.69,8.7905,8.4361,9.0772,8.4729,10.4761,8.4361,9.8265,1.109,1.1541,82.1499,17.8501,86.5908,0.0902,99.9098,98.8436,1.1564,0.6128,0.109,9.1766,1107.8801,8.812,1063.8625,,0.6057,215.5009,9.0772,9.0772,221551320.52,33.8882,2.7454,73.1348,1.9198,1.7413,1.7446,13.8998,-59.6491,-59.6491,-52.4475,-40.7662,-48.9856,-48.4724,-27.48,-36.5973,-74.1625,49.5588,77.7174,99.4291,-22.3515,-22.3515,-14.1522,-10.7382,99.4291,1
002315.SZ,20240223,20231231,1.213,1.2118,4.8322,4.8093,3.8417,0.4999,2.1321,11410201.09,367454372.59,1207109195.82,1.6009,1.5964,1.4978,55.9033,0.7119,3.3482,0.409,357526067.92,349363840.22,427277108.18,509566958.9638,509566958.9638,1237232112.87,145896213.1,33981100.75,-1651017127.41,2363136891.69,755473839.46,-909534559.77,2524376729.59,831485533.6,1.1993,7.8095,2.0164,2.632,-2.0591,1.1059,1.613,1.613,25.1732,79.4495,20.5505,54.9279,25.054,37.0464,20.2507,-2.6293,-0.1356,76.5798,25.9717,22.8855,16.0668,16.66,15.583,9.36,10.2469,13.9931,16.0668,9.36,36.2663,1.569,1.5829,51.5085,48.4915,60.4769,1.3461,97.7325,88.7174,11.2826,0.5067,0.569,1.741,72.6032,1.6676,69.5427,,0.4495,17.0322,10.2469,10.1504,456729224.82,25.8882,40.1143,83.0015,3.3591,3.0113,2.401,103.7173,24.0921,23.9693,29.2564,19.9458,20.0473,26.1204,31.71,31.3624,14.9675,7.9436,9.8376,9.701,3.5065,3.8356,11.1845,-34.4015,9.701,1
873777.BJ,20240223,20231231,2.26,2.26,15.0144,15.0144,0.6563,0.7381,7.6561,9234744.7,163697428.89,298297875.8,2.1111,1.7718,1.6279,509200.1291,1.3038,4.6656,0.9008,186513614.79,195215671.15,231721661.97,375816402.5475,375816402.5475,335396802.77,3494306.2,17254429.07,-152173200.59,694345629.52,391801815.45,239598106.72,800223899.06,642991906.71,2.2576,10.2215,3.5303,8.3942,1.5404,2.5485,4.9062,4.9062,15.0362,25.9366,74.0634,9.321,15.0362,0.2572,9.1596,-0.0958,,83.7829,17.356,16.9737,19.767,20.47,18.7114,15.2891,13.5439,19.4406,19.767,15.2891,31.2651,1.4549,1.4595,65.351,34.649,60.9548,2.1562,97.8438,99.0103,0.9897,0.7669,0.4549,2.1985,45.3779,1.9496,40.2416,,0.7593,57.7115,13.5439,13.5439,286266753.92,17.0827,0.8387,94.8667,1.4059,1.2904,0.9685,5.6072,-76.9388,-76.9388,-58.5159,-76.9478,-77.2732,-76.8179,-77.74,-58.5152,-71.377,-19.02,-19.4712,-19.0088,-39.948,-39.948,-0.9861,-53.6067,-19.0088,1
