ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
000022.SZ,20140827,20140630,0.365,0.365,1.3586,1.3586,0.2576,0.8066,4.0515,2244791.57,233093807.14,413315118.45,0.7195,0.7058,0.6957,3.4242,0.8199,0.2813,0.1182,293705609.3,373544935.0,491155803.71,318722402.0859,217522402.0859,673467828.14,121874671.24,1908271777.68,1125440661.61,2766422964.98,-445217913.66,-314080813.71,5841177108.75,3132338242.23,0.365,6.0998,0.4384,4.8581,0.1044,0.5794,0.4943,0.3374,33.0379,47.1831,52.8169,13.1351,33.0379,,8.889,4.2462,0.0859,66.4712,38.6006,42.643,5.9725,5.85,5.9155,5.0421,3.9064,4.1102,11.945,10.0842,36.1909,1.5672,1.8801,15.2899,84.7101,37.0317,32.6693,67.3307,58.7153,41.2847,0.178,0.5672,1.4547,2.061,1.0232,1.4497,2.4581,0.1045,60.9546,7.8128,3.1766,3455724356.38,39.1157,,64.4221,3.2246,3.2146,2.1486,28.721,-20.3057,-20.3057,-21.009,-21.688,-20.913,-20.3848,-20.94,-21.0118,-24.2576,-0.3773,1.6865,-0.3785,1.2419,1.2419,4.1865,21.237,5.1132,0
603693.SH,20141128,20140630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.6893,-19.1435,,,,,,1
000043.SZ,20140814,20140630,-0.0393,-0.0393,2.9464,2.9464,0.7968,0.2372,2.5804,42407164.04,-68609427.24,558554052.78,1.5395,0.4048,0.2719,4.2658,0.1392,10.0306,0.1028,-61020667.32,136578027.63,163758156.9,-3695116200.18,-540029784.34,5353310564.39,537712382.47,10692913465.91,9415586448.6,2967973532.71,5435849440.31,8881107423.0,14617771583.65,1879238859.24,-0.0393,4.6192,-3.7908,2.8176,0.0007,0.2048,-5.5402,-0.8097,-1.8642,28.4233,71.5767,22.6259,-1.8642,4.3507,10.1545,8.1207,-0.0122,103.1052,-0.7449,6.9501,-0.8289,-0.81,-2.1704,0.7146,-0.1917,2.6553,-1.6578,1.4292,80.8626,5.2254,6.0463,75.6346,24.3654,14.4717,73.1501,21.0758,60.757,39.243,-0.2509,4.2254,0.1858,0.2881,0.179,0.2776,0.3152,-0.1525,1349.3856,-0.3834,-0.1371,4298514052.3,-0.7485,4.6751,103.8025,-2.3325,-1.6276,-0.3636,-38.6545,19.7959,19.7959,-96.6591,57.6516,-1021.3958,19.7896,-10.19,-96.6608,26.9987,-4.9586,15.7509,-4.9592,64.2081,64.2081,58.4138,-234.0052,9.8753,1
688981.SH,20140828,20140630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1477,,1.2385,23.2006,,,,,-35.1001,-33.8486,,5.5163,-42.5868,,8.6021,12.9662,-7.0629,-8.1041,-5.9304,,15.2199,1
000660.SZ,20140829,20140630,-0.0002,,0.0322,0.0322,1.0403,0.1717,-12.2039,-1517.19,-27745.47,1817538.82,0.0306,0.0268,0.0239,0.478,0.0996,5.2818,0.0986,31150.34,31059.05,62988.19,237121.2432,237121.2432,47669433.63,670000.0,1362082349.84,1360231562.88,-1370981339.07,-1366650336.54,-6418773.66,-9259878.11,-1599232754.59,-0.0002,-10.32,0.0031,-12.0322,0.0031,0.0002,0.0018,0.0018,-0.0449,42.496,57.504,40.3845,-0.0449,22.3087,18.0425,0.0333,,99.2717,0.7283,0.7262,,,,0.0716,-0.0044,,,0.1432,3239.7905,,,99.0056,0.9944,-3149.1943,,,99.9525,0.0475,0.0003,,-0.9723,-1.0068,-0.972,-1.0065,-1.0079,0.0003,814.8451,-0.0088,-0.0674,793793.99,0.6929,20.482,97.4351,,,0.1013,8.87,,,40.0,106.9146,106.6085,91.4877,93.5,,,0.0,0.6436,-0.0198,-11.0913,-11.0913,-1.8783,269.9426,,1
000047.SZ,20150829,20140630,,,,,1.9874,0.3287,-13.3048,0.0,-19125151.17,,-0.033,-0.033,-0.033,,,,,-19125151.17,-2339207.62,-84695.52,-802993771.4,-802993771.4,378267858.75,842204714.95,131644392.43,131623587.6,-1364177047.63,-526731835.33,-395108247.73,-1071032655.2,-1562378999.74,-0.1588,-9.9886,-0.0014,-12.9761,-0.0002,-0.0194,-6.6691,-6.6691,,,,,,,,,,,,,,,,-1.5527,-12.6949,,,-3.1054,904.7897,,,-11.2551,111.2551,-912.8599,,,37.7121,62.2879,-0.0003,,-0.8895,-9.1358,-1.0089,-10.3626,-10.3642,-0.0001,,-25.3898,-12.6949,4680865.98,,,,,,-6.3584,,,,33.3333,0.6626,0.6627,0.6627,0.6627,33.8484,,-1.6155,-1.5968,-1.6159,,,,0.4744,3.2282,1
000675.SZ,20140828,20140630,-0.1165,,0.0,0.0,0.519,0.1113,-11.0746,967217.79,-14288378.45,0.0,0.022,0.0217,0.0217,,0.0,0.0,,-14288378.45,-1475907.04,-83041.56,-335324879.35,-335324879.35,237369597.19,630678311.49,307285197.18,303506875.8,-1130726231.34,-529184068.56,-229269096.53,-785460853.39,-1253656008.34,-0.1165,-9.56,-0.0297,-10.9633,-0.0114,-0.0129,-2.9324,-2.9324,,,,,,,,,,,,,,,,-1.7475,-15.7726,,,-3.495,1410.8852,,,14.2595,85.7405,-1357.3385,,,46.0349,53.6595,-0.0063,,-0.9297,-3.5561,-0.962,-3.6797,-3.7255,-0.0029,,-31.5452,-15.7726,31530658.81,,,,,,-8.4605,,9.1972,,-2184.6154,-0.7375,9.1922,9.1922,-0.7375,-2215.8694,,-1.2605,-2.694,-1.2195,,,,4.5724,5.8857,1
000563.SZ,20140825,20140630,0.1807,0.1807,0.3517,0.3517,1.2351,0.0955,0.6225,32425465.48,187075660.73,,,,,,,7.3825,0.1074,228824780.7,,,,,,,,,,,,,872205217.5,0.1807,3.0328,-0.4924,0.7181,-0.5834,,,,51.3753,,,,51.3753,,24.9739,,0.5056,,68.6399,,6.103,6.07,5.2014,,5.518,,12.206,,8.5148,1.0931,1.106,,,,,,,,,0.0931,10.7443,,,,,-1.7444,,11.036,5.518,56236121.03,68.7084,,,3.9688,3.081,3.6097,29.8817,18.1818,18.1818,24.8244,21.721,18.0987,18.1613,3.91,-57.869,9.9332,4.9702,2.4804,4.9682,19.1725,19.1725,33.9195,93.9642,7.4847,1
688779.SH,20141105,20140630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6085,270.147,,,,,410.7409,1
601728.SH,20140828,20140630,0.14,,2.0956,2.0956,0.364,0.8327,1.3111,,,70978023410.88,0.323,0.2923,0.2679,7.1959,2.9397,0.463,0.3124,15844775895.05,17784010315.39,,-19994085964.6362,-31238645110.6462,156731418156.63,63880553743.0,37951728265.6,18861781489.25,212154323853.22,-131199515120.44,-113214461082.92,321892169775.23,173505681339.05,0.1415,3.4965,0.574,2.1438,0.0101,0.2197,-0.247,-0.386,6.7728,41.8494,58.1506,28.9667,6.7728,21.259,6.0946,1.613,0.9928,90.6578,9.3644,10.4856,4.0837,,,3.2759,2.116,4.1778,8.1674,6.5518,47.6611,1.9106,1.9363,11.5404,88.4596,39.1065,11.7902,87.9113,74.955,25.045,0.2397,0.9106,1.0944,7.4563,0.8205,5.5901,11.2478,0.1797,36.3958,4.232,2.109,406927120062.89,8.8726,21.7516,90.5525,2.0828,,1.0877,31.4245,7.6923,,8.6093,23.6349,11.2059,11.7871,,8.6471,6.8587,1.8883,-0.1343,1.8881,4.971,4.971,3.0478,0.3857,4.734,1
