ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
001311.SZ,20230425,20221231,4.21,4.21,31.651,31.651,2.0356,0.4972,14.0356,3865568.36,442513672.94,823065423.06,1.4517,1.0063,0.9456,3.48,1.9173,3.783,1.0824,544575392.61,566225993.88,723461674.51,-161761087.9559,77962277.5441,966129592.17,21113454.25,678483444.11,526618514.94,1597059872.12,616995341.04,865070964.91,2540736919.06,1540482017.75,4.2111,17.5684,2.6763,14.5328,0.0614,5.3418,-1.526,0.7355,13.3049,24.5324,75.4676,6.8278,13.3049,0.2959,6.1264,0.4054,-0.4588,83.7683,16.3873,16.877,27.2338,27.23,26.998,18.2682,14.4016,20.9092,27.2338,18.2682,47.2147,1.8945,1.891,56.2097,43.7903,45.2684,26.7042,73.2958,82.0105,17.9895,0.2077,0.8945,1.118,2.7447,0.9588,2.3539,3.0327,0.1703,177.5239,14.4016,14.4016,1121831297.12,16.3741,0.339,83.4447,7.0585,,3.7259,5.7439,15.6593,15.6593,37.2462,18.0802,17.0995,15.7762,16.36,37.224,-11.9751,31.5266,32.0823,31.5268,21.0285,21.0285,,1.2485,31.5268,1
001225.SZ,20230404,20221231,4.56,4.56,10.2397,10.2397,4.688,0.5,8.6656,89223625.19,131806289.68,205519145.34,3.9013,3.1674,2.8311,122.6755,0.7547,5.6378,0.5821,151194538.76,255344532.0,267023483.78,54397402.1924,54397402.1924,175913922.91,43555.67,1252441.55,-490153005.31,669750580.3,510372789.74,18967342.88,727243493.23,444530351.96,4.5573,14.9689,3.1073,9.1656,1.5568,5.2648,1.1216,1.1216,44.5063,41.3831,58.6169,10.2673,44.5063,1.6801,9.6985,-1.1113,-0.203,69.5556,40.9137,51.4159,34.5947,35.49,20.6298,29.9276,25.9058,34.4504,34.5947,29.9276,19.6202,1.2441,1.3354,75.9838,24.0162,74.153,0.1722,99.8278,99.2687,0.7313,0.8567,0.2441,4.0968,579.6606,3.7794,534.756,,0.8504,177.8447,25.9058,25.9058,156843140.57,51.5808,1.6766,72.9332,4.0902,,3.2877,27.2997,7.2941,7.2941,13.4051,1.5375,7.3364,7.1738,-8.18,13.5452,-18.5361,31.56,12.4486,31.5599,-2.9372,-2.9372,,-18.2941,31.5599,1
603073.SH,20230427,20221231,1.26,1.26,8.456,8.456,2.8906,0.4281,4.0031,9652116.55,100162539.28,197662039.53,2.1476,1.473,1.4349,7.3904,1.5796,1.7825,0.7292,113025016.32,130078299.18,177401980.41,110991416.5872,39697416.5872,120639727.72,65668959.42,98344269.37,-47508075.03,624129466.55,250834985.73,202908708.0,820057726.11,385511674.0,1.2622,8.2956,1.6504,4.4312,0.6442,1.4952,1.2758,0.4563,14.9271,26.8682,73.1318,9.9751,14.9271,2.6404,7.5772,-0.2424,-0.606,84.6365,17.6047,17.6816,16.4404,16.44,14.9954,12.8931,10.8846,14.3202,16.4404,12.8931,28.2852,1.3944,1.5104,46.6431,53.3569,62.0181,11.9924,88.0076,76.7833,23.2167,0.6569,0.3944,2.5354,7.3386,2.1926,6.3464,,0.5044,148.7062,10.8846,10.8846,438975814.96,16.9095,3.0164,87.1728,3.4999,,2.5099,27.9469,-16.5563,-16.5563,9.298,-12.2438,-18.1157,-16.1675,-15.73,9.051,-28.6559,17.5047,-0.5013,17.5045,-11.3926,-11.3926,,-12.4831,17.5045,1
000815.SZ,20230210,20221231,-0.33,-0.33,1.5828,1.5828,2.8166,0.0993,-1.2067,14726161.52,-247100424.76,26392809.59,1.5911,0.9323,0.8587,4.3411,0.6939,1.055,0.3545,-230450916.1,-206385292.38,-98741145.38,132844135.67,190944135.67,565282180.1,192101540.31,422745247.94,153175390.72,1752708810.93,562386685.77,678915231.04,2339213411.35,-769910783.83,-0.3342,2.7093,0.0825,-1.1074,0.0857,-0.2968,0.1911,0.2746,-21.0366,2.3984,97.6016,10.2578,-21.0366,1.0442,7.6145,1.5991,-10.7167,120.9416,-19.5714,-18.7547,-11.6196,-11.62,-12.356,-6.6494,-7.4584,-8.7814,-11.6196,-6.6494,38.1105,1.6158,1.552,48.8849,51.1151,56.6011,18.0721,80.5252,80.6167,19.3833,0.0603,0.6158,1.5961,4.4558,1.4852,4.146,11.4425,0.0486,298.0849,-7.4584,-7.4867,1451882121.66,-20.3295,1.1135,148.9369,-9.237,-9.5962,-5.8207,23.8514,-1550.0,-1550.0,78.1857,-2425.866,-1980.6404,-1244.7464,-569.89,78.0186,-1410.6389,-10.9808,-0.4652,-10.9816,-10.6941,-10.6941,-11.6803,-621.1434,-10.9816,1
001278.SZ,20230426,20221231,1.1912,1.1912,20.0603,20.0603,3.1321,0.2659,3.5168,8800624.79,101743085.25,390681320.78,1.0049,0.6565,0.5721,5.5424,1.3671,5.0146,0.8954,118156829.01,141174592.68,272677852.86,-36267879.6195,63552120.3805,1128556722.69,14388640.0,394771270.41,-34350386.18,490395991.02,7312148.34,-68645374.0,1132843688.63,351029903.07,1.1912,7.9133,2.298,3.7826,0.0485,1.5213,-0.3908,0.6848,5.8611,20.9864,79.0136,12.9832,5.8611,1.4063,10.9233,0.6537,-0.8245,93.6529,6.8565,7.5835,16.4577,16.55,15.1475,6.79,5.2478,11.7501,16.4577,6.79,67.5685,3.0834,3.0955,65.4293,34.5707,21.5484,34.8478,64.8241,96.3585,3.6415,0.1439,2.0834,0.4776,1.8602,0.3189,1.2422,,0.1387,183.332,5.2478,5.3167,494266050.2,6.9227,1.7266,92.3307,4.4232,,1.3643,11.5731,12.6643,12.6643,17.2449,4.206,5.6255,12.6634,11.17,17.501,-6.5672,20.5818,20.8894,20.5822,30.4972,30.4972,,17.5721,20.5822,1
301322.SZ,20230426,20221231,5.95,5.95,28.0484,28.0484,2.6449,0.5,9.1323,2223906.29,309623839.8,447118751.66,2.9317,2.1365,2.0039,9.5502,3.1506,10.9822,1.908,356094952.56,358347509.79,374976072.19,81296405.7673,71296405.7673,180631938.69,136521.09,1710711.25,-170849231.76,657204720.58,349098152.22,176629877.25,698016160.85,505153797.36,5.9463,13.2772,4.8197,9.6323,2.2555,6.833,1.5502,1.3595,21.2002,30.3963,69.6037,5.2556,21.2002,1.7438,5.3879,-1.8761,-0.2099,75.7918,24.4437,24.3614,57.7088,57.71,57.2973,46.4824,40.4508,56.7286,57.7088,46.4824,20.7649,1.2621,1.4266,60.2903,39.7097,74.7856,0.2451,99.7549,99.0379,0.9621,1.3986,0.2621,3.8158,407.0269,3.6015,384.1705,,1.3852,90.0287,40.4508,40.4508,305890302.31,24.395,2.3565,80.3706,6.6795,6.5343,4.9567,17.1881,144.856,144.856,140.985,152.7517,148.8736,145.0906,149.05,140.9165,35.3242,81.1128,32.5311,81.1137,44.6533,44.6533,,-64.4741,81.1137,1
601121.SH,20230418,20221231,0.33,0.33,1.2677,1.2677,1.2402,0.1673,1.1187,1875208.55,198236277.39,288790208.63,0.9481,0.8758,0.7749,28.6708,0.6111,2.4951,0.1896,151717804.52,259739615.95,347802340.74,888317425.7859,1073669350.6659,1094643479.2,589445566.17,626778998.19,-401340910.61,-265651303.84,-75761296.05,-739969315.55,3073790150.51,771626336.84,0.3335,3.5457,0.7537,1.286,1.0689,0.4329,1.4805,1.7894,29.8057,37.9683,62.0317,13.4568,29.8057,0.3225,12.4269,0.7074,,80.0531,34.1456,34.1489,9.9437,9.98,9.8505,6.4755,5.652,8.4278,9.9437,6.4755,48.5693,1.9444,1.9931,29.0632,70.9368,-5.5834,20.3911,69.2125,63.1172,36.8828,0.31,0.9444,0.9206,3.3943,-0.115,-0.4238,,0.1957,122.7863,5.652,4.9889,413793999.46,33.6213,0.8187,110.874,0.5005,,0.1868,-4.8474,-21.4286,-21.4286,53.8163,-25.2209,-26.5276,-19.7944,-27.04,53.6325,-28.4651,12.1205,45.7545,12.1209,-17.1706,-17.1706,,-88.2666,12.1209,1
600925.SH,20230217,20221231,0.4384,0.44,2.442,2.442,-0.175,0.084,0.8366,8768557.88,2709201100.0,6108534594.77,1.0381,0.9674,0.8062,28.6884,1.3526,1.6117,0.4846,3877299697.29,3984100985.41,5248718057.97,310716093.8601,50734709.6301,6024821031.42,5642071128.35,7532661780.48,1250041388.94,2954530202.51,397272601.45,-1481970107.04,20080017340.93,5707887633.57,0.4384,1.7609,0.7,0.9206,-0.0308,0.6426,0.0501,0.0082,19.8533,40.3464,59.6536,9.7426,19.8533,0.5126,7.2805,1.9495,-0.5335,74.3907,25.681,26.3147,28.4433,28.44,28.3515,12.7529,9.6215,16.6538,28.4433,12.7529,60.4769,2.5302,3.2693,34.0993,65.9007,9.3065,37.5132,54.3714,54.3148,45.6852,0.4163,1.5302,0.5686,1.4494,0.1539,0.3922,2.3635,0.2261,35.3862,9.6215,8.7001,11465788529.58,25.5617,0.5293,87.6829,2.8057,,0.9925,13.1583,35.7276,36.2229,47.06,50.1157,49.3895,35.7265,43.12,47.0627,1.862,33.25,3.2942,33.2455,29.6514,29.6514,21.4346,-53.9308,33.2455,1
603162.SH,20230217,20221231,1.81,1.81,5.5077,5.5077,0.3253,0.207,3.8137,2684903.97,668732114.16,813493870.35,3.1016,3.0106,2.9619,25.4946,2.827,2.6129,0.8637,702519376.94,743962244.97,873951816.04,890821352.4711,880821352.4711,122006998.92,37017202.0,390704984.86,-341360218.31,2039922415.27,639755339.69,90089361.97,2436997525.41,1493608555.25,1.8074,5.5084,2.15,4.0207,0.6754,2.0027,2.398,2.3711,32.8156,39.7596,60.2404,5.0337,32.8156,1.4634,1.705,1.8654,,65.6643,34.5344,36.3612,39.8209,40.19,39.6616,31.4051,28.3427,32.4482,39.8209,31.4051,21.1758,1.2686,1.405,36.3696,63.6304,78.5788,16.0322,83.9678,55.3739,44.6261,2.6245,0.2686,3.7224,5.2374,3.7108,5.2211,,1.4533,22.5384,28.3427,28.3427,966955804.47,34.4611,2.1403,68.3771,7.7576,,6.1148,48.6612,28.3688,28.3688,15.5914,22.0755,21.7345,29.7568,32.7458,15.6596,-15.9242,54.3315,21.2064,54.3331,28.0224,28.0224,,-29.9233,54.3331,1
300721.SZ,20230221,20221231,1.2827,1.2652,18.1234,18.1234,8.1824,0.5073,4.7704,-2589582.31,112152215.32,301031069.1,0.6073,0.3814,0.2852,13.4355,1.9043,1.6074,0.5759,124311771.23,155112824.27,226785064.68,-170751006.7597,72582083.5203,508020438.4,40976882.43,1004600513.87,683572311.61,1006315242.61,-592612847.39,87603264.45,2306323194.6,452625333.61,1.2775,14.6239,1.5971,5.2777,1.2737,1.8086,-1.991,0.8463,6.6588,19.3676,80.6324,9.7463,6.6588,2.3167,5.1929,2.2366,-0.8444,92.0021,8.136,9.9796,9.1971,9.67,9.4145,5.7468,3.8345,6.2477,9.1971,5.7468,54.4106,2.1935,2.2657,32.1033,67.8967,35.2435,43.5585,54.3799,97.1464,2.8536,0.0908,1.1935,0.8073,1.2484,0.6477,1.0017,1.4721,0.0882,106.2789,3.8345,4.0592,1680819594.25,7.7834,2.0796,104.981,-1.0346,-0.9373,-0.5716,10.0882,-17.421,-18.1365,-48.5338,-21.9062,-24.5653,-16.8968,-14.17,-48.535,-25.2322,11.1484,12.2848,11.1484,7.1626,7.1626,-2.2607,-137.1314,11.1484,1
