ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
600233.SH,20221015,20220930,0.8066,0.8061,11.2841,11.2841,3.7885,0.0847,3.1022,101025937.16,2670391300.0,4450044633.0,1.2942,1.2867,1.1467,25.6762,2.943,2.9683,1.0765,3281596567.85,3650982327.29,,-417658004.0149,480976137.8351,7247628658.42,445320408.41,4185475685.23,-2373036754.31,20157776051.42,3125427059.45,-58831868.49,30217043557.0,10964878617.46,0.8055,7.415,1.4469,3.1869,0.1215,1.0611,-0.1214,0.1398,7.2399,11.4619,88.5381,2.6967,7.2399,0.4287,2.2928,-0.0249,,91.5476,9.4639,9.4038,11.5198,11.48,11.0998,10.123,7.7937,9.9581,15.3597,13.4973,31.3332,1.4563,1.4991,36.263,63.737,53.1727,13.8514,84.4301,89.4216,10.5784,0.4687,0.4563,2.1478,6.0954,1.697,4.8161,,0.4191,11.6375,10.3916,7.6843,16191520073.62,9.3124,0.4326,92.1461,4.0383,3.892,2.696,11.8182,167.0861,166.9205,178.8399,196.1948,196.4859,190.4746,201.18,203.6304,100.7286,12.6848,10.7757,12.8684,27.1204,27.1204,24.5482,2.8747,44.7101,1
300951.SZ,20221019,20220930,2.0984,2.0958,7.3165,7.3165,12.0923,0.3315,3.614,13756823.54,238049181.97,396930741.87,4.9194,4.7808,4.7333,1.6053,0.462,9.2281,0.3739,277474646.21,284841238.89,,-73528513.8034,-73528513.8034,388039230.73,20292906.72,59108976.91,-548477090.74,1912386748.82,1591566399.73,1002018273.04,2129644380.94,476108194.83,2.0867,16.9077,1.8852,3.9455,-1.3793,2.3605,-0.6093,-0.6093,29.8116,44.9578,55.0422,11.0793,29.8116,3.3235,10.4857,-2.7299,-0.3268,68.5723,33.9587,32.2621,12.7654,12.73,12.068,12.0624,11.1462,12.2073,17.0205,16.0832,18.4179,1.2258,1.1971,78.7101,21.2899,75.3508,2.7755,95.8041,86.8724,13.1276,0.5602,0.2258,4.3648,34.5174,4.0912,32.3536,,0.4867,193.9113,14.8616,10.6634,110237078.88,33.8863,3.446,66.5654,6.4776,6.1698,5.6222,12.5144,-12.2008,-12.3096,-34.0862,35.9296,36.4901,39.3592,41.2,-0.5783,26.2799,-28.9909,16.1633,7.1101,38.5146,38.5146,27.6625,110.4903,10.3574,1
688722.SH,20221019,20220930,0.6,0.6,2.0385,2.0385,2.8565,0.1301,1.074,22716719.5,111522242.04,183869459.96,7.5297,6.6658,6.4852,30.1366,0.5354,1.6843,0.3849,131675060.11,155830110.04,,448020675.7942,448020675.7942,123189338.79,22904219.35,3678636.84,-389705441.94,1093895638.51,828415154.31,31037794.95,1140617409.93,270517561.84,0.5975,5.0606,0.8636,1.2041,0.3466,0.6936,1.9942,1.9942,29.3102,40.1467,59.8533,10.2455,29.3102,2.0191,9.0011,-0.7747,-0.2062,71.2496,34.925,34.0245,12.5587,12.57,10.4335,13.0957,11.2812,12.3017,16.7449,17.4609,11.6399,1.1317,1.1132,74.2422,25.7578,85.0149,0.3225,99.6775,84.7073,15.2927,1.5294,0.1317,7.5911,309.0652,7.3037,297.3644,,1.2955,119.4881,15.0416,11.2812,278096120.66,34.5857,2.0793,70.4207,5.3226,3.9891,4.6882,34.8948,150.0,150.0,244.7505,240.9018,233.3745,225.2165,206.14,359.6895,118.5654,13.5988,17.7068,13.5984,91.934,91.934,110.578,26.8123,48.796,1
601872.SH,20221020,20220930,0.48,0.48,2.656,2.656,1.5078,0.0659,1.3048,218610957.17,3646827379.4,4772237078.98,1.8515,1.6881,1.4535,14.4647,1.231,0.5454,0.3417,3860849437.21,5053817848.21,,-1471729514.9353,-3491139000.0453,4727521958.24,350341838.93,28491021023.08,18065409871.89,30971725399.08,8429412844.7,3175573518.62,61081512854.65,11136462030.08,0.4758,3.9507,0.5662,1.3707,-0.0323,0.622,-0.1811,-0.4297,18.0072,22.115,77.885,4.0901,18.0072,0.2778,2.9293,0.883,-0.0099,82.1085,21.3993,23.4198,13.2149,13.21,12.4675,8.0032,6.1536,7.3343,17.6199,10.6709,50.7394,2.03,2.1588,27.7039,72.2961,46.8138,46.6443,52.5501,29.4895,70.5105,0.4647,1.03,0.9562,1.1266,0.9226,1.0871,1.7144,0.137,62.1633,8.2048,6.1213,41967320520.6,21.3997,0.2658,85.5959,3.1633,3.0493,1.5113,19.2628,37.1429,37.1429,58.7773,77.0163,76.6384,66.127,156.76,18.5811,99.125,21.3174,10.0171,21.5707,29.7576,29.7576,25.6224,-24.7208,22.8358,1
301181.SZ,20221020,20220930,1.04,1.04,4.3511,4.3511,9.9399,0.4165,2.8612,5067137.14,83085985.43,126866918.97,10.1205,9.203,8.5176,5.1797,0.4686,4.0519,0.4053,96347411.43,96898732.42,,22792225.7848,22792225.7848,125595543.28,1034824.87,0.0,-390811593.78,1258115485.38,1145493514.32,754681920.54,1279576277.6,294986941.36,0.9795,14.2175,0.6272,3.2776,2.5254,1.0767,0.2532,0.2532,22.511,32.3971,67.6029,7.2007,22.511,1.1573,7.4248,-1.3815,-0.0443,75.3964,26.1907,24.7443,10.4512,8.21,9.8504,10.028,9.1229,9.8985,13.9349,13.3707,9.0051,1.099,1.1456,90.3913,9.6087,89.4687,0.0,100.0,99.1828,0.8172,0.4494,0.099,10.1048,,9.9353,,,0.4458,166.5625,12.1639,9.1229,106737965.46,26.1259,1.2185,73.4903,3.2912,3.058,2.9982,18.6414,-3.7037,-3.7037,-33.7068,21.0003,21.0518,21.2269,18.63,-11.6125,-64.1182,135.5763,167.1573,214.1006,11.4951,11.4951,47.9279,84.4593,237.8511,1
688313.SH,20221021,20220930,0.1467,0.1467,1.4922,1.4922,1.4365,0.0314,0.2708,21638726.88,45678213.33,168773687.41,3.5995,2.8636,2.6833,2.8643,0.6577,1.6148,0.4312,45478601.02,65658490.69,,-77675529.3687,-77675529.3687,283444970.66,98024369.09,16590471.48,-371308799.04,1155164864.01,752584823.61,370746978.64,1228308831.0,138621962.92,0.1467,2.641,0.1628,0.3021,-0.1512,0.1431,-0.1693,-0.1693,9.8324,24.6514,75.3486,16.3662,9.8324,2.5744,15.7661,-1.9743,-1.0435,93.3573,9.9415,9.5902,5.5801,5.5,3.7864,4.1353,4.2397,5.3423,7.4401,5.5137,24.7276,1.3285,1.3161,64.7351,35.2649,71.7593,1.3507,98.6493,72.7294,27.2706,0.2581,0.3285,3.0441,73.037,2.902,69.6282,,0.1877,199.4573,5.6529,4.2397,473733344.89,9.9236,2.5873,91.6471,2.8512,1.8544,2.1633,15.0326,152.4957,152.4957,1142.7481,106.7648,107.4996,152.5701,1500.63,1143.0486,144.5478,0.8862,2.8127,0.8897,21.265,21.265,25.7672,194.3763,3.2805,1
001206.SZ,20221021,20220930,0.96,0.96,8.636,8.636,8.9461,0.3138,3.2648,32717924.8,94064447.11,150232183.52,6.0256,5.0243,4.7805,3.775,0.9234,2.2685,0.5722,126209206.97,169223993.85,,-111925085.2873,-111925085.2873,207897040.55,23092685.59,1974906.39,-162404700.11,1729123736.43,1047859142.04,884085708.14,1788149563.01,472618035.31,0.96,13.5248,0.5025,3.5786,-0.4019,1.2813,-0.8475,-0.8475,11.1161,13.1722,86.8278,1.5887,11.1161,1.1838,3.9078,-3.5029,-0.0193,88.9341,14.9908,14.8374,7.2208,7.21,5.3574,8.4893,6.3602,7.179,9.6277,11.3191,11.5378,1.1304,1.1353,62.2227,37.7773,85.6367,0.1104,99.8896,89.4999,10.5001,0.3183,0.1304,7.6671,904.4351,7.4223,875.5472,,0.2849,123.5523,8.4803,6.3602,638135347.08,14.8908,1.1864,85.3625,3.5028,2.5671,3.0855,1.317,5.4945,5.4945,11.9902,24.7228,25.8882,22.5296,-8.2,56.789,17.6342,-26.0564,2.6179,3.5208,20.771,20.771,10.2593,22.309,4.1616,1
600660.SH,20221021,20220930,1.49,1.49,7.8322,7.8322,3.7171,1.2186,4.8038,85923169.0,3814905444.0,7047775123.0,1.5854,1.3043,1.2168,4.2694,0.7443,1.4006,0.4257,4475275629.0,4635066591.0,,780230102.3943,738208916.3943,9517088967.0,919839153.0,12372103430.0,-5228471002.0,26132337723.0,11166754797.0,3124837158.0,40819740993.0,15716912396.0,1.4947,10.906,1.6408,6.0224,1.2464,1.7761,0.299,0.2829,19.0733,34.4802,65.5198,11.7635,19.0733,4.7006,11.9319,-4.869,-0.0177,78.1054,22.4465,22.6764,14.245,14.55,13.9312,9.6522,8.1185,10.0807,18.9933,12.8696,44.4996,1.8018,1.7536,59.0021,40.9979,50.9833,30.3091,69.7256,83.6324,16.3676,0.2245,0.8018,1.2478,2.3005,1.1457,2.1122,,0.1877,160.9075,10.8247,8.1232,17491395193.0,22.395,4.5857,74.7911,5.5219,5.4698,3.0514,17.1538,46.0784,46.0784,-6.5444,50.4236,49.2037,50.2765,60.38,-6.542,36.3504,8.1955,14.4508,8.195,19.1637,19.1637,34.3438,17.796,10.2134,1
688513.SH,20221021,20220930,1.63,1.63,7.4743,7.4743,12.0247,0.5,6.4055,51881171.38,143611303.43,757052390.43,2.9514,2.732,2.6102,7.1812,0.5213,1.6499,0.3107,151770492.55,204639198.12,,-170196668.4157,-70196668.4157,422961522.45,45961405.5,141011060.75,-418847418.11,2313187554.71,1100556488.32,681709070.21,2534549164.44,829275928.93,1.6279,19.9312,1.177,6.9055,-3.9969,1.704,-1.4172,-0.5845,21.7797,84.3428,15.6572,65.6256,21.7797,40.7566,25.5937,-0.7247,-0.2389,83.0913,23.5014,22.7987,8.3451,8.36,6.1304,7.0825,6.7659,7.8132,11.1268,9.4433,20.3076,1.2548,1.2334,55.4202,44.5798,77.0171,5.5636,94.4364,92.4645,7.5355,0.2506,0.2548,3.9243,16.9741,3.7925,16.4043,,0.2317,256.0978,9.0212,6.7659,1099572441.66,23.5418,41.2303,87.7382,2.5748,1.6297,2.0606,13.807,5.1613,5.1613,-2.088,2.2966,5.1266,5.0606,24.37,-2.0899,-1.3977,4.4453,8.2228,4.4454,16.0522,16.0522,17.2692,-27.3554,6.5499,1
300327.SZ,20221022,20220930,0.9187,0.9137,3.6726,3.6726,0.9149,0.4281,2.1441,23047600.0,287553499.9,583172907.22,3.0679,2.0272,1.7944,5.6581,0.9888,22.3668,0.6859,285329249.35,311845664.23,,-77146720.3326,-25381230.1726,402568485.49,2324588.43,58487641.36,-381409310.17,1366759463.01,944095797.9,558170158.27,1552377133.78,879816304.98,0.9081,4.3388,0.2384,2.5723,0.21,0.9117,-0.2255,-0.0742,24.3381,46.4251,53.5749,22.7315,24.3381,1.2096,22.2467,-0.7249,-0.4058,77.2856,25.2721,24.8253,22.2085,21.25,20.5606,17.0288,16.6946,20.7835,29.6113,22.7051,23.6748,1.3102,1.3094,71.5607,28.4393,69.8299,3.7676,95.5978,98.5237,1.4763,0.1786,0.3102,3.2026,25.3735,2.9495,23.3683,,0.1759,186.4653,22.2595,16.9608,169530730.58,25.2746,1.1995,89.0826,3.7983,3.7814,2.8013,-28.9134,5.2831,5.1438,163.4043,11.6027,12.2204,15.883,11.29,169.7272,-5.9068,2.7446,14.7755,13.0179,14.8678,14.8678,-13.1251,-70.4076,23.1577,1
