ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
000022.SZ,20120823,20120630,0.344,0.344,1.3247,1.3247,0.258,0.7207,3.3653,2400688.0,219634546.0,469610031.0,0.5298,0.5184,0.5148,3.6609,0.9372,0.3382,0.1263,325523275.0,404820567.0,508338899.0,228153401.995,504353401.995,260566497.0,141217456.0,2431245950.0,1641114695.0,2283302417.0,-952407605.0,22564624.0,5863307443.0,2634544148.0,0.3444,5.323,0.541,4.0861,0.4829,0.6279,0.3539,0.7822,35.0823,54.9828,45.0172,12.8633,35.0823,,8.6861,4.1772,,61.8872,42.7605,47.3971,6.4359,6.24,6.3663,5.9879,4.4321,3.9542,12.8718,11.9758,40.5822,1.683,1.9596,15.3741,84.6259,32.7076,41.4654,58.5346,71.5019,28.4981,0.1723,0.683,1.2114,1.4116,0.806,0.9391,1.3913,0.1232,60.0927,8.8642,3.2843,3127327974.0,43.1479,,64.8141,3.0987,3.0972,2.1927,47.7826,-14.2145,-14.2145,15.85,-9.3991,-8.6213,-14.0589,-14.93,15.7961,-19.2968,-1.02,6.7388,-1.0305,1.0794,1.0794,6.8159,0.9209,6.4903,1
000043.SZ,20120817,20120630,0.0053,0.0053,1.5112,1.5112,0.9777,0.193,1.6475,1777757.84,1773938.48,381951097.53,1.4258,0.4646,0.4095,3.6025,0.1159,5.5723,0.0833,18562959.34,132153564.02,149444691.57,85276550.6648,1601776540.6648,5352622251.91,361105870.21,3947262490.0,2392964120.82,2410696248.99,2862446917.15,2678148547.97,7405358930.98,1227593513.29,0.0053,3.8183,-0.8022,1.8406,0.9923,0.1981,0.1279,2.4016,0.4015,37.8948,62.1052,23.7959,0.4015,2.3245,11.6132,9.8582,0.0574,98.1583,2.1782,13.1114,0.1381,0.14,0.069,1.092,0.0334,0.2313,0.2762,2.184,73.6407,3.7937,4.707,73.062,26.938,18.3755,53.3028,34.3896,69.5852,30.4148,-0.0796,2.7937,0.2636,0.6452,0.2495,0.6107,1.0074,-0.0554,1736.9381,0.0668,0.0293,3160256084.01,3.2532,2.154,95.9924,0.3875,0.6374,0.0864,-11.8162,-91.7058,-91.7058,-346.44,-69.8268,-56.7231,-91.6607,-95.22,-346.4421,-93.5056,-1.88,18.348,-1.8835,-8.3956,-8.3956,-22.5639,1417.507,28.4069,1
688586.SH,20130409,20120630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4209,10.0156,,,,,,1
688981.SH,20120830,20120630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3204,,0.185,25.9408,,,,,-913.221,-640.9203,,-7.1122,-708.6287,,7.0293,-1.0426,1.9413,2.0035,16.9911,,-11.1247,1
600816.SH,20120830,20120630,0.248,0.248,0.4325,0.4325,0.1203,,0.2427,9173901.83,103423256.47,,,,,,,28.373,0.2046,131034788.14,,,,,,,,,,,,,110208923.22,0.248,1.3994,-0.4518,0.2427,-0.442,,,,55.339,,,,55.339,,3.2119,,3.8161,,70.0981,,19.4405,19.44,17.8566,,11.3208,,38.881,,32.3189,1.4775,1.6574,,,,,,,,,0.4775,1.9904,,,,,-0.6426,,22.6416,11.7295,203049462.27,75.7055,,,9.5474,9.4664,5.6415,15.9211,75.389,75.389,-489.82,57.5256,63.6307,75.3837,70.1,-489.9089,7.7228,21.53,5.9918,21.5336,29.1319,29.1319,30.1636,23.8054,62.8102,1
600691.SH,20120824,20120630,-0.2776,-0.2776,0.1372,0.1372,0.3642,0.1148,-3.2842,-11984413.2,-19791901.22,2868039.35,0.2194,0.1187,0.1128,0.899,0.3001,0.9724,0.1874,-19706874.87,-31135087.05,-29653594.28,-2370522.31,-2370522.31,219127460.91,65562007.31,1700000.0,1197477.95,-215061776.75,-172377223.61,-171179745.66,-204954309.55,-362821796.61,-0.2776,-1.8052,-0.0353,-3.1693,-0.0368,-0.272,-0.0207,-0.0207,-202.3689,18.2652,81.7348,102.0373,-202.3689,9.6264,88.2731,4.1378,40.7963,225.5041,-126.0456,-198.2852,,,,-37.1684,-37.9338,,,-74.3368,359.1759,,,60.764,39.236,-269.7201,,,77.1074,22.8926,-0.0183,,-0.7216,-121.5614,-0.7509,-126.5069,-179.5956,-0.0141,509.1823,-75.8676,-37.9338,15758477.89,-202.3689,8.3149,272.6181,,,-31.5116,-24.7579,-37.0188,-37.0188,36.9643,-9.6121,-36.9795,-36.9795,-9.6121,36.9621,,-18.1723,-99.5436,-105.926,-6.1313,-6.1313,-18.3831,-155.2961,40.245,1
000660.SZ,20120830,20120630,-0.02,,0.0478,0.0478,1.0403,0.1717,-11.1433,1070548.33,-3554448.76,2705384.75,0.035,0.0297,0.0266,0.5769,0.1445,4.5081,0.1397,-2598822.89,864627.2,1017754.79,2572514.2573,1462514.2573,47477477.05,670000.0,1223767799.97,1220211934.82,-1230327469.79,-1226774782.54,-6562847.72,-6447669.82,-1458267875.06,-0.0187,-9.26,0.0049,-10.9716,0.005,0.0065,0.0194,0.011,-38.5523,42.5949,57.4051,82.4529,-38.5523,15.6729,29.105,37.675,,141.0622,-40.9171,13.6131,,,,1.9018,-5.3859,,,3.8036,2766.9697,,,96.7427,3.2573,-2676.4981,,,99.9473,0.0527,0.0005,,-0.9672,-1.0053,-0.9673,-1.0054,-1.0083,0.0005,676.4587,-10.7718,-5.4635,1385312.7,-24.0619,12.4849,133.4154,,,-2.7237,4.158,-100.0,,25.0,-28.2467,25.0618,-50.4806,-113.6,37.4568,,-0.2165,2.2444,-0.1413,-10.18,-10.18,-24.3545,1.2337,7.3612,1
000047.SZ,20120829,20120630,,,0.0,0.0,1.9874,0.3287,-12.673,0.0,-19208475.81,0.0,-0.0111,-0.0111,-0.0111,,,0.0,,-19208475.81,-2422717.39,-168205.29,16785758.42,16785758.42,305377090.84,,982493307.65,982472874.31,-1296607465.63,-1279460016.68,-319412142.37,-144114157.98,-1486309417.74,-0.1595,-9.3568,-0.0015,-12.3443,0.0,-0.0201,0.1394,0.1394,,,,,,,,,,,,,,,,-1.4911,-11.822,,,-2.9822,798.6153,,,-8.6905,108.6905,-804.0332,,,98.2588,,-0.0001,,-0.8748,-1.1467,-1.0068,-1.3197,-1.3197,-0.0001,,-23.644,-11.822,5198914.38,,,,,,-5.9245,,,,25.0,0.3782,0.3782,0.3782,0.3782,24.6471,,-1.7342,-1.4884,-1.7346,,,,0.2985,3.4511,1
000675.SZ,20120816,20120630,,,0.0,0.0,0.5083,0.1113,-8.98,-1369800.58,-15482288.86,0.0,0.0144,0.0124,0.0122,,0.0,0.0,,-15482288.86,-4975511.62,-2469980.89,10167422.53,10167422.53,365023933.57,282236325.02,309299837.74,306490703.93,-893489015.45,-661040404.61,-358141604.45,-543522585.32,-1014141495.5,-0.1474,-7.46,0.0066,-8.8687,0.0085,-0.0435,0.0889,0.0889,,,,,,,,,,,,,,,,-4.6328,-15.6914,,,-9.2656,911.0144,,,9.23,90.77,-850.9463,,,70.1192,29.5053,0.0011,,-0.8916,-2.7573,-0.9341,-2.8887,-2.9152,0.0008,,-31.3828,-15.6914,52726398.22,,,,,,-8.7116,,,,253.4884,-5.0903,-18.3772,-18.3772,-5.0903,255.4909,,-2.052,-4.3671,11.5063,,,,-0.3938,2.556,1
600556.SH,20120830,20120630,-0.005,-0.005,,,0.9194,0.0975,-2.1262,0.0,-1965656.15,,0.3949,0.3949,0.3799,,,,,-1965656.15,-2021914.2,,6613611.54,6613611.54,79963112.04,,0.0,-28553179.96,-43149427.28,-48382567.28,-76935747.24,-43149427.28,-800926867.42,-0.005,-0.1093,0.0098,-2.0287,0.0169,-0.0051,0.0168,0.0168,,,,,,,,,,,,,,,,-5.9004,-5.7363,,,-11.8008,217.2103,,,85.7848,14.2152,-117.2103,,,100.0,,0.0484,,-0.5396,,-0.5396,,,0.0484,,-11.4726,-5.7363,5233140.0,,,,,,-2.9381,,-72.4138,-72.4138,225.641,-76.5978,-71.9077,-71.9077,-76.5978,226.361,,-4.7939,16.0557,-4.7729,,,,-26.925,-28.1673,1
