ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
688188.SH,20231011,20230930,3.92,3.9,6.7775,6.7775,19.7597,0.4989,11.3902,43964126.82,528197376.62,797634073.32,21.6621,20.9042,20.8721,17.3591,0.2336,3.6705,0.208,558476401.99,610477346.2,,365445323.7262,365445323.7262,204670112.47,0.0,3651660.23,-2540411164.79,4616756619.33,4242732952.16,1699339372.48,4822998211.18,1739287019.68,3.9111,32.648,4.3069,11.8891,1.5963,4.173,2.498,2.498,59.9199,80.4474,19.5526,22.6917,59.9199,5.2902,21.127,-3.7254,,43.6735,65.339,61.5712,12.6396,12.62,11.6684,12.8084,12.4649,12.2665,16.8528,17.0779,4.1435,1.0432,1.0529,88.4719,11.5281,91.827,0.0757,99.0289,98.5684,1.4316,3.0684,0.0432,22.9268,1307.942,22.1617,1264.2898,,3.0245,207.8067,16.6199,12.0045,354464957.33,65.2997,7.2626,50.4051,4.5198,4.0228,4.2981,70.9825,45.1852,44.9814,42.2922,46.189,43.0051,47.9932,41.57,42.6445,29.005,11.4198,11.6068,11.6622,51.9141,51.9141,35.5153,-17.1776,14.719,1
601666.SH,20231011,20230930,1.3553,1.2077,9.9815,9.9815,1.4433,1.1477,5.9129,110013708.86,3027540122.45,7135004050.64,0.7248,0.7065,0.6582,7.4488,1.0898,0.6715,0.3069,4174021575.37,5299743797.61,,-3929962612.5881,1713830892.2119,21426298718.66,5780352373.4,22113736858.53,6164864317.65,15524938761.11,-8444638726.75,-15137227381.58,49145339964.9,16337383575.82,1.356,9.8604,2.9834,7.0606,1.8071,2.2904,-1.6984,0.7407,14.4766,30.8927,69.1073,9.445,14.4766,0.7271,4.5075,4.2104,,81.9276,18.6356,22.9465,13.4766,12.93,13.0041,7.0424,4.4429,8.6466,17.9688,9.3899,64.5961,2.8245,3.2324,29.1256,70.8744,20.3334,44.9966,50.4737,62.2107,37.7893,0.225,1.8245,0.5029,1.1217,0.3148,0.702,2.5183,0.14,44.6109,5.9239,4.1693,39216087974.79,19.2197,0.7841,82.3861,3.6917,3.7036,1.2302,5.2158,-33.6255,-40.8541,9.0026,-37.0532,-34.0715,-33.6317,-36.48,8.9416,-44.5624,8.9102,2.8369,13.6281,-18.0953,-18.0953,-18.9752,-13.651,19.7171,1
002817.SZ,20231012,20230930,0.18,0.18,1.1886,1.1886,0.2847,0.1927,1.499,4461599.99,50655952.99,104858389.47,4.214,3.4193,3.1281,3.701,0.5316,0.9743,0.3312,55978906.26,52943484.94,,19554581.3723,31054581.3723,169541090.7,35733553.44,11824737.18,-416817707.79,863561714.85,548463887.8,120930367.51,903640617.82,505964589.42,0.1843,2.9795,0.2233,1.6916,0.3453,0.177,0.0654,0.1038,15.5562,29.4955,70.5045,12.6203,15.5562,6.5347,8.4809,-2.3953,-0.0425,84.2537,17.1387,14.8924,6.3175,6.31,5.8061,4.9328,5.1526,5.4505,8.4233,6.5771,19.5776,1.2434,1.2302,64.8484,35.1516,77.8745,1.3086,98.6185,78.6046,21.3954,0.3913,0.2434,4.1048,75.3637,3.9777,73.0301,,0.3076,202.736,6.8701,5.1353,359683046.76,17.1893,5.9323,81.4303,1.9424,1.845,1.5636,63.8547,12.5,12.5,-0.4014,15.5958,15.8117,14.5913,30.97,-0.4207,8.1346,4.3827,6.8636,4.3804,18.0384,18.0384,6.5863,4.8154,5.9709,1
600810.SH,20231012,20230930,0.07,0.07,9.0324,9.0324,2.5245,0.4613,3.0503,18328542.81,52030065.64,1154231792.12,1.5563,1.4285,1.1306,7.9262,0.6261,1.6495,0.3202,144023026.34,629295630.12,,-2823950517.0906,951377160.8994,2664195252.51,945638508.27,17345664512.05,6870374759.79,6321118732.64,5844067425.33,3210346688.78,27938219714.32,3666770544.1,0.0674,7.0552,-0.5431,3.5116,1.2967,0.6027,-2.7045,0.9111,1.4945,12.2381,87.7619,10.3764,1.4945,0.6836,7.2857,2.4072,0.2378,98.4729,2.0046,6.6723,0.932,0.87,0.6892,2.1368,0.4786,1.8023,1.2427,2.8491,66.4241,2.9783,3.901,51.8252,48.1748,20.0365,62.0858,27.1619,50.1337,49.8663,-0.054,1.9783,0.3621,0.4375,0.3016,0.3644,0.9201,-0.0271,79.3617,0.6381,0.2389,11194423551.94,1.9922,0.7404,97.0706,1.3889,1.2411,0.4721,-8.8578,-85.1064,-85.1064,-136.8228,-68.2584,-68.5376,-85.6263,-89.06,-135.5749,-86.2864,-1.9144,11.5821,-6.2513,-17.5955,-17.5955,-2.1661,1169.8608,-0.2779,1
300809.SZ,20231012,20230930,0.38,0.38,1.3858,1.3858,3.2919,0.2491,1.5679,16394395.61,79685495.52,120634642.58,3.5338,2.6628,2.2904,2.5071,0.21,1.7679,0.1676,96042842.81,107756365.11,,61962449.6566,61962449.6566,458047493.65,82055989.32,0.0,-463262549.65,1474480049.5,1160601625.93,697339076.28,1557797493.93,458198203.91,0.381,6.1083,0.018,1.817,0.3331,0.4273,0.2457,0.2457,28.8193,34.5204,65.4796,14.0161,28.8193,4.4797,11.8721,-2.3356,2.4268,72.5167,33.3067,30.8352,6.3875,6.37,5.2976,5.1674,4.8296,6.1846,8.5167,6.8899,25.7449,1.3467,1.3863,77.1556,22.8444,70.2836,0.0,98.8806,84.8074,15.1926,0.0099,0.3467,2.852,,2.73,,,0.0084,620.807,6.4395,4.6074,367095174.88,33.0104,6.4774,65.1546,2.801,1.9635,2.0873,37.7426,171.4286,171.4286,-50.2762,311.4276,315.5007,337.1692,995.49,-50.4037,304.7854,4.9284,1.214,4.928,44.789,44.789,18.886,9.5311,8.0002,1
300610.SZ,20231013,20230930,0.18,0.18,3.374,3.374,1.126,0.3266,2.4777,18558493.15,20523742.76,117458961.7,3.8072,3.3612,2.8609,11.3911,0.777,2.7268,0.5249,8940997.48,42454809.57,,-25729808.1038,34170191.8962,183376089.61,32769144.59,60842641.43,-63067331.28,982516584.66,684166215.7,620599222.47,1168275962.31,596930586.6,0.1836,5.1073,0.2053,2.8044,-0.0755,0.1995,-0.1209,0.1605,5.2198,16.3549,83.6451,13.9236,5.2198,2.7129,11.3469,-0.1362,-0.4424,98.7551,5.9823,5.9114,3.5645,3.37,1.8719,3.1028,2.7398,3.2386,4.7527,4.1371,20.0075,1.2501,1.2479,67.0233,32.9767,70.9695,5.2079,93.0551,87.9891,12.0109,0.1793,0.2501,3.9249,17.8681,3.5471,16.1485,,0.1578,80.7128,3.6531,2.8563,294700720.18,5.9603,2.8994,97.6352,1.5147,0.9854,1.1303,1.1942,-67.2727,-67.2727,-56.1793,-68.0406,-66.2497,-66.4413,-80.23,-56.1733,-65.9881,-1.673,2.3878,-1.6808,-14.6696,-14.6696,3.306,108.9657,-1.3381,1
002167.SZ,20231014,20230930,-0.0102,-0.0102,1.366,1.366,1.4423,0.049,-0.3301,2723164.03,-10273806.86,181905862.35,0.8456,0.5442,0.4555,6.5087,0.6545,1.779,0.3088,-12681070.89,6461531.51,,-273323195.9,80673940.1,1302007374.17,9815319.54,963396222.89,183445787.39,936085372.69,-331226760.89,-267606026.11,2414172795.6,-217790281.2,-0.0097,1.9507,-0.2301,-0.2811,0.0205,0.0083,-0.3527,0.1041,-1.3869,17.1844,82.8156,17.3104,-1.3869,0.5157,13.1957,3.5991,-0.0651,101.198,-0.8659,0.6104,-0.5098,-0.52,-0.6936,0.1885,-0.4283,0.4585,-0.6797,0.2513,61.0634,2.5683,2.3141,48.6944,51.3056,25.1231,39.9059,62.6134,94.3021,5.6979,-0.0831,1.5683,0.6644,1.569,0.4114,0.9717,5.1028,-0.0784,222.6666,-0.5711,-0.2203,1185800721.32,-0.8819,0.5901,110.6023,-2.2306,-2.2529,-0.9803,1.0065,-105.7207,-105.7207,-291.113,-106.4877,-106.6087,-105.8881,-108.34,-290.9887,-105.7355,4.2208,18.9752,4.1837,3.8976,3.8976,4.732,-314.8142,2.661,1
688569.SH,20231014,20230930,1.41,1.41,6.6443,6.6443,5.4881,0.602,5.8709,2860313.68,295063105.0,607202078.0,4.863,4.2066,4.0478,1.7897,0.5104,3.1502,0.3874,415693028.24,406684519.16,,236660621.3713,236660621.3713,582796391.32,1835839.36,21684249.85,-1439200494.28,2570975585.33,2266581600.41,809648694.54,3160621490.58,1363636670.17,1.4142,12.9611,1.9329,6.473,1.0563,1.9305,1.1234,1.1234,26.3193,43.3801,56.6199,12.5135,26.3193,2.9156,10.5754,-0.9775,0.0,70.3018,30.0701,29.0546,11.3782,11.33,11.269,11.2565,10.1968,11.7645,15.1709,15.0087,16.1889,1.1932,1.3798,76.1852,23.8148,68.6462,0.6861,86.3901,96.7726,3.2274,0.694,0.1932,4.5034,125.9192,4.2403,118.5642,,0.6716,296.5179,13.5957,8.2461,656569367.53,30.1433,3.309,73.5897,2.7599,2.7354,2.5354,40.3771,54.9451,54.9451,248.9619,66.3403,66.5091,55.9413,57.36,248.9651,40.5081,8.9452,7.6057,8.9452,38.4376,38.4376,-2.446,-14.6641,10.9838,1
688707.SH,20231014,20230930,0.0849,0.0849,11.9227,11.9227,4.803,0.1115,2.7017,-3437800.0,41030500.0,320025939.54,1.4954,1.0882,0.7215,3.8079,0.7671,2.2633,0.5329,33286413.36,91325848.73,,115562596.5,22906346.5,2742198227.97,61214137.97,2129988950.76,714385179.85,3557493470.69,1846839321.48,1416909401.33,5946424874.37,1246071295.47,0.0849,8.6162,0.4353,2.8132,-0.5955,0.2062,0.2609,0.0517,0.7119,6.06,93.94,3.7756,0.7119,0.1371,2.5469,1.0916,-1.532,99.3697,0.8462,1.7293,0.9511,0.95,1.038,0.9215,0.3793,1.49,1.2681,1.2287,56.3828,2.2927,2.5074,63.7122,36.2878,40.6578,35.8197,64.1803,75.5639,24.4361,0.0517,1.2927,0.7736,1.7918,0.7211,1.6702,4.9798,0.0391,161.8909,0.5057,0.3793,2826052910.85,0.6685,0.0759,95.6874,1.9416,2.0211,0.864,2.4835,-96.2622,-96.2622,-20.6815,-96.0679,-96.9272,-96.2635,-95.86,-20.677,-96.2573,-6.6642,-20.9714,-6.6634,-46.6786,-46.6786,-54.6841,168.7974,-0.166,1
603737.SH,20231014,20230930,1.05,1.05,17.856,17.856,0.7794,0.2959,3.288,118373091.71,436169769.35,2948318855.5,0.883,0.8028,0.7241,2.0678,1.1673,2.3003,0.6459,561332261.42,828590371.28,,-296591961.9906,176348915.3694,7622922960.72,586154392.86,4099178438.15,2274293736.1,1708330210.85,-1166116851.57,-645858815.34,7179345392.84,1888769729.03,1.0522,5.3636,1.1344,3.5839,0.3776,1.5722,-0.5628,0.3346,5.9194,31.3306,68.6694,22.7512,5.9194,14.0931,7.1237,1.5344,-0.294,94.035,7.3997,8.8051,21.5407,21.74,16.9426,5.6875,3.8235,9.9981,28.7209,7.5833,79.9839,4.996,5.6591,57.1985,42.8015,11.1014,57.0968,40.0688,80.9868,19.0132,0.06,3.996,0.2337,0.7018,0.1388,0.4167,0.7511,0.0486,185.5209,5.098,3.8064,5021468869.75,7.3312,13.5824,92.9361,8.938,7.8265,1.5956,10.9654,84.2105,84.2105,-20.9477,108.0079,110.5045,84.4384,103.99,10.6761,43.9117,-11.1384,11.8462,26.6072,18.4163,18.4163,13.4106,-17.4695,28.1608,1
