ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
300060.SZ,20150625,20121231,0.384,0.384,1.8485,1.8485,0.4551,0.1748,0.5538,2902266.45,31646737.5,51090252.57,4.4192,3.4461,3.3461,28.0576,1.0402,4.077,0.7428,35033416.07,38072753.88,,21350019.6458,21350019.6458,35851093.81,,0.0,-109052627.61,179044470.65,122581421.3,13528793.69,196531862.18,65574132.67,0.3839,2.1837,0.41,0.7286,-0.0537,0.423,0.2372,0.2372,20.767,30.7098,69.2902,8.5385,20.767,2.2373,6.5727,-0.2715,0.2079,78.9418,23.1153,22.8851,17.9236,17.29,16.4179,17.0,15.4266,17.7134,17.9236,17.0,15.4276,1.1824,1.1619,68.1773,31.8227,77.0472,0.0,100.0,100.0,,1.0349,0.1824,5.4819,,4.9941,,,1.0349,135.3589,15.4266,15.4266,56039321.41,23.1566,,,,,,,-27.1347,-27.1347,156.25,-24.4876,-25.9497,-24.3832,-26.767,156.283,-27.2877,3.9956,7.8181,3.9945,19.0228,19.0228,,,3.9945,0
000022.SZ,20130327,20121231,0.724,0.724,2.7667,2.7667,0.2573,0.7207,3.7454,2510947.0,464592323.0,939244716.0,0.4014,0.3875,0.3806,7.3985,2.6131,0.6883,0.2678,653565993.0,807538586.0,1017513201.0,-166565071.0329,175334928.9671,294252883.0,135297832.0,1886569833.0,1571714265.0,2530707455.0,-918431184.0,6737328.0,5564601916.0,2879612184.0,0.7245,5.7045,1.0833,4.4662,-0.2543,1.2525,-0.2583,0.2719,34.5192,52.6528,47.3472,12.5681,34.5192,,8.6012,3.9669,0.0186,63.362,41.32,45.2695,13.0735,13.15,13.0032,12.124,9.2448,8.5459,13.0735,12.124,34.1554,1.5187,1.8642,9.0818,90.9182,37.3198,33.9031,66.0969,66.2434,33.7566,0.4552,0.5187,1.588,1.9496,1.0926,1.3414,1.6102,0.3016,58.2117,9.2448,7.0128,3344489538.0,41.5335,,71.9748,2.7756,2.7802,1.8751,39.3513,-7.6531,-7.6531,-6.3699,-9.7257,-9.2416,-7.6223,-8.12,-6.3949,-12.9026,6.071,3.6834,6.0625,4.4323,4.4323,-0.3714,-36.4911,6.0625,0
002916.SZ,20131216,20121231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.667,,,4.9993,,1.4816,20.6361,6.7819,6.7819,,,20.6361,1
603693.SH,20131225,20121231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000043.SZ,20130302,20121231,0.6214,0.6214,6.2752,6.2752,0.9197,0.203,2.2537,277904215.71,136524348.13,1321715085.24,1.3302,0.4462,0.3893,12.3222,0.4769,21.7209,0.3281,283501664.49,891704977.58,937586357.53,222900747.0304,1954616671.4704,5485931782.57,471030635.23,4433621480.0,2997572609.85,2782790323.42,2419148363.85,2823099493.7,8469181328.45,1638470380.81,0.6214,4.3781,-1.0861,2.4566,0.7517,1.337,0.3342,2.9306,10.4053,31.5798,68.4202,14.9133,10.4053,3.3974,6.0247,5.4911,0.7272,93.2263,15.9441,21.3055,15.0275,15.05,4.9505,6.9907,3.4141,7.5527,15.0275,6.9907,72.0261,3.5748,4.6253,67.5515,32.4485,19.2899,52.3501,34.4785,70.5055,29.4945,-0.0989,2.5748,0.281,0.6586,0.2678,0.6277,0.9283,-0.0697,767.3743,3.4141,3.249,4305104031.7,16.1967,3.7573,88.5991,7.7716,6.0103,1.7249,-2.9737,-19.8917,-19.8917,43.1361,-6.9471,-6.2605,-19.8916,-56.81,-13.5093,-28.7935,-43.7494,30.139,12.5015,12.936,12.936,16.2768,36.7628,12.5015,1
002946.SZ,20140115,20121231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.2517,,,,1
600816.SH,20130307,20121231,0.2371,0.2371,,,0.085,0.0267,0.2149,75820284.26,31863075.99,,,,,,,,,-389250513.72,,,,,,,,,,,,,109721987.76,0.2371,1.3886,0.3352,0.2416,0.0746,,,,,,,,,,,,,,,,18.6713,18.67,5.5248,,10.8868,,18.6713,,33.7036,1.5084,1.6326,,,,,,,,,0.5084,1.967,,,,,0.4748,,10.8868,11.4364,48346673.21,,,,-3.4084,-13.7492,-2.467,,-44.8091,-44.8091,-11.7895,-41.5319,-37.7244,-44.8036,-83.18,-12.3543,-54.2296,20.5905,2.0507,20.5939,,,,-137.0264,20.5939,1
000047.SZ,20130423,20121231,-0.319,,0.0,0.0,1.9874,0.3287,-12.8326,0.0,-38414921.77,0.0,-0.0112,-0.0112,-0.0112,,,0.0,,-38414921.77,-4835006.19,-325981.99,33579915.58,33579915.58,315431404.78,,989052666.36,989028448.98,-1313688911.59,-1296411950.54,-329808501.56,-156761245.23,-1505515863.7,-0.319,-9.5164,-0.003,-12.5038,0.0,-0.0402,0.2789,0.2789,,,,,,,,,,,,,,,,-2.9997,-23.8328,,,-2.9997,822.1357,,,-9.0457,109.0457,-827.937,,,98.2809,,-0.0003,,-0.8784,-1.1585,-1.0071,-1.3282,-1.3283,-0.0003,,-23.8328,-23.8328,5069402.28,,,,,,-6.0286,,-2.0147,,14.2857,-2.0144,-2.0144,-2.0144,-2.0144,12.8479,,-3.4695,-3.0723,-3.4689,,,,-0.0867,3.4689,1
000675.SZ,20130427,20121231,-0.4671,,0.0,0.0,0.5132,0.1113,-10.4117,-2684072.59,-50729900.0,0.0,0.0106,0.0104,0.0102,,0.0,0.0,,-51830623.05,-7269720.06,-1858947.72,170363670.72,170363670.72,524599235.84,282236325.02,308402580.33,305052957.58,-1057108487.53,-820626969.63,-519165915.82,-708945293.75,-1177861412.87,-0.47,-8.8968,0.0018,-10.3005,0.0133,-0.0636,1.4898,1.4898,,,,,,,,,,,,,,,,-6.971,-51.4557,,,-6.971,1129.0439,,,8.8917,91.1083,-1070.1946,,,74.3707,25.3073,0.0002,,-0.9122,-3.2988,-0.9479,-3.4277,-3.4653,0.0002,,-51.4557,-51.2189,48318663.27,,,,,,-32.3587,,-178.8657,,134.6154,-56.3066,-60.7302,-61.9188,-175.7959,134.1545,,-21.7073,-10.0343,-5.5658,,,,-589.8245,5.5658,1
000660.SZ,20140501,20121231,-0.55,,0.1307,0.1307,1.0403,0.1717,-11.6764,-68702707.11,-4629834.24,6982045.65,0.0342,0.0305,0.0272,2.5049,0.3889,15.7259,0.3799,-3509656.27,-68567740.65,,,,49583603.25,670000.0,1293069827.29,1290799974.44,-1300988715.68,-1296704815.67,-5904841.23,-8123942.06,-1529116515.98,-0.5517,-9.79,-0.0148,-11.5046,-0.0058,-0.5159,,,-421.0513,40.177,59.823,56.5094,-421.0513,10.9828,24.5542,20.9724,,117.3804,-20.1957,-394.5616,,,,-149.9077,-159.972,,,-149.9077,2887.5495,,,98.7691,1.2309,-2796.5486,,,99.9501,0.0499,-0.0015,,-0.9686,-1.0063,-0.9685,-1.0061,-1.0079,-0.0015,368.7746,-159.972,-160.3248,777664.78,-415.5339,8.8579,90.7988,,,-149.9837,-20.0779,0.0,,-342.623,34.5392,12.976,0.2813,-213.5061,-340.8307,,-5.9524,3.4754,-5.9191,12.7991,12.7991,46.9608,137.6912,5.9191,1
