ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
688041.SH,20260408,20260331,0.3,0.3,1.7354,1.7354,6.5098,0.073,2.665,90210995.16,596883341.55,2242837927.09,3.5612,2.502,1.7044,1.0255,0.1622,4.9089,0.1139,865942332.54,934231116.34,,-1102461435.3912,-1804549028.7412,3439245941.34,815392190.05,3767234183.86,-4084981326.4,20068812137.64,17732158212.54,13364188597.15,30930052169.54,6364040175.6,0.2956,10.1093,0.0291,2.738,-0.2884,0.4019,-0.4743,-0.7764,21.7514,55.604,44.396,32.7875,21.7514,4.4577,29.2164,-0.8866,-0.7902,78.5317,24.0529,23.1613,2.988,2.99,2.5957,2.6382,2.4776,2.7539,11.952,10.5528,22.7993,1.2953,1.5399,70.0749,29.9251,57.0385,12.1799,75.9694,86.3077,13.6923,0.0098,0.2953,2.9292,6.2373,2.5018,5.3272,,0.0084,432.9865,9.9104,1.9403,858497479.87,24.0495,4.4577,78.5317,2.988,2.5957,2.4776,1.6764,36.3636,36.3636,-97.3182,32.8939,32.7728,35.8178,34.99,-97.319,20.1288,4.4641,-1.2724,4.4643,68.0559,68.0559,68.0559,26.6851,13.0602,1
002072.SZ,20260409,20260331,-0.0122,-0.0122,0.377,0.377,1.8825,0.1041,-2.2245,335823.8,-4830621.78,2253959.99,11.8086,11.3523,2.7387,3.5918,0.5508,148.2192,0.5422,-4505899.08,-5028743.09,,-207914005.59,-207914005.59,20329166.85,322465.51,1021179.76,-391120.18,230794199.12,227293447.98,226580841.02,232106940.31,-779649173.82,-0.0122,0.6285,-0.0817,-2.1205,-0.5616,-0.0137,-0.5655,-0.5655,-3.2424,1.6259,98.3741,3.5902,-3.2424,1.0709,2.84,-0.3207,0.0598,103.2504,-3.3017,-3.6276,-1.9263,-1.93,-2.0703,-1.967,-1.7582,-2.1477,-7.7052,-7.868,8.5745,1.0938,1.0957,98.2449,1.7551,91.3101,0.44,99.56,97.0288,2.9712,-1.4278,0.0938,10.6625,226.2929,10.649,226.0074,,-1.3854,30.956,-7.0328,-1.7582,911184.34,-3.302,1.0709,103.2504,-1.9263,-2.0703,-1.7582,-21.6587,-76.8116,-76.8116,-2050.0,-73.1436,-73.163,-76.0324,-89.05,-2027.301,62.7672,-1.9042,-2.2401,-1.908,3.9669,3.9669,3.9669,-377.3103,372.7882,1
002306.SZ,20260408,20260331,-0.0089,-0.0084,0.0303,0.0303,0.7235,0.0398,-1.5634,49849.09,-7360914.91,3168856.16,0.4437,0.4324,0.373,0.3921,0.0826,0.1303,0.0301,-9853131.33,-7127558.25,,-28951083.98,-29320083.98,610834159.97,39825818.31,79595697.01,-1066336.79,21308434.64,-384057960.32,-385214830.89,214067913.3,-1325095186.14,-0.0084,0.0797,-0.0295,-1.5235,-0.0347,-0.0082,-0.0333,-0.0337,-34.1862,12.0122,87.9878,49.2552,-34.1862,13.121,28.9718,7.1624,,137.3503,-34.175,-27.0185,-10.014,-10.01,-10.0823,-0.812,-1.0274,-3.2604,-40.056,-3.248,84.4492,6.4305,12.023,35.4194,64.5806,2.4642,37.1825,32.3976,94.5339,5.4661,-0.0372,5.4305,0.095,0.8713,0.0292,0.2677,,-0.0352,257.7465,-4.1096,-0.8329,413671826.69,-34.1596,13.121,137.3503,-10.014,-10.0823,-1.0274,-97.3412,-14.1026,-13.5135,-121.8045,-8.6968,-4.9813,-13.7498,-18.52,-121.2992,,-9.5346,-2.9296,-9.5365,-4.3117,-4.3117,-4.3117,87.3262,-384.277,1
002107.SZ,20260408,20260331,0.06,0.06,0.3795,0.3795,,0.1073,0.0642,905030.94,35743706.1,170776931.89,2.105,1.7307,1.6997,3.6259,0.396,0.6804,0.2282,42412198.88,43690638.71,,58944011.7006,58944011.7006,255217585.66,14809356.46,1062646.97,-372369222.52,609288666.52,283199004.54,-89170217.98,672613017.79,98984981.49,0.0635,1.1715,0.1172,0.1715,-0.0363,0.0757,0.1021,0.1021,17.5538,77.9642,22.0358,57.1531,17.5538,45.8505,11.3885,-0.0859,0.0125,80.6377,19.8693,19.9459,5.2355,4.94,5.1062,4.5511,4.0053,5.4887,20.942,18.2044,28.7586,1.4037,1.3714,57.2307,42.7693,64.6364,0.158,100.5325,94.5371,5.4629,0.2639,0.4037,2.4944,636.3304,2.2476,573.3688,,0.2495,201.3959,16.0212,3.8176,335315599.26,20.0377,45.8505,80.6377,5.2355,5.1062,4.0053,30.881,50.0,50.0,40.5276,66.7571,68.199,60.3195,62.05,40.4361,70.7594,-6.5789,-3.5534,-6.5795,0.5548,0.5548,0.5548,24.1201,-6.1138,1
688252.SH,20260409,20260331,0.11,0.11,1.3107,1.3107,2.3378,0.2654,2.5114,943315.36,45095390.79,127397951.18,6.4103,5.8664,4.8054,2.5495,0.2048,6.8955,0.1891,47348176.97,48996039.82,,-16207283.6431,-16207283.6431,414311388.45,919500.96,1773236.54,-1457614370.9,2438202542.69,2247472439.56,488551435.17,2461416789.21,1135773998.51,0.1126,6.0135,0.2269,2.7768,-0.2203,0.1198,-0.0396,-0.0396,8.5878,23.7641,76.2359,14.2168,8.5878,3.0639,11.2684,-0.1155,-0.6214,91.1679,9.1963,9.1395,1.8921,1.89,1.8533,1.7281,1.6238,1.8669,7.5684,6.9124,14.4962,1.1695,1.1652,92.5689,7.4311,84.7585,0.072,99.928,99.6176,0.3824,0.2234,0.1695,5.8984,1387.0928,5.847,1375.0013,,0.2226,84.3446,6.4952,1.6238,74882315.32,9.2549,3.0639,91.1679,1.8921,1.8533,1.6238,17.3119,-35.2941,-35.2941,495.2962,-34.437,-34.0369,-34.7599,-32.26,495.3566,-40.1799,2.1939,2.961,2.1945,-3.2794,-3.2794,-3.2794,23.9348,9.0604,1
300610.SZ,20260410,20260331,0.12,0.12,1.2299,1.2299,1.1665,0.4355,2.883,6759766.23,19100086.29,59256562.2,2.8953,2.6291,2.5475,4.4323,0.222,0.9447,0.1628,21273107.24,29657350.66,,27937962.9897,20685265.2297,297147468.08,33803662.04,128672754.99,88998454.19,1089280600.56,807076870.43,76364705.73,1331043983.42,713506080.84,0.1203,5.5066,0.1863,3.3185,-0.1153,0.1379,0.1299,0.0962,9.8004,22.4093,77.5907,12.9879,9.8004,2.7203,10.0468,0.2209,-0.21,91.9551,11.2696,11.2156,2.2099,2.21,1.6322,1.8259,1.5955,1.9648,8.8396,7.3036,27.6549,1.3823,1.3881,74.1818,25.8182,65.5405,9.6671,88.9506,92.6454,7.3546,0.0941,0.3823,2.576,9.2014,2.3699,8.4655,12.2393,0.0872,66.7883,6.382,1.5921,292591818.36,11.1998,2.7203,91.9551,2.2099,1.6322,1.5955,15.1485,-7.6923,-7.6923,89.5219,1.5557,1.4057,-4.2969,31.86,89.4588,-4.3623,2.3855,4.7514,2.3857,22.3019,22.3019,22.3019,19.9848,0.0684,1
300442.SZ,20260410,20260331,0.36,0.36,1.1256,1.1256,3.4613,0.2308,4.5411,74883.45,582154897.33,860900615.53,1.1231,1.1189,0.9014,1.0531,0.2105,0.0753,0.041,610670093.84,715836830.89,,-1185835645.164,3195058017.266,4449208950.04,7916826436.62,18232225863.11,12263903629.63,11853567966.17,1117974563.02,-218959631.78,34729478250.71,7798921868.8,0.3562,8.7414,0.8051,4.7719,1.5998,0.438,-0.7256,1.9549,31.8401,46.7988,53.2012,11.7318,31.8401,0.04,6.0424,5.6494,,66.8038,33.582,38.9131,4.1673,4.17,4.1668,1.5945,1.3047,1.9561,16.6692,6.378,64.9706,2.8547,3.2133,21.6551,78.3449,25.1692,52.4978,41.1365,29.6768,70.3232,0.1449,1.8547,0.4669,0.7836,0.3874,0.6501,0.9665,0.043,89.2469,5.2188,1.2969,32519339469.16,33.5783,0.04,66.8038,4.1673,4.1668,1.3047,71.5302,44.0,44.0,59.5205,40.5179,40.029,35.3483,35.92,51.4541,-1.6843,4.6148,10.3101,4.6149,53.5532,53.5532,53.5532,10.3998,37.6671,1
603588.SH,20260410,20260331,0.395,0.395,3.2774,3.2774,2.5168,0.2487,3.0577,51154893.94,551579422.69,1211433224.81,1.4085,0.7622,0.4792,1.9366,0.3223,1.3114,0.1787,775722865.69,949499332.16,,-965719172.4537,-445912721.6737,3388496076.85,1263035662.61,12854276193.53,10430217200.79,2018963744.74,4767998158.98,10589328763.05,24269991201.91,5036416776.82,0.3957,6.7278,-0.4974,3.3064,0.2395,0.6233,-0.634,-0.2927,14.4721,24.266,75.734,7.9953,14.4721,0.5524,5.4111,2.0319,0.0452,84.4616,17.0002,19.0193,6.0592,6.059,5.5449,3.3984,2.5859,3.4635,24.2368,13.5936,60.5287,2.5335,2.8088,56.8476,43.1524,6.9808,52.9637,42.2248,66.6819,33.3181,-0.0649,1.5335,0.5854,0.7972,0.1153,0.1571,0.1936,-0.0433,251.9996,10.3436,2.1572,3959892412.84,16.9874,0.5524,84.4616,6.0592,5.5449,2.5859,-15.1754,168.7075,168.7075,-388.6825,199.8878,200.7263,168.4032,171.07,-388.6451,142.8202,6.2307,7.2817,6.2294,50.9082,50.9082,50.9082,152.6363,10.5358,1
002865.SZ,20260410,20260331,0.05,0.05,5.4432,5.4432,14.4397,0.0396,-2.2102,57666758.61,-43503152.62,229399619.09,1.0368,0.9715,0.8324,4.0009,0.234,0.2315,0.1037,5088736.94,56082803.17,,-1704032300.1,-1235653996.83,2709336037.63,3505002922.7,5998366201.1,2582230624.8,2320496613.44,250980844.67,287486655.69,10068940368.42,-675644620.89,0.0455,12.9431,-2.2606,-2.1706,-1.4252,0.1802,-5.4745,-3.9698,0.7957,13.5396,86.4604,9.9729,0.7957,0.3664,4.0264,5.58,-1.2855,99.6997,0.3876,3.3101,0.3684,0.37,-1.1316,0.3432,0.0825,0.5914,1.4736,1.3728,75.0015,4.0002,4.2512,43.4328,56.5672,14.2508,59.573,40.0117,55.8541,44.1459,-0.1032,3.0002,0.3299,0.6716,0.19,0.3869,0.8986,-0.0576,55.7666,0.33,0.0867,7341159446.21,0.3994,0.3664,99.6997,0.3684,-1.1316,0.0825,-41.5301,110.8696,110.8696,-67.9495,105.3682,105.5029,113.3758,79.97,-128.1252,112.5626,3.4736,-0.7264,10.0805,-9.6345,-9.6345,-9.6345,100.7579,6.474,1
603063.SH,20260411,20260331,0.11,0.11,1.251,1.251,3.5103,0.4992,6.4459,11658778.93,39462544.13,233309165.67,2.7122,2.2342,2.1749,0.2512,0.0857,0.3545,0.0622,16128941.32,60537353.06,,-362846595.57,72255154.43,2157098531.6,185007319.76,1501649564.65,-529563524.66,4926611664.28,4188616031.99,2147108913.11,6833860841.26,3185421758.93,0.1115,11.3809,-0.4557,6.9451,-0.4978,0.132,-0.7911,0.1575,9.9592,40.6622,59.3378,36.043,9.9592,14.4592,19.0045,2.5794,-0.8051,97.189,8.9227,10.5507,0.9854,0.99,0.7607,0.6559,0.6192,0.9183,3.9416,2.6236,41.8894,1.7209,1.779,72.3082,27.6918,53.6904,21.9737,76.3835,63.645,36.355,-0.0854,0.7209,1.358,3.4761,1.2817,3.2808,,-0.0544,632.0029,2.4768,0.5539,1687115652.14,8.9693,14.4592,97.189,0.9854,0.7607,0.6192,-36.4238,-54.1667,-54.1667,-202.7907,-56.0081,-55.7978,-51.4798,-59.32,-206.7368,-56.9697,1.0746,-1.1448,1.2434,-25.8221,-25.8221,-25.8221,-79.2117,12.7583,1
