ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
000765.SZ,20211111,20201231,0.13,0.13,1.1632,1.1632,0.327,0.1199,0.8561,3113200.0,86789100.0,184213500.95,1.6358,1.5245,0.6198,1.6613,0.4871,17.9515,0.3896,113023327.02,129900210.88,136547827.9,128054269.7146,172054269.7146,715847318.8,326521.75,383482178.19,73754586.68,1068350647.9,698988232.88,772742819.56,1494151657.18,683226426.55,0.1284,1.5867,0.0748,0.976,0.1094,0.1856,0.1829,0.2458,11.041,22.6235,77.3765,7.9546,11.041,0.2783,6.4543,1.2219,,86.1194,15.0759,15.9532,8.3343,8.37,8.0457,6.2155,4.3017,6.7283,8.3343,6.2155,49.7509,1.9901,1.9375,81.3599,18.6401,48.3345,25.6655,74.3345,99.9703,0.0297,0.0476,0.9901,1.01,2.8963,0.9715,2.7859,14.4852,0.0476,710.4572,4.3017,4.3017,44436073.82,14.8035,0.2229,84.5012,4.1046,4.3416,2.1561,32.7477,0.0,0.0,-53.9975,-0.5814,-1.8355,1.5876,4.87,-53.9842,-4.2593,6.1125,12.2242,6.1071,5.879,5.879,-2.9644,263.9648,6.1071,1
000515.SZ,20210407,20201231,,,,,,,,,,1143478400.0,,,,,,,0.6598,1143478400.0,-107480800.0,,-107480800.0,-107480800.0,,,1503474400.0,1503474400.0,229512300.0,,,1503474400.0,,,,,,,,,,,,,,,,,,,,,-9.3995,-46.8533,,,-6.2021,,-7.1524,-46.8533,-6.2021,86.7563,7.5508,,,,13.2437,100.0,15.2655,,,,,0.1527,0.1527,0.1527,0.1527,0.1527,,,,,,-9.3995,,,,,,,,,,,,,,,,,,,,,,,,1
832317.BJ,20220524,20201231,0.4,0.4,1.1353,1.1353,3.315,0.128,1.1352,-420800.0,53881700.0,94845052.25,20.839,20.1726,19.253,2.8413,0.4414,1.6067,0.2794,62503428.48,60223137.02,81853140.66,-96732636.6335,-121730519.3835,27985163.3,,0.0,-474378530.85,865155926.48,555196382.2,80817851.35,883260204.57,200018654.63,0.3376,5.5783,0.63,1.2632,2.411,0.3803,-0.6109,-0.7688,29.7387,52.7596,47.2404,17.4917,29.7387,1.5736,16.8958,-0.9777,-0.014,65.2311,34.8215,33.5004,8.8158,9.47,8.8852,9.36,8.309,8.3889,8.8158,9.36,3.0711,1.0317,1.061,63.9983,36.0017,94.9421,0.0,100.0,100.0,,3.5883,0.0317,31.5617,,30.9148,,,3.5883,248.4517,8.309,8.309,279649544.28,34.4943,3.509,80.9816,0.5593,0.5909,0.5351,319.0454,14.2857,14.2857,133.3333,28.9636,29.3926,28.1906,27.6827,218.6546,-52.1665,100.9908,142.6275,167.993,23.2016,23.2016,8.4198,-2.1318,167.993,0
833994.BJ,20220817,20201231,1.3421,1.3421,35.7137,35.7137,10.1134,0.1102,6.9436,16952400.0,135770500.0,465572968.63,1.3441,1.1691,1.1118,3.5944,1.5822,4.4379,0.9737,165318000.89,198865869.4,259347169.4,-12258594.2244,78471877.2656,948580347.48,141519455.23,492562188.87,-280991549.93,1024410328.1,478735428.19,147743878.26,1856629484.54,487070418.33,2.2118,18.1144,4.43,7.0539,6.9492,2.88,-0.1775,1.1365,7.0081,18.8794,81.1206,11.2684,7.0081,0.6214,9.4261,1.2209,-0.2674,93.2962,7.8372,8.0642,15.7988,16.27,14.0451,7.8525,6.8241,12.1775,15.7988,7.8525,53.7091,2.1603,2.6198,63.456,36.544,34.7643,26.5299,67.3695,87.8989,12.1011,0.2201,1.1603,0.7903,2.5394,0.6473,2.0798,,0.1935,142.6487,6.8241,6.0305,811775248.28,7.5165,-3.1594,95.0564,4.1029,2.7744,1.9914,24.221,-34.9285,-34.9285,5.9809,32.3596,26.3446,25.3949,29.9799,23.9238,-31.574,56.7166,39.1085,83.2563,3.6226,3.6226,21.4432,50.9109,83.2563,0
833874.BJ,20220810,20201231,0.8,0.8,2.3258,2.3258,3.7777,0.5569,2.6402,4825500.0,65567400.0,96112700.0,12.8713,12.5378,7.281,4.1905,0.4158,2.9879,0.348,70779000.0,79922277.21,87478577.21,-178976326.3208,-178976326.3208,38629600.0,307700.0,-100.0,-55242700.0,524890600.0,458582600.0,403339900.0,531124000.0,212927600.0,1.057,7.9748,0.69,3.1971,0.0536,1.2,-2.6873,-2.6873,45.4442,62.0483,37.9517,14.8726,45.4442,1.1901,14.1268,-0.4443,,54.3066,52.4258,51.5961,17.2825,18.31,16.0978,17.9529,15.8123,16.9009,17.2825,17.9529,6.8304,1.0733,1.093,87.2208,12.7792,92.0762,0.0,100.0,99.2098,0.7902,1.7819,0.0733,13.6405,,13.4804,,,1.7678,165.8305,15.8123,15.8123,50717200.0,52.7611,-0.3453,51.8159,4.8961,4.2315,4.6,51.815,-46.6667,-46.6667,-2.8169,-11.6343,-10.9246,-10.5619,-10.3534,-3.0525,-52.2618,47.9665,77.98,87.3514,-13.2269,-13.2269,9.937,33.8243,87.3514,0
002107.SZ,20210121,20201231,0.3099,0.3099,1.743,1.743,0.0041,0.0711,0.3236,9895183.82,168985174.22,783073831.48,1.8746,1.604,1.4746,9.4429,1.4237,2.7651,0.8461,209063065.81,214645290.65,242812025.77,194897563.42,209732931.79,234807589.86,28437485.78,188835368.37,-305591121.65,701704608.54,370523887.82,64932766.17,1106849824.81,227843202.22,0.3099,1.3988,0.3406,0.3947,0.3263,0.3719,0.3377,0.3634,18.5199,77.834,22.166,54.7936,18.5199,46.7677,8.4627,-0.4367,-0.5038,79.2201,22.1256,21.3348,24.1832,24.18,22.8454,18.0517,15.6699,19.2793,24.1832,18.0517,32.9963,1.4925,1.6075,57.9644,42.0356,51.2158,17.0606,72.9457,93.7096,6.2904,0.464,0.4925,1.786,4.2757,1.5522,3.716,,0.4348,207.8632,15.6699,15.0439,469247484.89,21.9118,46.9898,84.1025,4.8349,4.6483,2.8354,27.2295,82.3529,82.3529,288.3694,99.7706,95.2266,86.7198,87.71,520.9958,55.4022,-24.9047,35.9192,20.1526,16.9467,16.9467,17.0674,-36.7259,20.1526,1
603588.SH,20210409,20201231,0.752,0.75,8.4315,8.4315,2.2178,0.1923,2.5032,7426662.83,542644658.67,1580924897.38,1.1366,0.9081,0.4686,9.9356,1.3089,7.9113,0.5078,639059249.35,910401906.54,1127242942.26,-1817599058.9178,256755057.4122,3518266588.39,39358097.81,6538209462.85,5241619229.81,-2017645296.33,715502407.4,1135248856.01,11872624858.1,2182523517.72,0.6794,5.8423,1.3448,2.6956,0.6174,1.1244,-2.2449,0.3171,9.327,23.1579,76.8421,12.2858,9.327,1.3683,7.8628,3.0546,-0.6455,90.6389,10.6205,13.3358,13.9963,14.25,13.8073,6.7725,4.7366,7.8408,13.9963,6.7725,65.4288,2.8926,3.4204,38.574,61.426,-13.0759,55.0696,39.8423,51.8685,48.1315,0.2079,1.8926,0.4685,0.7235,-0.1998,-0.3086,-0.3849,0.1078,216.0355,4.7366,4.092,1292455426.0,10.5296,1.2312,90.7543,2.947,3.0529,1.2036,22.4239,20.9677,27.1186,15.2356,28.0992,27.8529,33.5076,38.23,38.4072,-11.6613,32.2985,34.7012,51.1314,34.5066,34.5066,31.7772,11.1395,51.1314,1
688299.SH,20210409,20201231,0.63,0.63,3.6984,3.6984,3.7262,0.1629,1.3034,19901038.75,157076321.49,372147760.45,3.4984,3.2628,2.9948,3.3359,0.7922,1.8113,0.4933,180277287.87,192616008.7,238666437.51,12337611.6727,-75120556.0873,352196850.78,59888924.04,20023925.0,-310010758.47,1595667234.79,929963163.82,619952405.35,1769721761.91,414328336.19,0.6263,6.1921,0.941,1.4663,0.3806,0.6817,0.0437,-0.2658,16.9349,35.6107,64.3893,16.1819,16.9349,5.5278,10.2754,0.3787,-0.8687,82.7493,17.9878,18.4314,10.5288,10.57,9.3448,9.0914,8.3533,9.5468,10.5288,9.0914,19.8051,1.247,1.2604,59.6837,40.3163,73.1351,1.1315,98.8685,86.1403,13.8597,0.7143,0.247,4.0492,87.3804,3.6927,79.688,,0.6153,154.0229,8.3533,8.3533,661587407.78,19.5845,6.4401,84.5465,2.4228,1.9675,1.9385,37.3742,-1.5625,-1.5625,103.4155,23.1433,24.7205,23.6938,21.96,103.4119,13.9659,8.5362,6.1445,8.5358,14.8071,14.8071,10.8652,-30.1981,8.5358,1
603339.SH,20210409,20201231,0.34,0.34,3.5651,3.5651,1.4604,0.1956,3.186,7631441.89,98816113.05,240515343.88,2.4155,1.557,1.3837,27.0358,0.6919,2.1435,0.4461,110691711.77,98217088.05,141768180.37,72060236.9885,-27939763.0115,541437869.69,29302602.08,100102361.11,-735033279.34,1667546987.19,908112748.61,173079469.27,1910385890.54,1046411269.21,0.344,5.8502,0.7732,3.3816,-0.2244,0.3174,0.2329,-0.0903,9.649,21.8015,78.1985,10.6913,9.649,1.9089,9.8407,-1.0583,-0.1128,89.9663,10.761,8.9029,5.9875,6.0,5.5582,3.9715,4.3043,4.534,5.9875,3.9715,27.0378,1.3706,1.391,62.4576,37.5424,67.2093,5.2399,94.7601,95.632,4.368,0.3729,0.3706,2.6985,18.0843,2.4857,16.6584,,0.3566,264.6246,4.3043,4.3043,785610537.29,10.8382,1.9505,97.7391,0.5519,0.4018,0.4082,14.2772,-19.0476,-19.0476,-55.8676,-18.266,-17.8932,-17.7789,-23.51,-35.1801,-20.7258,-29.3863,0.6563,3.7173,-6.1344,-6.1344,-9.1101,-76.9587,3.7173,1
688365.SH,20210409,20201231,0.24,0.24,1.2717,1.2717,1.162,0.0531,0.6094,50313478.21,43370251.46,312142523.91,6.0319,5.9856,5.7123,13.5202,0.6133,98.64,0.4792,35676212.95,91642840.94,104430159.52,628116244.1655,643116244.1655,141507530.1,9330471.33,15000000.0,-436707937.89,1001948879.18,787526722.16,-34392174.63,1148531905.21,265650292.88,0.2336,2.8245,0.2167,0.6625,1.0449,0.2285,1.5664,1.6038,17.8674,61.208,38.792,53.3603,17.8674,19.5654,33.9487,-0.1538,-0.051,93.0043,17.5057,17.9702,10.1044,8.88,4.6778,8.6114,8.5621,9.646,10.1044,8.6114,12.763,1.1463,1.1478,72.6532,27.3468,77.1104,1.306,98.6153,94.3737,5.6263,0.5551,0.1463,6.8297,75.5086,6.0417,66.7966,,0.5239,38.9298,8.5621,8.8032,16719922.83,18.153,22.3129,98.9997,3.148,0.4169,2.5867,15.0601,-11.1111,-11.1111,-25.2759,-8.602,-8.8561,-2.7865,-38.11,-16.4037,-38.0579,41.2462,56.732,56.9426,9.7548,9.7548,13.6784,100.3952,56.9426,1
