ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
000022.SZ,20140425,20140331,0.165,0.165,0.627,0.627,0.2574,0.7502,4.2982,1848744.24,104705247.8,187239742.18,0.7592,0.7441,0.7318,1.84,0.3838,0.1439,0.0547,125879470.01,177512439.01,,55137663.8734,55137663.8734,769408555.29,121084340.83,1688815482.12,851533292.97,2952243893.64,-352589074.18,-494960438.77,5743663212.94,3255011489.29,0.1653,6.2889,0.2282,5.0484,0.1888,0.2753,0.0855,0.0855,31.9722,46.3159,53.6841,14.7184,31.9722,,9.5949,5.1236,0.0551,68.8623,37.8063,43.9098,2.663,2.62,2.6167,2.4015,1.7486,1.8769,10.652,9.606,34.6814,1.531,1.8473,14.9484,85.0516,39.6959,29.4031,70.5969,56.7718,43.2282,0.1005,0.531,1.5721,2.401,1.1446,1.7481,3.467,0.0571,57.9204,6.9944,1.4415,3440814960.16,38.7862,,68.8623,2.663,2.6167,1.7486,36.3997,-18.3168,-18.3168,3.6331,-21.4773,-19.8319,-18.166,-19.29,3.6338,-23.1231,2.7111,1.2334,2.7104,-1.9903,-1.9903,-1.9903,36.4738,6.4481,0
603693.SH,20140626,20140331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6838,,,37.977,,-61.6699,-29.9408,,42.4242,,,10.6589,1
000043.SZ,20140425,20140331,0.0721,0.0721,1.3722,1.3722,0.7985,0.2372,2.8918,64856894.37,-16769461.25,274379125.0,1.6448,0.4113,0.2836,2.0076,0.0674,4.6495,0.0493,-21097794.89,111615270.13,,-3249368592.9636,-1278946455.7536,5009678027.57,507716043.67,9743249187.28,8688096542.57,3171643769.29,5658159487.43,8368606842.72,13875588768.79,2086920838.76,0.0721,4.9316,-3.1823,3.129,-0.5021,0.1673,-4.8719,-1.9176,3.9234,29.9794,70.0206,24.4193,3.9234,3.9786,13.0188,7.4219,0.0093,102.3052,4.7034,12.1954,1.4726,1.47,-0.5136,0.6015,0.1935,0.7376,5.8904,2.406,78.6916,4.693,5.6825,74.4261,25.5739,16.3546,70.2186,23.705,57.5027,42.4973,-0.2419,3.693,0.2155,0.3376,0.2078,0.3255,0.3651,-0.1391,1435.8651,0.774,0.2592,4229832947.59,4.7735,3.9786,102.3052,1.4726,-0.5136,0.1935,-231.9095,220.5686,220.5686,-283.3635,213.3612,219.0886,220.5207,59.12,-283.3875,204.9713,1.4691,9.4533,1.4698,71.3999,71.3999,71.3999,-91.5403,14.813,1
688981.SH,20140428,20140331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8152,,0.4281,37.5492,,,,,-53.5031,-51.0307,,7.4912,-53.9027,,-2.5989,1.945,-14.6043,-11.7483,-11.7483,,6.2304,1
000675.SZ,20140412,20140331,-0.0545,,0.0,0.0,0.519,0.1113,-11.0126,1075444.99,-7311340.86,0.0,0.0223,0.0221,0.0221,,0.0,0.0,,-7311340.86,-315718.94,384773.24,-341116091.24,-341116091.24,231445899.88,630678311.49,307004012.62,300020904.66,-1123882523.97,-522925041.87,-226496040.98,-778656773.16,-1246570743.55,-0.0545,-9.49,-0.0016,-10.9013,0.0167,-0.0028,-2.9831,-2.9831,,,,,,,,,,,,,,,,-0.3719,-7.3452,,,-1.4876,1388.76,,,14.1747,85.8253,-1335.0145,,,45.7484,53.9443,-0.0003,,-0.9286,-3.5363,-0.9613,-3.6608,-3.746,-0.0002,,-29.3808,-7.3452,32115339.49,,,,,,-7.3452,,,,-172.7273,-8.1388,8.0665,8.0665,-7.4402,-172.5412,,-0.519,-1.6657,-0.5632,,,,77.0377,6.0093,1
000660.SZ,20140501,20140331,-0.0003,,0.01,0.01,1.0403,0.1717,-12.2022,271.0,-47066.11,561594.15,0.0301,0.0259,0.0231,0.1501,0.0311,1.622,0.0308,-44536.98,-43631.19,,,,47044067.34,670000.0,1361853780.36,1360264731.72,-1370756522.31,-1366467392.77,-6202661.05,-9263630.83,-1599012837.55,-0.0004,-10.32,0.0011,-12.0305,0.0011,-0.0003,,,-3.447,42.3484,57.6516,44.7032,-3.447,26.3732,18.2821,0.0479,,103.3584,-3.3584,-3.2901,,,,-0.1013,-0.1061,,,-0.4052,3287.317,,,98.954,1.046,-3196.8033,,,99.9525,0.0475,0.0001,,-0.9727,-1.0068,-0.9725,-1.0065,-1.0077,0.0001,1340.341,-0.4244,-0.1087,809409.94,-3.338,26.3732,103.3584,,,-0.1061,10.9028,,,,95.093,95.1151,93.238,,,,-0.11,-0.8716,-0.0034,-26.4565,-26.4565,-26.4565,-109.7429,,1
000047.SZ,20140425,20140331,,,0.0,0.0,1.9874,0.3287,-13.2256,0.0,-9585314.12,0.0,-0.0127,-0.0127,-0.0127,,,0.0,,-9585314.12,-1191976.74,-64720.69,8393337.38,8393337.38,340472065.9,,1003295031.49,1003279166.06,-1355699710.58,-1338098969.28,-357244803.22,-189842179.09,-1552839162.69,-0.0796,-9.91,-0.0009,-12.8968,-0.0003,-0.0099,0.0697,0.0697,,,,,,,,,,,,,,,,-0.7881,-6.3375,,,-3.1524,892.0986,,,-11.1245,111.1245,-900.0204,,,98.3312,,-0.0001,,-0.8879,-1.1892,-1.0089,-1.3512,-1.3513,-0.0001,,-25.35,-6.3375,4745622.03,,,,,,-6.3375,,,,30.7692,0.6593,0.6593,0.6593,0.6593,28.8632,,-0.81,-0.8133,-0.8099,,,,-7.6349,3.2605,1
000563.SZ,20140424,20140331,0.0616,0.0616,0.144,0.144,1.2632,0.0955,0.5334,51292.29,74721265.19,,,,,,,2.9618,0.0441,89149765.51,,,,,,,,,,,,,763916669.36,0.0616,2.9717,-0.5545,0.6289,-0.4597,,,,42.7616,,,,42.7616,,34.6318,,2.3512,,57.0527,,2.1006,2.1,2.0992,,1.8878,,8.4024,,9.5858,1.106,1.1127,,,,,,,,,0.106,9.4321,,,,,-1.76,,7.5512,1.8878,58565802.09,57.0918,,,2.1006,2.0992,1.8878,-385.1766,1.3158,1.3158,-1423.3516,1.2276,1.3103,1.3249,1.24,-3096.2179,-6.1338,2.8555,1.6054,2.8536,2.8284,2.8284,2.8284,-8.7455,7.946,1
003035.SZ,20140613,20140331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-265.8421,,,-241.3773,,44.5754,5.2257,,59.6864,,,17.3046,1
300962.SZ,20140721,20140331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2256,,,11.2742,,-3.6158,8.9102,22.1503,22.1503,,,48.4851,1
