ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
000022.SZ,20110820,20110630,0.401,0.401,1.3105,1.3105,0.2631,0.654,3.1023,164343.0,258193085.0,485174500.0,0.4764,0.467,0.4545,3.964,0.7162,0.3237,0.1302,344663150.0,426709674.0,528877055.0,309727040.929,420227040.929,429960755.0,141013531.0,2266044527.0,1342858902.0,2037591514.0,-1411573581.0,-68714679.0,5488930606.0,2421916697.0,0.4007,4.999,0.467,3.7563,0.2194,0.6618,0.4804,0.6518,39.8238,57.4182,42.5818,12.4877,39.8238,,9.1023,3.3854,,59.2107,47.7059,50.4992,7.9957,7.78,7.9906,6.5772,5.1868,4.8815,15.9914,13.1544,41.8862,1.7208,2.0078,18.9635,81.0365,30.0833,41.2839,58.7161,95.0295,4.9705,0.1118,0.7208,1.136,1.4223,0.7182,0.8992,1.5174,0.1062,57.7337,10.3736,3.9823,2873674229.0,47.7284,,63.2203,3.9779,3.9775,2.4882,28.2572,-16.2839,-16.2839,-20.31,-17.9154,-18.2702,-16.3793,-15.93,-20.1825,-23.4186,-0.5,9.206,-0.5144,1.3459,1.3459,-4.0272,-8.3103,9.1919,0
000043.SZ,20110820,20110630,0.1277,0.1277,3.2994,3.2994,2.5003,0.3597,2.0872,5451774.19,37137993.57,460063219.72,1.4767,0.4834,0.398,4.2567,0.1703,2.7604,0.134,70098362.09,102966931.06,146577612.62,-360177685.3459,-394187685.3459,3351701563.1,117971377.3,2650000000.0,1995293027.46,1593282933.72,2145889478.48,2641182505.94,5008569926.17,815992833.44,0.1277,5.9472,-0.3594,2.4469,-1.4328,0.3088,-1.0801,-1.182,3.1866,41.8124,58.1876,25.9015,3.1866,10.6751,12.388,2.8383,0.0557,93.6292,6.613,9.3581,2.1504,2.15,1.8751,1.2541,0.427,0.9136,4.3008,2.5082,72.1809,3.5947,4.1454,78.4077,21.5923,18.7926,52.9093,39.5978,73.5611,26.4389,-0.0266,2.5947,0.3241,0.7484,0.2604,0.6012,0.7985,-0.0196,1184.4183,0.854,0.5187,1365579723.69,6.8861,10.1916,89.0248,2.4924,2.4072,0.5538,-8.1783,1625.6757,1625.6757,85.01,288.7029,276.9245,1615.9797,3170.64,77.5112,1383.1511,-33.15,6.7472,0.2741,55.3466,55.3466,78.2576,9676.3391,15.6982,1
600025.SH,20110823,20110630,,,0.9642,0.9642,3.1188,0.1898,0.4373,,,1516587621.9,0.1729,0.1651,0.164,3.6882,1.3045,0.0994,0.0498,510512013.01,1393828871.58,,,,7382285665.61,9237576107.67,51374928835.15,50526061334.15,19689468171.46,-19091498358.75,-4239937024.6,71513523191.26,2612294768.96,0.0926,4.7333,0.4576,0.6271,0.06,0.3346,,,11.1457,37.7562,62.2438,23.1394,11.1457,0.2684,0.9455,21.9254,,87.2906,12.7967,34.7,2.1725,,,1.729,0.5554,1.8384,4.345,3.458,77.1499,4.3763,4.5411,4.5286,95.4714,22.3405,71.8395,27.573,33.9478,66.0522,0.0826,3.3763,0.29,0.3838,0.2896,0.3833,0.3897,0.028,60.9783,1.1108,0.4784,83389087085.71,12.7746,0.2222,79.5702,2.02,,0.4884,48.0613,,,40.0673,142.6377,132.449,101.9622,,39.9157,38.6434,24.9155,13.356,17.1362,55.9138,55.9138,41.9966,1718.6919,45.7322,1
601916.SH,20110831,20110630,,,0.3701,0.3701,0.4921,0.0383,0.2328,,,,,,,,,,0.0156,1667513000.0,,,,,,,,,,,,,2712187000.0,0.1337,1.9142,0.0065,0.271,-0.6205,,,,36.1211,,,,36.1211,,37.5807,,7.125,,48.0268,,7.2372,,,,0.5647,,14.4744,,92.5331,13.3924,12.8167,,,,,,,,,12.3924,0.0807,,,,,0.0003,,1.1294,0.5647,1075217000.0,47.8918,,,,,,,,,-98.9523,64.6015,64.5717,63.7681,,-97.993,-18.5439,7.5212,18.0474,7.5176,52.9872,52.9872,,,101.0508,1
688981.SH,20110829,20110630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1624,,-0.0866,22.5237,,,,,95.0113,107.168,,-54.6071,105.307,,7.7865,9.6096,-3.8647,-4.3201,-11.8911,,35.0674,1
600958.SH,20110715,20110630,,,0.5094,0.5094,0.1395,0.261,0.9578,,,,,,,,,,0.042,105413218.28,,,,,,,,,,,,,4014634309.57,0.1988,2.9616,,1.2188,,,,,39.0329,,,,39.0329,,48.2976,,-0.0006,,46.3902,,6.5586,,,,1.6387,,13.1172,,74.6271,3.9412,4.0022,,,,,,,,,2.9412,0.34,,,,,,,3.2774,1.6387,359403101.15,47.0691,,,,,,,,,,18.7123,20.8155,22.3811,,,9.6587,-4.5046,-7.3087,-4.5042,37.286,37.286,,,11.6018,1
600816.SH,20110816,20110630,0.1414,0.1414,0.3349,0.3349,0.1166,,-0.2755,3398648.9,60801838.51,,,,,,,19.8662,0.2195,75777951.86,,,,,,,,,,,,,-125118443.02,0.1414,0.8595,0.1159,-0.2755,0.115,,,,40.6349,,,,40.6349,,2.7314,,1.375,,57.463,,17.9219,17.92,16.9731,,8.9213,,35.8438,,39.3939,1.65,1.9337,,,,,,,,,0.65,1.422,,,,,0.1917,,17.8426,9.2684,207681040.3,59.7443,,,8.753,8.5039,4.6191,-18.8772,41.6834,41.6834,53.1,82.0598,79.3165,41.6874,42.92,53.1641,1.0123,19.67,1.1851,19.6859,74.4928,74.4928,122.0285,28.867,40.2675,1
600691.SH,20110824,20110630,-0.2026,-0.2026,0.1461,0.1461,0.3642,0.1148,-2.7662,-5141561.58,-18056306.86,3038435.88,0.3149,0.1958,0.1795,0.8822,0.246,0.9098,0.1697,-18119590.65,-22417612.86,-21274295.02,-6265437.7,-8290437.7,196623325.98,41531233.29,1700000.0,-9060118.76,-152254068.03,-135872785.49,-144932904.25,-145652367.7,-303519854.76,-0.2026,-1.2872,-0.056,-2.6513,-0.0815,-0.1958,-0.0547,-0.0724,-138.6785,18.164,81.836,97.4405,-138.6785,13.8837,78.8223,4.7346,28.1858,208.3202,-107.9419,-134.0141,,,,-22.7411,-23.5326,,,-45.4822,259.2961,,,67.5125,32.4875,-164.5951,,,82.6848,17.3152,-0.0323,,-0.6143,-86.6779,-0.6348,-89.5612,,-0.0267,513.0483,-47.0652,-23.5326,18171263.37,-138.6785,16.1675,214.1567,,,-17.1763,-22.0373,-53.0211,-53.0211,-324.2424,-19.5035,-53.0138,-53.0138,-19.5035,-322.5448,,-18.6906,-11.6106,-18.6847,17.4895,17.4895,24.7885,-87.6302,3.7342,1
000688.SZ,20110827,20110630,-0.0087,-0.0087,0.0,0.0,1.6041,0.1003,-2.8964,-3500.0,-3500158.87,0.0,0.008,0.008,0.0076,,0.0,0.0,0.0,-3500158.87,-3506457.45,-3283589.55,-466790.16,-466790.16,74271168.89,4840000.0,0.0,-489116.6,-77263484.52,-73674403.9,-74163520.5,-77195224.52,-1123818882.88,-0.0087,-0.1921,-0.0072,-2.7962,-0.0012,-0.0087,-0.0012,-0.0012,,,,,,,,,,,,,,,,-156.4052,-156.2804,,,-312.8104,4129.0953,,,31.1473,68.8527,-4032.658,,,93.882,6.118,-0.0387,,-0.9758,,-0.9766,,,-0.0363,,-312.5608,-156.2804,1250919.38,,,,,,-104.8026,,47.5904,47.5904,13.13,47.687,47.6346,47.6346,47.69,13.7152,,-4.74,-25.3877,-4.7545,,,,-81.2138,31.6165,1
000047.SZ,20110829,20110630,,,0.0,0.0,1.9874,0.3287,-12.3609,0.0,-19281392.47,0.0,-0.0089,-0.0089,-0.0089,,,0.0,,-19281392.47,-2495618.18,-241106.08,16785774.29,16785774.29,285345715.15,,972445148.49,972424665.11,-1263274019.8,-1246385595.05,-296385929.94,-116578871.31,-1448725971.91,-0.1601,-9.0047,-0.002,-12.0321,0.0,-0.0207,0.1394,0.1394,,,,,,,,,,,,,,,,-1.4679,-11.341,,,-2.9358,745.2832,,,-6.5296,106.5296,-748.5321,,,98.2171,,-0.0002,,-0.8658,-1.1199,-1.0044,-1.2991,-1.2991,-0.0002,,-22.682,-11.341,5457938.58,,,,,,-5.6765,,,,-33.3333,-0.3137,-0.3137,-0.3137,-0.3137,-31.9732,,-1.3518,-1.4574,-1.8024,,,,0.536,3.6831,1
