ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
000022.SZ,20111026,20110930,0.601,0.601,1.9883,1.9883,0.263,0.654,3.3024,171319.0,387232727.0,732842883.0,0.3602,0.3493,0.3372,6.3855,1.3546,0.4942,0.2016,523506956.0,658229440.0,,257176.4852,30257176.4852,375556458.0,142757101.0,1893611043.0,1411128429.0,2178738525.0,-1451815514.0,-40687085.0,5245460140.0,2550963315.0,0.6008,5.199,0.84,3.9564,-0.4641,1.0209,0.0004,0.0469,39.3918,57.1654,42.8346,12.1491,39.3918,,8.4258,3.7234,,59.1639,47.6088,51.3452,11.7548,11.73,11.7496,10.3506,7.941,7.4921,15.6731,13.8008,37.0127,1.5876,1.9296,12.5429,87.4571,33.4343,36.1,63.9,94.0812,5.9188,0.2387,0.5876,1.3897,1.7701,0.9033,1.1506,1.544,0.2246,54.2326,10.588,6.0919,2945680442.0,47.6218,,59.0733,3.9255,3.9253,2.5356,55.006,-19.3289,-19.3289,-14.29,-20.5666,-20.759,-19.3099,-19.0342,-14.2926,-24.8081,3.48,5.0673,3.4665,-1.9079,-1.9079,-7.6416,7.472,7.3122,0
000043.SZ,20111029,20110930,0.2004,0.2004,4.4874,4.4874,2.5906,0.3597,2.1599,25535609.47,41293311.49,589391096.02,1.3833,0.5121,0.4398,6.2004,0.2087,3.8415,0.1679,83560231.52,159815198.87,,-741927809.9392,-7832095.5392,4243424112.31,117963167.33,2967000000.0,2036284098.07,1740420975.25,2236230498.18,2895514596.25,5517912338.72,840231986.64,0.2004,6.1102,-1.49,2.5196,-0.6022,0.4792,-2.2248,-0.0235,3.9131,39.3858,60.6142,25.5955,3.9131,9.4401,12.7937,3.3618,0.0574,94.4161,7.0383,10.6796,3.3286,3.33,2.0567,1.7935,0.6572,1.5623,4.4381,2.3913,74.1792,3.8728,4.4382,81.6825,18.3175,17.6168,53.7703,36.9274,79.6004,20.3996,-0.0852,2.8728,0.278,0.6868,0.2375,0.5866,0.8547,-0.0678,1344.1236,0.8763,0.75,1436043613.41,7.3178,6.0098,96.6018,1.2057,0.2067,0.256,-95.1712,-0.4471,-0.4471,41.94,-8.7809,-6.6024,-0.4686,-37.069,12.9089,-13.1475,-31.32,24.3875,3.0212,-12.6024,-12.6024,-60.5406,-54.7914,14.5982,1
600025.SH,20111026,20110930,,,1.6823,1.6823,3.1224,0.1898,0.3337,,,3262428414.24,0.118,0.1083,0.1077,6.7665,2.8126,0.1743,0.0859,1774342879.32,3064974994.56,,,,8159939067.92,9173021957.5,53118256512.45,52219384504.07,19250446327.43,-21051041588.52,-6242607084.45,72834763723.99,2180941224.74,0.3473,4.6278,1.0481,0.5235,0.072,0.7357,,,21.9244,46.5517,53.4483,19.3169,21.9244,0.2467,0.8461,18.2242,,74.6819,25.5237,43.7342,8.2525,,,3.7547,1.8823,3.9427,11.0033,5.0063,78.1335,4.5732,4.6561,3.1233,96.8767,21.3496,72.9298,26.4696,33.8777,66.1223,0.1829,3.5732,0.2737,0.3629,0.2732,0.3624,0.3686,0.062,53.8612,2.5097,1.7724,86598782093.72,25.51,0.2176,57.7511,5.4423,,1.2213,82.234,,,22.0424,8.5524,7.8147,3.129,,22.0327,-20.0704,22.1313,15.9726,14.5262,23.6199,23.6199,-3.2804,161.6309,28.7292,1
601236.SH,20111021,20110930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.4571,,,,,,-20.5847,2.048,,,,,3.7263,1
688981.SH,20111107,20110930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6072,,-2.0628,52.4243,,,,,-32.1186,-44.1452,,-33.2956,-26.1412,,1.6523,6.3662,-15.319,-14.5513,-29.0297,,14.2729,1
600816.SH,20111027,20110930,0.2208,0.2208,0.5052,0.5052,0.1166,,-0.1961,3659473.78,96595242.71,,,,,,,30.6824,0.3208,115386016.63,,,,,,,,,,,,,-89064213.94,0.2208,0.9389,-0.2199,-0.1961,-0.2234,,,,42.5986,,,,42.5986,,2.7885,,0.9114,,57.9828,,26.6457,26.65,25.6731,,13.6671,,35.5276,,38.2151,1.6185,1.9006,,,,,,,,,0.6185,1.5044,,,,,-0.3523,,18.2228,14.0193,206719497.73,59.5183,,,8.8292,8.7653,4.9972,-197.0834,25.7403,25.7403,-282.34,42.0953,41.2986,25.7279,26.5153,-282.358,-7.6457,30.73,7.702,30.7413,51.6973,51.6973,20.6989,-7.2369,36.1364,1
000688.SZ,20111015,20110930,-0.0118,-0.0118,,,1.6041,0.1003,-2.8995,-3500.0,-4736371.29,,0.0041,0.0041,0.0036,,,,,-4736371.29,-4741409.95,,-1084496.13,-1084496.13,75119726.17,4840000.0,0.0,-199300.03,-78489913.94,-74810258.06,-75009558.09,-78431436.94,-1125055095.3,-0.0118,-0.1951,-0.0095,-2.7992,-0.0019,-0.0118,-0.0027,-0.0027,,,,,,,,,,,,,,,,-231.5054,-231.4302,,,-308.6738,5231.976,,,20.2493,79.7507,-5135.8023,,,93.947,6.053,-0.0509,,-0.9809,,-0.9816,,,-0.0478,,-308.5735,-231.4302,1160344.12,,,,,,-71.7845,,70.5736,70.5736,14.41,58.0132,70.5975,70.5975,77.4035,14.029,,-6.38,-40.4841,-6.432,,,,45.1912,15.2023,1
000047.SZ,20111027,20110930,,,0.0,0.0,1.9874,0.3287,-12.4408,0.0,-28900966.08,0.0,-0.0089,-0.0089,-0.0089,,,0.0,,-28900966.08,-3722488.64,-340720.49,25178477.44,25178477.44,290209444.93,,975973812.85,975953747.89,-1271831093.41,-1254877912.61,-301349164.72,-122669780.56,-1458345545.52,-0.24,-9.1246,-0.0028,-12.112,0.0,-0.0309,0.2091,0.2091,,,,,,,,,,,,,,,,-2.1974,-17.0607,,,-2.9299,755.7513,,,-6.637,106.637,-759.1224,,,98.2289,,-0.0003,,-0.8677,-1.1257,-1.0045,-1.3031,-1.3032,-0.0003,,-22.7476,-17.0607,5393182.53,,,,,,-5.7207,,,,-21.7391,-0.2328,-0.2328,-0.2328,,-24.1195,,-2.27,-2.174,-2.7017,,,,-0.0498,3.6503,1
000660.SZ,20111028,20110930,,,0.0847,0.0847,1.0403,0.1717,-10.5916,-13010.67,-2811421.36,4738336.37,0.0364,0.0294,0.0264,1.0315,0.2654,0.9618,0.171,10744714.68,-93466.32,535390.04,3230742.8808,3230742.8808,45621174.29,670000.0,1165705121.87,1163346479.21,-1160563930.04,-1167211141.86,-3864662.65,16721235.35,-1384944566.04,-0.02,-8.64,0.0049,-10.4199,0.0049,-0.0007,0.0243,0.0243,-24.6171,42.114,57.886,-54.0842,-24.6171,17.4244,-101.5044,29.9957,,4.5017,-30.7103,-0.8307,,,,-0.1421,-4.2095,-17.4991,,-0.1895,1802.5248,,,65.6097,34.3903,-1726.0327,6971.4055,-6871.4055,99.9447,0.0553,0.0005,,-0.948,-0.9857,-0.9576,-0.9956,-0.9976,0.0005,573.1734,-5.6127,-4.2926,11543617.54,-30.8265,13.5148,134.1839,,,-1.676,4.2891,,,123.5577,75.2101,75.1498,76.62,76.6914,123.716,,-0.23,4.4809,-0.3095,-9.4555,-9.4555,-15.5557,-423.6425,5.3876,1
000675.SZ,20111027,20110930,,,0.0,0.0,0.5021,0.1113,-8.8464,489152.3,-21215497.63,0.0,0.0155,0.0127,0.0125,,0.0,0.0,,-21215497.63,-2921640.25,-18987.39,18936888.11,18936888.11,346521635.45,282391016.81,309846022.61,308223833.83,-879782385.21,-642646022.59,-338014092.53,-528211827.99,-998864328.61,-0.18,-7.33,-0.0055,-8.7351,-0.0055,-0.0255,0.1656,0.1656,,,,,,,,,,,,,,,,-2.8226,-20.0238,,,-3.7635,919.8044,,,9.9252,90.0748,-862.0189,,,69.5361,30.0813,-0.001,,-0.8927,-2.7048,-0.9372,-2.8394,-2.8544,-0.0007,,-26.6984,-20.0238,48291416.23,,,,,,-6.3447,,,,-57.1429,-10.908,-31.0179,-31.0179,-21.8063,-56.4284,,-2.5175,-2.7587,-2.5359,,,,13.8503,4.4674,1
