ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
000975.SZ,20230718,20230630,0.2646,0.2646,1.6466,1.6466,1.5958,0.1987,1.1156,23442759.41,711175106.66,1401080035.66,2.5205,1.8845,1.7754,76.4454,0.8836,1.6216,0.2932,1108091189.47,1140429933.82,1659204874.54,2494311405.8095,2177398383.8595,1204212548.99,398056948.31,745284243.18,-1436459102.88,3683994641.57,2814841182.1,146381274.29,13422815350.87,3649654430.44,0.2646,3.9152,0.5483,1.3144,0.3625,0.4107,0.8983,0.7842,17.6443,30.6433,69.3567,3.9071,17.6443,0.0211,3.7658,0.1203,,75.7647,25.0077,24.9426,6.7445,6.74,6.5293,7.3124,5.1727,5.9573,13.489,14.6248,15.6242,1.1852,1.4319,31.0556,68.9444,24.519,5.5524,80.9915,78.8606,21.1394,0.8224,0.1852,4.6309,14.5868,1.5693,4.9431,,0.6485,74.3373,10.3454,4.7103,3065553900.84,24.9117,0.0246,69.9949,4.1147,4.0459,3.2648,43.9552,29.8332,29.8332,25.8146,43.4794,43.4023,29.8275,24.24,25.806,23.8116,-0.3791,-7.0435,-0.3774,14.4759,14.4759,35.2702,74.7607,4.8589,1
300708.SZ,20230720,20230630,0.05,0.05,2.1715,2.1715,1.4855,0.0841,0.4862,55684891.7,-30612384.96,119044850.03,1.1,0.9837,0.8901,2.8102,0.5511,0.9635,0.3251,16687041.19,6702939.98,89005795.61,45466223.32,35336223.32,1373818492.32,0.0,676622245.76,-473697946.75,1598183857.53,203530164.73,-284785041.74,2364014751.4,314924141.25,0.0454,3.0559,0.3042,0.5703,0.1758,0.0121,0.0823,0.064,2.091,9.9281,90.0719,7.1696,2.091,0.5813,7.5758,-0.9876,-0.9789,98.6083,1.3069,0.559,1.5191,1.52,-1.8548,0.1817,0.6798,0.2911,3.0382,0.3634,54.8564,2.2152,2.2347,59.9105,40.0895,42.757,28.6217,71.3783,99.2871,0.7129,0.0825,1.2152,0.8229,2.4938,0.7794,2.362,,0.0819,108.143,1.3596,0.6798,1406280575.32,1.307,0.4993,95.0962,1.9875,0.2735,0.8922,43.2019,-37.5,-37.5,-68.2563,-60.8131,-60.8274,-41.5898,-86.32,-67.818,-41.2618,3.1562,2.7234,4.575,19.207,19.207,24.9955,296.4394,-0.5585,1
830839.BJ,20230721,20230630,0.3104,0.3092,2.89,2.89,1.6313,0.2133,1.2426,1034856.47,35070643.49,72740851.37,2.8668,2.1562,1.2604,2.3128,0.8145,1.8308,0.5389,39260073.41,41112498.09,52272756.49,18897967.4669,19797967.4669,139647727.65,3936688.0,39563339.22,17456829.51,452976821.59,289304371.67,282524473.9,514423521.53,173750047.99,0.3025,3.979,0.2838,1.4559,-0.004,0.3445,0.1584,0.1659,10.4685,21.0905,78.9095,7.6938,10.4685,1.085,6.1981,0.4107,-0.4651,88.6169,11.6915,11.9202,7.7336,7.56,7.5119,6.424,5.6416,7.2605,15.4672,12.848,27.8337,1.3857,1.3708,67.5187,32.4813,68.8406,7.6908,92.3092,84.6171,15.3829,0.2186,0.3857,2.5928,12.0025,2.4733,11.4494,25.9484,0.1849,175.6378,11.2832,5.6416,188351631.37,11.7179,1.2121,88.2183,4.3719,4.2922,3.1715,24.2142,89.3838,91.2183,438.5199,90.1954,89.0384,86.1238,89.78,435.7675,63.246,4.46,5.796,3.4848,63.6942,63.6942,70.8259,36.2431,14.0143,1
000408.SZ,20230725,20230630,1.2901,1.2901,1.7694,1.7694,1.2354,0.6562,5.3002,26764954.33,1999363661.78,1990227064.64,4.4826,3.8516,2.2366,21.1418,0.6722,1.0,0.207,1692459058.63,2254642845.06,2467069952.39,1194439420.6009,1193463945.1409,729641344.47,16286630.0,38039929.56,-1495152313.58,12281573453.07,2636361849.01,1130542841.33,12739254737.16,9413746994.19,1.282,8.0381,0.8194,5.9564,-0.8008,1.4266,0.7558,0.7551,72.3651,71.1715,28.8285,6.098,72.3651,0.8062,5.6819,-0.3901,-0.2263,39.4768,81.2754,80.6271,16.3217,16.16,16.1061,16.6877,14.9776,16.1644,32.6434,33.3754,5.8136,1.0617,1.0884,25.1637,74.8363,91.0746,0.2986,99.7212,96.5619,3.4381,1.7107,0.0617,16.2044,333.958,15.6659,322.86,,1.6519,124.8681,29.9552,14.9963,3078943661.27,81.1442,0.8274,36.1368,9.1132,8.9419,8.0909,70.4223,-14.9235,-14.9235,-60.2291,-18.7199,-18.8607,-15.4589,-16.45,-60.227,-20.1434,4.7842,-0.4052,4.7835,-20.3304,-20.3304,-36.0343,7.5805,5.8661,1
600885.SH,20230727,20230630,0.6772,0.6808,6.3992,6.3992,0.0288,1.0105,5.1257,-29146951.75,735207461.84,2335945736.87,2.6401,2.035,1.9621,2.0668,0.6817,1.5462,0.4041,1170967805.52,1172273205.34,1594188286.76,534659932.6928,1022743517.6328,2871017753.15,748298289.73,2884067546.05,1036099625.06,6657161587.26,6354982098.31,5510724008.25,13412884630.65,6398064383.2,0.6772,7.1958,1.011,6.1362,0.4697,1.1243,0.5128,0.9809,14.3352,35.0095,64.9905,16.0979,14.3352,3.3113,12.8265,-0.0399,-0.0965,82.4503,16.7501,17.5692,9.2047,9.06,9.5847,7.0997,5.7929,7.8057,18.4094,14.1994,38.1829,1.6177,2.1526,60.061,39.939,39.0857,21.5022,58.4913,59.5802,40.4198,0.272,0.6177,1.2064,2.7202,1.0236,2.3083,6.4252,0.1621,194.5346,11.5858,4.2762,5335729695.92,16.7419,3.5079,79.4392,4.8642,5.719,3.1448,25.8284,13.7578,13.259,6.3651,10.6315,10.7562,13.7453,24.99,6.3637,-0.6221,4.8859,4.8936,4.5551,13.6808,13.6808,13.2863,10.478,14.4573,1
688219.SH,20230728,20230630,0.15,0.11,5.3347,5.3347,2.0275,0.0464,0.8585,20380676.18,44761783.24,324661070.04,1.366,1.1594,1.074,1.8582,0.605,1.843,0.3906,46328403.77,97149427.0,155837586.18,-153985523.04,-352558852.28,1629470075.03,123770086.49,2521045706.13,1496590341.92,1239941588.01,1052316510.19,1273357664.25,4350512186.35,415605591.77,0.1418,3.7165,0.2502,0.9049,-0.8419,0.2115,-0.3353,-0.7676,2.558,13.2507,86.7493,10.0232,2.558,2.0375,6.518,1.4677,-0.3608,98.1092,2.5068,3.9651,3.5999,3.6,2.4736,1.5486,0.9991,2.2014,7.1998,3.0972,70.0272,3.3364,3.4667,64.3421,35.6579,20.3144,57.9483,42.1481,67.2619,32.7381,0.04,2.3364,0.429,0.7273,0.2901,0.4918,0.8285,0.0269,152.3977,1.9982,1.0384,1531730030.9,2.5569,2.0106,97.4137,2.6009,1.7453,0.7512,5.7917,114.2857,57.1429,138.2857,142.7573,146.8525,104.8546,286.73,138.3529,91.1754,2.9045,-5.26,2.7017,0.1609,0.1609,13.577,229.5027,7.1553,1
600313.SH,20230728,20230630,0.0672,0.0672,2.555,2.555,0.3901,0.0146,0.2672,20796975.07,51972817.67,222722061.19,2.7513,2.0964,1.441,9.6671,0.9794,4.5909,0.6742,85618415.29,115352149.86,163414021.68,49974416.6834,342474416.6834,890285354.61,364330064.9,259278379.68,-541645989.42,1279174524.8,1861298805.99,1232879233.66,2943825782.76,304958535.7,0.0672,1.6726,0.0485,0.2818,-0.0182,0.1066,0.0462,0.3165,3.8168,8.0549,91.9451,4.5505,3.8168,1.1008,3.3452,0.1045,-0.1343,96.9036,4.049,4.1718,4.1035,4.1,2.9308,2.8125,2.5731,3.568,8.207,5.625,36.0585,1.5639,2.3128,69.647,30.353,30.4678,8.8075,61.488,70.2024,29.7976,0.0493,0.5639,1.1957,6.9813,0.845,4.9336,,0.0346,74.2063,5.1462,1.7742,650547653.39,4.2911,0.9843,98.0394,1.8773,1.1706,1.1314,-4.2518,55.1963,55.1963,139.689,3.0011,12.2534,55.3561,28.77,139.6465,33.124,4.2313,4.8428,4.233,13.5256,13.5256,5.5885,-33.605,16.7003,1
603729.SH,20230728,20230630,0.04,0.04,1.8201,1.8201,0.6862,0.5,1.6463,458837.79,3281151.27,34642799.36,1.1951,1.0926,0.8637,1.1618,0.5806,3.3825,0.2586,-6998237.28,3788417.43,9498948.18,160797377.6545,183640841.6545,190895746.68,2980448.51,96634860.77,75901053.22,238004477.56,43447007.49,54506869.75,439821996.47,200334423.8,0.0401,3.6555,0.3545,2.1463,-0.092,0.0406,1.7227,1.9675,0.3987,20.3923,79.6077,22.9069,0.3987,5.1306,16.3903,1.386,0.4086,104.1195,0.7104,2.23,0.8667,0.69,0.7604,0.5768,0.1031,0.3421,1.7334,1.1536,45.8438,1.8465,1.5221,41.9973,58.0027,37.558,21.9714,77.576,76.6544,23.3456,0.1486,0.8465,1.1745,3.5308,0.8193,2.4629,3.1357,0.1139,189.574,0.2062,0.5694,49171294.8,0.8523,3.5424,96.8721,2.3636,2.2728,1.058,21.1227,123.5294,123.5294,-25.2425,107.3664,108.844,124.0649,120.5741,-25.2448,149.7769,-34.6181,-9.7703,-37.2514,-30.9856,-30.9856,19.7158,222.4551,-51.6545,1
002138.SZ,20230728,20230630,0.32,0.32,2.8916,2.8916,2.5675,0.4419,3.4234,23185595.62,232686930.3,789801593.37,1.4548,1.1479,0.898,1.3543,0.6115,0.5096,0.2085,346420223.55,410202738.49,680599387.8,-212459564.9871,373276477.4129,1365083906.21,463592675.07,3514520524.6,3033025771.29,4490149492.47,1242730174.36,2128796075.32,9594498795.4,3116655715.43,0.3173,6.9131,0.4527,3.8653,0.0507,0.5087,-0.2635,0.4629,12.8712,33.8749,66.1251,16.4121,12.8712,2.0306,13.2569,1.1246,-0.4908,85.1419,16.0277,17.5937,4.5966,4.58,4.1801,3.6688,2.684,3.5394,9.1932,7.3376,46.7751,1.8788,2.0086,34.801,65.199,39.3074,36.6306,58.0976,51.1425,48.8575,0.1336,0.8788,1.0432,1.586,0.8403,1.2776,1.4804,0.0683,236.1269,5.368,2.2885,6028910266.44,15.9188,2.0289,81.7041,3.1803,3.1076,1.7744,19.5258,-13.5135,-13.5135,-29.9226,-12.0157,-12.3178,-12.8274,-11.64,-29.9296,-14.6219,0.2741,4.4151,0.286,9.1701,9.1701,15.8811,85.9424,2.1018,1
300033.SZ,20230729,20230630,0.85,0.85,2.7353,2.7353,0.6637,0.6712,9.4684,10504642.4,448803081.84,1264712644.6,3.2485,3.2485,3.2464,34.3184,0.1974,2.1281,0.1654,480624070.91,385440505.23,422384542.16,819698868.4259,819698868.4259,2240875579.49,113480083.77,1919382.72,-7195060046.9,6045560370.55,5040804235.4,-2155204707.84,6397216268.57,5451021440.89,0.8544,11.8957,0.7834,10.1395,-1.6183,0.717,1.5247,1.5247,31.233,86.0057,13.9943,51.8621,31.233,15.1522,45.1758,-8.466,,67.3156,34.3143,26.2115,6.7346,6.73,6.5805,4.3359,5.1665,5.1444,13.4692,8.6718,26.924,1.3684,1.3034,83.2153,16.7847,69.0797,0.03,99.9673,95.1436,4.8564,0.1879,0.3684,2.7141,3331.866,2.5657,3149.742,,0.1787,5.245,10.333,5.1668,1106760046.98,34.302,15.6559,57.9861,5.4313,5.365,4.0079,40.1554,-5.5556,-5.5556,9.5511,-9.983,-9.8844,-5.2858,-3.48,9.5577,-10.8669,-11.7327,-3.0569,-11.7313,5.8295,5.8295,-1.5833,172.8042,6.2615,1
