ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag
000022.SZ,20130828,20130630,0.458,0.458,1.3419,1.3419,0.2575,0.7502,3.8114,777873.0,294817033.0,475013515.0,0.4534,0.4431,0.4388,3.1144,1.0801,0.3245,0.1219,385756295.0,457117003.0,565606893.0,1088349089.9676,738693089.9676,933919021.0,126197416.0,1738651246.0,1115230686.0,2381319212.0,-1189268455.0,-570978043.0,5480242169.0,2941157856.0,0.4585,5.803,0.555,4.5616,0.4786,0.709,1.688,1.1457,43.8116,54.8999,45.1001,10.0094,43.8116,,8.5359,1.4735,-0.0058,55.416,49.903,52.8315,7.9679,7.8,7.947,6.442,5.3422,5.3526,15.9358,12.884,37.7668,1.6069,1.9127,13.31,86.69,32.1337,31.7258,68.2742,77.7353,22.2647,0.1645,0.6069,1.3369,2.152,0.8508,1.3696,2.1353,0.1278,67.8878,10.6844,4.1657,3369028256.0,50.0734,,53.7684,4.3807,4.3727,2.92,47.6687,33.1395,33.1395,2.5878,18.2246,17.5631,33.1297,34.23,2.5301,22.1163,1.7267,9.2836,1.7281,1.3033,1.3033,-0.2796,21.8323,9.0188,0
000043.SZ,20130823,20130630,-0.049,-0.049,1.7943,1.7943,0.8948,0.203,2.1047,29595096.81,-62262020.88,347040362.87,1.3601,0.4241,0.3082,3.2909,0.1074,5.6251,0.0753,-32872691.74,126968141.65,152789879.62,-3028913575.5724,-999231907.8724,6749230512.62,487030635.23,6213303147.7,4536374975.93,2678557494.83,3321081858.92,4118153687.15,10111247810.6,1539107315.14,-0.049,4.204,-1.9276,2.3076,0.3678,0.1904,-4.5414,-1.4982,-2.3101,28.9991,71.0009,24.435,-2.3101,2.1664,11.3406,10.928,0.0,102.7469,-2.8884,10.6096,-1.1414,-1.1,-2.1755,0.7992,-0.174,-23.666,-2.2828,1.5984,77.5302,4.4504,5.551,72.3119,27.6881,15.4406,61.4494,27.7306,68.5764,31.4236,-0.1394,3.4504,0.2085,0.4513,0.1992,0.4311,0.5905,-0.0956,1654.6963,-0.348,-0.2056,4353933971.9,0.1334,1.9669,99.2305,0.2552,-0.7494,0.119,-110.4495,-1024.5283,-1024.5283,-140.2892,-257.4405,-95.1312,-1019.7556,-3609.82,-140.2836,-935.3746,-3.9766,20.2505,-3.9771,18.7319,18.7319,30.4169,108.9723,10.101,1
002946.SZ,20140115,20130630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2286,8.4689,,,,,,1
601236.SH,20130705,20130630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.607,,,,,,6.9657,4.0644,,,,,5.2027,1
688981.SH,20130826,20130630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1715,,1.7973,20.0184,,,,,338.5342,416.856,,88.6335,398.7115,,3.8164,3.8066,34.3443,35.0239,25.3573,,6.0742,1
600816.SH,20130722,20130630,0.2432,0.2432,0.4401,0.4401,0.085,0.0267,0.3581,196417.55,110260356.81,,,,,,,4.4032,0.1941,147013809.07,,,,,,,,,,,,,174767784.32,0.2432,1.5318,-0.9317,0.3849,-0.706,,,,55.2735,,,,55.2735,,,,-0.3494,,74.4473,,16.6577,16.29,16.6281,,10.727,,33.3154,,37.2336,1.5932,1.5529,,,,,,,,,0.5932,1.6857,,,,,-1.0253,,21.454,10.727,48399369.1,73.6981,,,8.3989,9.836,5.4757,124.4605,-1.9355,-1.9355,-106.2196,8.0738,-0.9382,-1.9009,6.61,-106.218,-10.381,10.3125,16.5196,10.3153,1.7602,1.7602,5.5817,56.6719,9.4623,1
000047.SZ,20130829,20130630,,,0.0,0.0,1.9874,0.3287,-12.9925,0.0,-19252734.94,0.0,-0.0112,-0.0112,-0.0112,,,0.0,,-19252714.94,-2466595.02,-212082.92,16786139.92,16786139.92,325410685.25,,995813816.1,995791624.43,-1330816646.53,-1313410173.38,-340043548.95,-169252830.43,-1524768598.64,-0.1599,-9.6763,-0.0021,-12.6637,0.0,-0.0205,0.1394,0.1394,,,,,,,,,,,,,,,,-1.5669,-12.2306,,,-3.1338,846.0826,,,-9.3563,109.3563,-852.2252,,,98.3027,,-0.0002,,-0.8818,-1.17,-1.0073,-1.3364,-1.3364,-0.0002,,-24.4612,-12.2306,4939890.18,,,,,,-6.1259,,,,-40.0,-0.2303,-0.2304,-0.2304,-0.2304,-41.6542,,-1.6803,-1.5834,-1.6803,,,,0.4679,3.4137,1
000675.SZ,20130823,20130630,-0.1283,,0.0,0.0,0.5133,0.1113,-10.54,-485840.51,-14183779.26,0.0,0.013,0.0128,0.0127,,0.0,0.0,,-14183779.26,-2798337.23,-1008325.85,8963246.43,8963246.43,535744315.48,282236325.02,309363659.39,303792835.27,-1070951824.3,-830598541.91,-530397610.41,-722641754.46,-1192531032.64,-0.1283,-9.02,-0.0013,-10.4288,0.0194,-0.0245,0.0784,0.0784,,,,,,,,,,,,,,,,-2.87,-15.0455,,,-5.74,1171.5609,,,11.3457,88.6543,-1112.9566,,,74.6459,25.0355,-0.0002,,-0.9154,-3.3359,-0.95,-3.4618,-3.5253,-0.0001,,-30.091,-15.0455,44446898.78,,,,,,-8.1205,,,,-119.697,8.3871,12.9507,12.9507,8.3871,-119.3479,,-1.3848,-2.583,-1.4408,,,,-9.7859,21.0106,1
000563.SZ,20130822,20130630,0.1529,0.1529,0.6198,0.6198,3.6868,0.1465,0.9609,5728154.47,180035751.01,,,,,,,5.9315,0.0985,200237234.59,,,,,,,,,,,,,640534769.42,0.3212,5.9253,-0.655,1.1074,-0.264,,,,51.8149,,,,51.8149,,26.7683,,0.326,,67.2028,,5.5534,5.55,5.3822,,5.1016,,11.1068,,7.9124,1.0859,1.0886,,,,,,,,,0.0859,11.6384,,,,,-1.2865,,10.2032,5.1016,60636617.72,69.3331,,,3.3072,3.1378,3.0628,-189.8415,34.5951,34.5951,40.4545,73.924,79.4445,80.3548,74.79,40.5563,64.0759,5.0399,4.5174,5.0398,74.4997,74.4997,52.3402,44.4714,9.9216,1
830832.BJ,20130820,20130630,,,2.1766,2.1766,1.5078,0.1313,0.9042,,,29631259.91,1.2627,0.6721,0.6724,1.7433,0.7579,1.1729,0.3498,9284066.48,12327789.85,20691689.54,-21979965.02,-20515131.69,56167205.44,0.0,120757700.0,112190264.21,180065303.75,35949351.48,108081915.69,323514455.85,59252849.35,0.1296,3.5433,0.1897,1.0355,-0.2161,0.2154,-0.3841,-0.3585,5.952,23.7903,76.2097,15.2615,5.952,0.9843,12.2234,2.0538,0.1413,92.546,7.4989,9.8977,3.769,,,3.4621,2.0819,3.0502,7.538,6.9242,46.5982,1.8726,1.8103,45.5162,54.4838,47.4253,37.3268,62.6732,77.3589,22.6411,0.0793,0.8726,1.146,1.679,1.0177,1.4911,1.605,0.0613,238.8151,4.1638,2.0819,183333652.27,7.8439,,,,,,,-55.1724,-55.1724,140.4309,-51.0859,-48.3285,-50.293,,164.5864,-53.5111,6.3639,14.1984,6.3638,-18.3836,-18.3836,,,6.9225,1
430047.BJ,20130823,20130630,-0.15,-0.15,,,0.3354,0.0002,-0.2563,4110103.98,-10620485.99,,1.3488,1.1508,0.9813,,,,,-10631875.01,-6795239.73,-5957536.68,,,8506303.55,16902081.38,0.0,-7780044.86,7007768.47,2967228.1,-4812816.76,48144597.76,-11083588.71,-0.1504,1.0793,-0.1517,-0.256,-0.2602,-0.157,,,,,,,,,,,,,,,-14.2475,-15.72,-23.2422,-9.2517,-8.8794,-14.6432,-28.495,-18.5034,34.5443,1.5278,1.6074,15.599,84.401,9.5275,0.0,97.0478,33.4783,66.5217,-0.7721,0.5278,1.8389,,0.2758,,,-0.2585,,-17.7588,-8.8639,18363959.07,,,,,,,,-114.2857,-114.2857,-352.8333,-84.9987,-116.8485,-116.4698,-84.8005,-367.8925,-90.743,4.61,0.2858,4.605,,,,,13.4877,1
