code,trade_date,open,high,low,close,pre_close,vol,amount
510050,2005-07-01,-0.0290,-0.0280,-0.0350,-0.0300,,2699548.00,206710096.00
510050,2005-07-04,-0.0330,-0.0330,-0.0430,-0.0360,,1742102.00,131948404.00
510050,2005-07-05,-0.0370,-0.0370,-0.0450,-0.0430,,1004900.00,75954654.00
510050,2005-07-06,-0.0430,-0.0380,-0.0480,-0.0470,,1845640.00,139076789.00
510050,2005-07-07,-0.0480,-0.0430,-0.0490,-0.0470,,932639.00,70027450.00
510050,2005-07-08,-0.0490,-0.0490,-0.0600,-0.0540,,1558905.00,115617701.00
510050,2005-07-11,-0.0460,-0.0330,-0.0570,-0.0560,,2239093.00,168443720.00
510050,2005-07-12,-0.0580,-0.0230,-0.0630,-0.0250,,4059561.00,308070476.00
510050,2005-07-13,-0.0290,-0.0270,-0.0370,-0.0320,,2407279.00,184089812.00
510050,2005-07-14,-0.0330,-0.0180,-0.0370,-0.0290,,3502049.00,269975769.00
510050,2005-07-15,-0.0270,-0.0230,-0.0340,-0.0310,,1467683.00,112558069.00
510050,2005-07-18,-0.0350,-0.0310,-0.0370,-0.0330,,811560.00,61946427.00
510050,2005-07-19,-0.0350,-0.0280,-0.0350,-0.0340,,1549539.00,118422060.00
510050,2005-07-20,-0.0330,-0.0230,-0.0340,-0.0250,,1846837.00,142102052.00
510050,2005-07-21,-0.0260,-0.0210,-0.0280,-0.0220,,2384385.00,184096147.00
510050,2005-07-22,-0.0170,-0.0020,-0.0230,-0.0100,,4766704.00,374007989.00
510050,2005-07-25,-0.0120,-0.0100,-0.0150,-0.0130,,2302869.00,180596134.00
510050,2005-07-26,-0.0130,0.0040,-0.0140,-0.0010,,4985370.00,397024143.00
510050,2005-07-27,-0.0020,0.0060,-0.0040,0.0060,,3738807.00,298783433.00
510050,2005-07-28,0.0060,0.0090,-0.0010,0.0020,,4101619.00,328870113.00
510050,2005-07-29,0.0020,0.0030,-0.0030,0.0000,,2739914.00,218586555.00
510050,2005-08-01,0.0000,0.0080,-0.0010,0.0010,,1768262.00,141391750.00
510050,2005-08-02,0.0010,0.0090,-0.0010,0.0080,,3446891.00,276207870.00
510050,2005-08-03,0.0080,0.0160,0.0070,0.0100,,5369016.00,434624987.00
510050,2005-08-04,0.0090,0.0120,0.0060,0.0080,,3860801.00,311147834.00
510050,2005-08-05,0.0080,0.0300,0.0080,0.0300,,6263020.00,513833467.00
510050,2005-08-08,0.0310,0.0370,0.0290,0.0310,,3639165.00,301766125.00
510050,2005-08-09,0.0310,0.0330,0.0250,0.0320,,2282687.00,188336681.00
510050,2005-08-10,0.0320,0.0360,0.0240,0.0330,,3593453.00,296798870.00
510050,2005-08-11,0.0340,0.0450,0.0330,0.0430,,4104760.00,343274092.00
510050,2005-08-12,0.0440,0.0460,0.0360,0.0390,,4419357.00,370385751.00
510050,2005-08-15,0.0450,0.0580,0.0410,0.0570,,7107787.00,601126561.00
510050,2005-08-16,0.0570,0.0590,0.0390,0.0420,,3632606.00,306761510.00
510050,2005-08-17,0.0430,0.0530,0.0340,0.0530,,5194378.00,436493304.00
510050,2005-08-18,0.0530,0.0560,0.0240,0.0270,,15053215.00,1268367883.00
510050,2005-08-19,0.0250,0.0370,0.0250,0.0330,,3800706.00,315335246.00
510050,2005-08-22,0.0340,0.0420,0.0310,0.0390,,5892636.00,491100367.00
510050,2005-08-23,0.0390,0.0410,0.0290,0.0330,,4173861.00,347393280.00
510050,2005-08-24,0.0350,0.0480,0.0350,0.0430,,5714163.00,480084603.00
510050,2005-08-25,0.0420,0.0470,0.0380,0.0430,,2050952.00,172033146.00
510050,2005-08-26,0.0420,0.0430,0.0390,0.0430,,969190.00,81196675.00
510050,2005-08-29,0.0420,0.0420,0.0300,0.0330,,3129102.00,259959074.00
510050,2005-08-30,0.0310,0.0340,0.0290,0.0290,,761935.00,63043163.00
510050,2005-08-31,0.0280,0.0380,0.0280,0.0380,,1165932.00,96660128.00
510050,2005-09-01,0.0380,0.0490,0.0350,0.0470,,2801757.00,235610090.00
510050,2005-09-02,0.0480,0.0500,0.0440,0.0480,,1034851.00,87371344.00
510050,2005-09-05,0.0480,0.0510,0.0430,0.0480,,1224428.00,103370889.00
510050,2005-09-06,0.0480,0.0480,0.0360,0.0370,,1517434.00,127268955.00
