code,trade_date,open,high,low,close,pre_close,vol,amount
510880,2009-07-01,0.8080,0.8590,0.8030,0.8570,,904657.00,216082780.00
510180,2009-07-01,1.8770,1.9490,1.8650,1.9410,,1332086.00,95010590.00
159901,2009-07-01,1.6620,1.7080,1.6580,1.7020,,1331458.00,473605443.57
510050,2009-07-01,1.6980,1.7680,1.6940,1.7660,,7371157.00,1779587769.00
159902,2009-07-01,1.9950,2.0240,1.9950,2.0240,,77681.00,16548421.18
510050,2009-07-02,1.7700,1.8160,1.7670,1.8060,,7396075.00,1828327828.00
159902,2009-07-02,2.0240,2.0530,2.0200,2.0460,,138649.00,29959414.67
510880,2009-07-02,0.8650,0.8840,0.8490,0.8780,,502386.00,121519920.00
510180,2009-07-02,1.9490,1.9890,1.9490,1.9890,,1572580.00,114520602.00
159901,2009-07-02,1.7050,1.7230,1.7040,1.7200,,1064093.00,383106819.96
159901,2009-07-03,1.7100,1.7620,1.7070,1.7600,,1429948.00,521191646.55
159902,2009-07-03,2.0430,2.0580,2.0310,2.0440,,201965.00,43693461.94
510050,2009-07-03,1.7990,1.8350,1.7880,1.8350,,9175357.00,2280967715.00
510180,2009-07-03,1.9770,2.0170,1.9570,2.0170,,2536320.00,185814764.00
510880,2009-07-03,0.8680,0.9180,0.8600,0.9050,,863120.00,210899445.00
510180,2009-07-06,2.0170,2.0650,2.0170,2.0570,,2741454.00,204620423.00
510880,2009-07-06,0.9080,1.0010,0.9080,0.9930,,1588464.00,399748948.00
159901,2009-07-06,1.7690,1.8000,1.7690,1.7990,,807254.00,301732366.25
159902,2009-07-06,2.0430,2.0600,2.0300,2.0500,,247620.00,53675954.65
510050,2009-07-06,1.8360,1.8800,1.8360,1.8740,,7034117.00,1786189864.00
159902,2009-07-07,2.0500,2.0690,2.0390,2.0590,,283138.00,61608362.28
510050,2009-07-07,1.8690,1.8850,1.8310,1.8370,,8782812.00,2225454465.00
510180,2009-07-07,2.0570,2.0650,2.0130,2.0170,,1858315.00,138337883.00
510880,2009-07-07,0.9890,1.0260,0.9670,0.9770,,1312304.00,333954464.00
159901,2009-07-07,1.7980,1.8070,1.7710,1.7740,,1943032.00,726487725.93
159901,2009-07-08,1.7590,1.8000,1.7400,1.7940,,1737680.00,642544209.03
159902,2009-07-08,2.0500,2.0760,2.0440,2.0700,,425942.00,92793662.30
510050,2009-07-08,1.8120,1.8410,1.7600,1.8210,,12992372.00,3213185314.00
510180,2009-07-08,2.0010,2.0370,1.9450,2.0210,,3429249.00,250581551.00
510880,2009-07-08,0.9680,1.0160,0.9380,0.9960,,1780950.00,449446711.00
510180,2009-07-09,2.0210,2.0610,2.0050,2.0610,,1471729.00,109284843.00
510880,2009-07-09,0.9970,1.0530,0.9930,1.0520,,1258786.00,324777818.00
159901,2009-07-09,1.7930,1.8230,1.7900,1.8220,,1550075.00,586042427.36
159902,2009-07-09,2.0790,2.1250,2.0680,2.1250,,835593.00,186048675.39
510050,2009-07-09,1.8160,1.8570,1.8010,1.8550,,8606120.00,2155778584.00
159902,2009-07-10,2.1360,2.1480,2.1000,2.1190,,697167.00,156277280.28
510050,2009-07-10,1.8550,1.8700,1.8280,1.8390,,6410081.00,1618151935.00
510180,2009-07-10,2.0690,2.0930,2.0370,2.0530,,2853449.00,214382646.00
510880,2009-07-10,1.0530,1.0650,1.0280,1.0450,,1142737.00,297112520.00
159901,2009-07-10,1.8230,1.8540,1.8170,1.8340,,1522051.00,584134313.04
159901,2009-07-13,1.8250,1.8550,1.8250,1.8330,,952166.00,366439923.41
159902,2009-07-13,2.1150,2.1480,2.0800,2.1380,,598410.00,134631735.75
510050,2009-07-13,1.8250,1.8310,1.7910,1.7920,,5854461.00,1456902692.00
510180,2009-07-13,2.0410,2.0570,2.0090,2.0130,,1970384.00,146496548.00
510880,2009-07-13,1.0250,1.0450,1.0060,1.0070,,467760.00,120684752.00
510880,2009-07-14,1.0150,1.0950,1.0150,1.0930,,928094.00,243433952.00
510180,2009-07-14,2.0130,2.1010,2.0130,2.0970,,3457101.00,260968874.00
159901,2009-07-14,1.8380,1.8820,1.8380,1.8820,,765264.00,297632968.80
510050,2009-07-14,1.8020,1.8770,1.8020,1.8750,,7843977.00,1982141251.00
159902,2009-07-14,2.1350,2.1780,2.1350,2.1720,,277491.00,63079983.71
510050,2009-07-15,1.8850,1.9080,1.8850,1.9000,,5028944.00,1295252227.00
159902,2009-07-15,2.1740,2.1800,2.1550,2.1680,,300716.00,68760474.99
510880,2009-07-15,1.1080,1.1770,1.1060,1.1600,,798902.00,216114336.00
510180,2009-07-15,2.1050,2.1410,2.1010,2.1330,,1668984.00,128043140.00
159901,2009-07-15,1.8880,1.9020,1.8850,1.9000,,1140334.00,451256929.88
159901,2009-07-16,1.9140,1.9210,1.8900,1.8960,,1627025.00,648242131.91
159902,2009-07-16,2.1690,2.1790,2.1440,2.1500,,306134.00,69837374.82
510050,2009-07-16,1.9240,1.9560,1.9050,1.9220,,7456120.00,1945443415.00
510180,2009-07-16,2.1610,2.1930,2.1330,2.1570,,2331574.00,180745186.00
510880,2009-07-16,1.1840,1.1940,1.1430,1.1440,,1493685.00,407034059.00
510880,2009-07-17,1.1480,1.1720,1.1370,1.1610,,1149408.00,311405512.00
510180,2009-07-17,2.1450,2.1970,2.1290,2.1650,,3081735.00,238633469.00
159901,2009-07-17,1.8960,1.9140,1.8820,1.9100,,928077.00,368639763.89
510050,2009-07-17,1.9260,1.9450,1.9100,1.9350,,4748932.00,1237994626.00
159902,2009-07-17,2.1500,2.1690,2.1350,2.1600,,220400.00,50081193.42
159902,2009-07-20,2.1680,2.2100,2.1530,2.2070,,763799.00,175789693.43
510050,2009-07-20,1.9440,1.9890,1.9240,1.9850,,5511670.00,1452301119.00
510180,2009-07-20,2.1730,2.2410,2.1610,2.2370,,1954034.00,153333188.00
510880,2009-07-20,1.1700,1.2480,1.1700,1.2310,,1082066.00,299810757.00
159901,2009-07-20,1.9110,1.9530,1.9050,1.9530,,924859.00,372162839.09
159901,2009-07-21,1.9590,1.9600,1.9150,1.9170,,1660817.00,671558596.09
510050,2009-07-21,1.9920,2.0090,1.9430,1.9450,,9207254.00,2447840196.00
159902,2009-07-21,2.2060,2.2130,2.1360,2.1400,,273263.00,62551725.85
510880,2009-07-21,1.2390,1.2450,1.1730,1.1780,,1432402.00,396193373.00
510180,2009-07-21,2.2530,2.2610,2.1770,2.1850,,2990448.00,235898392.00
510880,2009-07-22,1.1680,1.2660,1.1680,1.2540,,1265913.00,352516645.00
510180,2009-07-22,2.1850,2.2450,2.1850,2.2450,,4124675.00,325881475.00
159901,2009-07-22,1.9110,1.9520,1.9110,1.9440,,1593813.00,644914101.85
510050,2009-07-22,1.9490,2.0070,1.9490,2.0050,,8192438.00,2178190395.00
159902,2009-07-22,2.1300,2.1770,2.1300,2.1680,,221808.00,50513281.05
159902,2009-07-23,2.1680,2.1770,2.1500,2.1760,,248839.00,56843419.95
510050,2009-07-23,2.0050,2.0470,1.9890,2.0400,,6105307.00,1645383527.00
510180,2009-07-23,2.2570,2.2890,2.2330,2.2850,,4439587.00,355883356.00
510880,2009-07-23,1.2580,1.2750,1.2480,1.2720,,776255.00,218472381.00
159901,2009-07-23,1.9480,1.9730,1.9400,1.9690,,730663.00,298915366.55
159901,2009-07-24,1.9770,1.9900,1.9320,1.9730,,1663751.00,681445450.16
510050,2009-07-24,2.0610,2.0760,2.0140,2.0690,,7934006.00,2162927310.00
159902,2009-07-24,2.1770,2.1840,2.1230,2.1550,,278370.00,63402524.07
510880,2009-07-24,1.2860,1.3000,1.2210,1.2930,,1463818.00,413524405.00
510180,2009-07-24,2.3130,2.3330,2.2410,2.3010,,2513637.00,203278127.00
510880,2009-07-27,1.2930,1.3580,1.2930,1.3560,,1039788.00,299648041.00
510180,2009-07-27,2.3050,2.3890,2.3050,2.3890,,2823091.00,231838542.00
159901,2009-07-27,1.9750,2.0000,1.9570,1.9950,,875520.00,361283584.67
510050,2009-07-27,2.0760,2.1340,2.0760,2.1340,,6401252.00,1781853656.00
159902,2009-07-27,2.1490,2.1940,2.1490,2.1910,,163869.00,37570455.83
159902,2009-07-28,2.1910,2.2430,2.1880,2.2410,,311580.00,72882657.42
510050,2009-07-28,2.1350,2.1350,2.0960,2.1190,,7839438.00,2186659393.00
510180,2009-07-28,2.3930,2.3930,2.3410,2.3890,,2386038.00,197183496.00
510880,2009-07-28,1.3560,1.4170,1.3460,1.4120,,1598242.00,468191488.00
159901,2009-07-28,1.9910,2.0200,1.9770,2.0100,,1164528.00,485061741.16
159901,2009-07-29,2.0090,2.0090,1.8350,1.8990,,3169612.00,1280838123.47
159902,2009-07-29,2.2410,2.2470,2.0310,2.1250,,292695.00,67105195.42
510050,2009-07-29,2.1140,2.1550,1.8970,1.9870,,16218116.00,4444954883.00
510180,2009-07-29,2.4010,2.4010,2.0810,2.2170,,5058868.00,409014597.00
510880,2009-07-29,1.4130,1.4380,1.1480,1.2780,,2070308.00,597949400.00
510880,2009-07-30,1.2840,1.3460,1.2380,1.3210,,3055342.00,870359406.00
510180,2009-07-30,2.2290,2.3130,2.1810,2.2770,,5962687.00,475689625.00
159901,2009-07-30,1.9050,1.9380,1.8480,1.9140,,3314596.00,1311728339.29
510050,2009-07-30,2.0320,2.0940,1.9890,2.0760,,18691335.00,5084567158.00
159902,2009-07-30,2.1190,2.1750,2.0600,2.1270,,342344.00,76411159.78
159902,2009-07-31,2.1300,2.1990,2.1300,2.1960,,489327.00,111642960.61
510050,2009-07-31,2.1090,2.1460,2.0730,2.1430,,11139163.00,3103636181.00
510180,2009-07-31,2.3170,2.3770,2.2770,2.3690,,2726156.00,222749242.00
510880,2009-07-31,1.3470,1.4260,1.3360,1.4190,,1682184.00,491887951.00
159901,2009-07-31,1.9280,1.9870,1.9150,1.9830,,1926768.00,781542583.39
159901,2009-08-03,1.9890,2.0180,1.9750,2.0160,,1487717.00,619290296.65
510050,2009-08-03,2.1560,2.1680,2.1230,2.1620,,9448754.00,2666630660.00
159902,2009-08-03,2.1980,2.2350,2.1810,2.2310,,174983.00,40765416.40
510880,2009-08-03,1.4320,1.5280,1.4300,1.5270,,1837435.00,557830769.00
510180,2009-08-03,2.3810,2.4290,2.3410,2.4210,,3488504.00,290933906.00
510180,2009-08-04,2.4210,2.4210,2.3410,2.4010,,3424387.00,284071042.00
510880,2009-08-04,1.5440,1.5810,1.5000,1.5690,,2929815.00,905136274.00
159901,2009-08-04,2.0200,2.0330,1.9860,2.0290,,1647055.00,690787816.59
159902,2009-08-04,2.2350,2.2700,2.2130,2.2690,,240946.00,56843349.16
510050,2009-08-04,2.1720,2.1740,2.0950,2.1360,,9894975.00,2775238134.00
510050,2009-08-05,2.1270,2.1340,2.0650,2.0870,,9687034.00,2688026799.00
159902,2009-08-05,2.2680,2.3210,2.2470,2.2850,,1459757.00,351353588.82
510880,2009-08-05,1.5700,1.5700,1.4620,1.5180,,3356926.00,1029885165.00
510180,2009-08-05,2.3850,2.3970,2.3050,2.3610,,4806135.00,395281596.00
159901,2009-08-05,2.0240,2.0370,1.9810,2.0060,,2368673.00,990707399.28
159901,2009-08-06,1.9850,2.0140,1.9420,1.9670,,3024522.00,1244914195.20
510050,2009-08-06,2.0640,2.0850,1.9840,2.0240,,10897123.00,2950657062.00
159902,2009-08-06,2.2700,2.3290,2.2410,2.2810,,944607.00,227159316.11
510880,2009-08-06,1.4980,1.4980,1.3960,1.4170,,2658132.00,795317059.00
510180,2009-08-06,2.3090,2.3450,2.2250,2.2850,,3274083.00,263691626.00
510880,2009-08-07,1.4170,1.4670,1.2860,1.2970,,3506882.00,1022585935.00
510180,2009-08-07,2.2730,2.3010,2.1650,2.1850,,4470078.00,354772357.00
159901,2009-08-07,1.9590,1.9800,1.8860,1.8910,,4395042.00,1776664486.99
510050,2009-08-07,2.0340,2.0490,1.9490,1.9610,,11092247.00,2971365094.00
159902,2009-08-07,2.2780,2.2860,2.1860,2.1920,,617569.00,146721452.66
510050,2009-08-10,1.9870,2.0040,1.9040,1.9420,,11902368.00,3122371282.00
159902,2009-08-10,2.2010,2.2490,2.1850,2.2230,,656593.00,153707497.21
510880,2009-08-10,1.3380,1.3580,1.2570,1.3250,,1994860.00,569265334.00
510180,2009-08-10,2.2170,2.2570,2.1210,2.1850,,3248093.00,253605205.00
159901,2009-08-10,1.9140,1.9330,1.8640,1.9030,,3004715.00,1189648646.11
159901,2009-08-11,1.9090,1.9320,1.8850,1.9180,,2194932.00,875062860.88
159902,2009-08-11,2.2450,2.2540,2.2010,2.2390,,437012.00,102695830.38
510050,2009-08-11,1.9550,1.9580,1.9090,1.9430,,9333240.00,2440674870.00
510180,2009-08-11,2.1970,2.2010,2.1330,2.1890,,2880806.00,224134161.00
510880,2009-08-11,1.3430,1.3460,1.2860,1.3350,,2186885.00,628754646.00
510880,2009-08-12,1.3260,1.3260,1.1750,1.1840,,2413449.00,676563610.00
510180,2009-08-12,2.1770,2.1810,2.0250,2.0410,,5514244.00,418564820.00
159901,2009-08-12,1.9110,1.9110,1.8200,1.8250,,3764012.00,1471491204.59
510050,2009-08-12,1.9340,1.9400,1.7940,1.8170,,14824795.00,3771867736.00
159902,2009-08-12,2.2390,2.2390,2.1030,2.1200,,787676.00,178322334.27
