code,trade_date,open,high,low,close,pre_close,vol,amount
510050,2006-04-03,0.1130,0.1230,0.1100,0.1230,,778161.00,71263424.00
510050,2006-04-04,0.1220,0.1280,0.1180,0.1280,,906905.00,83604732.00
510050,2006-04-05,0.1270,0.1360,0.1270,0.1350,,814620.00,75728520.00
510050,2006-04-06,0.1360,0.1380,0.1300,0.1330,,355953.00,33118856.00
510050,2006-04-07,0.1330,0.1330,0.1190,0.1220,,623301.00,57368947.00
510050,2006-04-10,0.1220,0.1360,0.1200,0.1350,,1668292.00,154120708.00
510050,2006-04-11,0.1360,0.1480,0.1330,0.1390,,455889.00,42646196.00
510050,2006-04-12,0.1380,0.1410,0.1330,0.1360,,437688.00,40899725.00
510050,2006-04-13,0.1330,0.1390,0.1220,0.1230,,743130.00,68840139.00
510050,2006-04-14,0.1210,0.1420,0.1210,0.1410,,658207.00,61036757.00
510050,2006-04-17,0.1330,0.1520,0.1320,0.1500,,1483825.00,139737889.00
510050,2006-04-18,0.1500,0.1600,0.1460,0.1530,,534735.00,50831132.00
510050,2006-04-19,0.1530,0.1600,0.1490,0.1550,,962210.00,91496229.00
510050,2006-04-20,0.1530,0.1600,0.1410,0.1420,,1054273.00,99830746.00
510050,2006-04-21,0.1420,0.1660,0.1420,0.1650,,1752677.00,166981851.00
510050,2006-04-24,0.1630,0.1700,0.1560,0.1640,,721516.00,69410226.00
159901,2006-04-24,0.4060,0.4160,0.3930,0.4050,,10629429.00,1175545278.03
159901,2006-04-25,0.4000,0.4160,0.3970,0.4090,,4280178.00,473807097.79
510050,2006-04-25,0.1630,0.1630,0.1440,0.1450,,733476.00,69668390.00
510050,2006-04-26,0.1450,0.1690,0.1450,0.1660,,651180.00,62565471.00
159901,2006-04-26,0.4080,0.4220,0.4080,0.4170,,2881419.00,323808323.70
159901,2006-04-27,0.4200,0.4270,0.4140,0.4240,,1444547.00,163611993.30
510050,2006-04-27,0.1660,0.1680,0.1560,0.1670,,438903.00,42117312.00
510050,2006-04-28,0.1610,0.1950,0.1530,0.1950,,626056.00,61094513.00
159901,2006-04-28,0.4190,0.4350,0.4110,0.4340,,1200492.00,136836258.69
510050,2006-05-08,0.1950,0.2310,0.1950,0.2290,,284419.00,28722286.00
159901,2006-05-08,0.4330,0.4590,0.4320,0.4580,,1011226.00,120012599.84
159901,2006-05-09,0.4580,0.4760,0.4580,0.4740,,1046775.00,128040256.06
510050,2006-05-09,0.2300,0.2550,0.2230,0.2490,,502138.00,52194639.00
159901,2006-05-10,0.4730,0.4890,0.4680,0.4840,,1594076.00,198188039.97
510050,2006-05-10,0.2510,0.2630,0.2410,0.2550,,1001192.00,105232406.00
159901,2006-05-11,0.4820,0.4940,0.4710,0.4710,,1030398.00,129702964.61
510050,2006-05-11,0.2530,0.2730,0.2420,0.2460,,673949.00,71234601.00
510050,2006-05-12,0.2410,0.2830,0.2370,0.2830,,1161770.00,123714674.00
159901,2006-05-12,0.4690,0.4930,0.4670,0.4930,,1204317.00,150866040.84
510050,2006-05-15,0.2890,0.3530,0.2880,0.3420,,475312.00,52637967.00
159901,2006-05-15,0.4940,0.5280,0.4930,0.5280,,1084547.00,141504076.05
510050,2006-05-16,0.3140,0.3520,0.2910,0.3070,,660687.00,73630622.00
159901,2006-05-16,0.5250,0.5500,0.5050,0.5140,,1075075.00,144784187.04
159901,2006-05-17,0.5120,0.5300,0.5010,0.5150,,861271.00,113523765.80
510050,2006-05-17,0.3060,0.3310,0.2930,0.3100,,409674.00,45501622.00
510050,2006-05-18,0.3030,0.3090,0.2810,0.3080,,308645.00,33714347.00
159901,2006-05-18,0.5060,0.5230,0.5000,0.5150,,377546.00,49424764.61
510180,2006-05-18,0.1790,0.2030,0.1640,0.1870,,829090.00,247482675.00
510180,2006-05-19,0.1800,0.2570,0.1800,0.2220,,505586.00,155558157.00
510050,2006-05-19,0.3170,0.3350,0.3020,0.3280,,440477.00,48159071.00
159901,2006-05-19,0.5110,0.5350,0.5100,0.5310,,970029.00,130275350.87
159901,2006-05-22,0.5310,0.5420,0.5200,0.5320,,702512.00,95520150.67
510050,2006-05-22,0.3280,0.3460,0.3170,0.3270,,388477.00,43024780.00
510180,2006-05-22,0.2230,0.2470,0.2110,0.2320,,337417.00,105562327.00
510180,2006-05-23,0.2030,0.2450,0.1750,0.1820,,288740.00,87670805.00
159901,2006-05-23,0.5260,0.5300,0.5010,0.5030,,679323.00,89081880.14
510050,2006-05-23,0.3260,0.3260,0.2860,0.2910,,1578815.00,169223714.00
159901,2006-05-24,0.5050,0.5210,0.4910,0.5000,,300585.00,38814027.28
510050,2006-05-24,0.2920,0.3220,0.2730,0.2930,,519324.00,55451751.00
510180,2006-05-24,0.1850,0.2040,0.1550,0.1660,,227895.00,68255865.00
510180,2006-05-25,0.1670,0.1870,0.1640,0.1740,,48851.00,14495469.00
159901,2006-05-25,0.4990,0.5080,0.4910,0.4970,,233759.00,29972641.53
510050,2006-05-25,0.2900,0.3080,0.2790,0.2920,,286336.00,30542526.00
510050,2006-05-26,0.2970,0.3180,0.2960,0.3170,,474320.00,51286210.00
159901,2006-05-26,0.5050,0.5160,0.5000,0.5150,,468517.00,61515295.44
510180,2006-05-26,0.1740,0.2010,0.1740,0.1970,,149146.00,45042955.00
510180,2006-05-29,0.1970,0.2350,0.1970,0.2350,,141337.00,43639320.00
159901,2006-05-29,0.5150,0.5350,0.5110,0.5350,,407791.00,54732765.07
510050,2006-05-29,0.3140,0.3410,0.3090,0.3350,,450699.00,49635881.00
159901,2006-05-30,0.5360,0.5420,0.5310,0.5370,,324553.00,44299550.32
510050,2006-05-30,0.3350,0.3500,0.3330,0.3410,,350142.00,38991664.00
510180,2006-05-30,0.2350,0.2480,0.2320,0.2430,,65591.00,20618140.00
510180,2006-05-31,0.2390,0.2520,0.2230,0.2310,,140223.00,44132756.00
159901,2006-05-31,0.5340,0.5440,0.5280,0.5300,,363953.00,49580594.29
510050,2006-05-31,0.3370,0.3540,0.3320,0.3370,,345029.00,38456033.00
510050,2006-06-01,0.3350,0.3670,0.3330,0.3650,,356617.00,40179186.00
159901,2006-06-01,0.5260,0.5500,0.5260,0.5480,,388231.00,53368554.87
510180,2006-06-01,0.2310,0.2730,0.2290,0.2720,,47602.00,15212181.00
510180,2006-06-02,0.2830,0.2870,0.2550,0.2630,,31852.00,10245594.00
510050,2006-06-02,0.3680,0.3690,0.3460,0.3640,,495118.00,56012503.00
159901,2006-06-02,0.5460,0.5500,0.5320,0.5350,,462225.00,63315758.94
510050,2006-06-05,0.3520,0.3610,0.3270,0.3510,,591988.00,66264355.00
159901,2006-06-05,0.5350,0.5440,0.5290,0.5440,,651295.00,88848816.23
510180,2006-06-05,0.2630,0.2630,0.2350,0.2610,,46304.00,14685230.00
510180,2006-06-06,0.2590,0.2710,0.2470,0.2600,,13335.00,4261924.00
510050,2006-06-06,0.3490,0.3610,0.3370,0.3490,,257724.00,29008647.00
159901,2006-06-06,0.5330,0.5500,0.5330,0.5410,,263653.00,36365562.15
510050,2006-06-07,0.3490,0.3500,0.2970,0.3000,,1047598.00,113999622.00
159901,2006-06-07,0.5400,0.5410,0.5050,0.5080,,548103.00,72404681.63
510180,2006-06-07,0.2600,0.2600,0.1830,0.1960,,61444.00,19013235.00
510180,2006-06-08,0.1830,0.2030,0.1750,0.1950,,22795.00,6833891.00
510050,2006-06-08,0.2940,0.3100,0.2810,0.3060,,1290265.00,137582344.00
159901,2006-06-08,0.5090,0.5090,0.4930,0.5040,,379178.00,48899998.10
159901,2006-06-09,0.5030,0.5090,0.4930,0.4950,,323359.00,41784620.33
510050,2006-06-09,0.3060,0.3120,0.2880,0.2880,,994503.00,106397652.00
510180,2006-06-09,0.1890,0.2190,0.1760,0.1770,,59367.00,17866353.00
510180,2006-06-12,0.1750,0.1850,0.1620,0.1750,,46518.00,13775735.00
510050,2006-06-12,0.2780,0.2990,0.2770,0.2880,,521358.00,55375723.00
159901,2006-06-12,0.4920,0.4980,0.4810,0.4940,,205159.00,26135544.32
159901,2006-06-13,0.4940,0.5020,0.4890,0.4940,,216308.00,27699757.96
510050,2006-06-13,0.2870,0.3010,0.2810,0.2850,,379976.00,40313834.00
510180,2006-06-13,0.1760,0.1880,0.1710,0.1770,,7595.00,2277868.00
510180,2006-06-14,0.1750,0.1750,0.1590,0.1650,,46303.00,13634662.00
510050,2006-06-14,0.2850,0.2850,0.2670,0.2790,,658482.00,69004910.00
