code,trade_date,open,high,low,close,pre_close,vol,amount
510180,2008-01-02,3.7930,3.7930,3.7130,3.7490,,44638.00,52978740.00
510050,2008-01-02,3.4170,3.4330,3.3640,3.4050,,1016925.00,420915472.00
159902,2008-01-02,2.8790,3.0040,2.8780,2.9850,,827654.00,254423741.44
159901,2008-01-02,2.6150,2.6600,2.5950,2.6460,,264577.00,143366882.59
510880,2008-01-02,3.0640,3.1160,3.0050,3.0730,,415615.00,192465727.00
159901,2008-01-03,2.6440,2.6720,2.6220,2.6650,,180802.00,98615865.35
510880,2008-01-03,3.0540,3.2250,3.0340,3.2180,,533222.00,249559588.00
510180,2008-01-03,3.6810,3.7690,3.6580,3.7680,,30340.00,35668961.00
159902,2008-01-03,2.9820,2.9820,2.9300,2.9360,,1125598.00,346352195.52
510050,2008-01-03,3.3850,3.4220,3.3300,3.4200,,906064.00,371890090.00
510050,2008-01-04,3.4170,3.4840,3.4010,3.4670,,1157594.00,485508115.00
159902,2008-01-04,2.9300,2.9450,2.8750,2.9210,,701363.00,211792208.77
510180,2008-01-04,3.7660,3.8610,3.7650,3.8430,,28998.00,34879591.00
510880,2008-01-04,3.2220,3.2730,3.1640,3.2580,,362476.00,175169459.00
159901,2008-01-04,2.6650,2.7140,2.6560,2.7060,,168079.00,93348665.21
510880,2008-01-07,3.2550,3.2950,3.2070,3.2790,,241925.00,117162938.00
159901,2008-01-07,2.7060,2.7600,2.6800,2.7550,,178348.00,100799970.78
510180,2008-01-07,3.8290,3.9010,3.8010,3.8870,,36612.00,44531366.00
159902,2008-01-07,2.8840,2.9290,2.8770,2.9070,,489995.00,148050024.39
510050,2008-01-07,3.4430,3.5320,3.4350,3.5170,,792274.00,335473606.00
510180,2008-01-08,3.9210,3.9730,3.8140,3.8730,,39268.00,48306590.00
159902,2008-01-08,2.9050,2.9180,2.8480,2.8490,,1029574.00,308482891.08
510050,2008-01-08,3.5260,3.6050,3.5140,3.5300,,1052221.00,452516269.00
510880,2008-01-08,3.3020,3.4020,3.2360,3.2840,,422799.00,207736321.00
159901,2008-01-08,2.7550,2.7900,2.6950,2.7230,,320960.00,182120807.01
510880,2008-01-09,3.2440,3.3840,3.2340,3.3820,,318694.00,156442756.00
159901,2008-01-09,2.7150,2.7830,2.6960,2.7810,,202736.00,114948783.51
510050,2008-01-09,3.5040,3.5940,3.4960,3.5920,,552872.00,237066316.00
510180,2008-01-09,3.8590,3.9600,3.8420,3.9530,,17975.00,22052945.00
159902,2008-01-09,2.8260,2.9320,2.8200,2.9320,,490815.00,147536778.01
510180,2008-01-10,3.9530,4.0180,3.9520,3.9950,,18066.00,22492922.00
159902,2008-01-10,2.9390,2.9590,2.9060,2.9110,,469152.00,143164448.50
510050,2008-01-10,3.5960,3.6280,3.5700,3.6070,,486554.00,210985189.00
510880,2008-01-10,3.3950,3.4540,3.3760,3.3940,,356876.00,177998134.00
159901,2008-01-10,2.7850,2.8530,2.7830,2.8350,,302414.00,176072498.04
159901,2008-01-11,2.8390,2.8440,2.8060,2.8330,,245308.00,142821351.33
510880,2008-01-11,3.3960,3.4210,3.3290,3.3860,,337624.00,166742398.00
159902,2008-01-11,2.9030,2.9300,2.8800,2.9200,,461192.00,139193371.69
510180,2008-01-11,3.9970,4.0410,3.9620,4.0280,,22080.00,27644107.00
510050,2008-01-11,3.6090,3.6740,3.6090,3.6660,,840893.00,368318077.00
510180,2008-01-14,4.0430,4.0870,4.0220,4.0730,,19200.00,24271058.00
159902,2008-01-14,2.9110,2.9850,2.9010,2.9730,,434429.00,133185024.63
510050,2008-01-14,3.6750,3.7240,3.6640,3.7010,,575009.00,254862628.00
159901,2008-01-14,2.8350,2.8670,2.8320,2.8600,,236030.00,138507433.86
510880,2008-01-14,3.3820,3.4480,3.3570,3.4270,,283476.00,141211388.00
510880,2008-01-15,3.4190,3.4660,3.3740,3.3890,,374075.00,186574268.00
159901,2008-01-15,2.8600,2.8760,2.8300,2.8410,,331112.00,194462442.90
510050,2008-01-15,3.7010,3.7160,3.6240,3.6340,,928552.00,408641104.00
510180,2008-01-15,4.0810,4.1010,4.0050,4.0340,,39840.00,50407529.00
159902,2008-01-15,2.9800,3.0260,2.9710,2.9920,,594645.00,185092990.06
159902,2008-01-16,2.9800,2.9840,2.9500,2.9610,,468894.00,144863098.00
510050,2008-01-16,3.6030,3.6030,3.4920,3.4990,,1433236.00,611752220.00
510180,2008-01-16,3.9610,4.0290,3.8550,3.8840,,51620.00,63428767.00
510880,2008-01-16,3.3740,3.3740,3.2620,3.2710,,382610.00,186620990.00
159901,2008-01-16,2.8250,2.8250,2.7560,2.7700,,461234.00,264461653.26
159901,2008-01-17,2.7450,2.7850,2.6300,2.7080,,514041.00,286406191.12
510880,2008-01-17,3.1940,3.2710,2.9740,3.0950,,1085739.00,507890155.00
510050,2008-01-17,3.4630,3.5130,3.3250,3.4150,,1522775.00,631451566.00
159902,2008-01-17,2.9350,3.0000,2.8490,2.9310,,431012.00,131393302.72
510180,2008-01-17,3.8100,3.8840,3.6490,3.7890,,53951.00,64150719.00
159902,2008-01-18,2.9320,2.9620,2.8800,2.9280,,216837.00,65766533.58
510180,2008-01-18,3.7210,3.8010,3.6810,3.7750,,16338.00,19400113.00
510050,2008-01-18,3.3810,3.4440,3.3670,3.4290,,827142.00,342841168.00
510880,2008-01-18,3.0640,3.1130,3.0090,3.0740,,441119.00,204504224.00
159901,2008-01-18,2.6980,2.7350,2.6650,2.7340,,295789.00,165226997.46
159901,2008-01-21,2.7200,2.7380,2.5900,2.5950,,415763.00,228400292.51
510880,2008-01-21,3.0600,3.1020,2.8140,2.8300,,628256.00,284515402.00
510180,2008-01-21,3.7530,3.7810,3.5490,3.5550,,46743.00,54162160.00
510050,2008-01-21,3.4140,3.4270,3.2230,3.2330,,1080038.00,437970780.00
159902,2008-01-21,2.9220,2.9410,2.8200,2.8260,,471215.00,141541662.43
510050,2008-01-22,3.1520,3.1690,2.9170,2.9620,,2024439.00,765129186.00
510180,2008-01-22,3.4240,3.4610,3.1610,3.2070,,129152.00,139885363.00
159902,2008-01-22,2.7760,2.7760,2.5600,2.5850,,583510.00,163009115.54
510880,2008-01-22,2.7240,2.7240,2.4250,2.4650,,1216184.00,504823256.00
159901,2008-01-22,2.5300,2.5380,2.3380,2.3660,,663905.00,335070067.58
159901,2008-01-23,2.4150,2.5400,2.4150,2.5350,,616872.00,315478794.27
510880,2008-01-23,2.5340,2.7010,2.5140,2.6990,,462800.00,194005805.00
159902,2008-01-23,2.6380,2.8170,2.6380,2.8000,,771797.00,219098734.39
510050,2008-01-23,3.0590,3.1120,2.9640,3.1090,,1334058.00,505141400.00
510180,2008-01-23,3.2530,3.3930,3.2030,3.3730,,56578.00,60865557.00
510180,2008-01-24,3.3810,3.4310,3.3050,3.3740,,33862.00,37179148.00
510050,2008-01-24,3.1290,3.1490,3.0190,3.0890,,1066432.00,407762937.00
159902,2008-01-24,2.8330,2.8830,2.7800,2.8460,,574869.00,169951195.00
510880,2008-01-24,2.7400,2.7640,2.6490,2.7040,,413370.00,177237244.00
159901,2008-01-24,2.5550,2.5870,2.5130,2.5660,,345940.00,183152128.16
510880,2008-01-25,2.7020,2.7620,2.6140,2.7360,,329363.00,140704509.00
159901,2008-01-25,2.5580,2.6230,2.5250,2.6000,,281520.00,150238325.49
510050,2008-01-25,3.0700,3.1730,3.0170,3.1450,,1131514.00,435010216.00
159902,2008-01-25,2.8480,2.8750,2.8130,2.8310,,368729.00,109264202.74
510180,2008-01-25,3.3770,3.5010,3.3210,3.4300,,24959.00,27497929.00
159902,2008-01-28,2.7980,2.8170,2.6250,2.6700,,435467.00,122530242.05
510180,2008-01-28,3.4010,3.4010,3.1730,3.1840,,26794.00,28368542.00
510050,2008-01-28,3.0890,3.0890,2.8830,2.8850,,1012706.00,374310448.00
510880,2008-01-28,2.6840,2.6840,2.4090,2.4150,,586578.00,238300348.00
159901,2008-01-28,2.5650,2.5790,2.4150,2.4160,,478398.00,244769399.01
159901,2008-01-29,2.4350,2.4900,2.4150,2.4480,,345409.00,174884458.09
510880,2008-01-29,2.4450,2.5040,2.3900,2.4230,,739501.00,296023357.00
159902,2008-01-29,2.6650,2.7500,2.6510,2.6950,,147792.00,41514243.73
510050,2008-01-29,2.9440,2.9640,2.8500,2.8990,,1062000.00,385751865.00
510180,2008-01-29,3.2010,3.2760,3.1210,3.2010,,28048.00,29355013.00
510050,2008-01-30,2.9340,2.9640,2.7630,2.8160,,1334476.00,479993695.00
159902,2008-01-30,2.7120,2.7510,2.5950,2.6610,,477546.00,133992142.14
510180,2008-01-30,3.2280,3.2490,3.0010,3.1180,,23199.00,24154621.00
510880,2008-01-30,2.4670,2.5440,2.3500,2.4270,,658811.00,265228486.00
159901,2008-01-30,2.4740,2.5050,2.3850,2.4230,,402635.00,203081127.69
510880,2008-01-31,2.4270,2.5040,2.3750,2.3940,,307242.00,123274566.00
159901,2008-01-31,2.4140,2.4330,2.3780,2.3800,,173057.00,86026296.90
159902,2008-01-31,2.6630,2.6780,2.5950,2.5970,,246830.00,68202103.10
510180,2008-01-31,3.1210,3.1530,3.0410,3.0650,,16092.00,16419710.00
510050,2008-01-31,2.8030,2.8650,2.7670,2.7760,,668595.00,237395237.00
510050,2008-02-01,2.7940,2.8240,2.6820,2.7650,,1028204.00,358060151.00
510180,2008-02-01,3.0650,3.0770,2.9250,3.0180,,35625.00,35682273.00
159902,2008-02-01,2.5870,2.6040,2.3790,2.5250,,601778.00,156055451.77
159901,2008-02-01,2.3710,2.3940,2.2350,2.3140,,302546.00,145429872.50
510880,2008-02-01,2.4230,2.4340,2.1970,2.3130,,464007.00,180005995.00
159901,2008-02-04,2.3850,2.5540,2.3850,2.5540,,389886.00,198932714.49
510880,2008-02-04,2.4250,2.7020,2.4250,2.7020,,582055.00,240604478.00
159902,2008-02-04,2.5710,2.7800,2.5710,2.7700,,254544.00,71470800.32
510180,2008-02-04,3.1010,3.4190,3.1010,3.4190,,26782.00,28529744.00
510050,2008-02-04,2.8640,3.1150,2.8550,3.1150,,1742082.00,648164912.00
510180,2008-02-05,3.3930,3.3930,3.2810,3.3050,,43796.00,47479165.00
159902,2008-02-05,2.6730,2.7670,2.6730,2.7190,,184857.00,52537792.88
510050,2008-02-05,3.0640,3.0990,3.0130,3.0410,,1144795.00,432849275.00
159901,2008-02-05,2.5400,2.5770,2.5000,2.5280,,347522.00,182096390.87
510880,2008-02-05,2.7020,2.7240,2.5940,2.6610,,354329.00,150493478.00
159901,2008-02-13,2.4870,2.5030,2.4380,2.4600,,224701.00,114781502.78
510880,2008-02-13,2.5930,2.6250,2.5260,2.5630,,267145.00,110814051.00
159902,2008-02-13,2.7050,2.7200,2.6410,2.6800,,107569.00,30148942.29
510180,2008-02-13,3.2050,3.2810,3.1660,3.2130,,13369.00,14100322.00
510050,2008-02-13,2.9270,3.0100,2.9240,2.9470,,731138.00,269719159.00
159902,2008-02-14,2.7000,2.7700,2.7000,2.7470,,310663.00,89028609.18
510180,2008-02-14,3.2420,3.2970,3.2410,3.2580,,10034.00,10680715.00
510050,2008-02-14,2.9850,3.0140,2.9640,2.9850,,1068980.00,398066492.00
510880,2008-02-14,2.6140,2.6630,2.5840,2.6300,,296786.00,124922163.00
159901,2008-02-14,2.4980,2.5160,2.4820,2.5010,,203094.00,105057294.18
159901,2008-02-15,2.4650,2.4900,2.4450,2.4700,,240963.00,122943818.50
510880,2008-02-15,2.5870,2.5990,2.5270,2.5920,,391271.00,161993870.00
510180,2008-02-15,3.2410,3.2410,3.1530,3.2030,,7884.00,8240987.00
510050,2008-02-15,2.9440,2.9540,2.8760,2.9170,,816716.00,298084357.00
159902,2008-02-15,2.7280,2.7500,2.7000,2.7480,,271930.00,77620230.81
159902,2008-02-18,2.8200,2.8680,2.7820,2.8430,,438154.00,129415567.77
510050,2008-02-18,2.9740,3.0110,2.9510,2.9790,,701031.00,260647848.00
510180,2008-02-18,3.2890,3.3070,3.2410,3.2930,,11892.00,12723784.00
159901,2008-02-18,2.5200,2.5450,2.5000,2.5260,,249960.00,130668179.27
510880,2008-02-18,2.6420,2.7080,2.6130,2.6580,,332978.00,140993831.00
159901,2008-02-19,2.5300,2.6080,2.5200,2.6080,,342578.00,182328006.13
510880,2008-02-19,2.6730,2.7820,2.6340,2.7780,,338731.00,145676321.00
510050,2008-02-19,2.9850,3.0640,2.9670,3.0620,,685064.00,257353070.00
159902,2008-02-19,2.8420,2.9080,2.8380,2.9050,,346939.00,104432173.96
510180,2008-02-19,3.2930,3.3690,3.2610,3.3670,,17470.00,18858728.00
159902,2008-02-20,2.9200,2.9500,2.8540,2.8570,,396720.00,119535778.54
510180,2008-02-20,3.3810,3.4020,3.2820,3.2850,,28599.00,30925448.00
510050,2008-02-20,3.0620,3.0840,2.9540,2.9580,,1120599.00,419473026.00
