ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
600916.SH,20161223,20161223,20110930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457328000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200654300.0,,,,,,256673800.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
605599.SH,20120711,20120711,20110930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2602110000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613580000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
301041.SZ,20120522,20120522,20110930,1,1,3,72000000.0,96216500.0,63181800.0,1957700.0,,27604100.0,,5379800.0,45681600.0,6996600.0,6099400.0,,,36674700.0,,,,,,,,,1680000.0,130116300.0,,,,,,,,250979800.0,1372400.0,,,,,11273200.0,,,2790600.0,1539700.0,,,267955700.0,,,,,,,,,,,,,,,,,398072000.0,37404000.0,52000000.0,,,,,,69476500.0,201500.0,,,3717100.0,-8288900.0,,,2190100.0,,,,,,,,,,119296400.0,,,,,,,1266400.0,38670400.0,,,,,,,,,,,,,,,,,157966700.0,,,,,6749300.0,233356000.0,240105300.0,398072000.0,,,,,,,,,,,,,,,,,,,,,,,,1
601528.SH,20120711,20120711,20110930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48767920000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44677980000.0,,,,,,4089930000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
300988.SZ,20120117,20120117,20110930,1,1,3,25000000.0,594.63,96376308.84,9345722.25,,22662062.51,,2199845.69,75974776.54,20652186.43,18236551.9,,,32187998.03,,,,,,,,,,171913421.1,,,14579701.17,,,,,47506186.8,15691929.35,,,,,11980672.4,,,107224.75,,,,89865714.47,,,,,,,,,,,,,,,,,261779135.57,,55000000.0,,,,,,40146005.68,,,,,2805754.82,,10988053.4,18995920.4,,,,,,,,,,127935734.3,,,,,,,,,,,,,,,,,,,,,,,,,127935734.3,,,,,3120775.55,130722625.72,133843401.27,261779135.57,,,,,,,,,,,,,,,78174622.23,40146005.68,20652186.43,47506186.8,15691929.35,29983973.8,,,,1
600032.SH,20120613,20120613,20110930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8965915438.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3410555628.11,,,,,,,,,,,,,,,,,,,,,,,,,,1
605208.SH,20120711,20120711,20110930,1,1,3,60000000.0,,49990000.0,510000.0,,34810000.0,,17720000.0,92180000.0,13180000.0,19020000.0,,,120810000.0,,,,,,,,,,297730000.0,,,14450000.0,,,,,42130000.0,420000.0,,,,,4730000.0,,,,,,,61730000.0,,,,,,,,,,,,,,,,,359460000.0,,121880000.0,,,,,760000.0,68800000.0,,,,,2000000.0,,,55510000.0,,,,,,,,,,248950000.0,,,,,,,,,,,,,,,,,,,,,,,,,248950000.0,,,,,,110500000.0,110500000.0,359460000.0,,,,,,,,,,,,,,,,,,,,,,,,1
003039.SZ,20120319,20120319,20110930,1,1,3,485000000.0,1139613021.0,19638218.47,298622.09,,195529783.58,,,13124830.86,42431568.12,2820996.39,,,91524681.22,,,,,,,,,679048.84,346110909.01,113344000.0,,855814781.04,,,,,1086661558.07,89265084.35,,279875.87,,,470606393.21,,62742896.01,6097687.61,56509.37,,,2684868785.53,,,,,,,,,,,,,,,,,3030979694.54,238646509.43,116500000.0,,,,,,71701427.63,13465196.0,,,2084255.85,8318465.31,,4788537.72,744682865.91,,,,,,,,,,961540748.42,,186242575.13,,,,,,424889084.56,,,,,,,,,,,,,,,,,1386429832.98,,,,,,1644549861.56,1644549861.56,3030979694.54,,,,,,,,,,,,,,,13124830.86,71701427.63,42431568.12,1086941433.94,89265084.35,749471403.63,186242575.13,,,1
688687.SH,20120719,20120719,20110930,1,1,3,75300000.0,3461200.0,34045535.37,2284965.8,,44666261.72,,,18074316.79,4683634.18,7900011.86,,,29180162.66,,,,,,,,,,104504387.21,,,,,,,,48220095.86,4944712.31,,,,,29791587.42,,,160701.31,86476.72,,,83203573.62,,,,,,,,,,,,,,,,,187707960.83,24000000.0,,,,,,,17415126.38,9033846.34,,,442396.7,3094544.98,,,18480345.26,,,,,,,,,150000.0,48616259.66,,,,,,,,24000000.0,,,,,,,,,,,,,,,,,72616259.66,,,,,,115091701.17,115091701.17,187707960.83,,,,,,,,,,,,,,,18074316.79,17415126.38,4683634.18,48220095.86,4944712.31,18480345.26,,,,1
300887.SZ,20120301,20120301,20110930,1,1,3,57000000.0,703000.0,58641695.71,2840898.49,,44068916.73,,,21835807.01,6056950.87,24263804.59,,,,,,,,,,,,,96225479.2,,,,,,,,59448709.38,,,,,,11603569.69,,344484.5,2757654.89,1577971.94,,,75732390.4,,,,,,,,,,,,,,,,,171957869.6,,13000000.0,,,,,,2970438.9,5044894.85,,,11814160.31,4977328.88,30206.11,7887920.19,4267288.42,,,,,,,,,,49992237.66,,,,,,,2790000.0,2790000.0,,,,,,,,,,,,,,,,,52782237.66,,,-9962.26,,,119175631.94,119175631.94,171957869.6,,,,,,,,,,,,,,,21835807.01,2970438.9,6056950.87,59448709.38,,12185414.72,,,,1
300881.SZ,20120605,20120605,20110930,1,1,3,24900000.0,-16600.0,129330600.0,6975700.0,,132008700.0,,29559400.0,178932000.0,8670300.0,54523800.0,,,107914300.0,,,,,,,,,,511608500.0,,,8722700.0,,,,,56935400.0,3785300.0,,,,,4525800.0,,,321900.0,,,,74291200.0,,,,,,,,,,,,,,,,,585899700.0,,91771400.0,,,,,245020000.0,38101600.0,4011800.0,,,3974600.0,2634600.0,,,39196000.0,,,,,,,,,,424710000.0,,,,,,,,,,,,,,,,,,,,,,,,,424710000.0,,,,,,161189700.0,161189700.0,585899700.0,,,,,,,,,,,,,,,,,,,,,,,,1
688187.SH,20111028,20111028,20110930,1,1,3,1084255637.0,1693508948.54,2087710064.31,329137566.18,,472766826.89,,1369379705.9,2166832785.77,37724235.86,795710404.44,,,2103426614.91,,,,,,,,,240733.62,6946081307.38,,,207001695.21,,,,3702481.13,1288853430.11,196749824.91,,,,,175748226.73,9216342.63,59692547.71,,42605209.45,,39378500.0,2022948257.89,,,,,,,,,,,,,,,,,8969029565.27,1017333.81,311020497.63,,,,,201300600.0,1457841772.19,250090346.54,,,168873848.97,255786242.83,7015010.83,100000000.0,139170809.71,,,500000000.0,,,,,145087107.33,,3536186236.04,,,,126626076.98,12867472.87,,33189802.63,173700686.29,,,,,,,,,,,,,,,,,3709886922.33,,,-28825196.95,,93355623.85,5165787019.09,5259142642.94,8969029565.27,,,,,,,,,,,,,,,3536212491.67,1659142372.19,37724235.86,1288853430.11,196749824.91,246185820.54,,,,1
