ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
605599.SH,20140516,20140516,20130331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184108400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133696500.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
002723.SZ,20140109,20140109,20130331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,208308801.14,,,,,,,,,,,,,,,,,,,,,302402848.06,,,,,,,,,,,,,,,,,510711649.2,,,,,,,,,,,,,,,,,,,,,,,,,,184676654.52,,,,,,,,11400000.0,,,,,,,,,,,,,,,,,196076654.52,,,,,,314634994.68,314634994.68,510711649.2,,,,,,,,,,,,,,,,,,,,,,,,0
688739.SH,20130423,20130423,20130331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567452900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
920185.BJ,20130702,20130702,20130331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893600700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094341600.0,,,,,,799259100.0,,,,,,,,,,,,,,,,,,,,,,,,,,0
920418.BJ,20130428,20130428,20130331,1,1,1,18000000.0,499303.9,40155807.6,7473493.18,,20685001.34,,1858263.9,42756016.14,226973.33,6093222.52,,,13613986.26,,,,,,,,,,85233463.49,162600.0,,,,,,,42841844.8,14146773.48,,,,,6535682.3,,,117948.76,793750.96,,,64598600.3,,,,,,,,,,,,,,,,,149832063.79,,26000000.0,,,,,1800000.0,23209124.83,176684.88,,,176831.19,1426494.87,521780.83,,5275949.67,,,,,,,,,,58586866.27,9973369.84,,,,12230.1,,15130992.9,25116592.84,,,,,,,,,,,,,,,,,83703459.11,,,,,,66128604.68,66128604.68,149832063.79,,,,,,,,,,,,,,,44614280.04,25009124.83,226973.33,42841844.8,14146773.48,5797730.5,,,,0
601728.SH,20130428,20130428,20130331,1,1,1,80932368321.0,28725357240.81,95201876737.78,65728984096.16,,21214697351.27,,87033334.01,23165527723.46,4394911508.26,3063745967.22,,15349509.61,6447993239.76,,56600864.25,,,,,,,1493952903.95,59939812401.79,617937365.76,,1051633098.37,422777266.61,,,99938927.71,364063485772.3,36932267948.5,967511625.24,28877123.71,,,33796214308.4,12815660.03,29925343049.74,5014346158.92,2959052046.86,,19521.34,475892219873.49,,,,,,,,,,,,,,,,,535832032275.28,994153117.75,33402876709.94,,,,-650386.59,4935928999.21,60276911932.84,48756020571.01,,,7516253077.41,2168879339.28,699039472.25,29234387.32,10457218367.43,,,,,,,,11085476303.91,,179327188774.01,19976445766.29,62097573128.85,42611079.45,3966532.12,689492150.99,,1955494452.73,85759736228.18,,,,,,,,,,,,,,,,,265086925002.19,,,-830662673.88,,987183551.22,269757923721.87,270745107273.09,535832032275.28,,,,,,,,,,,,,,,23252561057.47,65212840932.05,4410261017.87,364092362896.01,37899779573.74,11185492227.0,62140184208.3,,,1
301041.SZ,20130428,20130428,20130331,1,1,1,72000000.0,96216511.13,55207671.02,3750355.78,,33170849.88,,1419929.68,75457988.26,5346435.77,3012620.8,,,58470574.41,,,,,,,,,1720000.0,178598398.8,,,,,,,,231930873.24,2131424.65,,,,,10618819.47,93900.0,,5575511.2,4172533.18,,,254523061.74,,,,,,,,,,,,,,,,,433121460.54,,94300000.0,,,,,6172871.19,47711860.0,3111224.1,,,3162490.44,-3205377.28,2266666.68,,6185249.79,,,,,,,,,366000.0,160070984.92,37771080.63,800000.0,,,,,351371.45,38922452.08,,,,,,,,,,,,,,,,,198993437.0,,,,,6953485.61,227174537.93,234128023.54,433121460.54,,,,,,,,,,,,,,,,,,,,,,,,1
688276.SH,20130510,20130510,20130331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532302967.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289891606.97,,,,,,242411360.54,,,,,,,,,,,,,,,,,,,,,,,,,,1
001207.SZ,20130427,20130427,20130331,1,1,1,39321963.67,6496796.76,202923265.83,2419459.36,,49486560.91,,2100000.0,188233225.49,44857942.3,41328975.0,,,84764839.64,3426827.49,,,,,,,,,414198370.83,,,39345947.5,,,,,97797729.69,,,,,,828949.61,,,,,,,137972626.8,,,,,,,,,,,,,,,,,552170997.63,55000000.0,154000000.0,,,,,89194938.81,1957837.07,63397.94,,,598739.0,194599.19,,,,,,,,,,,,,246009512.01,,,,,,,,55000000.0,,,,,,,,,,,,,,,,,301009512.01,,,,,,251161485.62,251161485.62,552170997.63,,,,,,,,,,,,,,,,,,,,,,,,1
688425.SH,20130821,20130821,20130331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5136400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804690000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
