ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
920961.BJ,20150131,20150131,20140630,1,1,2,15961635.0,63610940.74,65530119.25,6707325.63,,33513993.07,,3888229.69,29983326.44,1403421.93,4389302.46,,,63662569.18,,,,,,,,,3924701.18,140765543.95,,,,,,,,24075921.4,,,,,,36177868.63,4981362.3,,3848611.11,469736.14,,30419063.51,99972563.09,,,,,,,,,,,,,,,,,240738107.04,,28000000.0,,,,,6087935.53,10422692.47,1408808.68,,,539617.07,440275.88,50119.68,,1012331.46,,,,,,,,,,47961780.77,,,,,,,40966305.65,40966305.65,,,,,,,,,,,,,,,,,88928086.42,,,,,,151810020.62,151810020.62,240738107.04,,,,,,,,,,,,,,,33871556.13,16510628.0,1403421.93,24075921.4,,1062451.14,,,,0
920768.BJ,20150106,20150106,20140630,1,1,2,60000000.0,17203945.09,40188996.3,6425918.12,,30090458.64,,23525808.36,97739176.58,788008.52,7635136.01,,,111269484.46,,,,,,,,,326387.87,271374460.44,,,,,,,,41893095.68,18039909.06,,,,,33354714.37,,,912105.64,4011414.69,,,98211239.44,,,,,,,,,,,,,,,,,369585699.88,,103036295.33,,,,,69123182.69,53614392.63,3564111.85,,,1743165.61,2233195.43,282777.63,1200000.0,774719.2,,,,,,,,,,235571840.37,,,,,,,10195000.0,10195000.0,,,,,,,,,,,,,,,,,245766840.37,,,,,,123818859.51,123818859.51,369585699.88,,,,,,,,,,,,,,,121264984.94,122737575.32,788008.52,41893095.68,18039909.06,2257496.83,,,,0
301079.SZ,20150108,20150108,20140630,1,1,2,62920000.0,29125573.01,21918765.6,10956285.29,,11484929.79,,2714897.3,111431125.9,6721498.51,4252110.37,,,74283907.24,,,,,,,,,241799.8,211130268.91,,,,,,,,85551857.88,37900.0,,,,,20681332.39,,,,8161998.08,,65514.74,114498603.09,,,,,,,,,,,,,,,,,325628872.0,25000000.0,69500000.0,,,,,9593000.0,49655749.81,6114832.19,,,6104778.05,1546714.19,,,4866796.41,,,,,,,,7500000.0,,154881870.65,,9565750.13,,1155333.35,,,10105293.97,45826377.45,,,,,,,,,,,,,,,,,200708248.1,,,,,,124920623.9,124920623.9,325628872.0,,,,,,,,,,,,,,,114146023.2,59248749.81,6721498.51,85551857.88,37900.0,4866796.41,9565750.13,,,1
688711.SH,20150117,20150117,20140630,1,1,2,60000000.0,4647950.4,31145335.13,3320978.35,,25050508.8,,16717499.31,47817008.39,1475868.0,4852975.13,,,51204325.73,,,,,,,,,410532.66,147528718.02,,,,,,,,38696711.69,1194474.97,,,,,1453395.62,,,215348.09,1886231.36,,,43446161.73,,,,,,,,,,,,,,,,,190974879.75,,36400000.0,,,,,11377305.18,19675087.1,877193.15,,,1552232.94,529951.86,75812.0,,263037.69,,,,,,,,,543592.7,71294212.62,,,,,,,20566403.25,20566403.25,,,,,,,,,,,,,,,,,91860615.87,,,,,,99114263.88,99114263.88,190974879.75,,,,,,,,,,,,,,,64534507.7,31052392.28,1475868.0,38696711.69,1194474.97,338849.69,,,,1
688296.SH,20150106,20150106,20140630,1,1,2,10080000.0,,4112684.75,240372.19,,13165558.37,,,11721300.61,1965961.44,6423996.85,,,172515.46,,,,,,,,,27699.96,33477032.69,,,,,,,,1171012.02,,,,,,,,,,287260.79,,,1458272.81,,,,,,,,,,,,,,,,,34935305.5,,,,,,,,12476891.29,4472228.27,,,33320.0,1251513.9,,,816565.58,,,,,,,,,,19050519.04,,,,,,,1266803.0,1266803.0,,,,,,,,,,,,,,,,,20317322.04,,,,,184926.52,14433056.94,14617983.46,34935305.5,,,,,,,,,,,,,,,11721300.61,12476891.29,1965961.44,1171012.02,,816565.58,,,,1
688067.SH,20150121,20150121,20140630,1,1,2,51000000.0,42235981.17,29467140.46,3005107.46,,25558278.07,,,11511442.36,3009646.19,1277571.16,,,12732758.72,,,,,,,,,9276.12,54098972.62,,,,,,,,31715215.73,3440497.74,,,,,111814.12,,,,296787.21,,52382695.0,87947009.8,,,,,,,,,,,,,,,,,142045982.42,,,,,,,,1935730.65,5953169.38,,,8797.86,971178.2,,,1188877.24,,,,,,,,,,10057753.33,,,,,,,6280000.0,6280000.0,,,,,,,,,,,,,,,,,16337753.33,,,,,,125708229.09,125708229.09,142045982.42,,,,,,,,,,,,,,,11511442.36,1935730.65,3009646.19,31715215.73,3440497.74,1188877.24,,,,1
605098.SH,20150117,20150117,20140630,1,1,2,11803500.0,754167.49,11108658.13,,,77043136.44,,1000000.0,6169050.76,8237219.47,2794536.72,,,507869.05,,,,,,,,,40669825.95,136421638.39,,,1084476.75,,,,,87187441.05,100000.0,,,,,6215778.51,,16913.29,1692544.13,1119062.9,,,97416216.63,,,,,,,,,,,,,,,,,233837855.02,,,,,,,,7553402.07,187349126.9,,,4427035.94,6851652.56,,,3202146.84,,,,,,,,,,209383364.31,,,,,,,,,,,,,,,,,,,,,,,,,209383364.31,,,,,788165.09,23666325.62,24454490.71,233837855.02,,,,,,,,,,,,,,,7169050.76,7553402.07,8237219.47,87187441.05,100000.0,3202146.84,,,,1
688586.SH,20150330,20150330,20140630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2271870000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427580000.0,,,,,,844290000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
688579.SH,20150106,20150106,20140630,1,1,2,52500000.0,2059300.04,22020957.41,2857650.97,,20198346.31,,298375.0,36240551.27,4580565.45,29514885.88,,,27803553.91,,,,,,,,,,118636277.82,,,,,,,,10994793.46,,,,,,258437.96,,,,1202667.36,,,12455898.78,,,,,,,,,,,,,,,,,131092176.6,,,,,,,,8969300.43,34764624.5,,,202592.5,-6184482.68,,997500.0,281776.4,,,,,,,,,,39031311.15,,,,,,,12622957.03,12622957.03,,,,,,,,,,,,,,,,,51654268.18,,,,,,79437908.42,79437908.42,131092176.6,,,,,,,,,,,,,,,36538926.27,8969300.43,4580565.45,10994793.46,,1279276.4,,,,1
002988.SZ,20150811,20150811,20140630,1,1,2,165000000.0,395486885.14,155924517.62,14590158.82,1337024.7,258904970.65,,18662660.75,481057333.18,8995876.22,67370629.9,,,219135191.08,,,,,,,,,1295032.97,1055421694.75,,,,,,,,418887463.75,99205832.01,,573728.97,,,118183243.58,,,291547.83,5021332.12,,,642163148.26,,,,,,,,,,,,,,,,,1697584843.01,,676766165.22,,,,,152053111.11,78309235.55,25880979.96,,,11374854.95,5658417.03,,,85302.76,,,,,,,,,,950128066.58,,,,,,,15141666.67,15141666.67,,,,,,,,,,,,,,,,,965269733.25,,,-23476.52,,,732315109.76,732315109.76,1697584843.01,,,,,,,,,,,,,,,499719993.93,230362346.66,8995876.22,419461192.72,99205832.01,85302.76,,,,1
