ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
920174.BJ,20180130,20180130,20170630,1,1,2,76300000.0,63115209.16,80339427.0,7642544.67,,29258395.82,,5700000.0,174663810.8,2148649.52,1705401.15,,,56726164.03,,,,,,,,,584438.93,271361690.37,,,,,,,1127085.17,47073868.2,4885447.36,,,,,14915722.96,,,,2564071.62,,310650.0,70876845.31,,,,,,,,,,,,,,,,,342238535.68,,15000000.0,,,,,29686750.0,49727984.03,10952131.16,,,3716371.65,3803346.83,,,765882.3,,,,,,,,,,113652465.97,,,800000.0,,,388888.88,,1188888.88,,,,,,,,,,,,,,,,,114841354.85,,,,,,227397180.83,227397180.83,342238535.68,,,,,,,,,574830.12,,,,,,180363810.8,79414734.03,2148649.52,47073868.2,4885447.36,765882.3,800000.0,,,1
920964.BJ,20180103,20180103,20170630,1,1,2,96000000.0,159002085.65,88794520.68,8492880.46,,14931378.47,,,175313826.32,22130370.61,2906356.7,,,148263077.06,,,,,,,,,1276779.47,364821788.63,,,,,,,,78013027.45,,,,,,8809166.16,,,1842714.34,2187251.4,,4681309.42,95533468.77,,,,,,,,,,,,,,,,,460355257.4,,36000000.0,,,,,,61592037.8,1215873.0,,,3700746.58,4487587.9,50508.33,,74017.0,,,,,,,,,,107120770.61,,,,,,945000.0,,945000.0,,,,,,,,,,,,,,,,,108065770.61,,,,,,352289486.79,352289486.79,460355257.4,,,,,,,,,,,,,,,175313826.32,61592037.8,22130370.61,78013027.45,,124525.33,,,,1
920765.BJ,20180105,20180105,20170630,1,1,2,55700000.0,55598704.16,29492980.58,3092780.78,,52132293.57,,160020.0,67076959.78,17142547.61,4012638.61,,,40574550.69,,,,,,,,,20075783.53,201174793.79,,,,,,,,47272726.7,,,,,,6735431.45,,,5420338.74,522827.37,,361800.0,60313124.26,,,,,,,,,,,,,,,,,261487918.05,12081409.25,29000000.0,,,,,7515238.0,42862578.27,911140.49,,,6141017.73,6018392.75,90993.44,7146009.22,333883.92,,,,,,,,5763869.4,,105783123.22,,,,,,757916.69,,12839325.94,,,,,,,,,,,,,,,,,118622449.16,,,,,,142865468.89,142865468.89,261487918.05,,-1018996.63,,,,,,,,,,,,,67236979.78,50377816.27,17142547.61,47272726.7,,7570886.58,,,,1
301076.SZ,20180117,20180117,20170630,1,1,2,59600000.0,73466740.5,73091397.05,6511588.99,7775472.01,87956734.68,,4929611.45,61944398.63,1713596.63,339825.73,,,14873924.17,,,,,,,,,,171758091.29,,,,,,,,64309281.84,541914.55,,,,,12504174.91,,,441796.46,564663.94,,,78361831.7,,,,,,,,,,,,,,,,,250119922.99,,,,,,,,19376453.71,913313.83,,,3185790.41,5829757.44,,,369409.05,,,,,,,,,,29674724.44,,,,,,,,,,,,,,,,,,,,,,,,,29674724.44,,,,,,220445198.55,220445198.55,250119922.99,,,,,,,,,,,,,,,66874010.08,19376453.71,1713596.63,64309281.84,541914.55,369409.05,,,,1
601528.SH,20180116,20180116,20170630,1,2,2,1358419000.0,304831000.0,2076860000.0,2476501000.0,,,91470000.0,,,,,,995247000.0,,,,,1604227000.0,,,,42075000.0,,,30959866000.0,3017336000.0,,,,233378000.0,,850407000.0,,,,,,232575000.0,,,,328275000.0,42043881000.0,,,10529983000.0,1914877000.0,,,,,,,,,,,,,,13308254000.0,106151850000.0,,,,,433562000.0,,,,,5455691000.0,,85444000.0,88036000.0,982369000.0,,,,,,,,,,,,,14055818000.0,,,,328000.0,,,,2003650000.0,,74644171000.0,,246713000.0,,,,,,,,,,,,97995782000.0,,1843301000.0,,,188388000.0,7967680000.0,8156068000.0,106151850000.0,,-92233000.0,,,,,,,,,,,,,,,,,,,,,,1
688699.SH,20180117,20180117,20170630,1,1,2,46480000.0,,148610345.95,4178237.75,,75138832.55,9462063.84,24358038.13,27194139.68,299148.99,10698669.28,,,77189221.69,,,,,,,,,3648161.87,227988276.03,,,,,,,,22757031.54,,,,,,650825.51,,,548344.81,4779767.04,,7582939.5,36318908.4,,,,,,,,,,,,,,,,,264307184.43,,,,,,,14427070.44,22537655.67,4617955.09,,,1874599.14,2545315.27,,,273743.91,,,,,,,,,,46276339.52,,,,,,18456337.71,,18456337.71,,,,,,,,,,,,,,,,,64732677.23,,,,,,199574507.2,199574507.2,264307184.43,,305923.5,,,,,,,,,,,,,51552177.81,36964726.11,299148.99,22757031.54,,273743.91,,,,1
601187.SH,20180313,20180313,20170630,1,2,2,1990215099.0,3854482660.56,1210593239.78,466412476.97,,,4859440738.02,,,,,,829587185.38,,,,,,,,,717361965.75,,,47872042198.1,11425041371.62,,20208773.88,,907715739.29,,418539473.76,218223489.66,,,,,185058110.47,,,,659473923.05,53532751664.63,,,17782215850.83,1424091414.63,5551030.0,758146747.39,,,,,,,,,,,,45822726316.45,187438175992.91,,,1500000000.0,,30773153004.82,,,,,23773573439.29,,393339131.56,405986688.55,1559415375.0,,,,,,,,,,,,,9976499285.83,,,27234423.69,,,,,9140034699.09,1119969197.14,94197299579.69,,4581780623.89,,,,,,,,,,,,177448285448.55,,2369593631.03,,,241856387.47,9748034156.89,9989890544.36,187438175992.91,,-143262950.45,,,,,,,,,,,,,,,,,,,,,,1
601456.SH,20180119,20180119,20170630,1,4,2,1902400000.0,2178478000.0,1763386000.0,446098000.0,,8345341000.0,2375341000.0,,,,,,203125000.0,,,,2379752000.0,,,,,3225294000.0,,,1039493000.0,,219760000.0,,,63796000.0,,98909000.0,,,,,,25684000.0,,,,26720000.0,,,,,,,,,,,,112204000.0,,,,6161322000.0,2060708000.0,,,22275204000.0,,,,,300000000.0,1833432000.0,,,,409800000.0,,82914000.0,55097000.0,121109000.0,,,,,,,,8192186000.0,,,,,3000000000.0,,,,,,,,,,,,302470000.0,,,,,,,,,,,,14402106000.0,,1190052000.0,,,330362000.0,7542736000.0,7873098000.0,22275204000.0,,62322000.0,,,4115882000.0,43903000.0,50000000.0,55098000.0,,,,,,,,,,,,,,,,1
603087.SH,20180116,20180116,20170630,1,1,2,360900000.0,72688955.66,2008885252.37,184427899.47,,665116505.28,,83008046.05,407203819.25,2756917.68,12907433.55,,11644041.09,188041265.23,,,,,,,,,75485067.56,1446163095.69,,,,,,,,535496830.08,659132956.14,4295382.87,,,,139842731.12,30890556.21,,,3925890.41,,147624088.03,1521208434.86,,,,,,,,,,,,,,,,,2967371530.55,,,,,,,,27087835.07,5002132.78,,,60023965.56,43392253.12,,,94940422.72,,,,,,,,37174026.33,,267620635.58,,1470656.04,,,,71090511.0,,72561167.04,,,,,,,,,,,,,,,,,340181802.62,,,,,-162078.09,2627351806.02,2627189727.93,2967371530.55,,449698.52,,,,,,,,,,,,,490211865.3,27087835.07,14400958.77,535496830.08,663428339.01,94940422.72,1470656.04,,,1
300835.SZ,20180103,20180103,20170630,1,1,2,53000000.0,35774248.29,199064467.37,16122838.16,,43567128.8,,1347461.63,119005701.87,1867088.64,6743696.28,,,112337350.97,,,,,,,,,529697.57,285398125.76,11800000.0,,,3113587.5,,,,208744579.3,17327675.12,,,,,29173173.56,,,1968000.0,3563952.05,,15005536.58,290696504.11,,,,,,,,,,,,,,,,,576094629.87,6334500.0,132950000.0,,,,,1900000.0,63092226.61,3098916.6,,,18132553.55,7529798.44,159574.89,,8799292.42,,,,,,,,17738000.0,,253400362.51,,542393.68,,,,12946562.94,,19823456.62,,,,,,,,,,,,,,,,,273223819.13,,,,,,302870810.74,302870810.74,576094629.87,,-1090743.08,,,,,,,,,,,,,120353163.5,64992226.61,1867088.64,208744579.3,17327675.12,8958867.31,542393.68,,,1
