ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
603871.SH,20180205,20180205,20160930,1,1,3,60000000.0,136383633.7,127436730.27,4164553.64,,118284454.75,,13500000.0,50037997.91,7933211.88,102193672.25,,,5353770.74,,,,,,,,,47783716.97,345086824.5,,,9270413.61,,,,,148112571.66,1704379.84,,,,,58565097.63,,75759.26,54123.12,382970.53,,1485375.0,219650690.65,,,,,,,,,,,,,,,,,564737515.15,,,,,,,,69657468.07,136973659.27,,,2125168.88,20210813.79,,,2157577.19,,,,,,,,,,231124687.2,,,,1380000.0,,2590000.0,,3970000.0,,,,,,,,,,,,,,,,,235094687.2,,,,,1657910.34,327984917.61,329642827.95,564737515.15,,,,,,,,,,,,,,,63537997.91,69657468.07,7933211.88,148112571.66,1704379.84,2157577.19,,,,0
920964.BJ,20170331,20170331,20160930,1,1,3,96000000.0,153540453.36,66955778.17,4598722.32,,24576898.14,,,126038436.9,26966076.73,6239685.16,,,133759517.89,,,,,,,,,5797125.58,323377740.4,,,,,,,,57904464.91,12038474.73,,,,,8936909.07,,,2290942.15,1657610.46,,2511716.97,85340118.29,,,,,,,,,,,,,,,,,408717858.69,,,,,,,,63007669.02,6049140.98,,,2261056.05,3165360.05,,,12052178.74,,,,,,,,,,86535404.84,,,,,,1087500.0,,1087500.0,,,,,,,,,,,,,,,,,87622904.84,,,,,,321094953.85,321094953.85,408717858.69,,,,,,,,,,,,,,,126038436.9,63007669.02,26966076.73,57904464.91,12038474.73,12052178.74,,,,1
920553.BJ,20170429,20170429,20160930,1,1,3,107412122.49,12720459.36,6496487.83,9469318.59,,17855816.4,,9515836.15,65507682.23,11270940.72,13097639.56,,,25961798.67,,,,,,,,,68937.15,143278650.88,,,,,,,,139408361.24,1226342.69,,,,,10725862.39,,,350557.6,884599.21,,,152595723.13,,,,,,,,,,,,,,,,,295874374.01,,44500000.0,,,,,,12093510.15,407749.74,,,12019342.05,11505936.77,64070.24,19891596.19,15992483.38,,,,,,,,,,116474688.52,,,,,,2855825.27,,2855825.27,,,,,,,,,,,,,,,,,119330513.79,,,,,40445471.95,136098388.27,176543860.22,295874374.01,,,,,,,,,,,,,,,75023518.38,12093510.15,11270940.72,139408361.24,1226342.69,35948149.81,,,,0
601528.SH,20170321,20170321,20160930,1,2,3,1358419427.0,304831384.98,784614488.29,3322473556.03,,,1468258000.1,,,,,,313212206.3,,,,,2708756400.0,,,,1492600000.0,,,23605472458.1,3355112678.63,80000000.0,,,,,676868964.12,107076169.0,,,,,237088089.24,,,,245354622.87,36987382909.56,,,9818947142.31,2655657836.9,,,,,,,,,,,,,,21862510413.84,105945649317.45,,,,,1033389000.0,,,,,7018586172.01,,36521069.47,91058750.6,917342446.64,,,,,,,,,,,,,13947147985.78,,,,15572379.64,,,,12799650006.88,,61723383055.3,,416240071.78,,,,,,,,,,,,98360906808.43,,1784296769.88,,,,7584742509.02,7584742509.02,105945649317.45,,30106882.84,,,,,,,,,,,,,,,,,,,,,,1
300968.SZ,20170203,20170203,20160930,1,1,3,310000000.0,328898327.65,36804110.35,,,153389839.78,,134429361.54,286033060.5,7827675.08,2269001.89,,,249130661.72,,,,,,,,,55635642.24,888715242.75,,,,,,,,369379690.75,118086177.18,,,,,19152547.67,,,5878205.68,7259527.04,,3219292.8,522975441.12,,,,,,,,,,,,,,,,,1411690683.87,33245152.46,58000000.0,,,,,71763268.95,419207664.07,29671749.49,,,28242550.64,11283936.29,100311.4,,3765879.65,,,,,,,,,,622035360.49,,76938327.32,,,,3769405.6,,113952885.38,,,,,,,,,,,,,,,,,735988245.87,,,,,,675702438.0,675702438.0,1411690683.87,,,,,,,,,,,,,,,420462422.04,490970933.02,7827675.08,369379690.75,118086177.18,3866191.05,76938327.32,,,1
300962.SZ,20170331,20170331,20160930,1,1,3,182761397.0,90264841.27,192980330.25,11345136.77,,43474792.9,,911994.03,24822627.15,6494305.72,13878180.08,,98763.89,1089291.47,,,,,,,,,10426075.19,101196030.43,,,,41272087.65,,,,544747290.89,17335886.11,,21574.68,,,31865306.77,,,117295.74,5213929.21,,,640573371.05,,,,,,,,,,,,,,,,,741769401.48,10000000.0,116000000.0,,,,,,10095297.83,2614069.81,,,10176707.51,2804497.65,212999.97,20000000.0,9773828.24,,,,,,,,,,171677401.01,,30149085.86,,20971322.44,3970252.99,,908333.34,65998994.63,,,,,,,,,,,,,,,,,237676395.64,,,,,26741300.55,477351705.29,504093005.84,741769401.48,,,,,,,,,,,,,,,25734621.18,10095297.83,6593069.61,544768865.57,17335886.11,29986828.21,30149085.86,,,1
300959.SZ,20170116,20170116,20160930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55442432.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4323381.96,,,,,,51119050.86,,,,,,,,,,,,,,,,,,,,,,,,,,1
003040.SZ,20170114,20170114,20160930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360868400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770046700.0,,,,,,590821700.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
688083.SH,20170429,20170429,20160930,1,1,3,40000000.0,5087212.97,-22336884.91,5407178.82,,9386362.98,,150000.0,12569685.56,1704577.62,147100.0,,7345.58,83210.96,,20150.0,,,,,,,30500000.0,54568432.7,,,,,,,,2991346.09,,,,,,6724858.73,,,,174854.02,,,9891058.84,,,,,,,,,,,,,,,,,64459491.54,,,,,,,,3885673.12,1414219.25,,,5757086.66,4838423.58,,,159140.49,,,,,,,,4808068.01,,20862611.11,,11120707.12,,,,6011000.0,,17131707.12,,,,,,,,,,,,,,,,,37994318.23,,,,,,26465173.31,26465173.31,64459491.54,,-1692333.57,,,,,,,,,,,,,12719685.56,3885673.12,1711923.2,2991346.09,,159140.49,11120707.12,,,1
688378.SH,20170429,20170429,20160930,1,1,3,40313250.0,25020014.42,-13329928.4,,,7727891.98,,,12005178.36,1494093.16,1172499.72,,,16128598.59,,,,,,,,,100463.53,38628725.34,,,,,,,,48782699.2,17353953.62,,,,,7405764.38,,,,,,10844683.71,84387100.91,,,,,,,,,,,,,,,,,123015826.25,,27000000.0,,,,,,1937188.56,138480.04,,,144632.25,640166.61,,,1193363.12,,,,,,,,,,31053830.58,,,,,,39958659.65,,39958659.65,,,,,,,,,,,,,,,,,71012490.23,,,,,,52003336.02,52003336.02,123015826.25,,,,,,,,,,,,,,,12005178.36,1937188.56,1494093.16,48782699.2,17353953.62,1193363.12,,,,1
