ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
301093.SZ,20210930,20210930,20201231,1,1,4,101000000.0,68300602.84,176591678.76,50500000.0,,58469175.54,,,125388773.29,405998.69,7276608.7,,,89670110.16,,,,,,,,,371974.4,365458753.41,,,,,,,,192015325.41,7649138.8,,,,,21691804.31,,,21120784.21,2940991.8,,10742803.75,256160848.28,,,,,,,,,,,,,,,,,621619601.69,,124587326.44,,,,,42184775.9,31069986.28,,,,10513465.89,10210915.15,,,3434074.66,,,,,,,,,189700.75,224270420.09,,,,,,956900.0,,956900.0,,,,,,,,,,,,,,,,,225227320.09,,,,,,396392281.6,396392281.6,621619601.69,,,,,,,,,,,,,,2080175.02,125388773.29,73254762.18,405998.69,192015325.41,7649138.8,3434074.66,,,,1
301092.SZ,20210930,20210930,20201231,1,1,4,100000000.0,13172717.31,224156157.7,33548652.45,5561.63,85366828.89,10007534.25,9977041.19,76899669.28,24129665.35,1865709.79,,,101597493.45,,,,,,,,,4477904.67,319429326.42,,,,26278237.91,,,,121889221.92,9741586.16,,,,,9735238.2,,,922471.5,2735918.14,,165000.42,172667674.25,,,,,,,,,,,,,,,,,492097000.67,,8500000.0,,,,,10528052.0,44967144.0,1662043.68,,,17520285.78,15051847.3,,,7532268.08,,,,,,,,,442859.57,111325628.82,,,,9770000.0,17036.6,101246.16,,9888282.76,,,,,,,,,,,,,,,,,121213911.58,,,,,,370883089.09,370883089.09,492097000.67,,,,,,,,,,,,,,5121128.41,86876710.47,55495196.0,24129665.35,121889221.92,9741586.16,7532268.08,,,,1
688280.SH,20210930,20210930,20201231,1,1,4,442666667.0,892174424.64,-796862346.07,899094.13,12189255.49,193391744.25,,16674466.39,270844655.56,3387916.03,18381545.22,,,279772294.16,,3886826.0,,,,,,,64582999.58,920390120.44,,,,,,,,446916050.68,102137764.43,,,,,14400314.51,,,10512883.14,35646374.95,,26496849.97,636110237.68,,,,,,,,,,,,,,,,,1556500358.12,9474154.8,222278891.2,,,,,,420101860.42,,,,27056680.09,2848132.99,,,169840303.23,,,,,,,,8650590.91,161797.19,902856255.4,,1078092.04,,14470841.51,,78753663.3,,103776751.65,,,,,,,,,,,,,,,,,1006633007.05,,,,,,549867351.07,549867351.07,1556500358.12,,-1199744.12,,,,,,,,,,,38437275.25,51917999.37,287519121.95,420101860.42,3387916.03,446916050.68,102137764.43,169840303.23,1078092.04,,,1
688739.SH,20210930,20210930,20201231,1,1,4,374800000.0,734444685.8,2821500770.11,187400000.0,,985192080.83,501987783.26,,510922957.63,1150334.99,66644186.18,,,281828237.89,,,,,,,,,701657485.54,3049383066.32,,,,,,,,984005371.15,75005235.8,,,,,126611762.8,,,9302794.44,13498359.92,,63122586.9,1428934369.95,,,,,,,,,,,,,,,,,4478317436.27,,,,,,,,115656490.34,,,,103517633.47,4451852.47,,,580000.0,,,,,,,,,,228865667.42,,,,,11035474.97,120260837.97,10000.0,131306312.94,,,,,,,,,,,,,,,,,360171980.36,,,,,,4118145455.91,4118145455.91,4478317436.27,,,,,,,,,,,,,,4659691.14,510922957.63,115656490.34,1150334.99,984005371.15,75005235.8,580000.0,,,,1
688257.SH,20210930,20210930,20201231,1,1,4,69600000.0,120711086.88,288054040.84,35578081.91,,110082087.73,,156937664.05,215392910.57,551849.43,4554224.49,,,191793065.68,,,,,,,,,4153567.41,687943783.26,,,37675476.99,,,,,69522290.12,41879527.7,,,,,34426529.9,,53327377.8,124607.6,18732995.76,,43261223.25,298950029.12,,,,,,,,,,,,,,,,,986893812.38,34581062.57,59683274.44,,,,,119446327.45,97333420.21,,,,31427435.79,6982224.54,,,422243.0,,,,,,,,4263399.2,53889811.58,375091145.19,,,,,5282692.13,18917262.24,,58781016.94,,,,,,,,,,,,,,,,,433872162.13,,,,,38356238.6,514665411.65,553021650.25,986893812.38,,722202.02,,,,,,,,,,,,1643008.98,372330574.62,216779747.66,551849.43,69522290.12,41879527.7,422243.0,,,,1
301091.SZ,20210929,20210929,20201231,1,1,4,120000000.0,60357300.46,203920857.76,23690942.66,,317744260.61,,3078050.0,300659262.28,16841717.63,20190121.84,,,12946196.26,,,,,,,,,56282925.13,747959919.12,,,1373216.49,,,,,175994712.83,9740297.17,,,,,89402130.3,,1357002.31,13045324.84,10557965.45,,18684096.85,320154746.24,,,,,,,,,,,,,,,,,1068114665.36,42070000.0,20000000.0,,,,,4767593.69,186932912.04,,,,99914573.34,37316383.98,,33723800.27,75441068.43,,,,,,,,11317564.09,5054515.24,571645222.63,,,,,267749.61,37573944.8,,79911694.41,,,,,,,,,,,,,,,,,651556917.04,,,,,8588647.44,407969100.88,416557748.32,1068114665.36,,,,,,,,,,,,,20217385.37,97176811.55,303737312.28,191700505.73,16841717.63,175994712.83,9740297.17,109164868.7,,,,1
301090.SZ,20210929,20210929,20201231,1,1,4,1257504070.0,1286064556.25,818449711.47,39747450.24,,1255300631.83,,9771873.47,350365290.98,22221818.72,149092907.1,,,1762512994.5,,,,,,,,,126420946.97,3713274527.77,,,,,,,,1255920466.13,577188758.64,,,,,244040638.28,,,12953126.63,5930782.67,,98299697.9,2194333470.25,,,,27924710.0,,,,,,,,,,,,,5907607998.02,72900709.04,,,,,,709078012.11,498217514.62,,,,89191757.75,30379655.01,,,136641822.18,,,,,,,,,145510.31,2114852788.28,,,,,19989289.26,275226711.89,,368116710.19,,,,,,,,,,,,,,,,,2482969498.47,,,,,,3424638499.55,3424638499.55,5907607998.02,,22872711.59,,,,,,,,,,,,651198516.3,360137164.45,1207295526.73,22221818.72,1255920466.13,577188758.64,136641822.18,,,,1
301086.SZ,20210928,20210928,20201231,1,1,4,45000000.0,91620191.94,194056534.76,13493800.64,,80162082.4,,,257821205.8,3550675.96,10078211.92,,,69729755.67,,,,,,,,,7289334.09,439372170.66,,,,,,,,133299037.21,15090748.68,,,,,69890029.21,,25665759.15,6173638.56,6994943.03,,7572212.82,264686368.66,,,,,,,,,,,,,,,,,704058539.32,23569200.0,78050000.0,,,,,,170893074.66,,,,24023250.81,27603915.16,108522.21,,2332180.57,,,,,,,,7499706.52,9158208.3,320025100.37,,5244461.72,,650000.0,9564.32,8019008.26,,37492234.3,,,,,,,,,,,,,,,,,357517334.67,,,,,2370677.31,344170527.34,346541204.65,704058539.32,,,,,,,,,,,,,1629008.0,356242.14,257821205.8,170893074.66,3550675.96,133299037.21,15090748.68,2440702.78,5244461.72,,,1
301087.SZ,20210928,20210928,20201231,1,1,4,120000000.0,430694255.89,410978323.52,34745108.05,,557093024.77,,,192053664.39,30576711.63,53779278.88,,,402365314.94,,,,,,,,,15466906.51,1255931319.15,,,5583423.39,,,,,178919218.04,83441448.16,,,,,203457896.08,,11601620.75,36777504.92,10636673.83,,8217543.89,538635329.06,,,,,,,,,,,,,,,,,1794566648.21,,280000000.0,,,,,77465637.72,258535756.92,1079612.99,,,34353280.63,25251988.6,236035.76,,44439947.05,,,,,,,,10000000.0,274267.79,733641803.17,,10000000.0,,,3801949.82,47167986.32,,60969936.14,,,,,,,,,,,,,,,,,794611739.31,,,,,3537221.44,996417687.46,999954908.9,1794566648.21,,,,,,,,,,,,,,2005275.71,192053664.39,336001394.64,30576711.63,178919218.04,83441448.16,44675982.81,10000000.0,,,1
301085.SZ,20210927,20210927,20201231,1,1,4,60000000.0,119586582.21,166278195.92,10113042.59,,196706191.07,,,305131015.91,2656250.11,14140346.37,,,52618255.95,,,,,,,,,9880458.25,581132517.66,,,,,,,,7465660.77,,,,,,1455717.07,,865400.38,371865.19,516606.87,,,10675250.28,,,,,,,,,,,,,,,,,591807767.94,,63976252.75,,,,,50665542.0,72505134.41,,,,29450900.27,14319301.46,,,2741404.72,,,,,,,,,398364.28,239759578.45,,,,,1553.2,,,1553.2,,,,,,,,,,,,,,,,,239761131.65,,,,,,352046636.29,352046636.29,591807767.94,,-3931184.43,,,,,,,,,,,,5702678.56,305131015.91,123170676.41,2656250.11,7465660.77,,2741404.72,,,,1
