ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
301081.SZ,20200103,20200103,20161231,1,1,4,50000000.0,20059244.4,-12418622.68,3773237.31,,18550030.75,80420.64,972428.98,43984215.1,,4965848.95,,,83122045.94,,,,,,,,,,152049525.83,,,2250000.0,3917154.06,,,,67037157.81,,,,,,4238484.58,,,,3745680.75,,,81188477.2,,,,,,,,,,,,,,,,,233238003.03,,99632618.08,,,,,11805416.0,32076236.01,4507080.11,,,4269395.8,2819762.17,133800.0,,1557100.0,,,,,,,,,,156801461.55,,,,14207972.36,,1710848.53,,15918820.89,,,,,,,,,,,,,,,,,172720282.44,,,,,,60517720.59,60517720.59,233238003.03,,-896138.44,,,,,,,,,,,,,44956644.08,43881652.01,374535.47,67037157.81,,1690953.38,,,,1
605589.SH,20200103,20200103,20161231,1,1,4,643716800.0,397859483.34,2091853494.38,146751598.57,27515826.74,1008609545.23,,818396486.14,1038200791.34,15994345.24,84053659.93,,4182895.78,599998620.59,,,,,,,,,92534648.05,3661970992.3,51560000.0,,50753781.07,,,,,1545790694.32,412860884.9,,,,,361314919.49,,,767230.1,49689183.14,,56976418.03,2529713111.05,,,,,,,,,,,,,,,,,6191684103.35,376312500.0,1506829963.13,,,,,169317059.13,334668944.58,40796353.21,,,54773291.71,26955699.8,2205838.84,4374447.87,54364817.66,,,,,,,,60937500.0,,2255223915.93,,,,,209429.22,132912169.99,,622434099.21,,,,,,,,,,,,,,,,,2877658015.14,,,,,7645570.4,3306380517.81,3314026088.21,6191684103.35,,-1316685.22,,,,,,,,,,,,,1856597277.48,503986003.71,20177241.02,1545790694.32,412860884.9,60945104.37,113000000.0,,,1
301024.SZ,20200103,20200103,20161231,1,1,4,30000000.0,75771851.37,1162547.06,2957325.39,,31776982.1,30374501.7,1126621.71,43626530.67,4559467.54,354153.91,,,,,,,,,,,,,111818257.63,7170000.0,,,2221094.61,,,,1098959.94,,,,,,83760.74,,,,632698.61,,900000.0,12106513.9,,,,,,,,,,,,,,,,,123924771.53,,,,,,,,1673396.44,3722800.0,,,9184287.08,1733251.32,,,,,,,,,,,,,16845596.12,,,,,,,,,,,,,,,,,,,,,,,,,16845596.12,,,,,17451.59,107061723.82,107079175.41,123924771.53,,-2830000.0,,,,,,,,,,,,,44753152.38,1673396.44,4559467.54,1098959.94,,531861.28,,,,1
301030.SZ,20200327,20200327,20161231,1,1,4,62840000.0,144720600.0,36335400.0,3970600.0,,85988900.0,,1435800.0,269720900.0,,32682900.0,,,84673000.0,,,,,,,,,,476811100.0,,,,,,,,6879000.0,,,,,,167700.0,,,405300.0,3548000.0,,358500.0,11358500.0,,,,,,,,,,,,,,,,,488169500.0,,76300000.0,,,,,3650000.0,103268100.0,21643000.0,,,3033900.0,28442100.0,,,3965800.0,,,,,,,,,,240303000.0,,,,,,,,,,,,,,,,,,,,,,,,,240303000.0,,,,,,247866600.0,247866600.0,488169500.0,,,,,,,,,,,,,,,271156700.0,106918100.0,2309600.0,6879000.0,,3965800.0,,,,1
600905.SH,20200403,20200403,20161231,1,1,4,12551431033.2,6193777592.17,3025858058.45,131240162.63,3461779.38,3396591610.16,,379575535.32,3802840497.57,,526654543.86,,96295.29,193419539.53,,,,,,,,,5988842.81,8569692264.0,1763125540.9,,7224059641.37,454677930.93,,,,40042923369.1,1995751476.3,,,,,903332432.03,,392620822.03,8906246.78,16813367.51,,3266025335.51,56068236162.46,,,,,,,,,,,,,,,,,64637928426.46,19812216185.08,543000000.0,,,,,1400162565.34,7274774978.8,2051467.94,,,69829776.33,109341142.8,109733742.11,1926093.64,1931473025.63,,,,,,,,2055881390.3,,13498174182.89,5983210904.67,,,,996467084.14,13721428.52,32678898.4,27477074235.42,,,,,,,,,,,,,,,,,40975248418.31,,,,,1710168031.58,21952511976.57,23662680008.15,64637928426.46,12600000.0,46743350.74,,,,,,,,,,,,,4182416032.89,8674937544.14,264621694.75,40042923369.1,1995751476.3,2043132861.38,626179734.61,,,1
605180.SH,20200114,20200114,20161231,1,1,4,42731888.58,9068111.42,179277269.96,19919696.66,,117633647.81,,,37197951.83,,2925320.67,,,50522112.9,,,,,,,,,10000000.0,219333891.56,,,,9940076.72,,,,70403311.9,,,,,,13099069.5,,,562563.43,295193.3,,,94725214.85,,,,,,,,,,,,,,,,,314059106.41,,20000000.0,,,,,10150000.0,6175513.8,1750814.31,,,5736509.4,7539869.06,24200.0,,11685300.0,,,,,,,,,,63062139.79,,,,,,,,,,,,,,,,,,,,,,,,,63062139.79,,,,,,250996966.62,250996966.62,314059106.41,,,,,,,,,,,,,,,37197951.83,16325513.8,1054858.35,70403311.9,425000.0,11709433.22,,,,1
600032.SH,20200103,20200103,20161231,1,1,4,600000000.0,1522730100.0,1342059900.0,157063100.0,165700.0,605320700.0,,,51733000.0,20622200.0,4985700.0,,,2420000.0,,,,,,,,,10398400.0,695480000.0,564000.0,,1137761300.0,85447200.0,,,,5853377400.0,12876000.0,,,,,63748300.0,,24426700.0,3095800.0,2464900.0,,102644100.0,7286405700.0,,,,,,,,,,,,,,,,,7981885800.0,2117800000.0,476000000.0,,,,,,296372600.0,1727200.0,,,37760500.0,62223800.0,4352700.0,,36438200.0,,,,,,,,40816200.0,,955691200.0,,,,,16415300.0,65881700.0,,2464716300.0,,,,,,,,,,,,,,,,,3420407400.0,,,,,932579000.0,3628899300.0,4561478300.0,7981885800.0,,6880500.0,,,,,,,,,,,,,51733000.0,296372600.0,20622200.0,5853377400.0,12876000.0,40790900.0,264619300.0,,,1
605089.SH,20200103,20200103,20161231,1,1,4,2000000.0,,91156063.35,1085824.31,,13872651.56,,,829574.67,,4304320.99,,,31675541.67,,,,,,,,,57456863.81,110424148.27,,,,,,,,8654061.3,,,,,,39738.02,,,1283024.62,158688.27,,2199330.32,12334842.53,,,,,,,,,,,,,,,,,122758990.8,,,,,,,,13084514.08,2868859.07,,,5403315.79,3182688.65,,,3106355.79,,,,,,,,,871369.76,28517103.14,,,,,,,,,,,,,,,,,,,,,,,,,28517103.14,,,,,,94241887.66,94241887.66,122758990.8,,,,,,,,,,,,,,,829574.67,13084514.08,2285195.57,8654061.3,,3106355.79,,,,1
300970.SZ,20200103,20200103,20161231,1,1,4,43760000.0,317741488.69,170414495.72,4435758.69,,250683664.51,,,7469878.86,,1930930.09,,,32250926.6,,,,,,,,,28246426.82,327061726.18,,,,,,,,348373889.26,,,,,,9461956.5,,,20779.8,,,12073018.6,395392777.27,,,,,,,,,,,,,,,,,722454503.45,20000000.0,62900000.0,,,,,,8748380.0,2476271.96,,,8148574.57,372352.35,579741.5,,35902016.47,,,,,,,,,,119127336.85,,,,,,29480446.23,,49480446.23,,,,,,,,,,,,,,,,,168607783.08,,,,,17494977.27,536351743.1,553846720.37,722454503.45,,,,,,,,,,,,,,,7469878.86,8748380.0,6479899.3,348373889.26,25463133.11,36481757.97,,,,1
300968.SZ,20200306,20200306,20161231,1,1,4,310000000.0,343389622.4,71328400.8,13195847.04,,103345685.58,,105527607.18,367672338.99,,589974.17,,,180022066.3,,,,,,,,,48845723.02,835186664.43,,,,,,,,474693676.09,,,,,,18946615.15,,,5312313.7,9764857.79,,3759292.8,523354213.49,,,,,,,,,,,,,,,,,1358540877.92,33245152.46,,,,,,83583051.73,358140050.54,6711761.05,,,30501702.91,18645398.6,,,,,,,,,,,,,503163233.65,,,,,,3634834.77,,117463774.03,,,,,,,,,,,,,,,,,620627007.68,,,,,,737913870.24,737913870.24,1358540877.92,,,,,,,,,,,,,,,473199946.17,441723102.27,29183269.19,474693676.09,10877457.96,5581268.82,80583786.8,,,1
