ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
001217.SZ,20210908,20210908,20200630,1,1,2,248900000.0,170730505.9,193832020.46,38145472.13,19152031.88,49821248.83,,,29403865.11,419891.51,10591090.48,,,59231763.28,,,,,,,,,1228461.32,281644262.1,,,,,,,,516788326.12,5282232.39,,,,,50452811.56,,,44171549.78,13226224.75,,667546.7,630588691.3,,,,,,,,,,,,,,,,,912232953.4,,40042222.22,,,,,3600000.0,102096015.1,,,,11527497.13,10944163.86,,,3422031.8,,,,,,,,,2084287.57,190769375.51,,,,,4163672.55,46539874.97,,50703547.52,,,,,,,,,,,,,,,,,241472923.03,,,,,,670760030.37,670760030.37,912232953.4,,,,,,,,,,,,,,17053157.83,29403865.11,105696015.1,419891.51,516788326.12,5282232.39,3422031.8,,,,1
301092.SZ,20210108,20210210,20200630,1,1,2,100000000.0,13172717.31,150831247.46,22065589.62,652386.7,43583325.62,,5453201.69,76449775.03,,1711075.97,,,105684417.88,,,,,,,,,2677447.23,257234068.95,,,,27107096.86,,,,121731085.43,7278174.17,,,,,9866205.53,,,1138025.73,2648314.48,,176000.44,171144902.64,,,,,,,,,,,,,,,,,428378971.59,,47667594.6,,,,,5025000.0,38147820.1,2429338.88,,,12253027.35,6945818.75,,,24870023.18,,,,,,,,,,141481207.33,,,,,23953.94,151869.23,,175823.17,,,,,,,,,,,,,,,,,141657030.5,,,,,,286721941.09,286721941.09,428378971.59,,,,,,,,,10311947.06,,,,,4142584.47,81902976.72,43172820.1,3600712.63,121731085.43,7278174.17,24870023.18,,,,1
301089.SZ,20210309,20210309,20200630,1,1,2,94500000.0,66769784.25,248241245.54,13053475.85,,120154353.78,,,45831798.79,2080400.0,2556588.73,263600.0,,125909130.3,,,,,,,,,5074656.34,383802937.48,,,1033458.92,,,,2969448.94,126386504.18,231458826.14,,,,,72029776.16,,,1741037.32,8471080.43,,15014531.51,474387200.6,,,,,,,,,,,,,,,,,858190138.08,4800000.0,158004356.78,,,,,81449591.11,100923406.3,706914.71,,,5730576.8,4351495.24,,,23255375.99,,,,,,,,21049779.96,346718.13,399348096.99,,12536970.46,,,1966342.12,8658027.99,,27961340.57,,,,,,,,,,,,,,,,,427309437.56,,,,,,430880700.52,430880700.52,858190138.08,,8316194.88,,,,,,,,,,,,3529881.97,45831798.79,182372997.41,2344030.57,126386504.18,231458826.14,23255375.99,12536970.46,,,1
301086.SZ,20210105,20210105,20200630,1,1,2,45000000.0,89556858.84,113062291.62,3873780.89,,33230230.71,,,154293594.98,,3990570.44,,,57382345.55,,,,,,,,,5323888.68,258577623.16,,,,,,,,102684203.65,3921286.83,,,,,65912176.6,,25665759.15,2599540.58,3196668.61,,14049709.78,218029345.2,,,,,,,,,,,,,,,,,476606968.36,2950000.0,68050000.0,,,,,18991054.67,90424037.01,,,,13697845.09,8756438.67,89900.0,15400000.0,2085200.0,,,,,,,,204340.19,766317.23,220626258.4,,,,550000.0,9564.32,978214.29,,4487778.61,,,,,,,,,,,,,,,,,225114037.01,,,,,,251492931.35,251492931.35,476606968.36,,,,,,,,,,,,,,2161148.21,154293594.98,109415091.68,3871624.84,102684203.65,3921286.83,17575077.33,,,,1
301088.SZ,20210308,20210308,20200630,1,1,2,171000000.0,106531553.24,145535116.16,15743265.73,,28052749.24,172691679.83,,,,20381455.1,,,197648745.86,,,,,,,,,923716.96,420497116.2,,,,,,,,24132547.16,7204334.93,,,,,18986136.16,,,,14846868.94,,,65169887.19,,,,,,,,,,,,,,,,,485667003.39,,,,,,,,21706580.83,,,,2809916.56,14360082.87,,,7025525.49,,,,,,,,,293142.71,46195248.46,,,,,661819.8,,,661819.8,,,,,,,,,,,,,,,,,46857068.26,,,,,,438809935.13,438809935.13,485667003.39,,,,,,,,,,,,,,,,21706580.83,798769.21,24132547.16,7204334.93,7025525.49,,,,1
301081.SZ,20210113,20210113,20200630,1,1,2,128000000.0,134636441.52,100581456.92,19463776.54,,81029279.79,,4704917.48,154075010.55,4474636.38,15601772.29,,,172563051.68,,,,,,,,,3740987.53,459800419.22,,,,,,,6766923.57,112887750.06,80212504.06,,,,,53714748.32,,,,4638899.41,,11111233.67,269332059.09,,,,,,,,,,,,,,,,,729132478.31,17022152.79,133958112.84,,,,366709.2,100774303.09,40480835.51,,,,7202679.2,11248475.5,,,2506684.97,,,,,,,,,1322123.65,309644936.77,,,,17663434.91,,3699805.25,,38385392.95,,,,,,,,,,,,,,,,,348030329.72,,,,,,381102148.59,381102148.59,729132478.31,,-1579526.39,,,,,,,,,,,16857043.22,11785012.81,158779928.03,141255138.6,4474636.38,112887750.06,80212504.06,2506684.97,,,,1
301082.SZ,20210311,20210311,20200630,1,1,2,121237057.0,41519477.31,215129500.34,32733863.49,,199395907.72,,,788045964.11,14142722.35,2239716.06,,,145119138.06,,,,,,,,,,1210802510.4,,,,,,,,115124713.28,418360.93,,,,,33923143.23,,,1346723.1,16226395.02,,16944670.87,183984006.43,,,,,,,,,,,,,,,,,1394786516.83,,314070643.07,,,,,348500000.0,209789020.88,,,,6922543.27,46154024.3,,,34762712.43,,,,,,,,,1219969.98,976367539.53,,,,,4757738.94,4673526.67,,9952457.61,,,,,,,,,,,,,,,,,986319997.14,,,,,-2153378.45,410619898.14,408466519.69,1394786516.83,521192.0,,,,,,,,,,,,,14948625.6,788045964.11,558289020.88,14142722.35,115124713.28,418360.93,34762712.43,,,,1
605555.SH,20210122,20210122,20200630,1,1,2,139980000.0,43191983.8,123228016.12,2342352.67,,281770695.79,397760.0,,547443023.01,,12127320.3,,,137642646.72,,,,,,,,,8068700.59,1009451966.51,,,,2645590.79,,,600000.0,237240258.33,,,,,,63539208.52,,,35532178.3,5984714.66,,6524963.47,357066914.07,,,,,,,,,,,,,,,,,1366518880.58,65243457.74,260944155.21,,,,8508825.75,264945832.44,357136782.62,,,,27361300.09,24744906.89,,,28945708.54,,,,,,,,5439265.47,,981289488.56,,,,,,10634230.87,,75877688.61,,,,,,,,,,,,,,,,,1057167177.17,,,,,,309351703.41,309351703.41,1366518880.58,,609350.82,,,,,,,,,,,,3262711.55,547443023.01,622082615.06,22001820.1,237240258.33,,28945708.54,,,,1
301080.SZ,20210127,20210127,20200630,1,1,2,60000000.0,55824039.12,13076228.17,,,55356291.69,,,32058059.19,,1139019.49,,,25752233.05,,,,,,,,,373727.68,115050185.02,,,,,,,,19544809.16,1801200.0,,,,,772951.78,,,2738529.19,8153204.68,,1252382.0,35263076.81,,,,,,,,,,,,,,,,,150313261.83,,,,,,,,4134527.54,,,,6702639.03,8955814.3,,,,,,,,,,,,605360.14,21438249.03,,,,,,,,,,,,,,,,,,,,,,,,,21438249.03,,,,,-269039.63,129144052.43,128875012.8,150313261.83,,243785.14,,,,,,,,,,,,988279.07,32058059.19,4134527.54,370853.92,19544809.16,1801200.0,51628.95,,,,1
001219.SZ,20210120,20210120,20200630,1,1,2,66550000.0,34074667.61,289862038.33,36032613.66,,45676443.6,317196164.38,11188605.0,13686379.04,2827318.0,4624523.57,,,30745219.12,,,,,,,,,,425944652.71,,,,10273553.39,,,,46753041.56,786411.46,,,,,14437998.52,,,,4232321.58,,,76483326.51,,,,,,,,,,,,,,,,,502427979.22,,,,,,,,28887979.85,,,,6764726.71,6068031.18,,4940948.2,3262764.47,,,,,,,,,770013.49,75170169.05,,,,,,738490.57,,738490.57,,,,,,,,,,,,,,,,,75908659.62,,,,,,426519319.6,426519319.6,502427979.22,,,,,,,,,,,,,,24475705.15,24874984.04,28887979.85,2827318.0,46753041.56,786411.46,8203712.67,,,,1
301078.SZ,20210122,20210122,20200630,1,1,2,979093333.0,545391862.17,320850092.79,19804223.15,,1282551577.86,1259833168.68,,52400013.96,60773000.0,59187575.4,,1199800.0,985070616.63,,3957874.47,,,,,,,111312706.68,3816286303.46,,,,,,,38094160.45,430382568.11,,,,,,105744894.22,,,226346574.21,37796388.52,,608402.0,838972987.51,,,,,,,,,,,,,,,,,4655259290.97,218744156.6,166206717.0,,,,,447791690.73,1196564430.71,1639495.46,,,46845362.12,94507648.69,,,,,,,,,,,7674742.86,16937691.47,2551307135.55,,,,,9150887.36,3500667.43,,238812644.31,,,,,,,,,,,,,,,,,2790119779.86,,,,,,1865139511.11,1865139511.11,4655259290.97,,,,,,,,,,,,,,234407114.85,52400013.96,1644356121.44,61972769.78,430382568.11,,338732241.66,7416932.92,,,1
