ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
000815.SZ,20230210,20230210,20221231,1,1,4,695263035.0,1958304301.5,-838941225.0,69030441.17,,269569857.22,195221477.18,109678820.55,241487290.01,1026938.58,48178020.01,,,626781902.89,,,,,,,,,11265431.07,1513767268.36,,,,,,,,1182248953.78,262642798.86,6990369.02,,,,20866004.87,,,107990521.45,2091215.42,,,1582829863.4,,,,,,,,,,,,,,,,,3096597131.76,26000000.0,318600000.0,,,,,166324844.96,219079349.35,20411.29,,,36600158.44,57317624.87,,,21571726.89,,,,,,,,67498402.49,61508394.67,951380582.59,,,,,,2786071.4,189315468.91,228748385.76,,,,,,,,,,,,,,,,,1180128968.35,,,,,32811610.74,1883656552.67,1916468163.41,3096597131.76,,,,,,,,,,,,,,2859669.63,351166110.56,385404194.31,1026938.58,1182248953.78,269633167.88,21571726.89,,,,0
002072.SZ,20230218,20230218,20221231,1,1,4,367680000.0,655444092.85,-791187701.41,38257186.79,0.0,21325883.99,0.0,0.0,43581248.9,4339768.25,7212593.6,0.0,0.0,19404450.41,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878960.21,96742905.36,,,0.0,0.0,,,0.0,643794.08,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4116271.51,,,,0.0,,,,,,,,,,,,,100859176.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6035299.01,0.0,0.0,0.0,711654.45,2313172.18,0.0,0.0,27823691.46,,,,0.0,0.0,0.0,0.0,1687219.17,1027355.03,47501122.27,0.0,,,2359660.36,0.0,0.0,0.0,2359660.36,,0.0,,,,,,,,,,,,,,,49860782.63,219195183.99,0.0,,,0.0,50998394.24,50998394.24,100859176.87,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,7902730.97,43581248.9,6035299.01,4339768.25,643794.08,0.0,27823691.46,0.0,0.0,0.0,0
301059.SZ,20230209,20230209,20221231,1,1,4,121660000.0,283955589.98,146696492.73,20121627.58,,85262419.11,,,77135015.96,630209.55,6038058.34,,,40864231.68,,,,,,,,,227678.14,213402591.18,,,,,,,,267933357.67,169866931.59,800478.75,,,,34803400.14,,,,1169570.95,,2462349.94,478419472.27,,,,,,,,,,,,,,,,,691822063.45,16603936.87,,,,,,10132202.65,65054500.6,,,,5230220.01,7538371.32,,,390283.1,,,,,,,,948210.86,28311.66,99869102.47,,,,,,3642322.4,,20654500.69,,,,,,,,,,,,,,,,,120523603.16,1135250.0,,,,,571298460.29,571298460.29,691822063.45,,,,,,,,,,,,,,10547002.27,77135015.96,75186703.25,630209.55,267933357.67,170667410.34,390283.1,,,,0
301076.SZ,20230218,20230218,20221231,1,1,4,103480000.0,584395249.02,329477939.36,47124116.05,16928300.53,139529480.19,560000000.0,,74522591.52,16561.9,241604.23,,,47781910.66,,,,,,,,,,836102059.15,,,,,,,,168856598.01,153057227.29,,,,,56734469.38,,,642505.75,588655.48,,1727587.27,416629337.17,,,,,,,,,,,,,,,,,1252731396.32,,,,,,,33470600.0,99852476.04,,,,11318058.13,11692118.56,,,1219000.0,,,,,,,,24760.57,752465.86,169199356.3,,,,,2126435.06,,,2126435.06,,,,,,,,,,,,,,,,,171325791.36,,,,,,1081405604.96,1081405604.96,1252731396.32,,,,,,,,,,,,,,10869877.14,74522591.52,133323076.04,16561.9,168856598.01,153057227.29,1219000.0,,,,0
603162.SH,20230217,20230217,20221231,1,1,4,371484100.0,120825652.68,1416713012.72,76895542.53,,732065203.17,,,60905510.2,108641951.75,10714281.14,,,27721196.45,,,,,,,,,4113421.35,944161564.06,,,,11831177.71,,,,955124626.76,,,,,,1315089.85,,,2301819.73,2753215.7,,1438781.7,1651860162.27,,,,,,,,,,,,,,,,,2596021726.33,,,,,,,,52190414.26,13479337.2,,,21164586.49,7822822.47,,,21558757.44,,,,,,,,182399225.45,152752.29,304406224.37,,,,,,,,245322961.41,,,,,,,,,,,,,,,,,549729185.78,,,,,,2046292540.55,2046292540.55,2596021726.33,,60374197.62,,,,,,,,,,,,5638328.77,60905510.2,52190414.26,108641951.75,955124626.76,,21558757.44,37017202.0,,,0
603291.SH,20230216,20230216,20221231,1,1,4,380898543.0,331593276.72,615122432.28,44541049.94,5724421.96,162356050.76,1700000.0,2100000.0,314115328.65,,4498918.49,,,27469078.76,,,,,,,,,33704813.09,686421833.27,,,,,,,,506644869.05,108039580.21,,,,,2064317324.88,,,5715121.44,32579435.26,,58955221.87,2804082135.75,,,,,,,,,,,,,,,,,3490503969.02,570235562.23,158113169.9,,,,,408988.0,335711023.55,,,,15512332.14,34787833.31,,,,,,,,,,,228591061.43,12846171.64,913773604.44,,,,190618190.26,52045786.29,194374045.49,126739834.17,1157989919.61,,,,,,,,,,,,,,,,,2071763524.05,,,,,44431075.34,1374309369.63,1418740444.97,3490503969.02,,-3570354.27,,,,,,,32151221.76,12294811.4,,,78083309.52,75289730.59,316215328.65,336120011.55,27943112.24,506644869.05,108039580.21,40218482.48,3095670.49,,,0
600557.SH,20230221,20230221,20221231,1,1,4,584597952.0,98131851.77,3843349759.05,292813413.08,,1601299830.99,170000000.0,,728222846.77,9669515.92,60513170.98,,,342820072.59,,,,,,,,,74811036.16,3729859645.62,,,4088172.3,,,,,2409275248.01,98536662.75,,,,,231153005.74,166556195.31,58988858.14,18234317.0,15956812.47,,21634536.2,3065944555.74,,,,,,,,,,,,,,,,,6795804201.36,,,,,,,11859912.67,361503934.25,,,,39004586.64,92442396.75,,,1033492510.92,,,,,,,,,27933014.61,1781105699.0,,0.0,1925490.0,,,78780400.74,,80705890.74,,,,,,,,,,,,,,,,,1861811589.74,64698480.0,,,,179798115.72,4754194495.9,4933992611.62,6795804201.36,,,,,,,,,,,,,,214869343.16,728222846.77,373363846.92,9669515.92,2409275248.01,98536662.75,1033492510.92,1925490.0,,,0
300721.SZ,20230221,20230221,20221231,1,1,4,85761967.0,701742890.76,409120493.41,43504840.2,14091443.74,321028202.26,,,108479690.09,972926.21,30870044.44,,,341037485.55,,,,,,,,,21953310.05,916651905.11,,,,,,,,1548676103.65,132143490.6,,,,,151638450.92,,,42491153.28,53730357.86,,5979571.24,1938668610.32,,,,,,,,,,,,,,,,,2855320515.43,,900627201.96,,,,,59010615.85,296828384.11,,,,27363212.44,14979157.47,,,168240.96,,,,,,,,100617112.14,25296477.58,1509264752.5,,,,,899109.49,40077772.94,,44333082.2,,,,,,,,,,,,,,,,,1553597834.7,46430.44,,,,47547476.06,1254175204.67,1301722680.73,2855320515.43,,,,,,,,,,,,,,84374349.99,108479690.09,355838999.96,972926.21,1548676103.65,132143490.6,168240.96,,,,0
002984.SZ,20230221,20230221,20221231,1,1,4,649670707.0,2339578947.41,3959808453.74,106111011.18,,1988524058.69,31719228.28,9585679.78,878405580.89,75755320.47,68037055.31,,,1736720629.76,,,,,,,,,28794256.15,4831168349.72,,,,,,,,4955960576.81,503560988.78,,,,,193497431.75,,,,36829957.5,,547027883.35,6284388812.12,,,,,,,,,,,,,,,,,11115557161.84,,,,,,34566505.16,191081232.84,707885987.41,,,,130893635.54,58974401.98,,,256469421.69,,,,,,,,13530459.89,9342476.58,1435420934.53,1887148019.53,,,16849263.19,56806712.53,77089384.04,,2056471052.8,,,,,,,,,,,,,,,,,3491891987.33,40766328.0,,,,152.8,7623665021.71,7623665174.51,11115557161.84,4059833.81,272487667.96,336774562.42,,,,,,,,,,,32676813.44,887991260.67,898967220.25,75755320.47,4955960576.81,503560988.78,256469421.69,,,,0
603077.SH,20230221,20230221,20221231,1,1,4,8831250228.0,1094734325.18,8824793603.85,488124338.77,6740388.06,4591308924.77,,,777990967.77,23086715.96,194889954.46,,,2076049121.12,,,,,,,,,265359097.34,9718871752.72,,,201078411.3,,,,,7573350721.84,1884638842.68,,,,,2142869795.48,27937506.71,1838405543.83,6070892.72,110298888.42,,97835641.52,14383755427.76,,,,,,,,,,,,,,,,,24102627180.48,408477233.33,1221761149.32,,,,,118676681.8,1758812760.88,,,,56570543.96,138029554.94,,,14692195.6,,,,,,,,167926155.76,24081406.81,3734334538.74,,,,,96022197.79,79030225.23,,605074371.3,,,,,,,,,,,,,,,,,4339408910.04,150000004.48,,,,644861560.82,19118356709.62,19763218270.44,24102627180.48,,22713830.24,,,,,,,,,,,,233784089.67,777990967.77,1877489442.68,23086715.96,7573350721.84,1884638842.68,14692195.6,,,,0
