ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
600916.SH,20161028,20161028,20120331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732790000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484610000.0,,,,,,248180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
002723.SZ,20140109,20140109,20120331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,246040896.35,,,,,,,,,,,,,,,,,,,,,187361737.14,,,,,,,,,,,,,,,,,433402633.49,,,,,,,,,,,,,,,,,,,,,,,,,,171011570.17,,,,,,,,71190.24,,,,,,,,,,,,,,,,,171082760.41,,,,,,262319873.08,262319873.08,433402633.49,,,,,,,,,,,,,,,,,,,,,,,,0
300962.SZ,20130412,20130412,20120331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117370000.0,,,,,,273850000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
920418.BJ,20120601,20120601,20120331,1,1,1,18000000.0,473244.85,28969975.92,5762640.04,,17995379.32,,4826324.3,38056867.8,987472.39,,,,15070573.31,,,,,,,,,,76936617.12,431942.3,,,,,,,39908289.94,3287630.39,,,,,,,,148717.96,714499.74,,,44491080.33,,,,,,,,,,,,,,,,,121427697.45,,30000000.0,,,,,,19461874.3,1042670.03,,,76196.06,1975129.53,,,6538991.5,,,,,,,,,,59094861.42,,,,,7631.45,,9119343.77,9126975.22,,,,,,,,,,,,,,,,,68221836.64,,,,,,53205860.81,53205860.81,121427697.45,,,,,,,,,,,,,,,42883192.1,19461874.3,987472.39,39908289.94,3287630.39,6538991.5,,,,0
688187.SH,20120425,20120425,20120331,1,1,1,1084255637.0,1693508949.0,2448720142.0,350134445.0,,1434000553.0,,989579737.0,1797181279.0,50770658.0,283272139.0,,,1307751254.0,,1092595.0,,,,,,,859529643.0,6723177858.0,,,209559263.0,,,,1772676.0,1360382512.0,163746032.0,,,,,196947746.0,39322801.0,58696114.0,,55799114.0,,73526336.0,2159752594.0,,,,,,,,,,,,,,,,,8882930452.0,58359486.0,139000000.0,,,,,407838101.0,1021302390.0,275930774.0,,,74460759.0,197576556.0,18398887.0,,148209616.0,,,500000000.0,,,,,140529449.0,,2923246532.0,,,,134093984.0,15928033.0,,88996346.0,297377849.0,,,,,,,,,,,,,,,,,3220624381.0,,,-29852705.0,,115538603.0,5546766468.0,5662305071.0,8882929452.0,,,,,,,,,,,,,,,2786761016.0,1429140491.0,50770658.0,1360382512.0,163746032.0,166608503.0,,,,1
601728.SH,20120429,20120429,20120331,1,1,1,80932368321.0,29030016356.58,86810939856.42,64315572542.29,,33989480363.78,,66319708.22,21588393934.08,2950742066.92,1965829107.2,,4923847.44,5501161970.68,,56400184.18,,,,,,,2433302260.14,68556553442.64,589548155.16,,1017107484.32,450318781.49,,,138418053.04,262197102143.67,24273028305.93,636665140.39,-10478867.58,,,33014957497.04,15529399.5,29925593769.03,3481771005.08,3068134707.05,,19521.34,358797715095.46,,,,,,,,,,,,,,,,,427354268538.1,1194996175.42,8362380000.0,,,,53618.12,1322833684.21,44606220862.92,44139697200.47,,,9117632796.38,1502188935.3,584303778.52,5250850.32,8376098054.06,,,,,,,,13046098626.66,,131062758406.96,29923131305.76,465300.0,104062911.26,51958614.75,1066048900.02,,2864968863.24,35205632070.45,,,,,,,,,,,,,,,,,166268390477.41,,,-816537322.07,,813518306.47,260272359754.22,261085878060.69,427354268538.1,,,,,,,,,,,,,,,21654713642.3,45929054547.13,2955665914.36,262186623276.09,24909693446.32,8965652682.9,104528211.26,,,1
301041.SZ,20120522,20120522,20120331,1,1,1,72000000.0,96216511.13,55892492.66,3730349.9,,11093452.31,,1576534.51,64205405.71,4578819.72,6519438.88,,,41816705.28,,,,,,,,,1680000.0,131470356.4,,,,,,,,248017989.02,2083700.27,,,,,10936514.42,20000.0,,5715110.83,1539689.21,,,268313003.75,,,,,,,,,,,,,,,,,399783360.15,,83000000.0,,,,,,61755369.94,578693.2,,,2691597.03,-9986962.06,,,2598432.69,,,,,,,,24204000.0,,164841130.8,,,,,,,1083371.45,1083371.45,,,,,,,,,,,,,,,,,165924502.25,,,,,6019504.22,227839353.68,233858857.91,399783360.15,,,,,,,,,,,,,,,,,,,,,,,,1
601825.SH,20120427,20120427,20120331,1,2,1,5000000000.0,7463300000.0,6677567000.0,4260171000.0,,,1031724000.0,,,,,,1209895000.0,,,,,1579732000.0,,,,27163916000.0,,,16931553000.0,34988310000.0,1246197000.0,,,6176939000.0,,3930575000.0,,,,,,,,,,878518000.0,169861876000.0,,,49013438000.0,8602038000.0,6823000.0,,,,,,,,,,,,,2130496000.0,324752028000.0,,,,,7308721000.0,,,,,15760340000.0,,641428000.0,378973000.0,4045132000.0,,,,,,,,,,,,,1500000000.0,,,313969000.0,,,,,17574154000.0,,247150512000.0,,4052222000.0,,,,,,,,,,,,298725451000.0,,2625540000.0,,,,26026577000.0,26026577000.0,324752028000.0,,,,,,,,,,,,,,,,,,,,,,,,1
001207.SZ,20121010,20121010,20120331,1,1,1,39322000.0,6496800.0,158038100.0,2419500.0,,42938900.0,,1924200.0,92621300.0,51110000.0,41853000.0,,,79524600.0,,,,,,,,,,310587500.0,,,39345900.0,,,,,89354300.0,4321900.0,,,,,892800.0,,,,,,,133915000.0,,,,,,,,,,,,,,,,,444502500.0,,190987900.0,,,,,46210000.0,295800.0,63400.0,,,590900.0,131000.0,,,-51300.0,,,,,,,,,,238226200.0,,,,,,,,,,,,,,,,,,,,,,,,,238226200.0,,,,,,206276300.0,206276300.0,444502500.0,,,,,,,,,,,,,,,,,,,,,,,,1
688425.SH,20121101,20121101,20120331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4376290000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577430000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
600905.SH,20120730,20120730,20120331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15906880000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9044810000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
300988.SZ,20120427,20120427,20120331,1,1,1,25000000.0,594.63,101885380.07,9345722.25,,22836661.11,,1730428.19,73802484.07,20750990.33,8047969.55,,,43950256.89,,,,,,,,,,171118790.14,,,18579701.17,,,,,48086025.1,26423738.76,,,,,12076968.9,,,,,,,105166433.93,,,,,,,,,,,,,,,,,276285224.07,,69910000.0,,,,,,41950499.83,,,,,1269794.14,,4966564.09,18835893.51,,,,,,,,,,136932751.57,,,,,,,,,,,,,,,,,,,,,,,,,136932751.57,,,,,3120775.55,136231696.95,139352472.5,276285224.07,,,,,,,,,,,,,,,75532912.26,41950499.83,20750990.33,48086025.1,26423738.76,23802457.6,,,,1
