ts_code,name,fullname,enname,list_date,delist_date,market,curr_type,list_status,created_at,updated_at
00610.HK,WAI KEE HOLD,惠记集团有限公司,Wai Kee Holdings Ltd.,1992-08-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00611.HK,中国核能科技,中国核能科技集团有限公司,China Nuclear Energy Technology Corporation Limited,1993-02-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00612.HK,嘉文世纪投资公司,嘉文世纪投资有限公司,Carmen Century Investment Limited,2002-01-02,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00613.HK,梧桐国际,梧桐国际发展有限公司,Planetree International Development Limited,1993-11-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00616.HK,财富链,财富链有限公司,Asset Chain Limited,1991-09-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00617.HK,百利保控股,百利保控股有限公司,Paliburg Holdings Limited,1993-12-17,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00618.HK,北大资源,北大资源(控股)有限公司,Peking University Resources (Holdings) Company Limited,1991-10-07,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00619.HK,南华金融,南华金融控股有限公司,South China Financial Holdings Limited,1993-07-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00620.HK,大唐西市,大唐西市丝路投资控股有限公司,DTXS Silk Road Investment Holdings Company Limited,1991-09-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00621.HK,坛金矿业,坛金矿业有限公司,Taung Gold International Limited,1995-12-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00622.HK,威华达控股,威华达控股有限公司,Oshidori International Holdings Limited,1991-09-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00623.HK,中视金桥,中视金桥国际传媒控股有限公司,SinoMedia Holding Limited,2008-07-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00626.HK,大众金融控股,大众金融控股有限公司,Public Financial Holdings Limited,1991-10-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00627.HK,共生智筑,共生智筑控股有限公司,Vision Synergy Holdings Limited,2000-11-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00628.HK,通通AI社交,通通AI社交集团有限公司,Tong Tong AI Social Group Limited,2002-07-24,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00629.HK,悦达国际控股,悦达国际控股有限公司,Yue Da International Holdings Limited,2001-11-29,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00630.HK,隽泰控股,隽泰控股有限公司,AMCO United Holding Limited,1996-11-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00631.HK,三一国际,三一重装国际控股有限公司,"Sany Heavy Equipment International Holdings Co., Ltd.",2009-11-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00632.HK,中港石油,中港石油有限公司,CHK Oil Limited,1993-04-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00635.HK,彩星集团,彩星集团有限公司,Playmates Holdings Limited,1994-01-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00636.HK,KLN,KLN Logistics Group Limited,KLN Logistics Group Limited,2013-12-19,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00637.HK,利记,利记控股有限公司,Lee Kee Holdings Limited,2006-10-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00638.HK,广和通,深圳市广和通无线股份有限公司,Fibocom Wireless Inc.,2025-10-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00639.HK,首钢资源,首钢福山资源集团有限公司,Shougang Fushan Resources Group Limited,1990-10-02,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00640.HK,星谦发展,星谦发展控股有限公司,Infinity Development Holdings Company Limited,2010-08-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00641.HK,中国恒天立信国际,中国恒天立信国际有限公司,CHTC Fong's International Company Limited,1990-10-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00643.HK,恒富控股,恒富控股有限公司,Carry Wealth Holdings Limited,2000-03-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00645.HK,安域亚洲,安域亚洲有限公司,Ares Asia Limited,1993-12-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00646.HK,中国环保科技,中国环保科技控股有限公司,China Environmental Technology Holdings Limited,2002-03-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00648.HK,京玖康疗,京玖医疗健康有限公司,SoftMedX Healthcare Limited,1990-10-29,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00650.HK,普达特科技,普达特科技有限公司,Productive Technologies Company Limited,1992-10-07,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00653.HK,卓悦控股,卓悦控股有限公司,Bonjour Holdings Limited,2003-07-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00655.HK,香港华人有限公司,香港华人有限公司,Hongkong Chinese Limited,1992-10-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00656.HK,复星国际,复星国际有限公司,Fosun International Limited,2007-07-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00657.HK,环科国际,环科国际集团有限公司,G-Vision International (Holdings) Limited,1992-10-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00658.HK,中国高速传动,中国高速传动设备集团有限公司,"China High Speed Transmission Equipment Group Co., Ltd.",2007-07-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00659.HK,周大福创建,周大福创建有限公司,CTF Services Limited,1997-04-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00660.HK,玮俊生物科技,玮俊生物科技有限公司,Wai Chun Bio-Technology Limited,1993-02-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00661.HK,中国大冶有色金属,中国大冶有色金属矿业有限公司,China Daye Non-Ferrous Metals Mining Limited,1990-11-21,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00662.HK,亚洲金融,亚洲金融集团有限公司,Asia Financial Holdings Ltd.,1990-12-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00664.HK,铜师傅,杭州铜师傅文创(集团)股份有限公司,"Hangzhou Tongshifu Cultural And Creative (Group) Co., Ltd.",2026-03-31,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00666.HK,瑞浦兰钧,瑞浦兰钧能源股份有限公司,"Rept Battero Energy Co., Ltd.",2023-12-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00667.HK,中国东方教育,中国东方教育控股有限公司,China East Education Holdings Limited,2019-06-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00669.HK,创科实业,创科实业有限公司,Techtronic Industries Co. Ltd.,1990-12-17,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00670.HK,中国东方航空股份,中国东方航空股份有限公司,China Eastern Airlines Corporation Limited,1997-02-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00672.HK,众安集团,众安集团有限公司,Zhong An Group Limited,2007-11-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00673.HK,中国卫生集团,中国卫生集团有限公司,China Health Group Limited,1996-10-14,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00674.HK,中国唐商,中国唐商控股有限公司,China Tangshang Holdings Limited,1991-01-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00675.HK,坚宝国际,坚宝国际控股有限公司,K & P International Holdings Ltd.,1997-01-02,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00676.HK,创信国际,创信国际控股有限公司,Pegasus International Holdings Ltd.,1996-10-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00677.HK,金源发展国际实业,金源发展国际实业有限公司,Golden Resources Development International Limited,1991-01-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00679.HK,亚洲联网科技,亚洲联网科技有限公司,Asia Tele-Net and Technology Corporation Limited,1991-01-31,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00681.HK,中民控股,中民控股有限公司,Chinese People Holdings Company Limited,1997-04-24,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00682.HK,超大现代,超大现代农业(控股)有限公司,Chaoda Modern Agriculture (Holdings) Ltd.,2000-12-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00683.HK,嘉里建设,嘉里建设有限公司,Kerry Properties Limited,1996-08-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00684.HK,亚伦国际,亚伦国际集团有限公司,Allan International Holdings Ltd.,1992-11-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00685.HK,世界华文媒体,世界华文媒体有限公司,Media Chinese International Limited,1991-03-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00686.HK,北京能源国际,北京能源国际控股有限公司,"Beijing Energy International Holding Co., Ltd.",2000-04-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00687.HK,泰升集团,泰升集团控股有限公司,Tysan Holdings Limited,1991-03-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00688.HK,中国海外发展,中国海外发展有限公司,China Overseas Land & Investment Ltd.,1992-08-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00689.HK,长盈集团(控股),长盈集团(控股)有限公司,EPI (Holdings) Limited,1991-04-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00690.HK,联康生物科技集团,联康生物科技集团有限公司,Uni-Bio Science Group Limited,2001-11-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00691.HK,山水水泥,中国山水水泥集团有限公司,China Shanshui Cement Group Limited,2008-07-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00693.HK,陈唱国际,陈唱国际有限公司,Tan Chong International Limited,1998-07-07,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00694.HK,北京首都机场股份,北京首都国际机场股份有限公司,Beijing Capital International Airport Company Limited,2000-02-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00695.HK,东吴水泥,东吴水泥国际有限公司,Dongwu Cement International Limited,2012-06-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00696.HK,中国民航信息网络,中国民航信息网络股份有限公司,Travelsky Technology Limited,2001-02-07,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00697.HK,首程控股,首程控股有限公司,Shoucheng Holdings Limited,1991-04-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00698.HK,通达集团,通达集团控股有限公司,Tongda Group Holdings Limited,2000-12-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00699.HK,均胜电子,宁波均胜电子股份有限公司,Ningbo Joyson Electronic Corp.,2025-11-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00700.HK,腾讯控股,腾讯控股有限公司,Tencent Holdings Ltd.,2004-06-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00701.HK,CNT GROUP,北海集团有限公司,CNT Group Ltd.,1991-05-21,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00702.HK,中国油气控股,中国油气控股有限公司,Sino Oil and Gas Holdings Ltd.,2000-02-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00703.HK,FUTURE BRIGHT,佳景集团有限公司,Future Bright Holdings Limited,2002-08-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00704.HK,和嘉控股,和嘉控股有限公司,Huscoke Holdings Limited,1991-05-27,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00707.HK,亚洲电视控股,亚洲电视控股有限公司,Asia Television Holdings Limited,2006-03-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00708.HK,恒大汽车,中国恒大新能源汽车集团有限公司,China Evergrande New Energy Vehicle Group Limited,2008-02-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00709.HK,佐丹奴国际,佐丹奴国际有限公司,Giordano International Limited,1991-06-19,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00710.HK,京东方精电,京东方精电有限公司,BOE Varitronix Limited,1991-07-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00711.HK,亚洲联合基建控股,亚洲联合基建控股有限公司,Asia Allied Infrastructure Holdings Limited,1993-02-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00712.HK,卡姆丹克太阳能,卡姆丹克太阳能系统集团有限公司,Comtec Solar Systems Group Limited,2009-10-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00713.HK,世界(集团),世界(集团)有限公司,World Houseware (Holdings) Limited,1993-04-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00716.HK,胜狮货柜,胜狮货柜企业有限公司,Singamas Container Holdings Limited,1993-07-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00717.HK,英皇资本,英皇资本集团有限公司,Emperor Capital Group Limited,2007-04-24,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00718.HK,太和控股,太和控股有限公司,Tai United Holdings Limited,1995-10-02,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00719.HK,山东新华制药股份,山东新华制药股份有限公司,Shandong Xinhua Pharmaceutical Company Limited,1996-12-31,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00720.HK,意达利控股,意达利控股有限公司,Auto Italia Holdings Ltd.,1991-07-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00721.HK,中国金融国际,中国金融国际投资有限公司,China Financial International Investments Limited,2001-06-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00722.HK,联合医务,联合医务集团有限公司,UMP Healthcare Holdings Ltd.,2015-11-27,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00723.HK,信保环球控股,信保环球控股有限公司,Reliance Global Holdings Limited,1991-07-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00724.HK,瑞鑫国际集团,瑞鑫国际集团有限公司,Ruixin International Holdings Limited,2000-07-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00725.HK,恒都集团,恒都集团有限公司,Perennial International Limited,1996-12-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00726.HK,筑友智造科技,筑友智造科技集团有限公司,DIT Group Limited,1991-07-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00727.HK,皇冠环球集团,皇冠环球集团有限公司,Crown International Corporation Limited,1998-01-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00728.HK,中国电信,中国电信股份有限公司,China Telecom Corporation Limited,2002-11-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00730.HK,首惠产业金融,首惠产业金融服务集团有限公司,Capital Industrial Financial Services Group Limited,1991-08-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00731.HK,建发新胜,建发新胜浆纸有限公司,C&D Newin Paper & Pulp Corporation Limited,1995-12-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00732.HK,信利国际,信利国际有限公司,Truly International Holdings Limited,1991-07-29,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00733.HK,合富辉煌,合富辉煌集团控股有限公司,Hopefluent Group Holdings Limited,2004-07-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00736.HK,中国置业投资,中国置业投资控股有限公司,China Properties Investment Holdings Limited,1992-09-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00737.HK,湾区发展,深圳投控湾区发展有限公司,Shenzhen Investment Holdings Bay Area Development Company Limited,2003-08-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00738.HK,莱尔斯丹,莱尔斯丹控股有限公司,Le Saunda Holdings Limited,1992-12-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00743.HK,亚洲水泥(中国),亚洲水泥(中国)控股公司,Asia Cement (China) Holdings Corporation,2008-05-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00745.HK,中国国家文化产业,中国国家文化产业集团有限公司,China National Culture Group Limited,2004-10-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00746.HK,理文化工,理文化工有限公司,Lee & Man Chemical Company Limited,2002-01-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00747.HK,沈阳公用发展股份,沈阳公用发展股份有限公司,Shenyang Public Utility Holdings Company Limited,1999-12-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00750.HK,水发兴业能源,中国水发兴业能源集团有限公司,China Shuifa Singyes Energy Holdings Limited,2009-01-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00751.HK,创维集团,创维集团有限公司,Skyworth Group Limited,2000-04-07,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00752.HK,PICO FAR EAST,笔克远东集团有限公司,Pico Far East Holdings Limited,1992-09-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00753.HK,中国国航,中国国际航空股份有限公司,Air China Limited,2004-12-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00754.HK,合生创展集团,合生创展集团有限公司,Hopson Development Holdings Limited,1998-05-27,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00755.HK,大方广瑞德,大方广瑞德集团有限公司,DevGreat Group Limited,1992-10-27,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00756.HK,森美控股,森美(集团)控股有限公司,Summi (Group) Holdings Limited,2008-07-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00757.HK,阳光能源,阳光能源控股有限公司,Solargiga Energy Holdings Limited,2008-03-31,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00759.HK,CEC INT'L HOLD,CEC国际控股有限公司,CEC International Holdings Limited,1999-11-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00760.HK,新天地产集团,新天地产集团有限公司,Talent Property Group Limited,1995-08-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00762.HK,中国联通,中国联合网络通信(香港)股份有限公司,China Unicom (Hong Kong) Limited,2000-06-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00763.HK,中兴通讯,中兴通讯股份有限公司,ZTE Corporation,2004-12-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00764.HK,永恒策略,永恒策略投资有限公司,Eternity Investment Limited,2000-02-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00765.HK,PERFECTECH INTL,威发国际集团有限公司,Perfectech International Holdings Limited,1992-10-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00767.HK,中基长寿科学,中基长寿科学集团有限公司,Zhong Ji Longevity Science Group Limited,1995-11-20,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00768.HK,开明投资,开明投资有限公司,UBA Investments Limited,2000-01-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00769.HK,中国稀土,中国稀土控股有限公司,China Rare Earth Holdings Limited,1999-10-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00770.HK,SHANGHAI GROWTH,沪光国际上海发展投资有限公司,Shanghai International Shanghai Growth Investment Ltd.,1993-11-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00771.HK,自动系统,自动系统集团有限公司,Automated Systems Holdings Limited,1997-11-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00772.HK,阅文集团,阅文集团,China Literature Limited,2017-11-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00775.HK,长江生命科技,长江生命科技集团有限公司,"CK Life Sciences Int'l., (Holdings) Inc.",2008-09-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00776.HK,帝国科技集团,帝国科技集团有限公司,Imperium Technology Group Limited,2008-09-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00777.HK,网龙,网龙网络控股有限公司,NetDragon Websoft Holdings Limited,2008-06-24,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00780.HK,同程旅行,同程旅行控股有限公司,Tongcheng Travel Holdings Limited,2018-11-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00784.HK,凌锐控股,凌锐控股有限公司,Ling Yui Holdings Limited,2017-12-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00788.HK,中国铁塔,中国铁塔股份有限公司,China Tower Corporation Limited,2018-08-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00789.HK,雅天妮集团,雅天妮集团有限公司,Artini Holdings Limited,2008-05-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00794.HK,锦胜集团(控股),锦胜集团(控股)有限公司,Come Sure Group (Holdings) Limited,2009-02-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00797.HK,第七大道,第七大道控股有限公司,7Road Holdings Limited,2018-07-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00798.HK,中电光谷,中电光谷联合控股有限公司,China Electronics Optics Valley Union Holding Company Limited,2014-03-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00799.HK,IGG,IGG Inc,IGG Inc,2015-07-07,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00800.HK,文远知行-W,文远知行,WeRide Inc.,2025-11-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00804.HK,鼎石资本,鼎石资本有限公司,Pinestone Capital Limited,2017-06-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00805.HK,新吉奥房车,新吉奥房车有限公司,New Gonow Recreational Vehicles Inc.,2025-01-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00806.HK,惠理集团,惠理集团有限公司,Value Partners Group Limited,2007-11-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00807.HK,上海实业环境,上海实业环境控股有限公司,SIIC Environment Holdings Ltd.,2018-03-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00809.HK,大成生化科技,大成生化科技集团有限公司,Global Bio-chem Technology Group Company Limited,2001-03-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00810.HK,中国铸晨81,中国铸晨81金融有限公司,China Castson 81 Finance Company Limited,2002-02-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00811.HK,新华文轩,新华文轩出版传媒股份有限公司,"Xinhua Winshare Publishing and Media Co., Ltd.",2007-05-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00813.HK,世茂集团,世茂集团控股有限公司,Shimao Group Holdings Limited,2006-07-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00814.HK,北京京客隆,北京京客隆商业集团股份有限公司,Beijing Jingkelong Company Limited,2008-02-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00815.HK,中国白银集团,中国白银集团有限公司,China Silver Group Limited,2012-12-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00816.HK,金茂服务,金茂物业服务发展股份有限公司,"Jinmao Property Services Co., Limited",2022-03-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00817.HK,中国金茂,中国金茂控股集团有限公司,China Jinmao Holdings Group Limited,2007-08-17,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00818.HK,高阳科技,高阳科技(中国)有限公司,Hi Sun Technology (China) Limited,1997-12-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00819.HK,天能动力,天能动力国际有限公司,Tianneng Power International Ltd.,2007-06-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00821.HK,汇盈控股,汇盈控股有限公司,Value Convergence Holdings Limited,2008-08-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00822.HK,嘉瑞国际,嘉瑞国际控股有限公司,Ka Shui International Holdings Ltd.,2007-06-27,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00825.HK,新世界百货中国,新世界百货中国有限公司,New World Department Store China Limited,2007-07-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00826.HK,天工国际,天工国际有限公司,Tiangong International Company Limited,2007-07-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
