ts_code,name,fullname,enname,list_date,delist_date,market,curr_type,list_status,created_at,updated_at
00001.HK,长和,长江和记实业有限公司,CK Hutchison Holdings Ltd.,1972-11-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00002.HK,中电控股,中电控股有限公司,CLP Holdings Ltd.,1980-01-02,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00003.HK,香港中华煤气,香港中华煤气有限公司,The Hong Kong and China Gas Co. Ltd.,1960-04-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00004.HK,九龙仓集团,九龙仓集团有限公司,The Wharf (Holdings) Limited,1921-01-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00005.HK,汇丰控股,汇丰控股有限公司,HSBC Holdings plc,1980-01-02,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00006.HK,电能实业,电能实业有限公司,Power Assets Holdings Limited,1976-08-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00007.HK,智富资源投资,智富资源投资控股集团有限公司,Wisdom Wealth Resources Investment Holding Group Limited,2000-09-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00008.HK,电讯盈科,电讯盈科有限公司,PCCW Ltd.,1994-10-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00010.HK,恒隆集团,恒隆集团有限公司,Hang Lung Group Ltd.,1972-10-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00012.HK,恒基地产,恒基兆业地产有限公司,Henderson Land Development Co. Ltd.,1981-07-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00013.HK,和黄医药,和黄医药(中国)有限公司,Hutchmed (China) Limited,2021-06-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00014.HK,希慎兴业,希慎兴业有限公司,Hysan Development Co. Ltd.,1981-09-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00016.HK,新鸿基地产,新鸿基地产发展有限公司,Sun Hung Kai Properties Ltd.,1972-09-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00017.HK,新世界发展,新世界发展有限公司,New World Development Co. Ltd.,1972-11-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00018.HK,东方传媒集团,东方传媒集团有限公司,Oriental Media Group Limited,1987-08-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00019.HK,太古股份公司A,太古股份有限公司A,Swire Pacific Limited A,1959-04-14,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00020.HK,商汤-W,商汤集团股份有限公司,SenseTime Group Inc.,2021-12-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00021.HK,大中华控股,大中华控股(香港)有限公司,Great China Holdings (Hong Kong) Limited,1954-03-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00022.HK,茂盛控股,茂盛控股有限公司,Mexan Limited,1972-12-14,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00023.HK,东亚银行,东亚银行有限公司,"The Bank of East Asia, Ltd.",1921-01-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00025.HK,CHEVALIER INT'L,其士国际集团有限公司,Chevalier International Holdings Ltd.,1984-12-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00026.HK,中华汽车,中华汽车有限公司,"China Motor Bus Co., Ltd.",1962-01-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00027.HK,银河娱乐,银河娱乐集团有限公司,Galaxy Entertainment Group Limited,1991-10-07,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00028.HK,天安,天安中国投资有限公司,Tian An China Investments Co. Ltd.,1987-03-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00029.HK,达力集团,达力集团有限公司,Dynamic Holdings Ltd.,1980-01-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00030.HK,云白国际,云白国际有限公司,YNBY International Limited,1991-10-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00031.HK,航天控股,中国航天国际控股有限公司,China Aerospace International Holdings Ltd.,1981-08-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00032.HK,港通控股,港通控股有限公司,The Cross-Harbour (Holdings) Ltd.,1974-07-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00033.HK,INTL GENIUS,International Genius Company,International Genius Company,2007-11-19,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00034.HK,九龙建业,九龙建业有限公司,Kowloon Development Company Limited,1995-07-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00035.HK,远东发展,远东发展有限公司,Far East Consortium International Ltd.,1972-09-21,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00036.HK,远东控股国际,远东控股国际有限公司,Far East Holdings International Limited,1973-02-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00037.HK,远东酒店实业,远东酒店实业有限公司,Far East Hotels & Entertainment Ltd.,1979-07-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00038.HK,第一拖拉机股份,第一拖拉机股份有限公司,First Tractor Company Limited,1997-06-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00039.HK,中国北大荒,中国北大荒产业集团控股有限公司,China Beidahuang Industry Group Holdings Limited,2001-01-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00040.HK,金山科技工业,金山科技工业有限公司,Gold Peak Technology Group Limited,1984-07-02,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00041.HK,鹰君,鹰君集团有限公司,Great Eagle Holdings Limited,1972-10-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00042.HK,东北电气,东北电气发展股份有限公司,Northeast Electric Development Co. Ltd.,1995-07-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00045.HK,大酒店,香港上海大酒店有限公司,"The Hongkong and Shanghai Hotels, Limited",1921-01-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00046.HK,科联系统,科联系统集团有限公司,Computer And Technologies Holdings Ltd.,1998-05-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00048.HK,中国汽车内饰,中国汽车内饰集团有限公司,China Automotive Interior Decoration Holdings Limited,2014-08-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00050.HK,香港小轮(集团),香港小轮(集团)有限公司,Hong Kong Ferry (Holdings) Co. Ltd.,1921-01-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00051.HK,海港企业,海港企业有限公司,Harbour Centre Development Ltd.,1971-02-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00052.HK,大快活集团,大快活集团有限公司,Fairwood Holdings Ltd.,1991-10-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00053.HK,国浩集团,国浩集团有限公司,Guoco Group Ltd.,1983-05-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00055.HK,中星集团控股,中星集团控股有限公司,Neway Group Holdings Limited,1992-09-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00057.HK,震雄集团,震雄集团有限公司,Chen Hsong Holdings Ltd.,1991-10-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00058.HK,新威国际,新威国际控股有限公司,Sunway International Holdings Ltd.,1999-09-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00059.HK,天誉置业,天誉置业(控股)有限公司,Skyfame Realty (Holdings) Ltd.,1993-11-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00060.HK,香港食品投资,香港食品投资控股有限公司,Hong Kong Food Investment Holdings Ltd.,1992-12-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00061.HK,绿领控股,绿领控股集团有限公司,Green Leader Holdings Group Limited,1999-07-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00062.HK,载通,载通国际控股有限公司,Transport International Holdings Ltd.,1961-05-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00063.HK,中亚烯谷集团,中亚烯谷集团有限公司,China Asia Valley Group Limited,1986-02-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00064.HK,结好控股,结好控股有限公司,Get Nice Holdings Ltd.,2002-06-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00065.HK,弘海高新资源,弘海高新资源有限公司,Grand Ocean Advanced Resources Company Limited,2009-06-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00066.HK,港铁公司,香港铁路有限公司,MTR Corporation Ltd.,2000-10-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00068.HK,MANYCORE TECH,Manycore Tech Inc.,Manycore Tech Inc.,2026-04-17,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00069.HK,香格里拉(亚洲),香格里拉(亚洲)有限公司,Shangri-La Asia Ltd.,1993-06-17,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00070.HK,金粤控股,金粤控股有限公司,Rich Goldman Holdings Limited,1973-01-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00071.HK,美丽华酒店,美丽华酒店企业有限公司,"Miramar Hotel & Investment Co., Ltd.",1970-07-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00072.HK,超媒体控股,超媒体控股有限公司,Meta Media Holdings Limited,2009-09-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00073.HK,亚洲果业,亚洲果业控股有限公司,Asian Citrus Holdings Limited,2009-11-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00075.HK,渝太地产,渝太地产集团有限公司,Y. T. Realty Group Ltd.,1984-11-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00076.HK,谊砾控股,谊砾控股有限公司,Elate Holdings Limited,1984-09-24,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00077.HK,进智公共交通,进智公共交通控股有限公司,AMS Public Transport Holdings Ltd.,2004-04-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00078.HK,REGAL INT'L,富豪酒店国际控股有限公司,Regal Hotels International Holdings Ltd.,1980-11-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00079.HK,世纪建业,世纪建业(集团)有限公司,Century Legend (Holdings) Ltd.,1993-07-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00080.HK,CAI控股,CAI控股,CAI Corp,2011-01-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00081.HK,中国海外宏洋集团,中国海外宏洋集团有限公司,China Overseas Grand Oceans Group Limited,1984-04-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00082.HK,疯狂体育,疯狂体育集团有限公司,Crazy Sports Group Limited,1991-10-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00083.HK,信和置业,信和置业有限公司,Sino Land Co. Ltd.,1981-04-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00084.HK,宝光实业,宝光实业(国际)有限公司,Stelux Holdings International Ltd.,1972-10-02,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00085.HK,中电华大科技,中国电子华大科技有限公司,China Electronics Huada Technology Company Limited,1997-07-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00086.HK,新鸿基公司,新鸿基有限公司,"Sun Hung Kai & Co., Ltd.",1983-10-03,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00087.HK,太古股份公司B,太古股份有限公司B,Swire Pacific Limited B,1973-05-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00088.HK,TAI CHEUNG HOLD,大昌集团有限公司,Tai Cheung Holdings Ltd.,1972-12-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00089.HK,大生地产,大生地产发展有限公司,Tai Sang Land Development Ltd.,1973-02-21,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00090.HK,普星能量,普星能量有限公司,Puxing Energy Limited,2009-07-10,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00092.HK,冠军科技集团,冠军科技集团有限公司,Champion Technology Holdings Ltd.,1992-08-19,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00093.HK,零在科技金融,零在科技金融集团有限公司,Zero Fintech Group Limited,1991-10-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00094.HK,绿心集团,绿心集团有限公司,Greenheart Group Limited,1988-06-21,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00095.HK,绿景中国地产,绿景(中国)地产投资有限公司,LVGEM (China) Real Estate Investment Company Limited,2005-12-02,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00096.HK,YUSEI,友成控股有限公司,Yusei Holdings Ltd.,2010-12-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00097.HK,恒基发展,恒基兆业发展有限公司,Henderson Investment Ltd.,1972-11-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00098.HK,兴发铝业,兴发铝业控股有限公司,Xingfa Aluminium Holdings Ltd.,2008-03-31,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00099.HK,王氏国际,王氏国际集团有限公司,Wong's International Holdings Ltd.,1983-12-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00100.HK,MINIMAX-W,MiniMax Group Inc.,MiniMax Group Inc.,2026-01-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00101.HK,恒隆地产,恒隆地产有限公司,Hang Lung Properties Ltd.,1954-01-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00103.HK,首佳科技,首佳科技制造有限公司,Shougang Century Holdings Limited,1992-04-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00104.HK,ASIA COMM HOLD,冠亚商业集团有限公司,Asia Commercial Holdings Ltd.,1987-07-29,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00105.HK,凯联国际酒店,凯联国际酒店有限公司,Associated International Hotels Ltd.,1985-10-24,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00106.HK,朗诗绿色管理,朗诗绿色管理有限公司,Landsea Green Management Limited,1986-03-24,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00107.HK,四川成渝高速公路,四川成渝高速公路股份有限公司,Sichuan Expressway Company Limited,1997-10-07,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00108.HK,国锐生活,国锐生活有限公司,GR Life Style Company Limited,1973-02-09,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00110.HK,中国长远,中国长远控股有限公司,China Fortune Holdings Limited,2004-01-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00111.HK,信达国际控股,信达国际控股有限公司,Cinda International Holdings Limited,2000-08-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00113.HK,迪生创建,迪生创建(国际)有限公司,Dickson Concepts (International) Ltd.,1973-03-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00114.HK,HERALD HOLD,兴利集团有限公司,Herald Holdings Ltd.,1970-03-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00115.HK,钧濠集团,钧濠集团有限公司,Grand Field Group Holdings Ltd.,1999-10-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00116.HK,周生生,周生生集团国际有限公司,Chow Sang Sang Holdings International Ltd.,1973-04-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00117.HK,天利控股集团,天利控股集团有限公司,Tianli Holdings Group Limited,2007-12-21,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00118.HK,大同机械,大同机械企业有限公司,Cosmos Machinery Enterprises Ltd.,1988-12-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00119.HK,保利置业集团,保利置业集团有限公司,"Poly Property Group Co.,Limited",1973-08-30,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00120.HK,COSMOPOL INT'L,四海国际集团有限公司,Cosmopolitan International Holdings Ltd.,1989-11-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00122.HK,鳄鱼恤,鳄鱼恤有限公司,Crocodile Garments Ltd.,1971-09-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00123.HK,越秀地产,越秀地产股份有限公司,Yuexiu Property Company Limited,1992-12-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00124.HK,粤海置地,粤海置地控股有限公司,Guangdong Land Holdings Limited,1997-08-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00125.HK,新兴光学,新兴光学集团控股有限公司,Sun Hing Vision Group Holdings Ltd.,1999-05-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00126.HK,佳宁娜,佳宁娜集团控股有限公司,Carrianna Group Holdings Company Limited,1991-11-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00127.HK,华人置业,华人置业集团有限公司,Chinese Estates Holdings Ltd.,1921-01-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00128.HK,安宁控股,安宁控股有限公司,ENM Holdings Limited,1972-11-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00129.HK,泛海集团,泛海国际集团有限公司,Asia Standard International Group Ltd.,1973-01-24,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00130.HK,慕诗国际,慕诗国际集团有限公司,Moiselle International Holdings Ltd.,2002-02-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00131.HK,卓能(集团),卓能(集团)有限公司,Cheuk Nang (Holdings) Ltd.,1988-08-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00132.HK,兴业控股,兴业控股有限公司,Hing Yip Holdings Limited,1973-05-18,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00133.HK,招商局中国基金,招商局中国基金有限公司,China Merchants China Direct Investments Ltd.,1993-07-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00135.HK,昆仑能源,昆仑能源有限公司,Kunlun Energy Company Limited,1973-03-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00136.HK,中国儒意,中国儒意控股有限公司,China Ruyi Holdings Limited,1997-09-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00137.HK,金辉集团,金辉集团有限公司,Jinhui Holdings Co. Ltd.,1991-12-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00138.HK,中建富通,中建富通集团有限公司,CCT Fortis Holdings Limited,1991-11-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00139.HK,小鱼盈通,小鱼盈通控股有限公司,Smart Fish Wealthlink Holdings Limited,1994-03-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00142.HK,第一太平,第一太平有限公司,First Pacific Co. Ltd.,1988-09-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00144.HK,招商局港口,招商局港口控股有限公司,China Merchants Port Holdings Company Limited,1992-07-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00145.HK,信能低碳,信能低碳有限公司,CCIAM Future Energy Limited,1972-07-01,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00146.HK,TAI PING CARPET,太平地毡国际有限公司,Tai Ping Carpets International Ltd.,1980-01-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00147.HK,国际商业结算,国际商业结算控股有限公司,International Business Settlement Holdings Limited,1988-06-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00148.HK,建滔集团,建滔集团有限公司,Kingboard Holdings Limited,1993-10-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00149.HK,中国农产品交易,中国农产品交易有限公司,China Agri-Products Exchange Limited,1973-03-12,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00150.HK,HYPEBEAST,Hypebeast Limited,Hypebeast Limited,2019-03-08,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00151.HK,中国旺旺,中国旺旺控股有限公司,Want Want China Holdings Ltd.,2008-03-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00152.HK,深圳国际,深圳国际控股有限公司,Shenzhen International Holdings Limited,1972-09-25,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00154.HK,北京控股环境集团,北京控股环境集团有限公司,Beijing Enterprises Environment Group Limited,1980-04-29,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00156.HK,力宝华润,力宝华润有限公司,Lippo China Resources Ltd.,1980-01-24,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00157.HK,自然美,自然美生物科技有限公司,Natural Beauty Bio-Technology Ltd.,2002-03-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00158.HK,万邦投资,万邦投资有限公司,Melbourne Enterprises Ltd.,1972-08-29,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00159.HK,布莱克万矿业,布莱克万矿业有限公司,Brockman Mining Limited,1985-07-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00160.HK,汉国置业,汉国置业有限公司,"Hon Kwok Land Investment Company, Limited",1972-09-16,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00162.HK,世纪金花,世纪金花商业控股有限公司,Century Ginwa Retail Holdings Ltd.,2000-10-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00163.HK,英皇国际,英皇国际集团有限公司,Emperor International Holdings Ltd.,1972-11-14,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00164.HK,中国宝力科技,中国宝力科技控股有限公司,China Baoli Technologies Holdings Limited,1973-01-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00165.HK,中国光大控股,中国光大控股有限公司,China Everbright Ltd.,1973-02-26,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00166.HK,新时代集团控股,新时代集团控股有限公司,New Times Corporation Limited,1998-10-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00167.HK,IDT INT'L,万威国际有限公司,IDT International Ltd.,1988-10-21,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00168.HK,青岛啤酒股份,青岛啤酒股份有限公司,Tsingtao Brewery Company Limited,1993-07-15,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00169.HK,万达酒店发展,万达酒店发展有限公司,Wanda Hotel Development Company Limited,2002-06-04,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00171.HK,银建国际,银建国际控股集团有限公司,Silver Grant International Holdings Group Limited,1973-02-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00173.HK,嘉华国际,嘉华国际集团有限公司,K. Wah International Holdings Ltd.,1987-02-06,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00174.HK,盛洋投资,盛洋投资(控股)有限公司,Gemini Investments (Holdings) Limited,1988-10-05,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00175.HK,吉利汽车,吉利汽车控股有限公司,Geely Automobile Holdings Limited,1973-02-23,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00176.HK,先机企业集团,先机企业集团有限公司,Superactive Group Company Limited,1994-04-28,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00177.HK,江苏宁沪高速公路,江苏宁沪高速公路股份有限公司,Jiangsu Expressway Company Limited,1997-06-27,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00178.HK,莎莎国际,莎莎国际控股有限公司,Sa Sa International Holdings Ltd.,1997-06-13,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00179.HK,德昌电机控股,德昌电机控股有限公司,Johnson Electric Holdings Ltd.,1984-07-11,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00180.HK,开达集团,开达集团有限公司,"Kader Holdings Co., Ltd.",1985-05-24,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00181.HK,闽港控股,闽港控股有限公司,Fujian Holdings Limited,1973-02-22,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
00182.HK,协合新能源,协合新能源集团有限公司,Concord New Energy Group Limited,1991-11-27,,主板,HKD,L,2026-05-20 17:44:45.609022,2026-05-20 17:44:45.609022
