trade_date,open,high,low,close,pre_close,pct_chg,vol
2014-10-17,6118.979,6140.119,5943.592,6058.668,,,9712586400.0
2014-10-20,6068.776,6154.685,6068.517,6154.52,,1.5821,7902498400.0
2014-10-21,6153.02,6176.069,6097.366,6103.008,,-0.837,7954840800.0
2014-10-22,6102.464,6131.886,6024.404,6027.51,,-1.2371,7355880000.0
2014-10-23,6009.84,6032.613,5899.89,5930.483,,-1.6097,7429696000.0
2014-10-24,5930.571,5980.336,5917.556,5941.926,,0.193,5943126000.0
2014-10-27,5927.149,6007.159,5899.772,6006.838,,1.0924,6164242400.0
2014-10-28,6021.653,6163.672,6021.638,6163.672,,2.6109,8458316000.0
2014-10-29,6179.458,6269.957,6179.16,6246.699,,1.347,11142717600.0
2014-10-30,6248.47,6284.7,6222.814,6241.588,,-0.0818,10395894400.0
2014-10-31,6242.84,6261.706,6158.802,6208.61,,-0.5284,9256130400.0
2014-11-03,6217.097,6276.232,6216.876,6275.993,,1.0853,9173112800.0
2014-11-04,6274.997,6280.834,6207.398,6231.816,,-0.7039,8906783200.0
2014-11-05,6222.944,6241.068,6188.344,6227.245,,-0.0733,7808875200.0
2014-11-06,6223.078,6289.828,6201.274,6289.192,,0.9948,7680781600.0
2014-11-07,6297.351,6319.085,6204.807,6228.167,,-0.9703,9171222400.0
2014-11-10,6236.195,6247.719,6196.991,6246.612,,0.2962,7710688000.0
2014-11-11,6252.391,6253.217,5973.742,6023.004,,-3.5797,10183034400.0
2014-11-12,6005.863,6120.249,5992.895,6120.058,,1.6114,6637915200.0
2014-11-13,6116.978,6117.105,5986.999,6023.782,,-1.5731,8313601600.0
2014-11-14,6002.051,6024.372,5965.807,6009.446,,-0.238,6106637600.0
2014-11-17,6016.541,6118.006,5992.797,6100.833,,1.5207,6486996800.0
2014-11-18,6095.869,6139.763,6094.605,6139.522,,0.6342,6380190800.0
2014-11-19,6134.374,6206.815,6134.054,6193.562,,0.8802,7149502400.0
2014-11-20,6174.89,6189.443,6158.344,6185.919,,-0.1234,6504845600.0
2014-11-21,6183.472,6240.784,6183.335,6240.774,,0.8868,7143662400.0
2014-11-24,6281.558,6304.448,6253.737,6293.023,,0.8372,9636399200.0
2014-11-25,6295.683,6392.799,6290.373,6392.442,,1.5798,10162903200.0
2014-11-26,6400.587,6435.335,6381.889,6435.14,,0.6679,10840820000.0
2014-11-27,6450.506,6472.788,6420.725,6472.587,,0.5819,11363669600.0
2014-11-28,6476.57,6499.2,6419.198,6478.108,,0.0853,11821694400.0
2014-12-01,6477.995,6477.995,6360.929,6392.464,,-1.3221,10627638400.0
2014-12-02,6385.949,6466.689,6382.65,6457.556,,1.0183,9759043200.0
2014-12-03,6465.46,6514.307,6393.726,6513.957,,0.8734,13192296800.0
2014-12-04,6517.677,6608.226,6515.225,6605.322,,1.4026,13502196800.0
2014-12-05,6612.186,6612.186,6294.194,6462.089,,-2.1684,14961028800.0
2014-12-08,6445.512,6494.321,6390.902,6457.511,,-0.0708,12904352800.0
2014-12-09,6435.574,6435.675,6153.779,6161.367,,-4.586,15810198400.0
2014-12-10,6137.272,6367.07,6111.762,6366.81,,3.3344,10295152800.0
2014-12-11,6361.339,6463.716,6335.855,6463.316,,1.5158,11161980800.0
2014-12-12,6469.268,6549.42,6455.974,6545.19,,1.2667,10446072000.0
2014-12-15,6528.867,6664.252,6510.357,6658.145,,1.7258,11447153600.0
2014-12-16,6663.473,6678.409,6590.841,6635.255,,-0.3438,10686379200.0
2014-12-17,6613.966,6613.966,6494.305,6551.119,,-1.268,11048224000.0
2014-12-18,6538.885,6581.062,6529.341,6540.881,,-0.1563,8866739200.0
2014-12-19,6524.554,6524.759,6346.303,6438.042,,-1.5722,10038936800.0
2014-12-22,6406.507,6406.552,6097.914,6120.582,,-4.931,11679419200.0
2014-12-23,6087.268,6153.647,6012.568,6023.366,,-1.5883,7418941600.0
2014-12-24,6045.09,6155.291,6045.09,6154.878,,2.1834,6849392800.0
2014-12-25,6166.467,6222.655,6159.037,6222.506,,1.0988,6834942400.0
2014-12-26,6218.913,6233.964,6196.217,6233.936,,0.1837,7820916800.0
2014-12-29,6222.939,6222.939,6068.545,6098.979,,-2.1649,9193861600.0
2014-12-30,6083.956,6088.871,5967.82,5982.636,,-1.9076,7947724800.0
2014-12-31,5981.124,6027.52,5945.722,6027.52,,0.7502,7059781600.0
2015-01-05,6025.747,6052.442,5948.272,6049.787,,0.3694,9480519200.0
2015-01-06,6021.449,6172.644,5986.401,6172.392,,2.0266,9399203200.0
2015-01-07,6161.482,6171.146,6118.14,6166.769,,-0.0911,8062012800.0
2015-01-08,6161.553,6211.46,6126.966,6164.111,,-0.0431,8131564800.0
2015-01-09,6148.109,6214.288,6128.012,6128.012,,-0.5856,7326784000.0
2015-01-12,6098.815,6102.437,6033.711,6062.283,,-1.0726,6608878800.0
2015-01-13,6059.381,6167.353,6058.596,6167.117,,1.7293,6071431200.0
