trade_date,open,high,low,close,pre_close,pct_chg,vol
2008-06-30,3631.954,3718.385,3584.999,3676.123,,,316365901.0
2008-07-01,3693.51,3715.664,3620.357,3629.762,,,296847761.0
2008-07-02,3633.534,3718.855,3620.892,3658.48,,,316555559.0
2008-07-03,3622.346,3879.63,3576.116,3831.784,,,564942459.0
2008-07-04,3819.926,3872.489,3786.231,3818.515,,,447080724.0
2008-07-07,3823.297,4004.159,3823.297,4000.546,,,602174975.0
2008-07-08,4014.466,4088.784,3982.022,4076.039,,,660960841.0
2008-07-09,4083.39,4178.066,4083.39,4178.066,,,743118429.0
2008-07-10,4143.525,4228.432,4104.932,4137.568,,,746946090.0
2008-07-11,4111.702,4146.955,4014.5,4068.719,,,550660276.0
2008-07-14,4039.028,4133.423,4019.848,4123.679,,,484287810.0
2008-07-15,4132.247,4160.541,3988.228,3999.477,,,615693766.0
2008-07-16,3977.48,3977.48,3810.445,3873.37,,,572922843.0
2008-07-17,3902.857,3974.125,3831.684,3851.274,,,430859885.0
2008-07-18,3867.462,3956.784,3773.888,3933.699,,,442498483.0
2008-07-21,3915.314,4104.357,3900.431,4090.203,,,577806504.0
2008-07-22,4093.129,4123.886,4054.016,4097.392,,,507223337.0
2008-07-23,4106.659,4131.49,4044.962,4048.246,,,587676369.0
2008-07-24,4054.244,4136.867,4054.244,4132.625,,,554615971.0
2008-07-25,4107.627,4142.209,4081.054,4114.519,,,558328962.0
2008-07-28,4134.542,4181.965,4119.767,4140.414,,,547929022.0
2008-07-29,4113.432,4121.178,4063.521,4085.691,,,483322089.0
2008-07-30,4124.472,4145.29,4045.916,4072.91,,,450767929.0
2008-07-31,4081.078,4085.286,3966.669,3969.239,,,446618001.0
2008-08-01,3950.05,4027.678,3892.109,4006.275,,,455387459.0
2008-08-04,3975.12,3989.003,3894.263,3895.833,,,327531702.0
2008-08-05,3898.078,3922.062,3784.202,3788.372,,,342339084.0
2008-08-06,3803.596,3846.032,3745.975,3805.553,,,416840997.0
2008-08-07,3805.725,3836.099,3755.852,3793.446,,,368686131.0
2008-08-08,3793.622,3807.188,3598.812,3610.726,,,456267344.0
2008-08-11,3599.75,3605.728,3409.38,3428.516,,,410479873.0
2008-08-12,3398.846,3418.325,3339.245,3397.194,,,333776410.0
2008-08-13,3378.03,3442.31,3315.327,3422.829,,,414059852.0
2008-08-14,3416.603,3479.893,3392.116,3457.605,,,311432886.0
2008-08-15,3453.724,3487.697,3429.249,3458.691,,,305379107.0
2008-08-18,3455.529,3462.108,3282.975,3286.763,,,337017283.0
2008-08-19,3250.966,3337.82,3218.73,3330.236,,,285019696.0
2008-08-20,3316.449,3560.598,3293.342,3560.598,,,545972365.0
2008-08-21,3515.73,3551.492,3420.975,3433.01,,,456598834.0
2008-08-22,3423.865,3429.13,3295.925,3343.341,,,311370510.0
2008-08-25,3355.268,3381.871,3314.434,3332.522,,,261281633.0
2008-08-26,3303.661,3303.661,3152.425,3206.255,,,348048857.0
2008-08-27,3197.483,3244.877,3094.335,3147.472,,,289224108.0
2008-08-28,3152.504,3157.442,3107.724,3133.486,,,308534362.0
2008-08-29,3136.304,3233.011,3120.977,3199.734,,,362925593.0
2008-09-01,3203.287,3203.287,3033.497,3044.582,,,278641250.0
2008-09-02,3019.782,3019.782,2950.909,2982.577,,,241060001.0
2008-09-03,2973.377,2990.425,2905.417,2918.639,,,284886905.0
2008-09-04,2914.453,2981.625,2903.278,2955.274,,,263574384.0
2008-09-05,2892.677,2910.595,2855.017,2864.567,,,326166448.0
2008-09-08,2866.027,2871.291,2736.906,2741.519,,,316681519.0
2008-09-09,2749.811,2767.888,2718.746,2750.806,,,230192473.0
2008-09-10,2737.882,2808.748,2707.47,2755.878,,,281216823.0
2008-09-11,2757.158,2775.922,2715.63,2724.095,,,282718987.0
2008-09-12,2721.321,2783.223,2718.468,2758.989,,,239562201.0
2008-09-16,2752.4,2753.438,2708.912,2726.269,,,302719336.0
2008-09-17,2714.368,2735.64,2663.203,2667.763,,,279578686.0
2008-09-18,2624.953,2626.244,2473.35,2574.127,,,447452665.0
2008-09-19,2795.171,2824.151,2769.48,2824.151,,,601465982.0
2008-09-22,2967.534,3062.582,2842.724,2925.888,,,1035973402.0
2008-09-23,2837.361,2837.361,2728.519,2736.591,,,559389475.0
2008-09-24,2666.433,2747.241,2633.583,2747.241,,,397889289.0
2008-09-25,2749.347,2853.027,2739.885,2826.259,,,618988469.0
2008-09-26,2830.275,2857.755,2788.49,2838.735,,,462769528.0
2008-10-06,2794.304,2794.304,2716.986,2716.986,,,364360210.0
2008-10-07,2630.584,2721.092,2611.598,2721.092,,,328949122.0
2008-10-08,2659.485,2687.274,2624.471,2642.167,,,296343155.0
2008-10-09,2684.654,2693.71,2594.644,2600.997,,,302935382.0
2008-10-10,2512.978,2512.978,2427.576,2444.541,,,397843354.0
2008-10-13,2420.676,2469.534,2335.43,2469.534,,,381290462.0
2008-10-14,2546.02,2557.08,2392.917,2392.917,,,460571018.0
2008-10-15,2374.494,2374.494,2319.824,2348.419,,,301129522.0
